second,avg_latency_ms_etcdv3_nocompression,throughput_etcdv3_nocompression,cumulative_throughput_etcdv3_nocompression,avg_cpu_etcdv3_nocompression,avg_memory_mb_etcdv3_nocompression,avg_latency_ms_etcdv3_snappy,throughput_etcdv3_snappy,cumulative_throughput_etcdv3_snappy,avg_cpu_etcdv3_snappy,avg_memory_mb_etcdv3_snappy
635,786.441815,1268,798737,290.65,1815.69,843.091588,1165,721349,461.78,1575.94
636,793.316191,1266,800003,290.65,1815.69,823.489529,1115,722464,461.85,1575.94
637,802.245037,1251,801254,290.63,1815.69,857.396789,1195,723659,461.88,1575.94
638,768.723919,1292,802546,290.62,1815.69,851.997875,1136,724795,461.89,1575.94
639,778.863361,1256,803802,290.62,1815.69,838.235011,1128,725923,461.86,1575.94
640,797.003116,1245,805047,290.60,1815.69,840.108867,1173,727096,461.91,1575.94
641,793.552307,1266,806313,290.57,1815.69,833.968835,1128,728224,461.91,1575.94
642,807.545122,1259,807572,290.55,1815.69,849.165284,1120,729344,461.94,1575.94
643,777.337983,1278,808850,290.52,1815.69,901.610562,1112,730456,461.92,1575.94
644,762.628367,1268,810118,290.50,1815.69,880.484545,1065,731521,461.92,1575.94
645,808.472640,1214,811332,290.48,1815.69,827.534631,1142,732663,461.91,1575.94
646,829.007915,1226,812558,290.45,1815.69,893.883827,1122,733785,461.93,1575.94
647,791.109964,1220,813778,290.44,1815.69,874.487219,1099,734884,461.91,1575.94
648,819.123888,1247,815025,290.41,1815.69,865.731959,1084,735968,461.89,1575.94
649,811.498743,1235,816260,290.37,1815.69,866.875838,1120,737088,461.82,1575.94
650,795.832986,1265,817525,290.37,1815.69,865.559631,1114,738202,461.84,1575.94
651,786.853686,1279,818804,290.35,1815.69,888.080097,1136,739338,461.83,1575.94
652,795.331371,1200,820004,290.31,1815.69,811.092916,1144,740482,461.80,1575.94
653,809.974852,1234,821238,290.29,1815.69,865.867138,1136,741618,461.85,1575.94
654,817.371758,1190,822428,290.26,1815.69,846.403656,1177,742795,461.86,1575.94
655,833.047173,1249,823677,290.22,1815.69,840.060296,1168,743963,461.88,1575.94
656,817.642571,1165,824842,290.18,1815.69,839.086087,1157,745120,461.89,1575.94
657,816.844203,1219,826061,290.15,1815.69,828.727218,1104,746224,461.89,1575.94
658,820.169087,1236,827297,290.13,1815.69,831.142758,1171,747395,461.92,1575.94
659,842.898369,1178,828475,290.08,1815.69,853.607327,1158,748553,461.94,1575.94
660,824.369694,1196,829671,290.03,1815.69,828.780338,1146,749699,461.96,1575.94
661,831.966819,1196,830867,289.99,1815.69,829.558154,1117,750816,461.99,1576.02
662,787.474011,1299,832166,289.97,1815.77,855.531918,1163,751979,461.99,1576.02
663,806.776545,1241,833407,289.94,1815.77,867.194389,1144,753123,462.02,1576.02
664,800.189098,1244,834651,289.91,1815.77,849.144110,1117,754240,462.02,1576.02
665,764.043373,1290,835941,289.89,1815.77,875.265774,1114,755354,461.99,1576.02
666,821.181624,1197,837138,289.88,1815.77,838.554874,1149,756503,462.02,1576.02
667,812.453862,1264,838402,289.84,1815.77,843.416486,1125,757628,462.07,1576.02
668,764.615189,1275,839677,289.83,1815.79,840.856828,1172,758800,462.08,1576.02
669,796.405344,1235,840912,289.82,1815.79,854.427306,1128,759928,462.10,1576.02
670,803.489830,1262,842174,289.79,1815.79,848.222326,1147,761075,462.06,1576.02
671,800.019017,1234,843408,289.77,1815.79,823.539432,1132,762207,462.09,1576.02
672,787.697808,1224,844632,289.76,1815.79,880.138052,1144,763351,462.13,1576.02
673,804.820592,1260,845892,289.75,1815.79,860.581648,1140,764491,462.11,1576.02
674,794.563546,1259,847151,289.72,1815.79,835.061574,1113,765604,462.08,1576.02
675,795.368739,1284,848435,289.71,1815.79,834.477309,1153,766757,462.16,1576.02
676,757.298535,1278,849713,289.70,1815.79,849.075958,1099,767856,462.18,1576.02
677,765.849522,1292,851005,289.70,1815.79,855.677921,1158,769014,462.13,1576.02
678,798.125296,1261,852266,289.69,1815.79,861.302643,1122,770136,462.18,1576.02
679,804.549347,1241,853507,289.67,1815.79,864.711487,1168,771304,462.18,1576.02
680,759.129714,1316,854823,289.66,1815.79,826.421590,1100,772404,462.19,1576.02
681,780.676660,1268,856091,289.68,1815.79,837.762403,1153,773557,462.21,1576.02
682,770.866959,1267,857358,289.66,1815.79,862.470117,1146,774703,462.21,1576.02
683,802.444644,1244,858602,289.65,1815.79,849.063451,1119,775822,462.21,1576.02
684,804.952637,1273,859875,289.63,1815.79,869.649335,1167,776989,462.22,1576.02
685,757.185450,1292,861167,289.62,1815.79,838.170978,1120,778109,462.23,1576.02
686,764.773462,1268,862435,289.61,1815.79,827.760869,1188,779297,462.22,1576.02
687,787.488460,1294,863729,289.62,1815.79,864.051851,1151,780448,462.24,1576.02
688,776.678998,1303,865032,289.61,1815.79,861.884057,1145,781593,462.28,1576.02
689,740.973900,1280,866312,289.61,1815.79,826.959846,1130,782723,462.26,1576.02
690,794.600390,1255,867567,289.62,1815.79,847.630625,1148,783871,462.29,1576.02
691,810.356906,1265,868832,289.62,1815.79,836.224205,1150,785021,462.30,1576.02
692,760.729922,1313,870145,289.62,1815.79,846.615271,1139,786160,462.32,1576.02
693,768.618251,1282,871427,289.62,1815.79,856.223183,1138,787298,462.32,1576.02
694,785.654159,1251,872678,289.61,1815.79,857.174996,1131,788429,462.32,1576.02
695,791.684847,1319,873997,289.62,1815.79,839.656670,1163,789592,462.36,1576.02
696,760.882070,1273,875270,289.63,1815.79,838.649591,1119,790711,462.37,1576.02
697,777.746875,1267,876537,289.65,1815.79,855.088716,1137,791848,462.38,1576.02
698,748.578033,1314,877851,289.67,1815.79,872.361642,1113,792961,462.35,1576.02
699,772.181419,1263,879114,289.69,1815.79,889.566120,1180,794141,462.36,1576.02
700,776.912247,1304,880418,289.70,1815.79,821.054836,1156,795297,462.39,1576.02
701,772.878880,1290,881708,289.71,1815.79,842.580931,1157,796454,462.41,1576.02
702,763.857587,1311,883019,289.73,1815.79,834.928750,1146,797600,462.41,1576.02
703,772.211302,1312,884331,289.76,1815.79,840.430730,1133,798733,462.41,1576.02
704,779.940501,1242,885573,289.77,1815.79,835.739700,1158,799891,462.45,1576.02
705,785.730008,1312,886885,289.78,1815.79,824.057755,1155,801046,462.48,1576.02
706,757.835983,1315,888200,289.80,1815.79,835.102468,1164,802210,462.52,1576.11
707,763.923359,1310,889510,289.81,1815.79,823.529656,1193,803403,462.53,1576.11
708,759.525066,1300,890810,289.84,1815.79,850.848878,1115,804518,462.55,1576.11
709,737.425199,1340,892150,289.84,1815.79,830.853388,1161,805679,462.57,1576.11
710,786.987102,1282,893432,289.85,1815.79,866.944703,1144,806823,462.57,1576.11
711,761.692764,1332,894764,289.87,1815.79,820.523920,1175,807998,462.60,1576.11
712,731.233017,1288,896052,289.89,1815.79,835.876598,1153,809151,462.58,1576.11
713,797.333826,1310,897362,289.92,1815.79,845.801506,1155,810306,462.62,1576.11
714,749.566080,1301,898663,289.94,1815.79,843.922223,1174,811480,462.62,1576.11
715,767.541955,1315,899978,289.97,1815.79,843.117712,1162,812642,462.64,1576.18
716,773.633898,1249,901227,289.99,1815.79,815.339641,1107,813749,462.68,1576.18
717,769.473198,1310,902537,290.02,1815.79,829.748121,1218,814967,462.69,1576.18
718,769.356517,1300,903837,290.03,1815.79,842.743429,1139,816106,462.69,1576.18
719,780.276476,1316,905153,290.04,1815.79,840.607511,1142,817248,462.74,1576.18
720,763.525535,1303,906456,290.06,1815.79,818.525477,1185,818433,462.75,1576.18
721,752.202540,1280,907736,290.09,1815.79,884.913846,1118,819551,462.73,1576.18
722,787.255025,1284,909020,290.12,1815.79,847.938341,1167,820718,462.76,1576.18
723,754.184605,1312,910332,290.14,1815.79,843.446815,1093,821811,462.76,1576.18
724,776.854914,1258,911590,290.16,1815.79,827.750481,1182,822993,462.78,1576.18
725,762.610803,1293,912883,290.18,1815.79,849.400802,1115,824108,462.79,1576.62
726,787.109022,1354,914237,290.17,1815.79,842.931137,1176,825284,462.79,1576.62
727,730.166564,1323,915560,290.19,1815.79,854.878346,1180,826464,462.79,1577.79
728,757.167831,1291,916851,290.20,1815.84,851.482632,1130,827594,462.80,1577.79
729,775.248354,1248,918099,290.20,1815.84,836.060465,1153,828747,462.81,1577.79
730,761.246728,1325,919424,290.20,1815.84,835.102203,1151,829898,462.85,1577.79
731,785.375325,1266,920690,290.22,1815.84,828.817459,1175,831073,462.82,1577.79
732,778.102222,1278,921968,290.21,1815.84,831.744704,1165,832238,462.89,1577.79
733,779.024724,1281,923249,290.21,1815.84,812.389357,1094,833332,462.89,1577.79
734,770.567920,1292,924541,290.23,1815.84,855.604842,1153,834485,462.93,1577.79
735,771.519764,1291,925832,290.25,1815.84,835.278799,1181,835666,462.87,1577.79
736,794.675334,1323,927155,290.25,1815.84,853.764390,1136,836802,462.92,1577.79
737,752.546663,1271,928426,290.25,1815.84,846.263579,1120,837922,462.99,1577.79
738,769.866516,1303,929729,290.25,1815.84,818.431834,1148,839070,463.01,1577.79
739,761.931967,1304,931033,290.27,1815.84,866.170090,1175,840245,462.98,1577.79
740,760.768244,1305,932338,290.28,1815.84,835.734908,1141,841386,463.02,1577.79
741,776.490972,1286,933624,290.28,1815.84,840.408671,1172,842558,463.01,1577.70
742,775.441840,1296,934920,290.29,1815.84,824.822582,1130,843688,463.04,1577.77
743,755.792945,1273,936193,290.29,1815.84,837.823339,1127,844815,463.05,1577.77
744,768.918661,1296,937489,290.30,1815.84,851.077331,1182,845997,463.00,1577.77
745,753.049327,1339,938828,290.32,1815.84,806.033737,1145,847142,463.05,1577.77
746,765.626287,1308,940136,290.35,1815.84,869.657554,1074,848216,463.04,1577.77
747,748.376505,1322,941458,290.37,1816.70,872.998325,1124,849340,463.05,1577.77
748,763.768852,1281,942739,290.37,1816.70,857.736378,1143,850483,463.04,1577.77
749,788.814915,1278,944017,290.37,1816.70,866.595661,1113,851596,463.07,1577.77
750,767.674751,1293,945310,290.38,1816.70,869.393961,1149,852745,463.06,1577.77
751,773.666053,1247,946557,290.37,1816.70,847.449723,1100,853845,463.04,1577.77
752,773.572004,1330,947887,290.38,1816.70,873.351309,1088,854933,463.06,1577.77
753,773.910277,1286,949173,290.39,1816.70,868.281813,1162,856095,463.03,1577.77
754,733.990387,1359,950532,290.40,1816.70,846.282181,1101,857196,463.05,1577.77
755,766.526820,1260,951792,290.43,1817.38,875.626687,1080,858276,463.02,1577.77
756,786.347166,1297,953089,290.42,1817.38,850.880551,1156,859432,463.02,1577.77
757,748.240702,1337,954426,290.42,1817.38,849.550598,1146,860578,463.03,1577.77
758,758.489102,1335,955761,290.44,1817.38,849.473879,1176,861754,463.03,1577.77
759,744.839799,1320,957081,290.47,1817.38,818.439492,1195,862949,463.05,1577.77
760,779.511606,1257,958338,290.48,1817.38,836.308345,1149,864098,463.08,1577.77
761,764.650681,1311,959649,290.49,1817.38,824.397893,1150,865248,463.11,1577.77
762,765.033946,1328,960977,290.51,1817.38,840.016675,1153,866401,463.11,1577.77
763,769.039363,1279,962256,290.50,1817.38,861.812128,1172,867573,463.11,1577.77
764,800.585262,1249,963505,290.49,1817.38,809.587496,1141,868714,463.14,1577.77
765,783.792979,1291,964796,290.48,1817.38,839.439569,1163,869877,463.16,1577.77
766,749.261649,1276,966072,290.49,1817.38,864.566795,1151,871028,463.16,1577.77
767,782.505534,1293,967365,290.48,1817.38,858.403869,1151,872179,463.16,1577.77
768,762.880014,1287,968652,290.49,1817.38,827.116575,1175,873354,463.18,1577.77
769,783.647172,1236,969888,290.50,1817.38,864.690679,1119,874473,463.19,1577.77
770,799.409240,1263,971151,290.49,1817.38,839.145352,1143,875616,463.18,1577.77
771,796.131333,1285,972436,290.48,1817.38,831.991080,1183,876799,463.14,1577.77
772,781.769126,1216,973652,290.47,1817.38,831.375390,1143,877942,463.19,1577.77
773,772.151190,1295,974947,290.48,1817.38,837.191445,1166,879108,463.23,1577.77
774,773.538604,1309,976256,290.50,1817.38,839.069383,1138,880246,463.23,1577.77
775,754.276438,1327,977583,290.51,1817.38,848.751446,1153,881399,463.23,1577.77
776,788.005624,1266,978849,290.51,1817.38,825.508527,1130,882529,463.24,1577.77
777,728.795758,1324,980173,290.53,1817.38,830.011098,1238,883767,463.24,1577.77
778,766.944866,1310,981483,290.55,1817.38,842.143797,1121,884888,463.26,1577.77
779,758.201235,1295,982778,290.56,1817.38,818.563352,1160,886048,463.31,1577.77
780,778.460407,1281,984059,290.57,1817.38,871.162666,1141,887189,463.32,1577.77
781,787.988561,1292,985351,290.56,1817.38,832.165157,1151,888340,463.32,1577.77
782,778.735554,1294,986645,290.57,1817.38,851.843007,1149,889489,463.33,1577.77
783,735.223323,1315,987960,290.58,1817.38,829.894138,1151,890640,463.34,1577.77
784,766.992089,1293,989253,290.59,1817.38,851.858684,1081,891721,463.32,1577.77
785,781.831119,1281,990534,290.60,1817.38,856.859938,1156,892877,463.34,1577.77
786,761.850672,1300,991834,290.61,1817.38,850.389143,1185,894062,463.35,1577.77
787,773.398276,1305,993139,290.62,1817.38,845.687637,1115,895177,463.36,1577.77
788,759.528291,1336,994475,290.63,1817.38,815.208368,1164,896341,463.36,1577.86
789,774.157097,1244,995719,290.63,1817.38,881.432232,1122,897463,463.33,1577.86
790,794.354374,1251,996970,290.63,1817.38,851.614172,1141,898604,463.33,1577.86
791,766.666037,1323,998293,290.64,1817.38,854.035081,1144,899748,463.35,1577.86
792,787.135512,1236,999529,290.63,1817.38,840.997185,1173,900921,463.36,1577.86
793,789.480049,1297,1000826,290.64,1817.38,861.075563,1116,902037,463.35,1577.86
794,755.171214,1360,1002186,290.65,1817.38,835.628031,1179,903216,463.34,1577.86
795,743.452992,1278,1003464,290.67,1817.38,822.229405,1098,904314,463.36,1577.86
796,770.199621,1291,1004755,290.67,1817.38,873.849919,1123,905437,463.40,1577.86
797,770.919011,1315,1006070,290.69,1817.38,844.757262,1193,906630,463.41,1577.86
798,750.421249,1312,1007382,290.70,1817.38,833.363394,1124,907754,463.42,1577.86
799,773.767769,1287,1008669,290.70,1817.38,832.776262,1180,908934,463.45,1577.86
800,777.008166,1320,1009989,290.71,1817.38,822.482982,1165,910099,463.45,1577.86
801,734.919750,1305,1011294,290.74,1817.38,841.080921,1169,911268,463.48,1577.86
802,790.737543,1289,1012583,290.76,1817.45,832.721603,1146,912414,463.49,1577.86
803,760.342697,1287,1013870,290.79,1817.45,870.147728,1129,913543,463.50,1577.86
804,746.370722,1339,1015209,290.82,1817.45,857.034619,1157,914700,463.52,1577.86
805,750.945087,1318,1016527,290.85,1817.45,838.856181,1149,915849,463.52,1577.86
806,749.645693,1294,1017821,290.85,1817.45,833.650756,1154,917003,463.54,1577.86
807,784.002741,1316,1019137,290.86,1817.45,848.797225,1170,918173,463.55,1577.86
808,745.215431,1310,1020447,290.89,1817.45,843.470000,1169,919342,463.58,1577.86
809,773.700517,1302,1021749,290.92,1817.45,834.374298,1144,920486,463.56,1577.86
810,756.115095,1295,1023044,290.94,1817.45,848.783153,1202,921688,463.63,1577.86
811,780.309318,1337,1024381,290.97,1817.53,785.816406,1121,922809,463.63,1577.86
812,728.215881,1315,1025696,290.99,1817.53,894.811694,1136,923945,463.64,1577.86
813,760.928668,1332,1027028,291.00,1817.53,824.685963,1153,925098,463.60,1577.86
814,765.011467,1305,1028333,291.02,1817.53,849.843658,1146,926244,463.62,1577.86
815,750.014146,1325,1029658,291.04,1817.53,869.367431,1139,927383,463.66,1577.86
816,768.737120,1256,1030914,291.07,1817.53,840.351186,1179,928562,463.63,1577.86
817,752.547394,1326,1032240,291.09,1817.53,821.786536,1128,929690,463.68,1577.86
818,789.112539,1289,1033529,291.13,1817.53,876.038759,1143,930833,463.70,1577.86
819,778.699853,1311,1034840,291.14,1817.53,840.455547,1127,931960,463.68,1577.86
820,749.723707,1275,1036115,291.16,1817.53,846.880155,1179,933139,463.67,1577.86
821,754.627327,1332,1037447,291.19,1817.53,849.281930,1172,934311,463.69,1577.86
822,768.458075,1296,1038743,291.23,1817.53,833.845938,1142,935453,463.69,1577.86
823,774.343847,1275,1040018,291.25,1817.53,814.723883,1157,936610,463.72,1577.86
824,756.791989,1293,1041311,291.27,1817.53,875.867518,1134,937744,463.73,1577.86
825,769.530555,1315,1042626,291.29,1817.53,846.387814,1159,938903,463.75,1577.86
826,757.548707,1320,1043946,291.32,1817.53,836.888676,1134,940037,463.77,1577.86
827,788.222126,1239,1045185,291.32,1817.53,840.915125,1170,941207,463.75,1577.86
828,754.364778,1370,1046555,291.32,1817.53,833.454786,1149,942356,463.80,1577.86
829,758.155122,1281,1047836,291.34,1817.53,866.525590,1109,943465,463.81,1577.86
830,764.688641,1361,1049197,291.35,1817.53,868.559827,1167,944632,463.83,1577.86
831,758.635440,1264,1050461,291.36,1817.53,793.072558,1149,945781,463.83,1577.86
832,786.621403,1306,1051767,291.36,1817.53,877.674653,1166,946947,463.83,1577.86
833,734.153067,1306,1053073,291.37,1817.53,852.588326,1151,948098,463.87,1577.86
834,774.973086,1325,1054398,291.38,1817.53,837.155009,1138,949236,463.88,1577.86
835,762.707292,1299,1055697,291.39,1817.53,856.618779,1159,950395,463.88,1577.86
836,780.565414,1291,1056988,291.40,1817.53,815.584021,1143,951538,463.87,1577.86
837,773.925642,1301,1058289,291.40,1817.53,870.672090,1145,952683,463.91,1577.86
838,756.915254,1294,1059583,291.40,1817.53,842.213068,1174,953857,463.94,1577.86
839,760.423878,1280,1060863,291.41,1817.53,841.048633,1121,954978,463.95,1577.86
840,770.229039,1306,1062169,291.41,1817.61,829.521908,1165,956143,463.94,1577.86
841,748.619521,1309,1063478,291.42,1817.61,836.589607,1140,957283,463.93,1577.86
842,828.601963,1218,1064696,291.43,1817.61,749.651060,1142,958425,463.94,1577.86
843,760.968421,1307,1066003,291.43,1817.61,910.195820,1169,959594,463.99,1577.86
844,767.057225,1337,1067340,291.45,1817.61,855.242858,1183,960777,464.00,1577.86
845,772.310131,1277,1068617,291.45,1817.61,834.976525,1113,961890,464.00,1577.86
846,748.470092,1326,1069943,291.46,1817.61,848.338849,1129,963019,463.99,1577.86
847,758.891246,1315,1071258,291.47,1817.61,822.628656,1164,964183,464.00,1577.86
848,766.085089,1334,1072592,291.47,1817.61,851.042377,1128,965311,464.03,1577.86
849,764.349602,1300,1073892,291.48,1817.61,843.708769,1198,966509,464.05,1577.86
850,735.207821,1308,1075200,291.49,1817.61,824.444796,1137,967646,464.01,1577.86
851,765.306910,1319,1076519,291.52,1817.61,840.048990,1132,968778,464.05,1577.86
852,780.713733,1292,1077811,291.55,1817.61,881.181517,1114,969892,464.05,1577.86
853,724.190316,1324,1079135,291.57,1817.61,826.111744,1146,971038,464.07,1577.86
854,768.339908,1297,1080432,291.61,1817.61,835.190137,1177,972215,464.06,1577.86
855,789.967882,1289,1081721,291.64,1817.61,866.661013,1152,973367,464.07,1577.86
856,754.090929,1313,1083034,291.67,1817.61,847.433268,1122,974489,464.09,1577.86
857,744.532659,1332,1084366,291.71,1817.61,839.948081,1163,975652,464.07,1577.86
858,760.926811,1288,1085654,291.75,1817.61,851.032962,1161,976813,464.11,1577.86
859,778.832093,1284,1086938,291.76,1817.61,831.577381,1116,977929,464.12,1577.86
860,775.059727,1297,1088235,291.77,1817.61,821.729902,1175,979104,464.13,1577.86
861,785.253560,1279,1089514,291.77,1817.61,860.449944,1145,980249,464.16,1577.86
862,742.295609,1284,1090798,291.78,1817.61,861.543132,1133,981382,464.13,1577.86
863,813.466331,1307,1092105,291.77,1817.61,839.511454,1163,982545,464.15,1577.86
864,750.678600,1288,1093393,291.77,1817.61,845.823997,1145,983690,464.16,1577.86
865,751.467877,1315,1094708,291.79,1817.61,819.815140,1139,984829,464.17,1577.86
866,765.125809,1301,1096009,291.80,1817.61,824.170939,1167,985996,464.18,1577.86
867,767.186397,1345,1097354,291.81,1817.61,897.489952,1158,987154,464.17,1577.86
868,750.368300,1262,1098616,291.82,1817.61,834.078778,1130,988284,464.19,1577.86
869,780.259765,1303,1099919,291.83,1817.61,836.323510,1186,989470,464.19,1577.86
870,770.258341,1296,1101215,291.84,1817.61,842.692760,1150,990620,464.20,1577.86
871,769.475168,1303,1102518,291.84,1817.61,850.274938,1170,991790,464.20,1577.86
872,762.284791,1255,1103773,291.84,1817.61,812.802027,1146,992936,464.20,1577.86
873,760.453226,1370,1105143,291.86,1817.61,863.488781,1137,994073,464.21,1577.86
874,759.656552,1319,1106462,291.87,1817.61,822.788136,1151,995224,464.22,1577.86
875,741.217602,1328,1107790,291.88,1817.61,818.875256,1121,996345,464.24,1577.86
876,753.910550,1337,1109127,291.88,1817.61,858.905517,1191,997536,464.26,1577.86
877,722.562582,1297,1110424,291.89,1817.61,843.609108,1147,998683,464.26,1577.86
878,770.727565,1316,1111740,291.91,1817.61,859.393404,1126,999809,464.24,1577.86
879,794.638178,1320,1113060,291.92,1817.61,848.195049,1147,1000956,464.24,1577.86
880,752.901817,1289,1114349,291.93,1817.61,834.275996,1112,1002068,464.24,1577.86
881,743.921937,1324,1115673,291.94,1817.61,845.461421,1141,1003209,464.25,1577.86
882,775.162050,1299,1116972,291.95,1817.61,841.853999,1189,1004398,464.28,1577.86
883,775.591982,1284,1118256,291.95,1817.61,834.663886,1163,1005561,464.27,1577.86
884,771.007745,1294,1119550,291.95,1817.61,861.194814,1133,1006694,464.27,1577.86
885,762.880927,1314,1120864,291.97,1817.61,841.054396,1165,1007859,464.29,1577.86
886,769.554922,1268,1122132,291.99,1817.61,803.717779,1142,1009001,464.30,1577.86
887,770.951204,1257,1123389,291.98,1817.61,777.678415,1187,1010188,464.33,1577.86
888,796.736393,1277,1124666,291.98,1817.61,889.523748,1144,1011332,464.35,1577.86
889,763.274355,1349,1126015,292.00,1817.61,870.624298,1146,1012478,464.34,1577.86
890,765.280122,1320,1127335,292.01,1817.61,859.739743,1150,1013628,464.34,1577.86
891,748.753092,1285,1128620,292.00,1817.61,845.507501,1160,1014788,464.34,1577.86
892,757.496470,1294,1129914,292.01,1817.61,835.239226,1149,1015937,464.36,1577.86
893,786.268141,1272,1131186,292.01,1817.61,839.951352,1117,1017054,464.35,1577.86
894,790.039999,1214,1132400,292.00,1817.61,822.260819,1201,1018255,464.37,1577.86
895,788.419344,1290,1133690,292.01,1817.61,860.848424,1088,1019343,464.36,1577.86
896,799.441797,1250,1134940,292.00,1817.61,857.765688,1177,1020520,464.36,1577.86
897,787.232266,1231,1136171,291.99,1817.61,806.510619,1152,1021672,464.38,1577.86
898,814.653724,1262,1137433,292.00,1817.61,870.167592,1142,1022814,464.38,1577.86
899,784.343350,1245,1138678,291.99,1817.61,873.572580,1126,1023940,464.40,1577.86
900,793.019860,1268,1139946,291.98,1817.61,828.659022,1181,1025121,464.42,1577.86
901,809.456134,1207,1141153,291.96,1817.61,857.019344,1130,1026251,464.43,1577.86
902,808.138626,1269,1142422,291.96,1817.61,837.905141,1183,1027434,464.45,1577.86
903,801.201376,1273,1143695,291.97,1817.61,821.919386,1120,1028554,464.46,1577.86
904,778.261197,1311,1145006,291.97,1817.61,852.991915,1150,1029704,464.48,1577.86
905,757.373228,1276,1146282,291.97,1817.61,859.136140,1201,1030905,464.47,1577.86
906,769.479366,1279,1147561,291.98,1817.61,854.158057,1111,1032016,464.49,1577.86
907,752.064918,1315,1148876,291.97,1817.61,858.316105,1150,1033166,464.49,1577.86
908,772.959095,1273,1150149,291.98,1817.61,849.092076,1144,1034310,464.49,1577.86
909,788.885070,1290,1151439,291.97,1817.61,855.981211,1131,1035441,464.52,1577.86
910,769.251217,1298,1152737,291.98,1817.61,820.259139,1097,1036538,464.51,1577.86
911,757.793878,1298,1154035,291.98,1817.61,858.844319,1172,1037710,464.53,1577.86
912,758.844495,1306,1155341,291.98,1817.61,864.337028,1026,1038736,464.52,1577.86
913,791.214362,1276,1156617,291.99,1817.61,794.416869,1256,1039992,464.53,1577.86
914,752.199217,1318,1157935,292.01,1817.61,893.202848,1165,1041157,464.53,1577.86
915,769.719862,1304,1159239,292.03,1817.61,862.204441,1115,1042272,464.54,1577.86
916,758.757009,1310,1160549,292.04,1817.61,866.301454,1149,1043421,464.53,1577.86
917,758.509365,1330,1161879,292.06,1817.61,856.092950,1126,1044547,464.52,1577.86
918,746.710104,1284,1163163,292.06,1817.68,874.205225,1129,1045676,464.50,1577.86
919,767.232832,1313,1164476,292.07,1817.68,847.031745,1196,1046872,464.47,1577.86
920,778.934373,1287,1165763,292.08,1817.68,827.590359,1101,1047973,464.53,1577.86
921,772.242978,1310,1167073,292.09,1817.68,868.837688,1170,1049143,464.53,1577.86
922,738.043332,1267,1168340,292.10,1817.68,837.413019,1099,1050242,464.54,1577.86
923,790.685990,1321,1169661,292.09,1817.68,840.741699,1135,1051377,464.52,1577.86
924,750.559100,1305,1170966,292.10,1817.68,855.622831,1147,1052524,464.53,1577.86
925,737.424227,1334,1172300,292.12,1817.68,856.737900,1164,1053688,464.53,1577.86
926,769.039748,1336,1173636,292.14,1817.68,813.633186,1136,1054824,464.53,1577.86
927,768.477568,1295,1174931,292.14,1817.68,864.608313,1145,1055969,464.54,1577.86
928,761.410862,1314,1176245,292.15,1817.68,814.128542,1125,1057094,464.55,1577.86
929,753.435792,1275,1177520,292.16,1817.68,860.214851,1171,1058265,464.56,1577.86
930,768.604488,1310,1178830,292.15,1817.68,831.203510,1169,1059434,464.52,1577.86
931,776.216600,1283,1180113,292.17,1817.68,864.460380,1152,1060586,464.56,1577.86
932,772.561875,1265,1181378,292.16,1817.68,847.460136,1103,1061689,464.56,1577.86
933,782.727526,1303,1182681,292.17,1817.68,841.736006,1165,1062854,464.57,1577.86
934,760.186848,1337,1184018,292.17,1817.68,797.280813,1176,1064030,464.58,1577.86
935,744.590613,1320,1185338,292.18,1817.68,881.383595,1144,1065174,464.59,1577.86
936,758.518087,1313,1186651,292.20,1817.68,842.650048,1167,1066341,464.60,1577.86
937,759.640900,1321,1187972,292.20,1817.68,829.315361,1141,1067482,464.61,1577.86
938,773.621706,1307,1189279,292.20,1817.68,844.231555,1156,1068638,464.60,1577.86
939,762.806152,1282,1190561,292.21,1817.68,856.294439,1172,1069810,464.64,1577.86
940,740.941556,1298,1191859,292.22,1817.68,821.782876,1117,1070927,464.64,1577.86
941,783.467288,1342,1193201,292.24,1817.68,876.243480,1110,1072037,464.65,1577.86
942,762.969836,1299,1194500,292.25,1817.68,861.927628,1160,1073197,464.65,1577.86
943,759.570236,1281,1195781,292.26,1817.68,857.687131,1140,1074337,464.63,1577.86
944,738.210405,1353,1197134,292.28,1817.68,869.104662,1075,1075412,464.64,1577.86
945,762.789468,1284,1198418,292.30,1817.68,875.203412,1164,1076576,464.65,1577.86
946,783.586595,1350,1199768,292.30,1817.68,844.220728,1108,1077684,464.63,1577.86
947,742.531680,1295,1201063,292.32,1817.68,880.306853,1133,1078817,464.62,1577.86
948,745.734925,1317,1202380,292.32,1817.68,868.736023,1074,1079891,464.63,1577.86
949,755.946739,1322,1203702,292.33,1817.68,881.825600,1134,1081025,464.61,1577.86
950,784.066782,1230,1204932,292.34,1817.68,876.406831,1083,1082108,464.59,1577.86
951,777.572223,1333,1206265,292.34,1817.68,850.996363,1158,1083266,464.59,1577.86
952,784.483833,1243,1207508,292.34,1817.68,856.145408,1159,1084425,464.59,1577.86
953,756.315851,1265,1208773,292.33,1817.68,841.027695,1112,1085537,464.62,1577.86
954,822.341020,1260,1210033,292.32,1817.72,853.046065,1149,1086686,464.60,1577.86
955,809.686571,1233,1211266,292.31,1817.72,834.933564,1162,1087848,464.58,1577.86
956,799.045639,1215,1212481,292.30,1817.72,861.927073,1125,1088973,464.61,1577.86
957,807.526025,1273,1213754,292.29,1817.72,833.380471,1154,1090127,464.61,1577.86
