second,avg_latency_ms_etcdv3_nocompression,throughput_etcdv3_nocompression,cumulative_throughput_etcdv3_nocompression,avg_cpu_etcdv3_nocompression,avg_memory_mb_etcdv3_nocompression,avg_latency_ms_etcdv3_snappy,throughput_etcdv3_snappy,cumulative_throughput_etcdv3_snappy,avg_cpu_etcdv3_snappy,avg_memory_mb_etcdv3_snappy
307,768.080058,1338,392149,298.93,1809.07,832.457516,1125,346757,455.03,1567.95
308,745.543495,1253,393402,298.95,1809.07,841.264664,1165,347922,455.17,1567.95
309,799.261223,1292,394694,298.98,1809.07,850.995325,1142,349064,455.26,1567.95
310,776.180325,1277,395971,299.02,1809.07,839.585599,1121,350185,455.29,1567.95
311,782.120059,1244,397215,299.04,1809.07,836.804392,1178,351363,455.33,1567.95
312,808.596731,1295,398510,299.05,1809.07,879.039919,1124,352487,455.37,1567.95
313,780.655364,1271,399781,299.08,1809.07,827.315568,1139,353626,455.38,1567.95
314,763.566541,1252,401033,299.11,1809.07,892.776075,1094,354720,455.39,1567.95
315,770.103185,1302,402335,299.14,1809.07,853.519640,1143,355863,455.42,1567.95
316,784.960391,1301,403636,299.18,1809.07,844.942079,1132,356995,455.45,1567.95
317,768.227329,1276,404912,299.21,1809.07,836.933453,1124,358119,455.42,1567.95
318,768.304466,1298,406210,299.22,1809.07,847.027534,1169,359288,455.53,1567.95
319,781.650967,1277,407487,299.29,1809.07,845.890797,1178,360466,455.60,1567.95
320,789.174013,1309,408796,299.32,1809.07,875.817827,1105,361571,455.63,1567.95
321,755.541250,1276,410072,299.34,1809.07,845.402865,1176,362747,455.64,1567.95
322,787.199004,1283,411355,299.35,1809.07,837.706559,1140,363887,455.77,1567.95
323,814.528138,1218,412573,299.33,1809.07,845.071089,1152,365039,455.76,1567.95
324,772.055359,1237,413810,299.31,1809.07,815.026984,1191,366230,455.83,1567.95
325,800.891352,1298,415108,299.31,1809.07,846.754030,1130,367360,455.92,1567.95
326,791.726381,1230,416338,299.34,1809.07,823.638665,1115,368475,455.89,1567.95
327,784.631935,1303,417641,299.36,1809.07,870.161546,1139,369614,455.93,1567.95
328,780.696206,1268,418909,299.37,1809.07,834.048872,1148,370762,456.02,1567.95
329,772.517208,1264,420173,299.39,1809.07,847.342437,1162,371924,456.06,1567.95
330,778.244394,1288,421461,299.41,1809.07,849.064321,1090,373014,456.06,1567.95
331,794.924854,1261,422722,299.40,1809.07,849.624816,1165,374179,456.06,1567.95
332,792.502497,1282,424004,299.42,1809.22,884.711978,1150,375329,456.03,1567.95
333,777.027398,1257,425261,299.42,1809.22,813.567693,1170,376499,456.11,1567.95
334,780.475119,1297,426558,299.41,1809.22,875.367682,1136,377635,456.17,1567.95
335,771.266509,1280,427838,299.42,1809.22,834.347732,1148,378783,456.20,1567.95
336,779.529746,1291,429129,299.47,1809.22,876.150989,1110,379893,456.21,1568.02
337,784.647884,1252,430381,299.49,1809.22,830.252677,1191,381084,456.24,1568.02
338,776.268842,1266,431647,299.49,1809.22,847.613353,1127,382211,456.23,1568.02
339,793.859206,1292,432939,299.49,1809.22,849.950940,1130,383341,456.34,1568.02
340,783.437683,1275,434214,299.49,1809.22,841.605599,1167,384508,456.36,1568.02
341,768.692545,1260,435474,299.52,1809.22,833.505812,1112,385620,456.43,1568.02
342,813.159680,1255,436729,299.59,1809.23,878.592133,1134,386754,456.46,1568.02
343,829.251746,1238,437967,299.57,1809.23,860.833965,1126,387880,456.47,1568.02
344,793.349042,1244,439211,299.54,1809.23,872.227322,1087,388967,456.38,1568.02
345,793.378655,1254,440465,299.46,1809.23,858.992836,1102,390069,456.43,1568.02
346,771.857428,1261,441726,299.44,1809.23,909.864622,1089,391158,456.46,1568.02
347,799.411797,1225,442951,299.42,1809.23,850.303965,1128,392286,456.49,1568.02
348,790.140738,1257,444208,299.40,1809.23,867.924896,1109,393395,456.47,1568.02
349,787.560171,1261,445469,299.40,1809.23,879.543447,1089,394484,456.39,1568.02
350,811.402753,1234,446703,299.38,1809.23,869.976411,1121,395605,456.42,1568.02
351,799.034923,1275,447978,299.35,1809.23,857.611302,1097,396702,456.41,1568.02
352,800.891923,1227,449205,299.33,1809.23,843.784714,1221,397923,456.41,1568.02
353,811.003520,1262,450467,299.30,1809.23,841.574671,1104,399027,456.48,1568.02
354,772.525109,1250,451717,299.28,1809.23,843.463307,1107,400134,456.51,1568.02
355,804.914731,1243,452960,299.26,1809.23,857.512376,1176,401310,456.56,1568.02
356,807.688707,1263,454223,299.24,1809.23,842.055588,1163,402473,456.62,1568.02
357,798.230293,1249,455472,299.22,1809.23,815.374858,1177,403650,456.63,1568.02
358,780.097935,1285,456757,299.21,1809.23,869.819050,1109,404759,456.67,1568.02
359,762.452304,1275,458032,299.20,1809.23,841.879841,1182,405941,456.74,1568.02
360,789.115279,1257,459289,299.19,1809.23,825.521122,1124,407065,456.76,1568.02
361,800.574269,1273,460562,299.17,1809.23,881.286494,1147,408212,456.71,1568.02
362,756.244547,1291,461853,299.20,1809.23,850.857204,1131,409343,456.75,1568.02
363,778.906056,1253,463106,299.23,1809.23,835.850461,1168,410511,456.78,1568.02
364,799.703943,1306,464412,299.22,1809.23,885.510609,1125,411636,456.81,1568.02
365,750.422460,1264,465676,299.23,1809.23,848.287014,1133,412769,456.83,1568.02
366,797.751226,1292,466968,299.25,1809.23,852.283774,1126,413895,456.87,1568.02
367,781.653546,1277,468245,299.25,1809.23,879.410642,1117,415012,456.86,1568.02
368,763.479169,1278,469523,299.26,1809.23,846.855925,1154,416166,456.82,1568.02
369,784.991812,1293,470816,299.31,1809.23,836.574889,1075,417241,456.84,1568.02
370,789.164422,1266,472082,299.32,1809.23,856.687540,1164,418405,456.90,1568.02
371,780.644312,1274,473356,299.34,1809.23,821.668680,1142,419547,456.92,1568.02
372,788.223814,1259,474615,299.35,1809.23,850.382398,1183,420730,456.95,1568.02
373,776.698303,1296,475911,299.33,1809.23,851.721155,1114,421844,457.04,1568.02
374,795.542547,1234,477145,299.35,1809.23,826.764344,1174,423018,457.02,1568.02
375,759.477562,1312,478457,299.37,1810.43,846.038710,1126,424144,457.09,1568.02
376,776.281930,1290,479747,299.40,1810.43,798.114939,1132,425276,457.17,1568.02
377,782.407461,1257,481004,299.39,1810.43,909.088049,1149,426425,457.18,1568.02
378,782.684870,1277,482281,299.38,1810.43,847.547696,1142,427567,457.20,1568.02
379,784.991896,1297,483578,299.41,1810.43,833.182146,1153,428720,457.26,1568.02
380,792.717704,1230,484808,299.40,1810.43,836.268962,1122,429842,457.28,1568.02
381,790.900462,1269,486077,299.37,1810.43,862.391505,1147,430989,457.29,1568.02
382,771.640123,1301,487378,299.37,1810.46,839.924370,1151,432140,457.35,1568.02
383,817.643062,1249,488627,299.36,1810.46,836.493690,1173,433313,457.28,1568.02
384,782.002932,1275,489902,299.34,1810.46,849.123905,1144,434457,457.31,1568.02
385,778.886196,1253,491155,299.34,1810.46,847.843730,1127,435584,457.38,1568.02
386,769.044203,1295,492450,299.37,1810.46,845.868844,1144,436728,457.43,1568.02
387,781.309347,1293,493743,299.39,1810.47,842.924916,1148,437876,457.46,1568.02
388,831.043697,1191,494934,299.37,1810.47,820.098928,1134,439010,457.52,1568.02
389,834.686247,1221,496155,299.30,1810.47,828.161269,1124,440134,457.54,1568.02
390,866.798226,1146,497301,299.18,1810.47,838.019906,1184,441318,457.60,1568.02
391,808.784546,1186,498487,299.11,1810.47,838.191406,1145,442463,457.63,1568.02
392,864.445447,1165,499652,299.04,1810.47,838.904233,1131,443594,457.65,1568.02
393,792.712993,1302,500954,298.97,1810.47,838.634403,1153,444747,457.67,1568.02
394,774.513280,1267,502221,298.97,1810.47,849.416076,1121,445868,457.73,1568.02
395,806.079577,1253,503474,298.94,1810.47,842.480458,1153,447021,457.72,1568.02
396,806.354641,1213,504687,298.89,1810.47,856.429164,1165,448186,457.75,1568.02
397,788.458211,1261,505948,298.89,1810.47,820.399393,1118,449304,457.76,1568.02
398,825.193169,1220,507168,298.84,1810.47,844.539059,1160,450464,457.75,1568.02
399,840.325704,1182,508350,298.82,1810.47,851.672534,1166,451630,457.82,1568.02
400,835.759097,1194,509544,298.76,1810.47,829.507928,1132,452762,457.84,1568.02
401,818.275303,1191,510735,298.69,1810.47,850.990198,1118,453880,457.87,1568.02
402,843.445398,1213,511948,298.65,1810.48,833.669494,1158,455038,457.90,1568.02
403,815.388279,1156,513104,298.62,1810.48,870.716668,1145,456183,457.94,1568.02
404,864.581251,1197,514301,298.56,1810.48,840.317229,1141,457324,457.97,1568.02
405,863.735063,1145,515446,298.48,1810.48,846.479635,1175,458499,457.99,1568.02
406,859.461857,1183,516629,298.37,1810.48,821.039851,1111,459610,458.07,1568.02
407,847.023270,1139,517768,298.26,1810.48,842.709859,1182,460792,457.98,1568.02
408,867.987399,1173,518941,298.16,1810.48,846.710795,1132,461924,458.13,1568.02
409,875.068141,1095,520036,298.08,1810.48,844.803186,1164,463088,458.12,1568.02
410,835.938028,1270,521306,297.99,1810.48,849.967459,1140,464228,458.16,1568.02
411,807.629096,1211,522517,297.91,1810.48,844.853703,1121,465349,458.18,1568.02
412,835.511471,1192,523709,297.88,1810.48,838.253446,1130,466479,458.26,1568.02
413,817.646602,1147,524856,297.81,1810.48,881.112866,1153,467632,458.26,1568.02
414,854.252765,1179,526035,297.80,1810.48,842.908351,1140,468772,458.29,1568.02
415,847.855793,1196,527231,297.76,1810.48,853.451664,1143,469915,458.32,1568.02
416,854.334881,1170,528401,297.71,1810.48,851.327219,1156,471071,458.32,1568.02
417,812.476659,1256,529657,297.65,1810.48,817.790140,1132,472203,458.34,1568.02
418,822.390041,1198,530855,297.60,1810.48,838.853903,1148,473351,458.39,1568.02
419,802.653735,1219,532074,297.57,1810.48,856.747547,1180,474531,458.43,1568.02
420,814.342309,1199,533273,297.55,1810.48,849.447379,1156,475687,458.42,1568.02
421,831.578352,1202,534475,297.52,1810.48,861.765403,1152,476839,458.42,1568.02
422,830.768693,1174,535649,297.49,1810.48,833.454173,1104,477943,458.48,1568.02
423,819.580546,1278,536927,297.45,1810.48,834.257907,1173,479116,458.50,1570.66
424,818.694681,1194,538121,297.40,1810.48,851.778938,1106,480222,458.51,1570.66
425,833.409363,1210,539331,297.31,1810.48,864.816866,1161,481383,458.57,1570.66
426,813.050597,1184,540515,297.26,1810.48,825.803976,1132,482515,458.59,1570.66
427,817.373307,1253,541768,297.20,1810.48,833.582705,1189,483704,458.62,1570.66
428,804.676437,1205,542973,297.15,1811.31,865.492361,1144,484848,458.60,1570.66
429,856.601284,1200,544173,297.05,1811.31,787.566502,1151,485999,458.63,1570.66
430,825.994820,1220,545393,296.98,1811.31,881.005802,1162,487161,458.66,1570.66
431,797.865208,1182,546575,296.93,1811.31,840.725666,1137,488298,458.67,1570.66
432,813.112140,1254,547829,296.88,1811.31,833.041387,1136,489434,458.75,1570.66
433,804.959980,1220,549049,296.83,1811.31,855.868356,1158,490592,458.76,1570.66
434,789.396616,1258,550307,296.81,1811.31,845.769785,1133,491725,458.84,1570.66
435,794.666650,1267,551574,296.80,1811.31,818.659309,1095,492820,458.81,1570.66
436,813.341791,1251,552825,296.77,1811.31,859.934366,1170,493990,458.85,1570.66
437,804.752205,1240,554065,296.72,1811.31,883.820732,1115,495105,458.87,1570.66
438,793.417418,1204,555269,296.70,1811.31,870.959199,1132,496237,458.85,1570.66
439,822.928477,1195,556464,296.63,1811.31,851.246847,1122,497359,458.92,1570.66
440,852.759450,1196,557660,296.56,1811.31,836.850688,1142,498501,458.91,1570.66
441,794.645584,1284,558944,296.54,1811.31,867.171516,1106,499607,458.89,1570.56
442,797.510121,1223,560167,296.50,1811.31,849.689644,1142,500749,458.94,1570.56
443,822.069009,1218,561385,296.44,1811.31,861.326437,1142,501891,458.95,1570.51
444,828.528528,1218,562603,296.38,1811.31,826.257896,1141,503032,458.88,1570.46
445,805.998072,1226,563829,296.32,1811.31,852.137267,1132,504164,458.95,1570.46
446,803.500519,1229,565058,296.29,1811.31,836.951205,1119,505283,459.00,1570.46
447,822.721912,1240,566298,296.24,1811.31,901.102877,1141,506424,459.01,1570.46
448,802.622062,1205,567503,296.18,1811.31,848.931854,1130,507554,458.98,1570.46
449,846.882854,1193,568696,296.12,1811.31,883.389560,1074,508628,458.97,1570.46
450,821.405444,1211,569907,296.05,1811.31,864.096535,1134,509762,459.01,1570.46
451,835.938930,1164,571071,295.96,1811.31,874.011163,1083,510845,459.00,1570.46
452,855.124786,1130,572201,295.88,1811.31,890.263402,1133,511978,458.96,1570.46
453,845.694079,1247,573448,295.81,1811.31,870.272044,1093,513071,458.97,1570.46
454,830.631595,1156,574604,295.76,1811.31,915.988599,1101,514172,458.93,1570.46
455,829.711020,1185,575789,295.69,1811.31,878.585904,1123,515295,458.92,1570.46
456,826.333747,1220,577009,295.62,1811.31,860.934460,1135,516430,458.91,1570.46
457,797.109190,1283,578292,295.60,1811.31,837.410743,1149,517579,458.94,1570.46
458,777.012702,1287,579579,295.59,1811.31,812.111179,1137,518716,458.95,1570.46
459,788.585655,1236,580815,295.54,1811.31,899.710805,1173,519889,458.97,1570.46
460,802.170439,1224,582039,295.51,1811.31,834.597160,1108,520997,458.99,1570.46
461,800.704762,1211,583250,295.49,1811.31,839.469415,1165,522162,458.99,1570.46
462,832.610043,1248,584498,295.42,1811.31,835.997436,1115,523277,459.03,1570.46
463,804.913565,1209,585707,295.39,1811.31,844.448318,1154,524431,459.01,1570.46
464,828.561403,1193,586900,295.31,1811.31,852.386234,1159,525590,459.09,1570.46
465,798.649646,1250,588150,295.26,1811.31,867.495004,1152,526742,459.11,1570.46
466,853.076766,1171,589321,295.20,1811.31,860.499279,1162,527904,459.11,1570.46
467,800.814980,1239,590560,295.15,1811.31,841.491796,1120,529024,459.11,1570.46
468,810.543228,1247,591807,295.10,1811.31,826.437838,1206,530230,459.18,1570.46
469,815.183665,1223,593030,295.06,1811.31,842.575224,1125,531355,459.21,1570.46
470,794.585580,1263,594293,295.02,1811.31,838.498201,1138,532493,459.25,1570.46
471,787.957494,1236,595529,295.00,1811.31,845.109295,1131,533624,459.27,1570.46
472,783.864657,1309,596838,294.97,1811.32,824.994705,1164,534788,459.27,1570.46
473,771.906533,1245,598083,294.95,1811.32,849.242642,1160,535948,459.32,1570.46
474,815.282054,1203,599286,294.89,1812.86,847.829073,1161,537109,459.35,1570.46
475,804.158339,1287,600573,294.87,1812.86,843.074061,1150,538259,459.38,1570.46
476,778.677131,1264,601837,294.85,1812.86,841.439921,1138,539397,459.40,1570.46
477,767.171826,1252,603089,294.85,1812.86,839.666997,1098,540495,459.40,1570.46
478,817.737942,1239,604328,294.81,1812.86,846.941999,1129,541624,459.43,1570.46
479,817.191182,1255,605583,294.78,1812.86,827.151031,1178,542802,459.38,1570.46
480,825.732005,1177,606760,294.73,1812.86,849.395277,1169,543971,459.51,1570.46
481,811.906752,1230,607990,294.69,1812.86,846.235390,1128,545099,459.53,1570.46
482,784.077412,1266,609256,294.66,1812.86,836.490400,1121,546220,459.53,1570.46
483,807.438825,1211,610467,294.62,1812.86,832.257210,1153,547373,459.63,1570.46
484,814.644973,1191,611658,294.56,1812.86,828.128329,1186,548559,459.63,1570.46
485,845.414373,1220,612878,294.50,1812.86,871.616225,1146,549705,459.71,1570.46
486,840.042307,1152,614030,294.45,1812.86,839.650427,1151,550856,459.73,1570.46
487,816.376791,1244,615274,294.41,1812.86,812.030988,1122,551978,459.76,1570.46
488,800.167241,1250,616524,294.38,1812.86,871.606287,1157,553135,459.78,1570.46
489,866.883280,1101,617625,294.31,1812.86,848.898081,1152,554287,459.78,1570.46
490,863.093037,1208,618833,294.24,1812.86,844.834073,1160,555447,459.82,1570.46
491,853.379735,1159,619992,294.18,1812.86,768.049680,1158,556605,459.89,1570.46
492,872.838238,1151,621143,294.09,1812.86,927.036160,1108,557713,459.89,1570.46
493,808.626195,1196,622339,294.04,1812.86,846.779769,1159,558872,459.92,1570.46
494,834.000013,1214,623553,294.01,1812.86,865.815940,1103,559975,459.92,1570.46
495,807.589762,1226,624779,293.98,1812.86,861.224850,1155,561130,459.96,1570.46
496,832.164877,1170,625949,293.92,1812.86,859.830085,1116,562246,459.99,1570.46
497,808.782777,1256,627205,293.89,1812.86,839.256203,1136,563382,460.01,1570.46
498,805.175076,1251,628456,293.87,1812.86,857.240913,1152,564534,460.03,1570.46
499,791.373698,1248,629704,293.85,1812.86,844.878661,1119,565653,460.02,1570.46
500,824.035257,1222,630926,293.80,1812.86,816.114330,1177,566830,460.14,1570.46
501,837.912565,1183,632109,293.76,1812.86,830.461732,1135,567965,460.15,1570.46
502,803.223346,1247,633356,293.76,1812.86,865.496539,1131,569096,460.16,1570.46
503,806.654983,1228,634584,293.76,1812.86,861.251086,1160,570256,460.20,1570.46
504,769.863944,1250,635834,293.78,1812.86,845.209432,1154,571410,460.24,1570.46
505,791.863840,1318,637152,293.80,1812.86,839.457552,1141,572551,460.28,1570.46
506,806.753909,1182,638334,293.81,1812.86,836.842698,1165,573716,460.29,1570.46
507,814.584965,1250,639584,293.79,1812.86,838.941333,1122,574838,460.32,1570.46
508,816.173007,1238,640822,293.76,1812.86,836.730788,1126,575964,460.33,1570.46
509,772.032867,1271,642093,293.77,1812.86,874.866246,1153,577117,460.34,1570.46
510,799.482057,1248,643341,293.77,1812.86,837.604351,1151,578268,460.34,1570.46
511,792.854174,1219,644560,293.74,1812.86,834.777402,1175,579443,460.41,1570.46
512,817.487510,1288,645848,293.72,1812.86,845.810674,1137,580580,460.41,1570.46
513,773.690357,1244,647092,293.71,1812.86,843.550725,1163,581743,460.47,1570.46
514,767.809212,1336,648428,293.71,1812.86,825.579572,1165,582908,460.47,1570.46
515,759.777229,1287,649715,293.70,1812.86,834.051025,1128,584036,460.51,1570.46
516,782.216540,1218,650933,293.68,1812.86,824.277250,1166,585202,460.51,1570.46
517,809.367941,1262,652195,293.66,1813.29,881.896049,1129,586331,460.53,1570.46
518,778.179579,1275,653470,293.66,1813.29,849.952176,1149,587480,460.53,1570.46
519,824.474916,1186,654656,293.64,1813.29,817.868047,1204,588684,460.56,1570.46
520,811.064931,1241,655897,293.62,1813.29,844.180335,1145,589829,460.58,1570.46
521,815.386364,1201,657098,293.60,1813.29,833.689051,1112,590941,460.57,1570.46
522,804.975987,1233,658331,293.59,1813.30,863.822242,1136,592077,460.59,1570.46
523,791.033126,1251,659582,293.59,1813.30,835.297758,1165,593242,460.61,1570.46
524,820.446642,1248,660830,293.59,1813.30,832.682763,1121,594363,460.60,1570.46
525,792.744948,1260,662090,293.58,1813.30,824.213025,1176,595539,460.64,1570.46
526,791.252626,1238,663328,293.54,1813.30,834.743006,1157,596696,460.63,1570.46
527,800.788268,1237,664565,293.51,1813.30,831.057416,1145,597841,460.68,1570.46
528,833.115386,1210,665775,293.46,1813.30,853.503003,1145,598986,460.69,1570.46
529,788.358602,1230,667005,293.43,1813.30,835.122817,1114,600100,460.72,1570.46
530,812.052264,1232,668237,293.40,1813.30,870.776956,1137,601237,460.78,1570.46
531,792.097744,1276,669513,293.37,1813.30,838.044101,1145,602382,460.76,1570.46
532,788.817128,1264,670777,293.35,1813.35,802.362127,1147,603529,460.72,1570.46
533,802.319569,1228,672005,293.30,1813.35,884.948770,1156,604685,460.78,1570.46
534,787.773840,1233,673238,293.28,1813.35,842.701351,1118,605803,460.81,1570.46
535,816.328400,1275,674513,293.25,1813.35,847.506107,1171,606974,460.84,1570.46
536,788.765955,1230,675743,293.22,1813.35,840.426278,1146,608120,460.86,1570.46
537,795.580924,1230,676973,293.18,1813.35,827.980637,1078,609198,460.88,1570.46
538,798.824586,1283,678256,293.16,1813.35,877.519908,1178,610376,460.87,1570.46
539,803.063584,1246,679502,293.12,1813.35,765.230617,1141,611517,460.91,1570.46
540,768.928822,1279,680781,293.11,1813.35,889.725945,1171,612688,460.82,1570.46
541,800.708007,1227,682008,293.08,1813.35,886.458299,1131,613819,460.85,1570.46
542,833.856909,1210,683218,293.02,1813.35,842.209866,1121,614940,460.91,1570.46
543,768.452157,1293,684511,293.03,1813.35,864.229105,1130,616070,460.91,1570.46
544,796.992039,1209,685720,293.00,1813.35,840.324419,1108,617178,460.91,1570.46
545,792.764910,1277,686997,292.97,1813.35,847.705686,1189,618367,460.92,1570.46
546,813.653046,1213,688210,292.92,1813.35,828.993026,1140,619507,460.91,1570.46
547,802.020619,1272,689482,292.90,1813.36,840.325406,1091,620598,460.98,1570.46
548,810.760813,1216,690698,292.86,1813.36,832.423608,1170,621768,460.98,1570.46
549,791.766251,1251,691949,292.84,1813.36,863.205555,1112,622880,461.00,1570.46
550,821.016861,1232,693181,292.82,1813.36,849.247466,1153,624033,461.01,1570.46
551,758.311833,1301,694482,292.84,1813.36,845.945803,1143,625176,460.98,1570.46
552,809.782392,1243,695725,292.84,1813.36,857.883018,1133,626309,461.00,1570.46
553,787.351108,1257,696982,292.84,1813.36,856.721867,1133,627442,460.99,1570.46
554,788.319884,1257,698239,292.85,1813.36,840.050747,1142,628584,461.02,1570.46
555,809.767183,1219,699458,292.86,1813.36,839.843187,1133,629717,461.05,1570.46
556,803.907504,1243,700701,292.85,1813.36,830.563765,1136,630853,461.04,1570.46
557,801.315210,1259,701960,292.85,1813.36,865.269676,1156,632009,461.04,1570.46
558,803.319207,1233,703193,292.84,1813.36,869.337826,1143,633152,461.04,1570.46
559,798.925440,1219,704412,292.83,1813.36,845.531150,1124,634276,461.05,1570.46
560,794.141243,1203,705615,292.82,1813.36,829.433194,1180,635456,461.04,1570.46
561,847.380197,1220,706835,292.80,1813.36,864.239462,1143,636599,461.08,1570.46
562,820.574242,1204,708039,292.75,1813.36,834.630795,1150,637749,461.08,1570.46
563,854.313997,1203,709242,292.71,1813.36,864.850053,1146,638895,461.09,1570.46
564,831.349441,1166,710408,292.66,1813.36,841.466641,1155,640050,461.12,1570.46
565,815.244983,1265,711673,292.61,1813.36,846.052458,1146,641196,461.12,1570.46
566,794.713422,1201,712874,292.58,1813.36,819.662049,1144,642340,461.15,1570.46
567,824.141074,1246,714120,292.55,1813.36,864.558837,1131,643471,461.15,1570.46
568,803.153244,1211,715331,292.51,1813.36,840.810278,1161,644632,461.16,1570.46
569,805.338817,1272,716603,292.46,1813.36,826.137401,1141,645773,461.17,1570.46
570,802.569277,1247,717850,292.41,1813.36,870.526539,1158,646931,461.20,1570.46
571,819.562845,1219,719069,292.38,1813.36,824.215489,1120,648051,461.21,1570.46
572,765.711209,1270,720339,292.33,1813.36,857.902134,1188,649239,461.22,1570.46
573,793.573658,1242,721581,292.31,1813.36,857.839036,1158,650397,461.21,1570.46
574,802.728537,1241,722822,292.29,1813.36,855.296540,1105,651502,461.25,1570.46
575,806.246705,1248,724070,292.27,1813.36,808.663831,1144,652646,461.21,1570.46
576,829.748586,1208,725278,292.26,1813.36,884.937867,1148,653794,461.17,1570.46
577,778.040442,1265,726543,292.21,1813.36,878.743454,1143,654937,461.23,1570.46
578,775.774850,1238,727781,292.20,1813.44,870.266543,1115,656052,461.26,1570.46
579,811.284383,1279,729060,292.18,1813.44,865.440292,1160,657212,461.23,1570.46
580,768.344987,1279,730339,292.16,1813.44,818.268369,1120,658332,461.26,1570.46
581,797.858804,1252,731591,292.16,1813.44,830.601909,1128,659460,461.26,1570.46
582,785.035955,1228,732819,292.13,1813.44,861.422596,1154,660614,461.26,1570.46
583,835.916877,1205,734024,292.11,1813.44,871.617875,1147,661761,461.29,1570.46
584,782.874291,1301,735325,292.05,1813.44,815.373070,1142,662903,461.29,1570.46
585,765.067645,1269,736594,292.03,1813.44,882.192778,1123,664026,461.33,1570.46
586,803.638486,1214,737808,292.03,1813.44,868.120496,1118,665144,461.33,1570.46
587,834.113339,1231,739039,291.99,1813.44,838.158742,1169,666313,461.32,1570.46
588,832.402270,1226,740265,291.94,1813.44,846.302191,1142,667455,461.34,1570.46
589,760.476189,1306,741571,291.90,1813.44,819.059204,1227,668682,461.34,1570.46
590,799.588617,1203,742774,291.87,1813.44,823.860824,1128,669810,461.36,1570.46
591,793.692407,1261,744035,291.84,1813.44,839.928978,1124,670934,461.35,1570.46
592,790.666163,1249,745284,291.81,1813.44,841.701816,1159,672093,461.39,1570.40
593,782.825195,1229,746513,291.79,1813.44,851.582566,1116,673209,461.37,1570.40
594,817.621176,1234,747747,291.74,1813.44,829.087285,1132,674341,461.37,1575.26
595,821.386729,1211,748958,291.72,1813.44,892.599355,1133,675474,461.39,1575.84
596,824.845222,1219,750177,291.67,1814.28,850.201868,1152,676626,461.41,1575.84
597,798.641763,1233,751410,291.63,1814.28,848.408113,1165,677791,461.38,1575.84
598,792.002704,1253,752663,291.59,1814.28,847.640279,1120,678911,461.43,1575.84
599,830.470040,1176,753839,291.57,1814.28,818.450642,1141,680052,461.45,1575.84
600,833.494312,1195,755034,291.51,1814.28,848.404730,1136,681188,461.46,1575.84
601,814.393480,1255,756289,291.46,1814.28,865.544371,1182,682370,461.52,1575.92
602,795.198642,1230,757519,291.44,1814.28,838.442846,1156,683526,461.54,1575.92
603,805.303222,1221,758740,291.41,1814.28,842.135208,1131,684657,461.55,1575.92
604,803.870906,1266,760006,291.37,1814.28,839.482275,1148,685805,461.55,1575.92
605,791.689118,1253,761259,291.36,1814.28,851.457027,1137,686942,461.57,1575.92
606,784.249798,1285,762544,291.34,1814.28,844.898557,1159,688101,461.56,1575.92
607,798.879068,1217,763761,291.31,1814.28,842.056598,1154,689255,461.59,1575.93
608,799.772262,1252,765013,291.28,1814.32,827.444288,1166,690421,461.62,1575.93
609,794.175804,1229,766242,291.26,1814.32,837.394507,1147,691568,461.65,1575.93
610,824.166454,1250,767492,291.22,1814.32,842.167080,1181,692749,461.63,1575.93
611,792.376133,1227,768719,291.19,1814.32,803.588672,1100,693849,461.63,1575.93
612,803.779568,1258,769977,291.15,1814.32,859.133482,1163,695012,461.63,1575.93
613,790.549965,1236,771213,291.12,1814.32,831.607852,1171,696183,461.65,1575.93
614,784.616082,1307,772520,291.09,1814.32,839.887438,1119,697302,461.64,1575.93
615,770.000755,1251,773771,291.08,1814.32,855.892260,1140,698442,461.69,1575.93
616,794.299838,1268,775039,291.08,1814.32,833.642677,1144,699586,461.67,1575.93
617,787.686782,1306,776345,291.06,1814.32,858.879297,1125,700711,461.67,1575.93
618,772.307783,1248,777593,291.06,1814.32,829.124025,1165,701876,461.67,1575.93
619,784.630497,1260,778853,291.04,1814.32,872.770781,1148,703024,461.69,1575.93
620,808.221415,1237,780090,291.00,1814.32,862.706691,1158,704182,461.71,1575.93
621,806.451314,1268,781358,290.99,1815.69,817.309217,1117,705299,461.70,1575.93
622,816.242814,1186,782544,290.96,1815.69,861.255008,1145,706444,461.69,1575.93
623,813.857028,1241,783785,290.95,1815.69,781.291776,1145,707589,461.70,1575.93
624,781.342755,1261,785046,290.93,1815.69,916.408705,1144,708733,461.71,1575.93
625,783.059424,1251,786297,290.91,1815.69,858.247767,1123,709856,461.69,1575.93
626,778.470042,1243,787540,290.89,1815.69,846.198942,1144,711000,461.69,1575.93
627,817.102294,1240,788780,290.86,1815.69,839.024281,1133,712133,461.69,1575.93
628,814.832834,1249,790029,290.82,1815.69,855.596374,1173,713306,461.73,1575.93
629,819.018197,1241,791270,290.80,1815.69,843.342712,1172,714478,461.74,1575.93
630,799.270942,1244,792514,290.77,1815.69,837.918099,1130,715608,461.73,1575.93
631,784.570152,1231,793745,290.74,1815.69,835.980373,1132,716740,461.75,1575.94
632,769.646501,1267,795012,290.72,1815.69,791.220302,1155,717895,461.75,1575.94
633,829.057202,1194,796206,290.69,1815.69,833.905518,1169,719064,461.79,1575.94
634,801.811838,1263,797469,290.66,1815.69,925.720201,1120,720184,461.79,1575.94
