2016-04-11 20:27:23.190790 I | etcdmain: etcd Version: 2.3.0+git
2016-04-11 20:27:23.190882 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-11 20:27:23.190889 I | etcdmain: Go Version: go1.6
2016-04-11 20:27:23.190896 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-11 20:27:23.190906 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-11 20:27:23.191000 I | etcdmain: listening for peers on http://10.240.0.17:2380
2016-04-11 20:27:23.191030 I | etcdmain: listening for client requests on 10.240.0.17:2379
2016-04-11 20:27:23.193666 I | etcdserver: name = etcd-1
2016-04-11 20:27:23.193697 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-11 20:27:23.193706 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-11 20:27:23.193712 I | etcdserver: heartbeat = 100ms
2016-04-11 20:27:23.193718 I | etcdserver: election = 1000ms
2016-04-11 20:27:23.193728 I | etcdserver: snapshot count = 10000
2016-04-11 20:27:23.193772 I | etcdserver: advertise client URLs = http://10.240.0.17:2379
2016-04-11 20:27:23.193782 I | etcdserver: initial advertise peer URLs = http://10.240.0.17:2380
2016-04-11 20:27:23.193805 I | etcdserver: initial cluster = etcd-1=http://10.240.0.17:2380,etcd-2=http://10.240.0.18:2380,etcd-3=http://10.240.0.19:2380
2016-04-11 20:27:23.197076 I | etcdserver: starting member 8b1cff98eebdba1d in cluster d01df2c6b3269be0
2016-04-11 20:27:23.197151 I | raft: 8b1cff98eebdba1d became follower at term 0
2016-04-11 20:27:23.197168 I | raft: newRaft 8b1cff98eebdba1d [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-11 20:27:23.197175 I | raft: 8b1cff98eebdba1d became follower at term 1
2016-04-11 20:27:23.215021 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-11 20:27:23.216319 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-11 20:27:23.216335 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-11 20:27:23.216350 N | etcdserver: added member 66358a82ef379101 [http://10.240.0.18:2380] to cluster d01df2c6b3269be0
2016-04-11 20:27:23.216453 N | etcdserver: added local member 8b1cff98eebdba1d [http://10.240.0.17:2380] to cluster d01df2c6b3269be0
2016-04-11 20:27:23.216512 N | etcdmain: serving insecure client requests on 10.240.0.17:2379, this is strongly discouraged!
2016-04-11 20:27:23.216562 N | etcdserver: added member b33da349595da114 [http://10.240.0.19:2380] to cluster d01df2c6b3269be0
2016-04-11 20:27:23.497550 I | raft: 8b1cff98eebdba1d is starting a new election at term 1
2016-04-11 20:27:23.497675 I | raft: 8b1cff98eebdba1d became candidate at term 2
2016-04-11 20:27:23.497690 I | raft: 8b1cff98eebdba1d received vote from 8b1cff98eebdba1d at term 2
2016-04-11 20:27:23.497702 I | raft: 8b1cff98eebdba1d [logterm: 1, index: 3] sent vote request to 66358a82ef379101 at term 2
2016-04-11 20:27:23.497713 I | raft: 8b1cff98eebdba1d [logterm: 1, index: 3] sent vote request to b33da349595da114 at term 2
2016-04-11 20:27:24.211369 I | rafthttp: the connection with 66358a82ef379101 became active
2016-04-11 20:27:25.097594 I | raft: 8b1cff98eebdba1d is starting a new election at term 2
2016-04-11 20:27:25.097694 I | raft: 8b1cff98eebdba1d became candidate at term 3
2016-04-11 20:27:25.097709 I | raft: 8b1cff98eebdba1d received vote from 8b1cff98eebdba1d at term 3
2016-04-11 20:27:25.097729 I | raft: 8b1cff98eebdba1d [logterm: 1, index: 3] sent vote request to 66358a82ef379101 at term 3
2016-04-11 20:27:25.097742 I | raft: 8b1cff98eebdba1d [logterm: 1, index: 3] sent vote request to b33da349595da114 at term 3
2016-04-11 20:27:25.101300 I | raft: 8b1cff98eebdba1d received vote from 66358a82ef379101 at term 3
2016-04-11 20:27:25.101324 I | raft: 8b1cff98eebdba1d [quorum:2] has received 2 votes and 0 vote rejections
2016-04-11 20:27:25.101358 I | raft: 8b1cff98eebdba1d became leader at term 3
2016-04-11 20:27:25.101375 I | raft: raft.node: 8b1cff98eebdba1d elected leader 8b1cff98eebdba1d at term 3
2016-04-11 20:27:25.104732 W | etcdserver: failed to reach the peerURL(http://10.240.0.19:2380) of member b33da349595da114 (Get http://10.240.0.19:2380/version: dial tcp 10.240.0.19:2380: getsockopt: connection refused)
2016-04-11 20:27:25.104780 W | etcdserver: cannot get the version of member b33da349595da114 (Get http://10.240.0.19:2380/version: dial tcp 10.240.0.19:2380: getsockopt: connection refused)
2016-04-11 20:27:25.104832 I | etcdserver: setting up the initial cluster version to 2.2
2016-04-11 20:27:25.105004 I | etcdserver: published {Name:etcd-1 ClientURLs:[http://10.240.0.17:2379]} to cluster d01df2c6b3269be0
2016-04-11 20:27:25.106290 N | membership: set the initial cluster version to 2.2
2016-04-11 20:27:25.210895 I | rafthttp: the connection with b33da349595da114 became active
2016-04-11 20:27:25.216426 I | v2http: enabled capabilities for version 2.2.0
2016-04-11 20:27:29.107218 I | etcdserver: updating the cluster version from 2.2 to 2.3
2016-04-11 20:27:29.109327 N | membership: updated the cluster version from 2.2 to 2.3
2016-04-11 20:27:29.218023 I | v2http: enabled capabilities for version 2.3.0
2016-04-11 20:28:43.986933 I | etcdserver: start to snapshot (applied: 10257, lastsnap: 0)
2016-04-11 20:28:43.997448 I | etcdserver: saved snapshot at index 10257
2016-04-11 20:28:43.997690 I | etcdserver: compacted raft log at 5257
2016-04-11 20:28:44.290364 I | etcdserver: start to snapshot (applied: 20485, lastsnap: 10257)
2016-04-11 20:28:44.300914 I | etcdserver: saved snapshot at index 20485
2016-04-11 20:28:44.301214 I | etcdserver: compacted raft log at 15485
2016-04-11 20:28:44.607854 I | etcdserver: start to snapshot (applied: 30515, lastsnap: 20485)
2016-04-11 20:28:44.616158 I | etcdserver: saved snapshot at index 30515
2016-04-11 20:28:44.616478 I | etcdserver: compacted raft log at 25515
2016-04-11 20:28:44.969442 I | etcdserver: start to snapshot (applied: 40767, lastsnap: 30515)
2016-04-11 20:28:44.978317 I | etcdserver: saved snapshot at index 40767
2016-04-11 20:28:44.978619 I | etcdserver: compacted raft log at 35767
2016-04-11 20:28:45.287874 I | etcdserver: start to snapshot (applied: 50777, lastsnap: 40767)
2016-04-11 20:28:45.306113 I | etcdserver: saved snapshot at index 50777
2016-04-11 20:28:45.306342 I | etcdserver: compacted raft log at 45777
2016-04-11 20:28:45.675969 I | etcdserver: start to snapshot (applied: 60943, lastsnap: 50777)
2016-04-11 20:28:45.683562 I | etcdserver: saved snapshot at index 60943
2016-04-11 20:28:45.684169 I | etcdserver: compacted raft log at 55943
2016-04-11 20:28:46.671721 I | etcdserver: start to snapshot (applied: 71030, lastsnap: 60943)
2016-04-11 20:28:46.684188 I | etcdserver: saved snapshot at index 71030
2016-04-11 20:28:46.684387 I | etcdserver: compacted raft log at 66030
2016-04-11 20:28:47.033616 I | etcdserver: start to snapshot (applied: 81078, lastsnap: 71030)
2016-04-11 20:28:47.049785 I | etcdserver: saved snapshot at index 81078
2016-04-11 20:28:47.050143 I | etcdserver: compacted raft log at 76078
2016-04-11 20:28:47.391542 I | etcdserver: start to snapshot (applied: 91115, lastsnap: 81078)
2016-04-11 20:28:47.405665 I | etcdserver: saved snapshot at index 91115
2016-04-11 20:28:47.405851 I | etcdserver: compacted raft log at 86115
2016-04-11 20:28:47.808334 I | etcdserver: start to snapshot (applied: 101170, lastsnap: 91115)
2016-04-11 20:28:47.819335 I | etcdserver: saved snapshot at index 101170
2016-04-11 20:28:47.819717 I | etcdserver: compacted raft log at 96170
2016-04-11 20:28:48.169734 I | etcdserver: start to snapshot (applied: 111205, lastsnap: 101170)
2016-04-11 20:28:48.185376 I | etcdserver: saved snapshot at index 111205
2016-04-11 20:28:48.185573 I | etcdserver: compacted raft log at 106205
2016-04-11 20:28:48.563680 I | etcdserver: start to snapshot (applied: 121277, lastsnap: 111205)
2016-04-11 20:28:48.570124 I | etcdserver: saved snapshot at index 121277
2016-04-11 20:28:48.570693 I | etcdserver: compacted raft log at 116277
2016-04-11 20:28:48.933937 I | etcdserver: start to snapshot (applied: 131342, lastsnap: 121277)
2016-04-11 20:28:48.941984 I | etcdserver: saved snapshot at index 131342
2016-04-11 20:28:48.942231 I | etcdserver: compacted raft log at 126342
2016-04-11 20:28:49.990250 I | etcdserver: start to snapshot (applied: 141455, lastsnap: 131342)
2016-04-11 20:28:49.995296 I | etcdserver: saved snapshot at index 141455
2016-04-11 20:28:49.995540 I | etcdserver: compacted raft log at 136455
2016-04-11 20:28:50.351979 I | etcdserver: start to snapshot (applied: 151489, lastsnap: 141455)
2016-04-11 20:28:50.400788 I | etcdserver: saved snapshot at index 151489
2016-04-11 20:28:50.401160 I | etcdserver: compacted raft log at 146489
2016-04-11 20:28:50.706904 I | etcdserver: start to snapshot (applied: 161553, lastsnap: 151489)
2016-04-11 20:28:50.753127 I | etcdserver: saved snapshot at index 161553
2016-04-11 20:28:50.753355 I | etcdserver: compacted raft log at 156553
2016-04-11 20:28:51.093179 I | etcdserver: start to snapshot (applied: 171587, lastsnap: 161553)
2016-04-11 20:28:51.101119 I | etcdserver: saved snapshot at index 171587
2016-04-11 20:28:51.101352 I | etcdserver: compacted raft log at 166587
2016-04-11 20:28:51.161362 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000001-000000000002a5f7.wal is created
2016-04-11 20:28:51.458494 I | etcdserver: start to snapshot (applied: 181601, lastsnap: 171587)
2016-04-11 20:28:51.465851 I | etcdserver: saved snapshot at index 181601
2016-04-11 20:28:51.466071 I | etcdserver: compacted raft log at 176601
2016-04-11 20:28:51.838042 I | etcdserver: start to snapshot (applied: 191677, lastsnap: 181601)
2016-04-11 20:28:51.848938 I | etcdserver: saved snapshot at index 191677
2016-04-11 20:28:51.849147 I | etcdserver: compacted raft log at 186677
2016-04-11 20:28:52.222155 I | etcdserver: start to snapshot (applied: 201741, lastsnap: 191677)
2016-04-11 20:28:52.237674 I | etcdserver: saved snapshot at index 201741
2016-04-11 20:28:52.237839 I | etcdserver: compacted raft log at 196741
2016-04-11 20:28:52.622682 I | etcdserver: start to snapshot (applied: 211761, lastsnap: 201741)
2016-04-11 20:28:52.630941 I | etcdserver: saved snapshot at index 211761
2016-04-11 20:28:52.631967 I | etcdserver: compacted raft log at 206761
2016-04-11 20:28:53.237326 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000002811.snap successfully
2016-04-11 20:28:53.237405 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000005005.snap successfully
2016-04-11 20:28:53.237454 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000007733.snap successfully
2016-04-11 20:28:53.237500 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000009f3f.snap successfully
2016-04-11 20:28:53.237550 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000000c659.snap successfully
2016-04-11 20:28:53.237594 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000000ee0f.snap successfully
2016-04-11 20:28:53.237637 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000011576.snap successfully
2016-04-11 20:28:53.237677 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000013cb6.snap successfully
2016-04-11 20:28:53.237734 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-00000000000163eb.snap successfully
2016-04-11 20:28:53.237780 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000018b32.snap successfully
2016-04-11 20:28:53.237822 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000001b265.snap successfully
2016-04-11 20:28:53.237864 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000001d9bd.snap successfully
2016-04-11 20:28:53.237928 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000002010e.snap successfully
2016-04-11 20:28:53.238031 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000002288f.snap successfully
2016-04-11 20:28:53.238109 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000024fc1.snap successfully
2016-04-11 20:28:53.238150 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000027711.snap successfully
2016-04-11 20:28:53.494855 I | etcdserver: start to snapshot (applied: 221884, lastsnap: 211761)
2016-04-11 20:28:53.505780 I | etcdserver: saved snapshot at index 221884
2016-04-11 20:28:53.506100 I | etcdserver: compacted raft log at 216884
2016-04-11 20:28:53.878758 I | etcdserver: start to snapshot (applied: 231889, lastsnap: 221884)
2016-04-11 20:28:53.892705 I | etcdserver: saved snapshot at index 231889
2016-04-11 20:28:53.893046 I | etcdserver: compacted raft log at 226889
2016-04-11 20:28:54.228284 I | etcdserver: start to snapshot (applied: 242021, lastsnap: 231889)
2016-04-11 20:28:54.243050 I | etcdserver: saved snapshot at index 242021
2016-04-11 20:28:54.244907 I | etcdserver: compacted raft log at 237021
2016-04-11 20:28:54.647336 I | etcdserver: start to snapshot (applied: 252182, lastsnap: 242021)
2016-04-11 20:28:54.660631 I | etcdserver: saved snapshot at index 252182
2016-04-11 20:28:54.660931 I | etcdserver: compacted raft log at 247182
2016-04-11 20:28:55.074606 I | etcdserver: start to snapshot (applied: 262277, lastsnap: 252182)
2016-04-11 20:28:55.083140 I | etcdserver: saved snapshot at index 262277
2016-04-11 20:28:55.083427 I | etcdserver: compacted raft log at 257277
2016-04-11 20:28:55.447755 I | etcdserver: start to snapshot (applied: 272312, lastsnap: 262277)
2016-04-11 20:28:55.457516 I | etcdserver: saved snapshot at index 272312
2016-04-11 20:28:55.457735 I | etcdserver: compacted raft log at 267312
2016-04-11 20:28:55.896661 I | etcdserver: start to snapshot (applied: 282363, lastsnap: 272312)
2016-04-11 20:28:55.914100 I | etcdserver: saved snapshot at index 282363
2016-04-11 20:28:55.914304 I | etcdserver: compacted raft log at 277363
2016-04-11 20:28:56.745121 I | etcdserver: start to snapshot (applied: 292560, lastsnap: 282363)
2016-04-11 20:28:56.772912 I | etcdserver: saved snapshot at index 292560
2016-04-11 20:28:56.773124 I | etcdserver: compacted raft log at 287560
2016-04-11 20:28:57.179555 I | etcdserver: start to snapshot (applied: 302705, lastsnap: 292560)
2016-04-11 20:28:57.194830 I | etcdserver: saved snapshot at index 302705
2016-04-11 20:28:57.194995 I | etcdserver: compacted raft log at 297705
2016-04-11 20:28:57.579425 I | etcdserver: start to snapshot (applied: 312763, lastsnap: 302705)
2016-04-11 20:28:57.588795 I | etcdserver: saved snapshot at index 312763
2016-04-11 20:28:57.588938 I | etcdserver: compacted raft log at 307763
2016-04-11 20:28:58.025898 I | etcdserver: start to snapshot (applied: 322927, lastsnap: 312763)
2016-04-11 20:28:58.039513 I | etcdserver: saved snapshot at index 322927
2016-04-11 20:28:58.039726 I | etcdserver: compacted raft log at 317927
2016-04-11 20:28:58.421078 I | etcdserver: start to snapshot (applied: 333038, lastsnap: 322927)
2016-04-11 20:28:58.436200 I | etcdserver: saved snapshot at index 333038
2016-04-11 20:28:58.436400 I | etcdserver: compacted raft log at 328038
2016-04-11 20:28:58.858805 I | etcdserver: start to snapshot (applied: 343200, lastsnap: 333038)
2016-04-11 20:28:58.875895 I | etcdserver: saved snapshot at index 343200
2016-04-11 20:28:58.876093 I | etcdserver: compacted raft log at 338200
