2016-04-11 20:54:12.365226 I | etcdmain: etcd Version: 2.3.0+git
2016-04-11 20:54:12.365290 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-11 20:54:12.365298 I | etcdmain: Go Version: go1.6
2016-04-11 20:54:12.365304 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-11 20:54:12.365313 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-11 20:54:12.365393 I | etcdmain: listening for peers on http://10.240.0.18:2380
2016-04-11 20:54:12.365420 I | etcdmain: listening for client requests on 10.240.0.18:2379
2016-04-11 20:54:12.367154 I | etcdserver: name = etcd-2
2016-04-11 20:54:12.367181 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-11 20:54:12.367211 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-11 20:54:12.367220 I | etcdserver: heartbeat = 100ms
2016-04-11 20:54:12.367226 I | etcdserver: election = 1000ms
2016-04-11 20:54:12.367232 I | etcdserver: snapshot count = 10000
2016-04-11 20:54:12.367245 I | etcdserver: advertise client URLs = http://10.240.0.18:2379
2016-04-11 20:54:12.367252 I | etcdserver: initial advertise peer URLs = http://10.240.0.18:2380
2016-04-11 20:54:12.367268 I | etcdserver: initial cluster = etcd-1=http://10.240.0.17:2380,etcd-2=http://10.240.0.18:2380,etcd-3=http://10.240.0.19:2380
2016-04-11 20:54:12.370727 I | etcdserver: starting member 66358a82ef379101 in cluster d01df2c6b3269be0
2016-04-11 20:54:12.370803 I | raft: 66358a82ef379101 became follower at term 0
2016-04-11 20:54:12.370830 I | raft: newRaft 66358a82ef379101 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-11 20:54:12.370844 I | raft: 66358a82ef379101 became follower at term 1
2016-04-11 20:54:12.387720 I | rafthttp: the connection with 8b1cff98eebdba1d became active
2016-04-11 20:54:12.388050 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-11 20:54:12.389131 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-11 20:54:12.389149 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-11 20:54:12.389593 N | etcdmain: serving insecure client requests on 10.240.0.18:2379, this is strongly discouraged!
