2016-04-25 11:33:37.306887 I | etcdmain: etcd Version: 2.3.0+git
2016-04-25 11:33:37.306938 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-25 11:33:37.306944 I | etcdmain: Go Version: devel +093ac15 Mon Apr 25 06:00:15 2016 +0000
2016-04-25 11:33:37.306950 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-25 11:33:37.306955 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-25 11:33:37.307019 I | etcdmain: listening for peers on http://10.240.0.29:2380
2016-04-25 11:33:37.307044 I | etcdmain: listening for client requests on 10.240.0.29:2379
2016-04-25 11:33:37.312284 I | etcdserver: name = etcd-1
2016-04-25 11:33:37.312301 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-25 11:33:37.312308 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-25 11:33:37.312313 I | etcdserver: heartbeat = 100ms
2016-04-25 11:33:37.312318 I | etcdserver: election = 1000ms
2016-04-25 11:33:37.312323 I | etcdserver: snapshot count = 10000
2016-04-25 11:33:37.312335 I | etcdserver: advertise client URLs = http://10.240.0.29:2379
2016-04-25 11:33:37.312342 I | etcdserver: initial advertise peer URLs = http://10.240.0.29:2380
2016-04-25 11:33:37.312360 I | etcdserver: initial cluster = etcd-1=http://10.240.0.29:2380,etcd-2=http://10.240.0.30:2380,etcd-3=http://10.240.0.31:2380
2016-04-25 11:33:37.314652 I | etcdserver: starting member 50bb6dbcc32550d5 in cluster cd66007c5b2956b8
2016-04-25 11:33:37.314704 I | raft: 50bb6dbcc32550d5 became follower at term 0
2016-04-25 11:33:37.314716 I | raft: newRaft 50bb6dbcc32550d5 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-25 11:33:37.314722 I | raft: 50bb6dbcc32550d5 became follower at term 1
2016-04-25 11:33:37.314873 I | etcdserver: enabling compression snappy
2016-04-25 11:33:37.327357 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-25 11:33:37.327869 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-25 11:33:37.327882 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-25 11:33:37.328032 N | etcdmain: serving insecure client requests on 10.240.0.29:2379, this is strongly discouraged!
2016-04-25 11:33:37.328423 N | etcdserver: added member 31ac03f352a1427e [http://10.240.0.31:2380] to cluster cd66007c5b2956b8
