2016-04-25 10:20:41.690461 I | etcdmain: etcd Version: 2.3.0+git
2016-04-25 10:20:41.690517 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-25 10:20:41.690525 I | etcdmain: Go Version: devel +093ac15 Mon Apr 25 06:00:15 2016 +0000
2016-04-25 10:20:41.690533 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-25 10:20:41.690539 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-25 10:20:41.690599 I | etcdmain: listening for peers on http://10.240.0.23:2380
2016-04-25 10:20:41.690623 I | etcdmain: listening for client requests on 10.240.0.23:2379
2016-04-25 10:20:41.696072 I | etcdserver: name = etcd-3
2016-04-25 10:20:41.696094 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-25 10:20:41.696101 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-25 10:20:41.696107 I | etcdserver: heartbeat = 100ms
2016-04-25 10:20:41.696111 I | etcdserver: election = 1000ms
2016-04-25 10:20:41.696116 I | etcdserver: snapshot count = 10000
2016-04-25 10:20:41.696125 I | etcdserver: advertise client URLs = http://10.240.0.23:2379
2016-04-25 10:20:41.696131 I | etcdserver: initial advertise peer URLs = http://10.240.0.23:2380
2016-04-25 10:20:41.696143 I | etcdserver: initial cluster = etcd-1=http://10.240.0.21:2380,etcd-2=http://10.240.0.22:2380,etcd-3=http://10.240.0.23:2380
2016-04-25 10:20:41.698673 I | etcdserver: starting member 3e07e8086be420d2 in cluster e05fb31d21672c21
2016-04-25 10:20:41.698724 I | raft: 3e07e8086be420d2 became follower at term 0
2016-04-25 10:20:41.698750 I | raft: newRaft 3e07e8086be420d2 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-25 10:20:41.698758 I | raft: 3e07e8086be420d2 became follower at term 1
2016-04-25 10:20:41.698911 I | etcdserver: no compression enabled
2016-04-25 10:20:41.711403 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
