2016-04-25 10:20:39.803261 I | etcdmain: etcd Version: 2.3.0+git
2016-04-25 10:20:39.803361 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-25 10:20:39.803368 I | etcdmain: Go Version: devel +093ac15 Mon Apr 25 06:00:15 2016 +0000
2016-04-25 10:20:39.803374 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-25 10:20:39.803379 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-25 10:20:39.803452 I | etcdmain: listening for peers on http://10.240.0.21:2380
2016-04-25 10:20:39.803477 I | etcdmain: listening for client requests on 10.240.0.21:2379
2016-04-25 10:20:39.809969 I | etcdserver: name = etcd-1
2016-04-25 10:20:39.810006 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-25 10:20:39.810023 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-25 10:20:39.810031 I | etcdserver: heartbeat = 100ms
2016-04-25 10:20:39.810038 I | etcdserver: election = 1000ms
2016-04-25 10:20:39.810046 I | etcdserver: snapshot count = 10000
2016-04-25 10:20:39.810137 I | etcdserver: advertise client URLs = http://10.240.0.21:2379
2016-04-25 10:20:39.810149 I | etcdserver: initial advertise peer URLs = http://10.240.0.21:2380
2016-04-25 10:20:39.810169 I | etcdserver: initial cluster = etcd-1=http://10.240.0.21:2380,etcd-2=http://10.240.0.22:2380,etcd-3=http://10.240.0.23:2380
2016-04-25 10:20:39.813160 I | etcdserver: starting member 2087a91b2ccc6d93 in cluster e05fb31d21672c21
2016-04-25 10:20:39.813220 I | raft: 2087a91b2ccc6d93 became follower at term 0
2016-04-25 10:20:39.813232 I | raft: newRaft 2087a91b2ccc6d93 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-25 10:20:39.813238 I | raft: 2087a91b2ccc6d93 became follower at term 1
2016-04-25 10:20:39.813391 I | etcdserver: no compression enabled
2016-04-25 10:20:39.829011 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-25 10:20:39.829568 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-25 10:20:39.829588 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-25 10:20:39.829761 N | etcdmain: serving insecure client requests on 10.240.0.21:2379, this is strongly discouraged!
2016-04-25 10:20:39.829796 N | etcdserver: added local member 2087a91b2ccc6d93 [http://10.240.0.21:2380] to cluster e05fb31d21672c21
2016-04-25 10:20:39.829902 N | etcdserver: added member 21d3c625100d5241 [http://10.240.0.22:2380] to cluster e05fb31d21672c21
2016-04-25 10:20:39.830012 N | etcdserver: added member 3e07e8086be420d2 [http://10.240.0.23:2380] to cluster e05fb31d21672c21
2016-04-25 10:20:40.713558 I | raft: 2087a91b2ccc6d93 is starting a new election at term 1
2016-04-25 10:20:40.713648 I | raft: 2087a91b2ccc6d93 became candidate at term 2
2016-04-25 10:20:40.713662 I | raft: 2087a91b2ccc6d93 received vote from 2087a91b2ccc6d93 at term 2
2016-04-25 10:20:40.713676 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3] sent vote request to 3e07e8086be420d2 at term 2
2016-04-25 10:20:40.713688 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3] sent vote request to 21d3c625100d5241 at term 2
2016-04-25 10:20:40.826092 I | rafthttp: the connection with 21d3c625100d5241 became active
2016-04-25 10:20:41.313314 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3, vote: 2087a91b2ccc6d93] rejected vote from 21d3c625100d5241 [logterm: 1, index: 3] at term 2
2016-04-25 10:20:41.818916 I | rafthttp: the connection with 3e07e8086be420d2 became active
2016-04-25 10:20:42.013730 I | raft: 2087a91b2ccc6d93 is starting a new election at term 2
2016-04-25 10:20:42.013794 I | raft: 2087a91b2ccc6d93 became candidate at term 3
2016-04-25 10:20:42.013801 I | raft: 2087a91b2ccc6d93 received vote from 2087a91b2ccc6d93 at term 3
2016-04-25 10:20:42.013812 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3] sent vote request to 21d3c625100d5241 at term 3
2016-04-25 10:20:42.013828 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3] sent vote request to 3e07e8086be420d2 at term 3
2016-04-25 10:20:42.016788 I | raft: 2087a91b2ccc6d93 received vote from 3e07e8086be420d2 at term 3
2016-04-25 10:20:42.016829 I | raft: 2087a91b2ccc6d93 [quorum:2] has received 2 votes and 0 vote rejections
2016-04-25 10:20:42.016851 I | raft: 2087a91b2ccc6d93 became leader at term 3
2016-04-25 10:20:42.016864 I | raft: raft.node: 2087a91b2ccc6d93 elected leader 2087a91b2ccc6d93 at term 3
2016-04-25 10:20:42.020634 I | etcdserver: setting up the initial cluster version to 2.3
