2016-05-01 07:54:02.592430 I | etcdmain: etcd Version: 2.3.0+git
2016-05-01 07:54:02.592488 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-05-01 07:54:02.592496 I | etcdmain: Go Version: devel +ca8b627 Sun May 1 06:29:57 2016 +0000
2016-05-01 07:54:02.592501 I | etcdmain: Go OS/Arch: linux/amd64
2016-05-01 07:54:02.592507 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-05-01 07:54:02.592558 I | etcdmain: listening for peers on http://10.240.0.22:2380
2016-05-01 07:54:02.592581 I | etcdmain: listening for client requests on 10.240.0.22:2379
2016-05-01 07:54:02.597683 I | etcdserver: name = etcd-2
2016-05-01 07:54:02.597698 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-05-01 07:54:02.597705 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-05-01 07:54:02.597714 I | etcdserver: heartbeat = 100ms
2016-05-01 07:54:02.597720 I | etcdserver: election = 1000ms
2016-05-01 07:54:02.597724 I | etcdserver: snapshot count = 10000
2016-05-01 07:54:02.597733 I | etcdserver: advertise client URLs = http://10.240.0.22:2379
2016-05-01 07:54:02.597741 I | etcdserver: initial advertise peer URLs = http://10.240.0.22:2380
2016-05-01 07:54:02.597758 I | etcdserver: initial cluster = etcd-1=http://10.240.0.21:2380,etcd-2=http://10.240.0.22:2380,etcd-3=http://10.240.0.23:2380
2016-05-01 07:54:02.599938 I | etcdserver: starting member 21d3c625100d5241 in cluster e05fb31d21672c21
2016-05-01 07:54:02.599975 I | raft: 21d3c625100d5241 became follower at term 0
2016-05-01 07:54:02.599986 I | raft: newRaft 21d3c625100d5241 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-05-01 07:54:02.599992 I | raft: 21d3c625100d5241 became follower at term 1
2016-05-01 07:54:02.600097 I | etcdserver: enabling compression lz4
2016-05-01 07:54:02.611598 I | rafthttp: the connection with 2087a91b2ccc6d93 became active
2016-05-01 07:54:02.612607 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-05-01 07:54:02.613336 E | etcdmain: failed to notify systemd for readiness: No socket
2016-05-01 07:54:02.613354 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-05-01 07:54:02.613733 N | etcdserver: added member 2087a91b2ccc6d93 [http://10.240.0.21:2380] to cluster e05fb31d21672c21
2016-05-01 07:54:02.613815 N | etcdserver: added local member 21d3c625100d5241 [http://10.240.0.22:2380] to cluster e05fb31d21672c21
2016-05-01 07:54:02.613919 N | etcdserver: added member 3e07e8086be420d2 [http://10.240.0.23:2380] to cluster e05fb31d21672c21
2016-05-01 07:54:03.100289 I | raft: 21d3c625100d5241 is starting a new election at term 1
2016-05-01 07:54:03.100349 I | raft: 21d3c625100d5241 became candidate at term 2
2016-05-01 07:54:03.100358 I | raft: 21d3c625100d5241 received vote from 21d3c625100d5241 at term 2
2016-05-01 07:54:03.100367 I | raft: 21d3c625100d5241 [logterm: 1, index: 3] sent vote request to 3e07e8086be420d2 at term 2
2016-05-01 07:54:03.100377 I | raft: 21d3c625100d5241 [logterm: 1, index: 3] sent vote request to 2087a91b2ccc6d93 at term 2
2016-05-01 07:54:03.102452 I | raft: 21d3c625100d5241 received vote rejection from 2087a91b2ccc6d93 at term 2
2016-05-01 07:54:03.102467 I | raft: 21d3c625100d5241 [quorum:2] has received 1 votes and 1 vote rejections
2016-05-01 07:54:03.620196 I | rafthttp: the connection with 3e07e8086be420d2 became active
2016-05-01 07:54:03.800296 I | raft: 21d3c625100d5241 [term: 2] received a MsgVote message with higher term from 2087a91b2ccc6d93 [term: 3]
2016-05-01 07:54:03.800351 I | raft: 21d3c625100d5241 became follower at term 3
2016-05-01 07:54:03.800372 I | raft: 21d3c625100d5241 [logterm: 1, index: 3, vote: 0] voted for 2087a91b2ccc6d93 [logterm: 1, index: 3] at term 3
2016-05-01 07:54:03.802117 I | raft: raft.node: 21d3c625100d5241 elected leader 2087a91b2ccc6d93 at term 3
2016-05-01 07:54:03.805775 I | etcdserver: published {Name:etcd-2 ClientURLs:[http://10.240.0.22:2379]} to cluster e05fb31d21672c21
2016-05-01 07:54:03.805791 I | etcdmain: ready to serve client requests
2016-05-01 07:54:03.805910 N | etcdmain: serving insecure client requests on 10.240.0.22:2379, this is strongly discouraged!
2016-05-01 07:54:03.807359 N | membership: set the initial cluster version to 2.3
2016-05-01 07:54:04.113476 I | v2http: enabled capabilities for version 2.3.0
2016-05-01 07:54:11.759670 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000001-000000000000005e.wal is created
2016-05-01 07:54:14.172489 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000002-00000000000000a7.wal is created
2016-05-01 07:54:16.435274 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000003-00000000000000ef.wal is created
2016-05-01 07:54:18.845950 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000004-0000000000000138.wal is created
2016-05-01 07:54:21.111691 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000005-0000000000000180.wal is created
2016-05-01 07:54:23.427166 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000006-00000000000001c9.wal is created
2016-05-01 07:54:25.724918 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000007-0000000000000212.wal is created
2016-05-01 07:54:27.987912 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000008-000000000000025a.wal is created
