2016-05-01 08:22:49.298522 I | etcdmain: etcd Version: 2.3.0+git
2016-05-01 08:22:49.298573 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-05-01 08:22:49.298580 I | etcdmain: Go Version: devel +ca8b627 Sun May 1 06:29:57 2016 +0000
2016-05-01 08:22:49.298585 I | etcdmain: Go OS/Arch: linux/amd64
2016-05-01 08:22:49.298591 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-05-01 08:22:49.298644 I | etcdmain: listening for peers on http://10.240.0.21:2380
2016-05-01 08:22:49.298667 I | etcdmain: listening for client requests on 10.240.0.21:2379
2016-05-01 08:22:49.303603 I | etcdserver: name = etcd-1
2016-05-01 08:22:49.303622 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-05-01 08:22:49.303629 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-05-01 08:22:49.303634 I | etcdserver: heartbeat = 100ms
2016-05-01 08:22:49.303639 I | etcdserver: election = 1000ms
2016-05-01 08:22:49.303644 I | etcdserver: snapshot count = 10000
2016-05-01 08:22:49.303658 I | etcdserver: advertise client URLs = http://10.240.0.21:2379
2016-05-01 08:22:49.303665 I | etcdserver: initial advertise peer URLs = http://10.240.0.21:2380
2016-05-01 08:22:49.303685 I | etcdserver: initial cluster = etcd-1=http://10.240.0.21:2380,etcd-2=http://10.240.0.22:2380,etcd-3=http://10.240.0.23:2380
2016-05-01 08:22:49.305910 I | etcdserver: starting member 2087a91b2ccc6d93 in cluster e05fb31d21672c21
2016-05-01 08:22:49.305950 I | raft: 2087a91b2ccc6d93 became follower at term 0
2016-05-01 08:22:49.305968 I | raft: newRaft 2087a91b2ccc6d93 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-05-01 08:22:49.305979 I | raft: 2087a91b2ccc6d93 became follower at term 1
2016-05-01 08:22:49.306110 I | etcdserver: enabling compression lz4
2016-05-01 08:22:49.318230 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-05-01 08:22:49.318767 E | etcdmain: failed to notify systemd for readiness: No socket
2016-05-01 08:22:49.318788 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-05-01 08:22:49.318956 N | etcdserver: added local member 2087a91b2ccc6d93 [http://10.240.0.21:2380] to cluster e05fb31d21672c21
2016-05-01 08:22:49.319038 N | etcdserver: added member 21d3c625100d5241 [http://10.240.0.22:2380] to cluster e05fb31d21672c21
2016-05-01 08:22:49.319113 N | etcdserver: added member 3e07e8086be420d2 [http://10.240.0.23:2380] to cluster e05fb31d21672c21
2016-05-01 08:22:50.206283 I | raft: 2087a91b2ccc6d93 is starting a new election at term 1
2016-05-01 08:22:50.206343 I | raft: 2087a91b2ccc6d93 became candidate at term 2
2016-05-01 08:22:50.206352 I | raft: 2087a91b2ccc6d93 received vote from 2087a91b2ccc6d93 at term 2
2016-05-01 08:22:50.206363 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3] sent vote request to 21d3c625100d5241 at term 2
2016-05-01 08:22:50.206390 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3] sent vote request to 3e07e8086be420d2 at term 2
2016-05-01 08:22:50.321019 I | rafthttp: the connection with 21d3c625100d5241 became active
2016-05-01 08:22:50.809907 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3, vote: 2087a91b2ccc6d93] rejected vote from 21d3c625100d5241 [logterm: 1, index: 3] at term 2
2016-05-01 08:22:51.317917 I | rafthttp: the connection with 3e07e8086be420d2 became active
2016-05-01 08:22:51.506353 I | raft: 2087a91b2ccc6d93 is starting a new election at term 2
2016-05-01 08:22:51.506425 I | raft: 2087a91b2ccc6d93 became candidate at term 3
2016-05-01 08:22:51.506434 I | raft: 2087a91b2ccc6d93 received vote from 2087a91b2ccc6d93 at term 3
2016-05-01 08:22:51.506446 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3] sent vote request to 21d3c625100d5241 at term 3
2016-05-01 08:22:51.506454 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3] sent vote request to 3e07e8086be420d2 at term 3
2016-05-01 08:22:51.509689 I | raft: 2087a91b2ccc6d93 received vote from 3e07e8086be420d2 at term 3
2016-05-01 08:22:51.509706 I | raft: 2087a91b2ccc6d93 [quorum:2] has received 2 votes and 0 vote rejections
2016-05-01 08:22:51.509739 I | raft: 2087a91b2ccc6d93 became leader at term 3
2016-05-01 08:22:51.509759 I | raft: raft.node: 2087a91b2ccc6d93 elected leader 2087a91b2ccc6d93 at term 3
2016-05-01 08:22:51.514008 I | etcdserver: published {Name:etcd-1 ClientURLs:[http://10.240.0.21:2379]} to cluster e05fb31d21672c21
2016-05-01 08:22:51.514031 I | etcdmain: ready to serve client requests
2016-05-01 08:22:51.514153 I | etcdserver: setting up the initial cluster version to 2.3
2016-05-01 08:22:51.514178 N | etcdmain: serving insecure client requests on 10.240.0.21:2379, this is strongly discouraged!
2016-05-01 08:22:51.515390 N | membership: set the initial cluster version to 2.3
2016-05-01 08:22:51.819118 I | v2http: enabled capabilities for version 2.3.0
2016-05-01 08:22:59.600383 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000001-000000000000005e.wal is created
2016-05-01 08:23:01.897395 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000002-00000000000000a7.wal is created
2016-05-01 08:23:04.395599 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000003-00000000000000f0.wal is created
2016-05-01 08:23:06.696632 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000004-0000000000000138.wal is created
2016-05-01 08:23:09.111982 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000005-0000000000000181.wal is created
2016-05-01 08:23:11.485965 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000006-00000000000001ca.wal is created
