2016-05-01 08:34:56.507519 I | etcdmain: etcd Version: 2.3.0+git
2016-05-01 08:34:56.507575 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-05-01 08:34:56.507582 I | etcdmain: Go Version: devel +ca8b627 Sun May 1 06:29:57 2016 +0000
2016-05-01 08:34:56.507587 I | etcdmain: Go OS/Arch: linux/amd64
2016-05-01 08:34:56.507593 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-05-01 08:34:56.507650 I | etcdmain: listening for peers on http://10.240.0.30:2380
2016-05-01 08:34:56.507673 I | etcdmain: listening for client requests on 10.240.0.30:2379
2016-05-01 08:34:56.512827 I | etcdserver: name = etcd-2
2016-05-01 08:34:56.512843 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-05-01 08:34:56.512851 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-05-01 08:34:56.512856 I | etcdserver: heartbeat = 100ms
2016-05-01 08:34:56.512861 I | etcdserver: election = 1000ms
2016-05-01 08:34:56.512866 I | etcdserver: snapshot count = 10000
2016-05-01 08:34:56.512874 I | etcdserver: advertise client URLs = http://10.240.0.30:2379
2016-05-01 08:34:56.512881 I | etcdserver: initial advertise peer URLs = http://10.240.0.30:2380
2016-05-01 08:34:56.512893 I | etcdserver: initial cluster = etcd-1=http://10.240.0.29:2380,etcd-2=http://10.240.0.30:2380,etcd-3=http://10.240.0.31:2380
2016-05-01 08:34:56.515182 I | etcdserver: starting member ae3b7ee5c615ef3e in cluster cd66007c5b2956b8
2016-05-01 08:34:56.515222 I | raft: ae3b7ee5c615ef3e became follower at term 0
2016-05-01 08:34:56.515234 I | raft: newRaft ae3b7ee5c615ef3e [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-05-01 08:34:56.515241 I | raft: ae3b7ee5c615ef3e became follower at term 1
2016-05-01 08:34:56.515375 I | etcdserver: enabling compression snappy
2016-05-01 08:34:56.527546 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-05-01 08:34:56.528236 E | etcdmain: failed to notify systemd for readiness: No socket
2016-05-01 08:34:56.528256 E | etcdmain: forgot to set Type=notify in systemd service file?
