2016-04-15 21:57:59.485447 I | etcdmain: etcd Version: 2.3.0+git
2016-04-15 21:57:59.485490 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-15 21:57:59.485497 I | etcdmain: Go Version: go1.6
2016-04-15 21:57:59.485503 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-15 21:57:59.485512 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-15 21:57:59.485567 I | etcdmain: listening for peers on http://10.240.0.7:2380
2016-04-15 21:57:59.485593 I | etcdmain: listening for client requests on 10.240.0.7:2379
2016-04-15 21:57:59.490879 I | etcdserver: name = etcd-1
2016-04-15 21:57:59.490895 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-15 21:57:59.490903 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-15 21:57:59.490909 I | etcdserver: heartbeat = 100ms
2016-04-15 21:57:59.490915 I | etcdserver: election = 1000ms
2016-04-15 21:57:59.490935 I | etcdserver: snapshot count = 10000
2016-04-15 21:57:59.490946 I | etcdserver: advertise client URLs = http://10.240.0.7:2379
2016-04-15 21:57:59.490953 I | etcdserver: initial advertise peer URLs = http://10.240.0.7:2380
2016-04-15 21:57:59.490967 I | etcdserver: initial cluster = etcd-1=http://10.240.0.7:2380,etcd-2=http://10.240.0.13:2380,etcd-3=http://10.240.0.14:2380
2016-04-15 21:57:59.494320 I | etcdserver: starting member ec572e55c25f926a in cluster 14edf9cb39308b6e
2016-04-15 21:57:59.494369 I | raft: ec572e55c25f926a became follower at term 0
2016-04-15 21:57:59.494391 I | raft: newRaft ec572e55c25f926a [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-15 21:57:59.494403 I | raft: ec572e55c25f926a became follower at term 1
2016-04-15 21:57:59.508515 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-15 21:57:59.509357 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-15 21:57:59.509376 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-15 21:57:59.510169 N | etcdmain: serving insecure client requests on 10.240.0.7:2379, this is strongly discouraged!
2016-04-15 21:57:59.511587 N | etcdserver: added member cfc6e2e1de0e7922 [http://10.240.0.13:2380] to cluster 14edf9cb39308b6e
