2016-03-30 23:05:45.959675 I | etcdmain: etcd Version: 2.3.0+git
2016-03-30 23:05:45.959724 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-03-30 23:05:45.959731 I | etcdmain: Go Version: go1.6
2016-03-30 23:05:45.959737 I | etcdmain: Go OS/Arch: linux/amd64
2016-03-30 23:05:45.959743 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-03-30 23:05:45.959807 I | etcdmain: listening for peers on http://10.240.0.12:2380
2016-03-30 23:05:45.959836 I | etcdmain: listening for client requests on 10.240.0.12:2379
2016-03-30 23:05:45.963173 I | etcdserver: name = etcd-1
2016-03-30 23:05:45.963202 I | etcdserver: data dir = /mnt/ssd0/data.etcd
2016-03-30 23:05:45.963210 I | etcdserver: member dir = /mnt/ssd0/data.etcd/member
2016-03-30 23:05:45.963217 I | etcdserver: heartbeat = 100ms
2016-03-30 23:05:45.963222 I | etcdserver: election = 1000ms
2016-03-30 23:05:45.963228 I | etcdserver: snapshot count = 10000
2016-03-30 23:05:45.963240 I | etcdserver: advertise client URLs = http://10.240.0.12:2379
2016-03-30 23:05:45.963247 I | etcdserver: initial advertise peer URLs = http://10.240.0.12:2380
2016-03-30 23:05:45.963271 I | etcdserver: initial cluster = etcd-1=http://10.240.0.12:2380,etcd-2=http://10.240.0.13:2380,etcd-3=http://10.240.0.14:2380
2016-03-30 23:05:45.970213 I | etcdserver: starting member f8ba34e834cb847d in cluster 1f5ca66cfce5f0e7
2016-03-30 23:05:45.970262 I | raft: f8ba34e834cb847d became follower at term 0
2016-03-30 23:05:45.970285 I | raft: newRaft f8ba34e834cb847d [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-03-30 23:05:45.970303 I | raft: f8ba34e834cb847d became follower at term 1
2016-03-30 23:05:46.020392 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-03-30 23:05:46.021214 E | etcdmain: failed to notify systemd for readiness: No socket
2016-03-30 23:05:46.021235 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-03-30 23:05:46.021322 N | etcdmain: serving insecure client requests on 10.240.0.12:2379, this is strongly discouraged!
2016-03-30 23:05:46.021351 N | etcdserver: added member cfc6e2e1de0e7922 [http://10.240.0.13:2380] to cluster 1f5ca66cfce5f0e7
2016-03-30 23:05:46.021434 N | etcdserver: added local member f8ba34e834cb847d [http://10.240.0.12:2380] to cluster 1f5ca66cfce5f0e7
2016-03-30 23:05:46.021515 N | etcdserver: added member f9e96ef8c0d0e08c [http://10.240.0.14:2380] to cluster 1f5ca66cfce5f0e7
2016-03-30 23:05:46.570620 I | raft: f8ba34e834cb847d is starting a new election at term 1
2016-03-30 23:05:46.570697 I | raft: f8ba34e834cb847d became candidate at term 2
2016-03-30 23:05:46.570707 I | raft: f8ba34e834cb847d received vote from f8ba34e834cb847d at term 2
2016-03-30 23:05:46.570718 I | raft: f8ba34e834cb847d [logterm: 1, index: 3] sent vote request to cfc6e2e1de0e7922 at term 2
2016-03-30 23:05:46.570729 I | raft: f8ba34e834cb847d [logterm: 1, index: 3] sent vote request to f9e96ef8c0d0e08c at term 2
2016-03-30 23:05:47.005983 I | rafthttp: the connection with cfc6e2e1de0e7922 became active
2016-03-30 23:05:47.472175 I | raft: f8ba34e834cb847d [logterm: 1, index: 3, vote: f8ba34e834cb847d] rejected vote from cfc6e2e1de0e7922 [logterm: 1, index: 3] at term 2
2016-03-30 23:05:47.670650 I | raft: f8ba34e834cb847d is starting a new election at term 2
2016-03-30 23:05:47.670711 I | raft: f8ba34e834cb847d became candidate at term 3
2016-03-30 23:05:47.670720 I | raft: f8ba34e834cb847d received vote from f8ba34e834cb847d at term 3
2016-03-30 23:05:47.670733 I | raft: f8ba34e834cb847d [logterm: 1, index: 3] sent vote request to cfc6e2e1de0e7922 at term 3
2016-03-30 23:05:47.670743 I | raft: f8ba34e834cb847d [logterm: 1, index: 3] sent vote request to f9e96ef8c0d0e08c at term 3
2016-03-30 23:05:47.677549 I | raft: f8ba34e834cb847d received vote from cfc6e2e1de0e7922 at term 3
2016-03-30 23:05:47.677575 I | raft: f8ba34e834cb847d [quorum:2] has received 2 votes and 0 vote rejections
2016-03-30 23:05:47.677601 I | raft: f8ba34e834cb847d became leader at term 3
2016-03-30 23:05:47.677624 I | raft: raft.node: f8ba34e834cb847d elected leader f8ba34e834cb847d at term 3
2016-03-30 23:05:47.687269 W | etcdserver: failed to reach the peerURL(http://10.240.0.14:2380) of member f9e96ef8c0d0e08c (Get http://10.240.0.14:2380/version: dial tcp 10.240.0.14:2380: getsockopt: connection refused)
2016-03-30 23:05:47.687285 W | etcdserver: cannot get the version of member f9e96ef8c0d0e08c (Get http://10.240.0.14:2380/version: dial tcp 10.240.0.14:2380: getsockopt: connection refused)
2016-03-30 23:05:47.687331 I | etcdserver: setting up the initial cluster version to 2.2
2016-03-30 23:05:47.689139 I | etcdserver: published {Name:etcd-1 ClientURLs:[http://10.240.0.12:2379]} to cluster 1f5ca66cfce5f0e7
2016-03-30 23:05:47.693689 N | etcdserver: set the initial cluster version to 2.2
2016-03-30 23:05:48.025845 I | rafthttp: the connection with f9e96ef8c0d0e08c became active
2016-03-30 23:05:51.690309 I | etcdserver: updating the cluster version from 2.2 to 2.3
2016-03-30 23:05:51.694575 N | etcdserver: updated the cluster version from 2.2 to 2.3
2016-03-30 23:06:56.374462 I | etcdserver: start to snapshot (applied: 10001, lastsnap: 0)
2016-03-30 23:06:56.388125 I | etcdserver: saved snapshot at index 10001
2016-03-30 23:06:56.388383 I | etcdserver: compacted raft log at 5001
2016-03-30 23:07:44.765381 I | etcdserver: start to snapshot (applied: 20002, lastsnap: 10001)
2016-03-30 23:07:44.786072 I | etcdserver: saved snapshot at index 20002
2016-03-30 23:07:44.786354 I | etcdserver: compacted raft log at 15002
2016-03-30 23:08:33.127641 I | etcdserver: start to snapshot (applied: 30003, lastsnap: 20002)
2016-03-30 23:08:33.140927 I | etcdserver: saved snapshot at index 30003
2016-03-30 23:08:33.141247 I | etcdserver: compacted raft log at 25003
2016-03-30 23:09:22.116573 I | etcdserver: start to snapshot (applied: 40004, lastsnap: 30003)
2016-03-30 23:09:22.127796 I | etcdserver: saved snapshot at index 40004
2016-03-30 23:09:22.127993 I | etcdserver: compacted raft log at 35004
2016-03-30 23:10:11.089618 I | etcdserver: start to snapshot (applied: 50005, lastsnap: 40004)
2016-03-30 23:10:11.102953 I | etcdserver: saved snapshot at index 50005
2016-03-30 23:10:11.103168 I | etcdserver: compacted raft log at 45005
2016-03-30 23:10:59.834668 I | etcdserver: start to snapshot (applied: 60006, lastsnap: 50005)
2016-03-30 23:10:59.850114 I | etcdserver: saved snapshot at index 60006
2016-03-30 23:10:59.850370 I | etcdserver: compacted raft log at 55006
2016-03-30 23:11:16.022857 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000002711.snap successfully
2016-03-30 23:11:48.779709 I | etcdserver: start to snapshot (applied: 70007, lastsnap: 60006)
2016-03-30 23:11:48.790875 I | etcdserver: saved snapshot at index 70007
2016-03-30 23:11:48.791069 I | etcdserver: compacted raft log at 65007
2016-03-30 23:12:16.023403 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000004e22.snap successfully
2016-03-30 23:12:37.527169 I | etcdserver: start to snapshot (applied: 80008, lastsnap: 70007)
2016-03-30 23:12:37.542201 I | etcdserver: saved snapshot at index 80008
2016-03-30 23:12:37.542478 I | etcdserver: compacted raft log at 75008
2016-03-30 23:12:46.023632 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000007533.snap successfully
2016-03-30 23:13:26.297810 I | etcdserver: start to snapshot (applied: 90009, lastsnap: 80008)
2016-03-30 23:13:26.313502 I | etcdserver: saved snapshot at index 90009
2016-03-30 23:13:26.313721 I | etcdserver: compacted raft log at 85009
2016-03-30 23:13:46.024038 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000009c44.snap successfully
2016-03-30 23:14:15.064074 I | etcdserver: start to snapshot (applied: 100010, lastsnap: 90009)
2016-03-30 23:14:15.071884 I | etcdserver: saved snapshot at index 100010
2016-03-30 23:14:15.072169 I | etcdserver: compacted raft log at 95010
2016-03-30 23:14:16.024338 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-000000000000c355.snap successfully
2016-03-30 23:15:03.765742 I | etcdserver: start to snapshot (applied: 110011, lastsnap: 100010)
2016-03-30 23:15:03.781182 I | etcdserver: saved snapshot at index 110011
2016-03-30 23:15:03.781417 I | etcdserver: compacted raft log at 105011
2016-03-30 23:15:16.024780 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-000000000000ea66.snap successfully
2016-03-30 23:15:52.524779 I | etcdserver: start to snapshot (applied: 120012, lastsnap: 110011)
2016-03-30 23:15:52.540405 I | etcdserver: saved snapshot at index 120012
2016-03-30 23:15:52.540664 I | etcdserver: compacted raft log at 115012
2016-03-30 23:16:16.025140 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000011177.snap successfully
2016-03-30 23:16:41.155144 I | etcdserver: start to snapshot (applied: 130013, lastsnap: 120012)
2016-03-30 23:16:41.174778 I | etcdserver: saved snapshot at index 130013
2016-03-30 23:16:41.174906 I | etcdserver: compacted raft log at 125013
2016-03-30 23:16:46.025424 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000013888.snap successfully
2016-03-30 23:17:29.646014 I | etcdserver: start to snapshot (applied: 140014, lastsnap: 130013)
2016-03-30 23:17:29.655653 I | etcdserver: saved snapshot at index 140014
2016-03-30 23:17:29.655861 I | etcdserver: compacted raft log at 135014
2016-03-30 23:17:46.025877 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000015f99.snap successfully
2016-03-30 23:18:18.582642 I | etcdserver: start to snapshot (applied: 150015, lastsnap: 140014)
2016-03-30 23:18:18.595254 I | etcdserver: saved snapshot at index 150015
2016-03-30 23:18:18.595490 I | etcdserver: compacted raft log at 145015
2016-03-30 23:18:46.026410 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-00000000000186aa.snap successfully
2016-03-30 23:19:05.962649 I | wal: segmented wal file /mnt/ssd0/data.etcd/member/wal/0000000000000001-0000000000026fed.wal is created
2016-03-30 23:19:07.382428 I | etcdserver: start to snapshot (applied: 160016, lastsnap: 150015)
2016-03-30 23:19:07.398552 I | etcdserver: saved snapshot at index 160016
2016-03-30 23:19:07.398724 I | etcdserver: compacted raft log at 155016
2016-03-30 23:19:16.026731 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-000000000001adbb.snap successfully
2016-03-30 23:19:55.885584 I | etcdserver: start to snapshot (applied: 170017, lastsnap: 160016)
2016-03-30 23:19:55.901399 I | etcdserver: saved snapshot at index 170017
2016-03-30 23:19:55.901654 I | etcdserver: compacted raft log at 165017
2016-03-30 23:20:16.027205 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-000000000001d4cc.snap successfully
2016-03-30 23:20:44.965851 I | etcdserver: start to snapshot (applied: 180018, lastsnap: 170017)
2016-03-30 23:20:44.987439 I | etcdserver: saved snapshot at index 180018
2016-03-30 23:20:44.987710 I | etcdserver: compacted raft log at 175018
2016-03-30 23:20:46.027469 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-000000000001fbdd.snap successfully
2016-03-30 23:21:33.178441 I | etcdserver: start to snapshot (applied: 190019, lastsnap: 180018)
2016-03-30 23:21:33.190794 I | etcdserver: saved snapshot at index 190019
2016-03-30 23:21:33.191045 I | etcdserver: compacted raft log at 185019
2016-03-30 23:21:46.027909 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-00000000000222ee.snap successfully
2016-03-30 23:22:22.465803 I | etcdserver: start to snapshot (applied: 200020, lastsnap: 190019)
2016-03-30 23:22:22.487739 I | etcdserver: saved snapshot at index 200020
2016-03-30 23:22:22.487959 I | etcdserver: compacted raft log at 195020
2016-03-30 23:22:46.028383 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-00000000000249ff.snap successfully
2016-03-30 23:23:11.270874 I | etcdserver: start to snapshot (applied: 210021, lastsnap: 200020)
2016-03-30 23:23:11.291064 I | etcdserver: saved snapshot at index 210021
2016-03-30 23:23:11.291191 I | etcdserver: compacted raft log at 205021
2016-03-30 23:23:16.028638 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000027110.snap successfully
2016-03-30 23:24:01.163765 I | etcdserver: start to snapshot (applied: 220022, lastsnap: 210021)
2016-03-30 23:24:01.178884 I | etcdserver: saved snapshot at index 220022
2016-03-30 23:24:01.179032 I | etcdserver: compacted raft log at 215022
2016-03-30 23:24:16.029051 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000029821.snap successfully
2016-03-30 23:24:51.912684 I | etcdserver: start to snapshot (applied: 230023, lastsnap: 220022)
2016-03-30 23:24:51.920836 I | etcdserver: saved snapshot at index 230023
2016-03-30 23:24:51.921003 I | etcdserver: compacted raft log at 225023
2016-03-30 23:25:16.029511 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-000000000002bf32.snap successfully
2016-03-30 23:25:41.350341 I | etcdserver: start to snapshot (applied: 240024, lastsnap: 230023)
2016-03-30 23:25:41.365693 I | etcdserver: saved snapshot at index 240024
2016-03-30 23:25:41.365922 I | etcdserver: compacted raft log at 235024
2016-03-30 23:25:46.029776 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-000000000002e643.snap successfully
2016-03-30 23:26:30.481522 I | etcdserver: start to snapshot (applied: 250025, lastsnap: 240024)
2016-03-30 23:26:30.501224 I | etcdserver: saved snapshot at index 250025
2016-03-30 23:26:30.501367 I | etcdserver: compacted raft log at 245025
2016-03-30 23:26:46.030166 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000030d54.snap successfully
2016-03-30 23:27:19.992476 I | etcdserver: start to snapshot (applied: 260026, lastsnap: 250025)
2016-03-30 23:27:20.007556 I | etcdserver: saved snapshot at index 260026
2016-03-30 23:27:20.007810 I | etcdserver: compacted raft log at 255026
2016-03-30 23:27:46.030595 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000033465.snap successfully
2016-03-30 23:28:10.736905 I | etcdserver: start to snapshot (applied: 270027, lastsnap: 260026)
2016-03-30 23:28:10.751510 I | etcdserver: saved snapshot at index 270027
