second,avg_latency_ms_etcd3,throughput_etcd3,cumulative_throughput_etcd3,avg_cpu_etcd3,avg_memory_mb_etcd3,avg_latency_ms_zk,throughput_zk,cumulative_throughput_zk,avg_cpu_zk,avg_memory_mb_zk
1089,4.969569,201,220792,21.04,251.20,4.623381,217,244144,11.12,346.47
1090,4.934795,201,220993,21.04,251.33,4.859620,206,244350,11.12,346.47
1091,4.949778,203,221196,21.04,251.48,4.626427,216,244566,11.12,347.16
1092,4.828796,206,221402,21.04,251.57,4.643374,215,244781,11.12,347.16
1093,5.023502,199,221601,21.04,251.57,4.537448,221,245002,11.12,347.16
1094,4.886541,204,221805,21.04,251.57,4.613575,216,245218,11.12,347.16
1095,4.951476,199,222004,21.04,251.70,4.519565,222,245440,11.13,347.16
1096,5.061736,200,222204,21.05,251.79,4.459089,224,245664,11.13,347.16
1097,4.847346,206,222410,21.05,251.79,4.590423,217,245881,11.13,347.16
1098,4.868279,205,222615,21.06,251.91,4.585170,218,246099,11.13,347.84
1099,5.191827,192,222807,21.05,251.91,4.637572,216,246315,11.13,348.52
1100,4.754373,209,223016,21.05,252.04,4.597178,218,246533,11.13,348.52
1101,4.936334,203,223219,21.05,252.20,4.540717,219,246752,11.13,348.52
1102,5.078340,196,223415,21.05,252.48,4.558975,220,246972,11.13,348.52
1103,5.060107,198,223613,21.05,252.48,4.628493,216,247188,11.13,348.69
1104,5.013320,198,223811,21.05,252.48,4.655512,214,247402,11.13,348.69
1105,5.013207,200,224011,21.05,252.48,4.650502,216,247618,11.13,348.69
1106,5.196740,192,224203,21.05,252.48,4.656282,214,247832,11.13,348.69
1107,5.012178,198,224401,21.05,252.62,4.696351,213,248045,11.13,348.77
1108,5.336039,188,224589,21.05,252.90,4.681450,214,248259,11.13,349.45
1109,5.062189,194,224783,21.05,254.31,4.675192,213,248472,11.13,349.45
1110,5.056967,198,224981,21.05,254.61,4.630945,216,248688,11.13,349.45
1111,5.414171,186,225167,21.05,254.74,4.592084,218,248906,11.13,349.45
1112,4.885685,204,225371,21.05,254.74,4.811045,207,249113,11.13,349.45
1113,5.098130,196,225567,21.05,254.74,4.843548,207,249320,11.13,349.45
1114,5.075653,196,225763,21.06,255.16,4.786579,209,249529,11.13,349.45
1115,5.156988,194,225957,21.05,255.16,4.788630,209,249738,11.14,350.14
1116,5.133935,194,226151,21.05,255.29,4.739119,211,249949,11.16,351.50
1117,5.065663,197,226348,21.05,255.29,4.680469,207,250156,11.16,351.50
1118,5.298647,188,226536,21.05,255.29,4.759153,216,250372,11.16,352.19
1119,5.073240,197,226733,21.05,255.44,4.687820,213,250585,11.16,352.19
1120,4.868509,205,226938,21.05,255.88,4.710603,212,250797,11.16,352.70
1121,4.926108,201,227139,21.05,256.48,4.725700,212,251009,11.16,352.70
1122,4.914749,203,227342,21.05,256.48,4.580565,218,251227,11.16,352.70
1123,5.080942,198,227540,21.05,256.48,4.499464,222,251449,11.16,352.70
1124,4.929488,203,227743,21.05,256.62,4.558990,220,251669,11.16,352.70
1125,4.808848,207,227950,21.05,256.88,4.477521,223,251892,11.16,352.70
1126,5.285105,189,228139,21.05,257.02,4.678432,214,252106,11.16,352.70
1127,5.289610,188,228327,21.05,258.01,4.776326,209,252315,11.16,352.70
1128,4.827641,207,228534,21.05,258.43,4.893466,204,252519,11.16,352.70
1129,5.050493,198,228732,21.05,258.53,4.512741,221,252740,11.16,353.38
1130,4.986010,200,228932,21.05,258.81,4.527578,221,252961,11.16,353.38
1131,5.086546,196,229128,21.06,259.04,4.513269,222,253183,11.16,353.38
1132,5.115709,195,229323,21.06,259.04,4.538235,220,253403,11.16,353.38
1133,4.984757,200,229523,21.07,259.89,4.658836,215,253618,11.16,353.38
1134,4.897292,204,229727,21.06,259.89,4.714556,211,253829,11.16,353.38
1135,5.087006,196,229923,21.06,260.01,4.495226,223,254052,11.15,353.38
1136,5.089726,196,230119,21.06,260.58,4.559226,219,254271,11.16,354.24
1137,5.215764,190,230309,21.06,260.58,4.640810,215,254486,11.15,354.24
1138,4.953615,203,230512,21.06,260.58,4.533203,221,254707,11.15,354.92
1139,4.987739,199,230711,21.06,260.58,4.607824,217,254924,11.15,354.92
1140,4.913160,204,230915,21.06,260.58,4.462174,224,255148,11.15,354.92
1141,4.915118,202,231117,21.06,260.58,4.503488,222,255370,11.15,354.92
1142,5.037639,199,231316,21.06,260.58,4.569160,219,255589,11.15,355.60
1143,4.889451,204,231520,21.06,260.70,4.315698,231,255820,11.15,355.60
1144,4.948066,202,231722,21.06,260.85,4.394033,228,256048,11.15,355.60
1145,4.868761,204,231926,21.07,261.08,4.618685,216,256264,11.15,355.60
1146,4.872943,205,232131,21.07,261.57,4.591363,218,256482,11.15,355.60
1147,5.067301,197,232328,21.07,261.57,4.575268,218,256700,11.15,355.60
1148,5.051229,198,232526,21.07,261.69,4.591080,218,256918,11.15,355.60
1149,5.040099,198,232724,21.07,261.69,4.885788,205,257123,11.14,355.60
1150,4.674810,213,232937,21.07,261.69,4.560278,219,257342,11.15,355.60
1151,4.935252,203,233140,21.07,261.69,4.520316,221,257563,11.15,356.28
1152,4.937554,202,233342,21.07,261.97,4.569550,219,257782,11.15,356.96
1153,5.137152,194,233536,21.07,261.97,4.792635,208,257990,11.15,356.96
1154,4.720313,211,233747,21.07,262.11,4.615505,217,258207,11.14,356.96
1155,4.901341,204,233951,21.07,262.24,4.452926,224,258431,11.14,356.96
1156,4.787196,208,234159,21.07,262.37,4.512806,222,258653,11.14,356.96
1157,4.860223,205,234364,21.07,262.37,4.613693,216,258869,11.14,356.96
1158,4.803399,208,234572,21.08,263.56,4.522423,221,259090,11.14,357.31
1159,4.947652,200,234772,21.08,263.56,4.513515,222,259312,11.14,357.31
1160,5.319641,189,234961,21.08,263.69,4.699099,212,259524,11.14,357.99
1161,4.906031,204,235165,21.08,264.02,4.805913,209,259733,11.14,357.99
1162,4.906455,203,235368,21.08,264.11,4.613032,215,259948,11.14,357.99
1163,4.738921,210,235578,21.08,264.11,4.674668,215,260163,11.15,357.99
1164,4.855029,206,235784,21.08,264.25,4.617319,217,260380,11.15,357.99
1165,5.157391,194,235978,21.08,264.25,4.660458,214,260594,11.14,357.99
1166,5.038562,198,236176,21.08,264.25,4.716921,212,260806,11.14,357.99
1167,4.967599,201,236377,21.08,264.25,4.782591,209,261015,11.15,357.99
1168,4.932135,202,236579,21.08,264.25,4.766723,210,261225,11.15,358.33
1169,5.374491,186,236765,21.08,264.39,4.731893,211,261436,11.15,359.01
1170,5.028522,198,236963,21.08,264.51,4.816355,207,261643,11.15,359.01
1171,4.940443,202,237165,21.08,264.94,4.851501,206,261849,11.15,359.01
1172,5.075872,197,237362,21.08,264.94,4.766847,210,262059,11.14,359.01
1173,5.277079,188,237550,21.08,264.94,4.733130,211,262270,11.14,359.01
1174,4.865703,206,237756,21.09,265.57,4.664089,215,262485,11.14,359.01
1175,4.914567,203,237959,21.09,266.49,4.583460,218,262703,11.15,359.01
1176,4.926478,203,238162,21.09,266.70,4.418669,225,262928,11.15,359.01
1177,5.036603,198,238360,21.09,267.07,4.572290,220,263148,11.15,359.01
1178,5.061906,197,238557,21.08,267.07,4.657150,214,263362,11.15,359.01
1179,4.917679,201,238758,21.09,267.91,4.709389,212,263574,11.15,360.45
1180,4.847344,208,238966,21.09,267.91,4.640311,216,263790,11.15,360.45
1181,4.944357,202,239168,21.09,268.02,4.781781,209,263999,11.15,360.45
1182,4.942915,202,239370,21.09,268.02,4.566703,219,264218,11.15,360.45
1183,5.147714,193,239563,21.09,268.30,4.542159,220,264438,11.15,360.45
1184,4.903946,204,239767,21.10,268.76,4.658538,214,264652,11.15,360.45
1185,5.148365,194,239961,21.10,268.97,4.723389,212,264864,11.15,361.82
1186,5.255947,190,240151,21.09,268.97,4.706474,212,265076,11.15,361.82
1187,4.958367,201,240352,21.09,269.24,4.571468,219,265295,11.15,361.82
1188,5.190514,192,240544,21.09,269.33,4.542855,220,265515,11.15,362.50
1189,4.871501,205,240749,21.09,269.33,4.696636,213,265728,11.15,363.18
1190,4.844194,206,240955,21.09,269.84,4.690588,213,265941,11.14,363.18
1191,5.048011,198,241153,21.09,269.84,4.768441,210,266151,11.15,363.18
1192,4.954652,201,241354,21.10,269.96,4.506816,221,266372,11.14,363.18
1193,5.222074,191,241545,21.10,270.07,4.453572,225,266597,11.14,363.18
1194,4.983375,201,241746,21.10,270.07,4.802876,208,266805,11.14,363.18
1195,5.067833,197,241943,21.10,270.07,4.761421,210,267015,11.14,363.18
1196,4.911572,203,242146,21.11,270.07,4.738689,211,267226,11.14,363.18
1197,5.180391,191,242337,21.11,270.07,4.787335,208,267434,11.14,363.86
1198,4.988417,199,242536,21.11,270.25,4.612346,217,267651,11.14,363.86
1199,5.185818,193,242729,21.11,270.25,4.534623,220,267871,11.14,364.54
1200,4.963507,203,242932,21.11,270.25,4.543248,221,268092,11.14,364.54
1201,4.885365,204,243136,21.11,270.25,4.544622,220,268312,11.14,364.88
1202,4.957807,202,243338,21.11,270.36,4.545116,220,268532,11.14,364.88
1203,4.716103,211,243549,21.10,270.36,4.575458,217,268749,11.14,364.88
1204,4.910016,204,243753,21.10,270.36,4.465808,225,268974,11.14,364.88
1205,4.865250,205,243958,21.10,270.36,4.544418,220,269194,11.14,364.88
1206,5.063250,197,244155,21.10,270.53,4.492109,223,269417,11.14,364.88
1207,4.850176,206,244361,21.10,271.21,4.470412,223,269640,11.14,364.88
1208,4.799936,208,244569,21.11,272.04,4.618282,217,269857,11.14,364.88
1209,4.735041,210,244779,21.11,272.19,4.642322,214,270071,11.14,364.88
1210,4.936457,203,244982,21.11,272.19,4.574444,219,270290,11.14,364.88
1211,4.987138,200,245182,21.11,272.19,4.472339,224,270514,11.14,364.88
1212,4.917835,203,245385,21.11,272.43,4.531305,221,270735,11.14,364.88
1213,5.077938,196,245581,21.12,272.43,4.668460,214,270949,11.14,364.88
1214,4.807452,206,245787,21.11,272.58,4.543173,220,271169,11.14,364.88
1215,4.903481,205,245992,21.11,272.88,4.636310,215,271384,11.14,365.57
1216,4.857155,206,246198,21.11,272.88,4.610737,217,271601,11.14,365.57
1217,4.889785,203,246401,21.11,273.05,4.650983,215,271816,11.14,366.25
1218,4.866730,206,246607,21.11,273.05,4.537401,220,272036,11.14,366.25
1219,5.003088,199,246806,21.11,273.23,4.535354,221,272257,11.14,366.93
1220,4.864836,205,247011,21.11,273.23,4.507742,221,272478,11.14,366.93
1221,4.805978,207,247218,21.11,273.23,4.571398,219,272697,11.14,366.93
1222,4.752658,210,247428,21.11,273.76,4.655320,215,272912,11.14,366.93
1223,4.744674,211,247639,21.11,274.03,4.581416,218,273130,11.14,367.62
1224,4.873570,204,247843,21.11,274.15,4.431571,225,273355,11.14,367.62
1225,5.003882,200,248043,21.12,274.73,4.560230,220,273575,11.14,367.62
1226,4.907961,203,248246,21.11,275.42,4.606471,217,273792,11.14,367.62
1227,5.009917,199,248445,21.11,275.42,4.572045,218,274010,11.14,367.62
1228,4.910397,201,248646,21.11,275.42,4.526112,221,274231,11.14,367.62
1229,4.794448,209,248855,21.11,276.28,4.353546,230,274461,11.14,368.30
1230,4.844774,206,249061,21.12,276.55,4.345092,230,274691,11.14,368.30
1231,5.066778,198,249259,21.12,276.66,4.481601,222,274913,11.14,368.30
1232,4.871880,205,249464,21.12,276.66,4.486985,224,275137,11.14,370.35
1233,5.071291,197,249661,21.12,276.80,4.554439,219,275356,11.14,370.35
1234,5.014255,199,249860,21.12,277.00,4.558775,219,275575,11.14,370.35
1235,5.060873,197,250057,21.12,277.29,4.427129,226,275801,11.13,370.35
1236,5.124278,195,250252,21.12,277.56,4.515912,222,276023,11.13,370.35
1237,5.084831,195,250447,21.12,277.68,4.516586,221,276244,11.13,370.35
1238,5.315126,189,250636,21.12,277.80,4.453392,224,276468,11.13,370.35
1239,5.141811,194,250830,21.12,277.80,4.488011,223,276691,11.13,371.03
1240,5.031916,198,251028,21.12,277.92,4.473372,224,276915,11.13,371.03
1241,5.124524,195,251223,21.12,277.92,4.584949,218,277133,11.13,370.69
1242,4.872237,205,251428,21.13,278.04,4.478377,223,277356,11.13,370.69
1243,5.115605,195,251623,21.13,278.24,4.605861,217,277573,11.13,370.69
1244,5.157711,191,251814,21.13,278.89,4.445594,225,277798,11.13,370.69
1245,5.013361,202,252016,21.13,279.05,4.319428,231,278029,11.13,370.69
1246,4.859494,205,252221,21.12,279.19,4.392018,228,278257,11.13,370.69
1247,4.942292,201,252422,21.13,279.31,4.662041,214,278471,11.13,370.69
1248,4.818218,208,252630,21.13,279.47,4.658863,215,278686,11.13,371.77
1249,5.055171,197,252827,21.13,279.47,4.455368,224,278910,11.13,371.77
1250,5.055854,198,253025,21.13,279.47,4.559096,219,279129,11.13,372.45
1251,5.064244,197,253222,21.13,279.58,4.589951,218,279347,11.13,372.45
1252,5.032106,198,253420,21.13,279.58,4.543524,220,279567,11.13,372.45
1253,5.019999,199,253619,21.13,279.58,4.509900,222,279789,11.13,372.45
1254,4.791865,208,253827,21.13,279.58,4.723587,211,280000,11.13,372.45
1255,4.879674,205,254032,21.13,279.58,4.576220,218,280218,11.13,372.45
1256,5.307325,187,254219,21.13,279.58,4.662082,215,280433,11.13,372.45
1257,5.060963,198,254417,21.13,279.98,4.709902,212,280645,11.13,372.45
1258,4.844952,206,254623,21.13,279.98,4.747553,211,280856,11.13,372.45
1259,4.829648,207,254830,21.13,279.98,4.707788,212,281068,11.12,373.82
1260,4.909729,203,255033,21.14,279.98,4.566234,219,281287,11.12,373.82
1261,5.086622,196,255229,21.14,279.98,4.570009,219,281506,11.12,373.82
1262,5.260156,190,255419,21.14,280.13,4.463257,224,281730,11.12,373.82
1263,5.250111,189,255608,21.14,280.13,4.381547,228,281958,11.12,373.82
1264,4.792398,209,255817,21.14,280.57,4.348428,229,282187,11.12,374.50
1265,5.047780,198,256015,21.14,280.57,4.306192,232,282419,11.12,374.50
1266,5.010269,199,256214,21.14,280.73,4.436696,226,282645,11.12,374.50
1267,4.915478,203,256417,21.14,280.73,4.503984,222,282867,11.12,374.50
1268,4.915104,203,256620,21.14,281.06,4.568112,219,283086,11.18,375.92
1269,4.878535,205,256825,21.14,281.06,4.658958,214,283300,11.17,375.92
1270,4.988187,200,257025,21.14,281.31,5.924994,169,283469,11.17,375.92
1271,5.066544,197,257222,21.14,281.49,4.552890,220,283689,11.17,375.92
1272,4.739423,209,257431,21.14,281.77,4.496485,222,283911,11.16,376.72
1273,5.080320,198,257629,21.14,281.77,4.399185,227,284138,11.16,376.72
1274,4.961761,201,257830,21.14,282.26,4.502169,222,284360,11.16,376.72
1275,5.014076,197,258027,21.14,282.85,4.343791,230,284590,11.16,376.72
1276,5.158000,195,258222,21.14,283.50,4.501074,222,284812,11.16,376.72
1277,5.020826,199,258421,21.14,284.29,4.601164,218,285030,11.16,376.72
1278,5.348663,187,258608,21.14,284.41,4.537865,220,285250,11.17,378.76
1279,5.117114,195,258803,21.14,284.41,4.709785,212,285462,11.22,378.81
1280,5.062468,197,259000,21.14,284.50,4.724745,212,285674,11.22,380.17
1281,5.100363,196,259196,21.14,284.65,6.406782,156,285830,11.22,380.17
1282,4.876907,204,259400,21.14,285.67,4.650685,215,286045,11.22,380.17
1283,5.217787,191,259591,21.15,285.76,4.768413,208,286253,11.21,380.17
1284,5.184806,193,259784,21.15,286.23,4.809272,209,286462,11.21,380.17
1285,5.160814,193,259977,21.15,286.33,4.764082,210,286672,11.21,380.17
1286,5.130071,195,260172,21.15,286.33,4.755202,210,286882,11.23,380.90
1287,5.036055,197,260369,21.15,286.48,4.756082,210,287092,11.24,380.90
1288,5.047295,199,260568,21.15,286.48,4.864862,206,287298,11.24,380.90
1289,4.846496,206,260774,21.15,286.61,4.418758,226,287524,11.24,380.90
1290,5.190796,192,260966,21.15,286.61,4.432750,225,287749,11.24,380.90
1291,5.198104,192,261158,21.15,286.73,4.580168,218,287967,11.24,380.90
1292,5.303197,188,261346,21.15,286.84,4.703744,213,288180,11.24,380.90
1293,5.307549,188,261534,21.15,286.97,4.379169,228,288408,11.24,380.90
1294,5.222937,191,261725,21.14,286.97,4.525497,221,288629,11.23,380.90
1295,5.358382,187,261912,21.15,287.11,4.518888,221,288850,11.23,381.15
1296,5.227168,191,262103,21.15,287.24,4.548776,220,289070,11.23,381.49
1297,5.067830,197,262300,21.15,287.24,4.529616,221,289291,11.23,381.49
1298,5.327563,187,262487,21.15,287.24,4.500024,222,289513,11.23,381.49
1299,5.263701,190,262677,21.14,287.24,4.470564,223,289736,11.23,381.49
1300,5.093705,196,262873,21.14,287.47,4.410292,227,289963,11.23,381.49
1301,5.248462,190,263063,21.15,287.47,4.564293,219,290182,11.23,381.49
1302,5.103825,195,263258,21.15,287.47,4.281702,233,290415,11.23,382.17
1303,5.023986,199,263457,21.15,287.47,4.249433,236,290651,11.23,382.17
1304,5.038791,198,263655,21.15,287.47,4.333631,230,290881,11.23,383.09
1305,4.923179,200,263855,21.15,287.47,4.408963,227,291108,11.23,383.09
1306,5.201136,195,264050,21.15,287.47,4.347369,230,291338,11.23,383.09
1307,4.892670,204,264254,21.15,288.21,4.371126,228,291566,11.23,383.09
1308,4.755023,209,264463,21.15,288.33,4.425406,227,291793,11.23,383.09
1309,4.893929,204,264667,21.15,288.33,4.460657,224,292017,11.23,383.09
1310,5.034401,198,264865,21.15,288.50,4.564212,219,292236,11.23,383.09
1311,5.056694,198,265063,21.15,288.64,4.541498,219,292455,11.23,383.09
1312,5.275690,189,265252,21.14,288.96,4.765768,210,292665,11.30,385.93
1313,5.304511,188,265440,21.14,289.40,4.717938,212,292877,11.30,386.61
1314,5.116644,195,265635,21.15,289.54,4.774431,210,293087,11.30,386.61
1315,5.072557,197,265832,21.15,289.69,4.751564,210,293297,11.29,386.61
1316,5.362008,186,266018,21.15,289.69,4.566513,219,293516,11.29,386.61
1317,5.021409,199,266217,21.15,290.55,4.564240,219,293735,11.29,386.61
1318,5.181218,192,266409,21.15,290.67,4.585353,218,293953,11.29,386.61
1319,4.998869,200,266609,21.15,291.18,4.519727,221,294174,11.28,386.61
1320,5.352714,185,266794,21.15,291.37,4.419112,226,294400,11.28,386.61
1321,5.324553,189,266983,21.15,291.37,4.372963,229,294629,11.28,387.30
1322,4.862637,202,267185,21.15,291.37,4.265160,234,294863,11.28,387.30
1323,5.261347,193,267378,21.15,291.37,4.428709,226,295089,11.28,387.30
1324,4.898385,202,267580,21.15,291.37,4.338854,230,295319,11.28,387.30
1325,4.910011,205,267785,21.15,291.37,4.267548,234,295553,11.28,387.30
1326,5.076296,196,267981,21.15,292.04,4.284853,234,295787,11.28,387.30
1327,4.972171,201,268182,21.15,292.04,4.508448,221,296008,11.28,387.17
1328,5.082293,196,268378,21.15,292.04,4.514724,222,296230,11.28,387.17
1329,4.857484,206,268584,21.15,292.22,4.470683,224,296454,11.27,387.17
1330,4.756454,210,268794,21.15,292.22,4.327379,230,296684,11.27,388.54
1331,4.481083,222,269016,21.15,293.40,4.325919,231,296915,11.27,388.54
1332,4.928343,203,269219,21.16,294.53,4.335929,231,297146,11.27,388.54
1333,4.969723,201,269420,21.16,294.61,4.303344,232,297378,11.27,388.54
1334,4.873538,203,269623,21.15,295.39,4.349925,230,297608,11.27,388.54
1335,5.205312,192,269815,21.15,295.39,4.368107,229,297837,11.27,388.54
1336,4.937556,203,270018,21.15,295.39,4.430818,225,298062,11.27,388.54
1337,5.167688,193,270211,21.15,295.92,4.421545,227,298289,11.27,388.54
1338,4.929593,202,270413,21.16,296.14,4.316535,231,298520,11.27,388.54
1339,4.955738,201,270614,21.16,296.14,4.395736,228,298748,11.27,389.22
1340,5.013131,198,270812,21.15,296.25,4.347609,230,298978,11.26,389.90
1341,4.839692,207,271019,21.15,296.25,4.308755,232,299210,11.26,389.90
1342,5.113230,196,271215,21.15,296.48,4.513130,221,,,
1343,4.864295,206,271421,21.15,296.59,4.482084,223,,,
1344,4.927225,202,271623,21.15,296.59,4.514218,221,,,
1345,4.881630,205,271828,21.15,296.59,4.562641,125,,,
1346,4.864139,205,272033,21.15,296.59,,,,,
1347,4.837185,206,272239,21.15,296.69,,,,,
1348,5.192820,192,272431,21.15,296.85,,,,,
1349,5.098340,196,272627,21.15,297.15,,,,,
1350,4.969118,201,272828,21.15,297.44,,,,,
1351,4.961625,201,273029,21.15,297.58,,,,,
1352,5.150418,194,273223,21.15,297.71,,,,,
1353,5.200965,192,273415,21.15,297.84,,,,,
1354,5.284535,188,273603,21.14,297.84,,,,,
1355,5.198758,192,273795,21.14,297.96,,,,,
1356,5.193793,192,273987,21.15,298.12,,,,,
1357,5.424424,184,274171,21.15,298.33,,,,,
1358,5.243337,191,274362,21.15,298.46,,,,,
1359,5.380227,185,274547,21.15,298.46,,,,,
1360,5.313501,187,274734,21.15,298.46,,,,,
1361,5.193581,193,274927,21.15,298.46,,,,,
1362,5.044661,198,275125,21.15,298.46,,,,,
1363,5.516500,181,275306,21.15,298.46,,,,,
1364,5.477450,182,275488,21.15,298.46,,,,,
1365,5.067343,197,275685,21.15,298.46,,,,,
1366,5.119536,195,275880,21.15,298.46,,,,,
1367,4.922252,203,276083,21.15,298.62,,,,,
1368,4.843310,206,276289,21.15,298.77,,,,,
1369,4.846162,206,276495,21.15,299.33,,,,,
1370,4.744308,210,276705,21.15,299.45,,,,,
1371,4.854796,206,276911,21.15,299.45,,,,,
1372,4.783145,207,277118,21.15,299.60,,,,,
1373,4.949816,203,277321,21.15,299.60,,,,,
1374,4.794011,208,277529,21.16,301.01,,,,,
1375,4.881057,205,277734,21.16,301.42,,,,,
1376,5.145023,193,277927,21.16,301.71,,,,,
1377,5.026735,198,278125,21.16,301.85,,,,,
1378,5.413767,186,278311,21.16,301.85,,,,,
1379,4.889018,203,278514,21.16,301.85,,,,,
1380,4.903598,205,278719,21.16,301.85,,,,,
1381,4.796426,208,278927,21.16,301.85,,,,,
1382,5.133502,194,279121,21.16,301.85,,,,,
1383,4.944654,202,279323,21.16,301.96,,,,,
1384,5.171821,192,279515,21.16,302.39,,,,,
1385,5.029164,199,279714,21.16,302.49,,,,,
1386,4.946299,202,279916,21.16,302.74,,,,,
1387,4.901690,204,280120,21.16,302.87,,,,,
1388,4.908240,201,280321,21.17,303.80,,,,,
1389,4.857469,208,280529,21.17,303.92,,,,,
1390,4.836706,206,280735,21.17,304.01,,,,,
1391,4.896134,204,280939,21.17,304.01,,,,,
1392,4.953470,201,281140,21.17,304.01,,,,,
1393,4.921375,203,281343,21.18,304.01,,,,,
1394,4.991958,200,281543,21.18,304.42,,,,,
1395,4.925854,202,281745,21.17,304.56,,,,,
1396,4.700391,212,281957,21.17,304.56,,,,,
1397,5.107091,196,282153,21.17,304.56,,,,,
1398,4.845282,206,282359,21.17,304.56,,,,,
1399,4.668366,213,282572,21.17,304.56,,,,,
1400,4.863854,206,282778,21.17,304.73,,,,,
1401,5.003000,199,282977,21.17,304.92,,,,,
1402,4.899912,204,283181,21.17,304.92,,,,,
1403,4.919945,201,283382,21.18,304.92,,,,,
1404,4.931795,204,283586,21.18,305.05,,,,,
1405,5.012697,198,283784,21.18,305.05,,,,,
1406,5.105363,196,283980,21.18,306.10,,,,,
1407,4.853724,206,284186,21.18,306.24,,,,,
1408,5.140986,194,284380,21.18,306.24,,,,,
1409,4.906269,203,284583,21.18,306.24,,,,,
1410,4.959381,202,284785,21.18,306.24,,,,,
1411,5.044282,198,284983,21.18,306.39,,,,,
1412,4.981021,197,285180,21.19,306.68,,,,,
1413,5.200700,195,285375,21.19,306.68,,,,,
1414,4.956728,202,285577,21.19,306.68,,,,,
1415,5.007680,199,285776,21.19,306.68,,,,,
1416,4.891048,204,285980,21.19,306.80,,,,,
1417,5.057581,197,286177,21.19,307.67,,,,,
1418,5.068897,197,286374,21.19,307.67,,,,,
1419,5.225782,191,286565,21.19,307.95,,,,,
1420,5.128141,195,286760,21.19,307.95,,,,,
1421,5.366559,186,286946,21.19,307.95,,,,,
1422,5.180541,193,287139,21.19,307.95,,,,,
1423,5.031823,195,287334,21.18,308.30,,,,,
1424,4.930000,203,287537,21.18,308.40,,,,,
1425,4.762618,210,287747,21.18,308.61,,,,,
1426,5.011431,199,287946,21.19,309.49,,,,,
1427,5.029850,197,288143,21.19,309.49,,,,,
1428,5.125497,196,288339,21.19,309.49,,,,,
1429,5.175715,193,288532,21.18,309.67,,,,,
1430,5.083039,196,288728,21.18,309.95,,,,,
1431,5.244074,190,288918,21.18,310.99,,,,,
1432,5.297421,188,289106,21.19,311.75,,,,,
1433,5.092964,196,289302,21.19,312.46,,,,,
1434,5.240774,191,289493,21.19,312.46,,,,,
1435,4.977998,200,289693,21.19,312.58,,,,,
1436,5.431185,184,289877,21.19,312.58,,,,,
1437,4.943227,202,290079,21.19,312.58,,,,,
1438,4.791079,207,290286,21.19,312.58,,,,,
1439,4.720407,212,290498,21.19,312.81,,,,,
1440,4.985456,201,290699,21.19,312.81,,,,,
1441,4.950350,201,290900,21.19,312.81,,,,,
1442,4.884090,204,291104,21.19,312.92,,,,,
1443,4.870977,205,291309,21.19,313.51,,,,,
1444,4.884108,205,291514,21.19,313.66,,,,,
1445,4.744373,210,291724,21.19,313.73,,,,,
1446,4.768576,209,291933,21.19,313.73,,,,,
1447,4.982071,201,292134,21.20,313.73,,,,,
1448,4.924667,202,292336,21.19,313.73,,,,,
1449,4.852995,206,292542,21.19,313.87,,,,,
1450,5.204406,192,292734,21.20,314.51,,,,,
1451,4.832155,206,292940,21.20,314.51,,,,,
1452,4.984647,200,293140,21.20,314.70,,,,,
1453,4.836647,207,293347,21.20,314.70,,,,,
1454,4.956990,201,293548,21.20,314.99,,,,,
1455,4.752342,209,293757,21.19,314.99,,,,,
1456,4.934031,203,293960,21.19,315.36,,,,,
1457,4.872607,205,294165,21.19,315.36,,,,,
1458,4.915579,203,294368,21.19,315.36,,,,,
1459,5.021802,199,294567,21.19,315.36,,,,,
1460,4.766621,209,294776,21.19,315.47,,,,,
1461,4.870524,204,294980,21.19,315.76,,,,,
1462,4.843580,207,295187,21.19,316.01,,,,,
1463,4.848313,206,295393,21.19,316.19,,,,,
1464,4.985037,198,295591,21.20,316.42,,,,,
1465,4.881181,206,295797,21.20,316.57,,,,,
1466,4.836043,206,296003,21.20,316.75,,,,,
1467,4.779741,210,296213,21.20,316.75,,,,,
1468,4.927740,202,296415,21.20,316.85,,,,,
1469,4.796821,208,296623,21.20,317.40,,,,,
1470,4.814797,208,296831,21.20,317.56,,,,,
1471,5.107678,195,297026,21.20,317.56,,,,,
1472,5.082594,195,297221,21.20,317.56,,,,,
1473,5.206400,192,297413,21.20,317.65,,,,,
1474,5.127059,195,297608,21.20,318.11,,,,,
1475,5.118187,196,297804,21.19,318.11,,,,,
1476,5.101585,195,297999,21.19,318.11,,,,,
1477,5.072422,197,298196,21.20,318.50,,,,,
1478,5.160433,193,298389,21.20,318.63,,,,,
1479,4.920322,203,298592,21.20,318.63,,,,,
1480,5.401190,185,298777,21.20,318.63,,,,,
1481,4.994309,200,298977,21.20,318.74,,,,,
1482,5.159351,192,299169,21.20,319.03,,,,,
1483,5.084128,197,,,,,,,,
1484,4.954066,203,,,,,,,,
1485,4.823379,205,,,,,,,,
1486,4.911749,204,,,,,,,,
1487,5.114539,22,,,,,,,,
