second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8,throughput_zookeeper_v3.4.8,cumulative_throughput_zookeeper_v3.4.8,avg_cpu_zookeeper_v3.4.8,avg_memory_mb_zookeeper_v3.4.8
359,1.920939,518,179673,54.22,211.12,1.678461,595,194084,26.41,298.53
360,1.983009,500,180173,54.21,212.00,1.678194,595,194679,26.41,298.53
361,1.928931,518,180691,54.24,213.71,1.698816,589,195268,26.41,299.26
362,1.881279,528,181219,54.23,213.81,1.701543,587,195855,26.41,299.94
363,1.911965,521,181740,54.24,215.11,1.662948,601,196456,26.40,299.94
364,1.952798,509,182249,54.24,215.52,1.738593,574,197030,26.39,299.94
365,1.933016,515,182764,54.24,215.86,1.678363,595,197625,26.40,302.75
366,1.888045,526,183290,54.26,216.14,1.675572,597,198222,26.40,304.12
367,1.881583,529,183819,54.26,216.14,1.766166,565,198787,26.40,304.12
368,1.856490,535,184354,54.27,216.53,4.333285,231,199018,26.42,306.93
369,1.925436,517,184871,54.27,216.86,1.880386,531,199549,26.80,321.47
370,1.927407,516,185387,54.28,217.33,1.863021,536,200085,26.76,321.47
371,1.951238,509,185896,54.27,217.43,1.874101,533,200618,26.75,321.47
372,1.897660,524,186420,54.28,217.55,1.838677,544,201162,26.75,321.47
373,1.894950,525,186945,54.28,217.80,1.873340,533,201695,26.75,321.47
374,1.998445,497,187442,54.28,219.05,1.871603,534,202229,26.75,321.50
375,1.976634,503,187945,54.28,219.34,2.106375,474,202703,26.92,328.77
376,2.063656,483,188428,54.30,219.89,2.203994,454,203157,26.90,328.77
377,1.971149,504,188932,54.29,219.89,2.135326,468,203625,26.91,328.77
378,1.990341,501,189433,54.29,220.43,1.909404,523,204148,26.91,328.77
379,2.050336,486,189919,54.29,221.96,1.866501,535,204683,26.92,328.90
380,1.912577,521,190440,54.30,221.96,1.856822,539,205222,26.92,328.90
381,2.235185,446,190886,54.29,222.59,1.855854,538,205760,26.92,328.90
382,2.416484,413,191299,54.31,223.45,1.895769,527,206287,26.92,328.90
383,2.485467,401,191700,54.31,223.45,1.864288,536,206823,26.92,328.43
384,2.513054,397,192097,54.31,223.57,1.858597,538,207361,26.92,328.43
385,2.499544,399,192496,54.33,224.96,1.722273,580,207941,26.92,328.43
386,2.380549,418,192914,54.35,225.17,1.712760,583,208524,26.91,328.43
387,2.585815,384,193298,54.35,225.29,1.691461,591,209115,26.91,327.75
388,2.767118,361,193659,54.36,225.29,1.703810,586,209701,26.90,327.67
389,2.647216,376,194035,54.36,225.43,1.719383,581,210282,26.89,327.67
390,2.789565,357,194392,54.38,225.43,1.702805,587,210869,26.88,327.67
391,2.475089,403,194795,54.40,226.56,1.699392,588,211457,26.88,327.16
392,2.378341,419,195214,54.40,226.56,1.690625,591,212048,26.88,327.16
393,2.172028,458,195672,54.41,227.18,1.779521,561,212609,26.87,327.16
394,2.293543,434,196106,54.41,227.58,1.780728,561,213170,26.92,327.84
395,2.237812,445,196551,54.40,227.58,1.741614,573,213743,26.91,327.84
396,2.273823,438,196989,54.41,228.96,1.797375,556,214299,26.90,327.84
397,2.006984,496,197485,54.42,229.46,1.762271,567,214866,26.89,327.84
398,1.905951,522,198007,54.41,229.46,1.775953,563,215429,26.89,326.99
399,1.871496,532,198539,54.42,229.46,1.758747,568,215997,26.88,326.99
400,1.869036,532,199071,54.42,229.92,1.780745,561,216558,26.88,326.64
401,1.912639,520,199591,54.43,230.33,1.847346,541,217099,26.87,326.64
402,1.881593,529,200120,54.43,230.49,1.788784,558,217657,26.86,326.64
403,1.939091,513,200633,54.42,230.49,1.809881,553,218210,26.85,326.64
404,1.895824,524,201157,54.43,231.92,1.801664,554,218764,26.84,327.33
405,2.006127,495,201652,54.43,232.12,1.930428,518,219282,26.84,328.25
406,1.891380,527,202179,54.44,233.59,1.943313,514,219796,26.84,328.98
407,1.863535,534,202713,54.45,234.38,1.960346,510,220306,26.83,328.98
408,1.913361,520,203233,54.45,234.52,1.941383,515,220821,26.83,328.98
409,1.932787,515,203748,54.45,234.52,1.974314,506,221327,26.84,329.32
410,1.955195,510,204258,54.46,234.73,1.973260,506,221833,26.84,330.00
411,1.921477,517,204775,54.47,235.37,1.944928,514,222347,26.84,330.00
412,1.874420,530,205305,54.46,235.57,1.940133,515,222862,26.84,330.00
413,1.893042,525,205830,54.47,235.95,1.981218,503,223365,26.83,330.24
414,1.822854,545,206375,54.46,235.96,1.958047,511,223876,26.84,331.26
415,1.905268,522,206897,54.46,236.37,1.811325,552,224428,26.84,331.26
416,1.868488,533,207430,54.47,237.81,1.757754,569,224997,26.83,331.26
417,1.897413,525,207955,54.47,237.81,1.766312,565,225562,26.82,331.26
418,1.887989,526,208481,54.46,238.03,1.789546,559,226121,26.82,332.36
419,1.897961,525,209006,54.48,238.44,1.779386,561,226682,26.81,332.36
420,1.973882,504,209510,54.47,238.44,1.756438,569,227251,26.80,332.36
421,1.894809,524,210034,54.48,239.20,1.806295,553,227804,26.80,333.26
422,1.888849,528,210562,54.49,239.33,1.782349,560,228364,26.80,334.62
423,1.891723,526,211088,54.50,240.60,1.770541,565,228929,26.79,334.62
424,1.914006,520,211608,54.50,241.06,1.780514,561,229490,26.78,334.62
425,1.942932,512,212120,54.51,241.22,1.865720,535,230025,26.77,334.62
426,1.885373,528,212648,54.51,242.65,1.806132,554,230579,26.77,334.62
427,1.891180,526,213174,54.51,242.82,1.764153,565,231144,26.76,335.31
428,1.913958,519,213693,54.51,243.34,1.896235,528,231672,26.76,335.82
429,1.881370,529,214222,54.52,243.69,1.879461,531,232203,26.76,335.82
430,1.944646,512,214734,54.53,244.17,1.865481,536,232739,26.76,336.50
431,1.925550,517,215251,54.53,244.51,1.891563,528,233267,26.77,337.18
432,1.868130,533,215784,54.53,244.64,1.822025,549,233816,26.77,337.18
433,1.849335,537,216321,54.54,244.77,1.826970,546,234362,26.77,337.18
434,1.869242,533,216854,54.53,244.77,1.832795,546,234908,26.77,337.86
435,1.900074,523,217377,54.55,246.23,2.184169,457,235365,26.77,338.71
436,1.919711,519,217896,54.55,246.23,2.331526,429,235794,26.78,339.06
437,1.913015,522,218418,54.55,246.23,2.289945,436,236230,26.78,339.06
438,1.923187,518,218936,54.55,246.37,1.951773,512,236742,26.78,339.40
439,1.923100,518,219454,54.56,246.70,1.969840,507,237249,26.78,339.40
440,1.942925,513,219967,54.57,248.46,1.984433,504,237753,26.78,339.40
441,2.191828,455,220422,54.57,248.64,1.984582,503,238256,26.78,340.08
442,2.421909,412,220834,54.58,250.61,1.947341,513,238769,26.78,340.76
443,2.372420,420,221254,54.58,250.76,1.957255,511,239280,26.78,341.28
444,2.354006,423,221677,54.58,250.97,1.893482,528,239808,26.78,341.28
445,2.375328,420,222097,54.58,250.97,1.826178,547,240355,26.78,341.28
446,2.423379,411,222508,54.60,251.58,1.756275,569,240924,26.77,341.33
447,2.510088,397,222905,54.61,252.43,1.800160,555,241479,26.76,341.92
448,2.666079,373,223278,54.62,252.43,1.769785,564,242043,26.76,341.92
449,2.778531,358,223636,54.62,252.43,1.813649,551,242594,26.75,341.92
450,2.722411,367,224003,54.63,252.43,1.813985,551,243145,26.75,344.20
451,2.266445,439,224442,54.64,253.52,1.767724,565,243710,26.74,344.20
452,2.298677,434,224876,54.64,253.70,1.780103,562,244272,26.74,344.20
453,2.273349,438,225314,54.65,253.70,1.785260,559,244831,26.73,344.20
454,2.162368,461,225775,54.64,253.85,1.769424,565,245396,26.72,345.22
455,2.267300,439,226214,54.64,254.12,1.785109,559,245955,26.77,346.75
456,2.270238,438,226652,54.66,254.51,1.794234,557,246512,26.77,346.75
457,2.009017,495,227147,54.65,255.18,1.764903,566,247078,26.76,347.12
458,1.963695,506,227653,54.65,255.18,1.751883,571,247649,26.77,348.14
459,1.890756,527,228180,54.67,256.10,1.763770,565,248214,26.76,349.01
460,1.896611,525,228705,54.67,256.10,1.753112,571,248785,26.75,349.01
461,1.859485,535,229240,54.67,256.66,1.758869,568,249353,26.74,349.01
462,1.856966,536,229776,54.66,256.92,1.812574,551,249904,26.73,349.69
463,1.994945,498,230274,54.67,257.22,1.788809,559,250463,26.73,350.38
464,1.895118,525,230799,54.70,259.05,1.845154,541,251004,26.72,350.38
465,1.932698,515,231314,54.70,259.73,1.976086,506,251510,26.72,350.94
466,1.897702,524,231838,54.71,260.42,2.005766,497,252007,26.72,351.62
467,1.903040,523,232361,54.71,261.05,1.965749,509,252516,26.72,352.38
468,1.882085,528,232889,54.70,261.17,1.948884,513,253029,26.72,352.38
469,1.950170,511,233400,54.71,261.17,1.985040,503,253532,26.72,352.38
470,1.886618,528,233928,54.72,261.33,1.967198,508,254040,26.72,352.04
471,1.901122,523,234451,54.72,261.33,1.956610,510,254550,26.72,352.38
472,1.967086,506,234957,54.72,261.93,1.870377,535,255085,26.72,353.06
473,1.904302,523,235480,54.72,261.93,1.926028,519,255604,26.73,353.06
474,1.987685,501,235981,54.73,262.21,1.904743,524,256128,26.73,353.74
475,1.931348,515,236496,54.73,262.21,1.811003,552,256680,26.73,353.74
476,1.887053,527,237023,54.72,263.12,1.768747,565,257245,26.72,354.42
477,1.940523,514,237537,54.73,263.51,1.784250,560,257805,26.72,354.42
478,1.911846,520,238057,54.73,263.69,1.749908,571,258376,26.71,355.45
479,1.948384,511,238568,54.73,263.87,1.713407,583,258959,26.71,355.45
480,1.910232,521,239089,54.75,264.37,1.753558,570,259529,26.70,355.45
481,1.896702,525,239614,54.75,264.59,1.776027,562,260091,26.70,356.13
482,1.887613,527,240141,54.74,264.59,1.744825,573,260664,26.69,356.84
483,1.898021,525,240666,54.74,266.03,1.757284,569,261233,26.69,356.84
484,1.867826,532,241198,54.75,267.38,1.737632,575,261808,26.68,358.20
485,1.945692,512,241710,54.75,268.17,1.751923,570,262378,26.68,359.60
486,1.863622,533,242243,54.75,268.84,1.759253,568,262946,26.67,359.60
487,1.874267,531,242774,54.75,270.63,1.769417,565,263511,26.67,359.60
488,1.861566,534,243308,54.75,270.63,1.801535,554,264065,26.67,359.60
489,1.890101,526,243834,54.75,271.05,1.772834,564,264629,26.67,360.97
490,1.922767,517,244351,54.75,271.31,1.820426,549,265178,26.67,361.31
491,1.856054,536,244887,54.78,271.80,1.821542,548,265726,26.67,361.31
492,1.901086,524,245411,54.78,271.80,1.804874,554,266280,26.68,361.31
493,1.880006,529,245940,54.77,271.97,1.812256,551,266831,26.68,361.82
494,1.902577,524,246464,54.78,272.13,1.816533,550,267381,26.68,361.82
495,1.973866,504,246968,54.78,272.57,2.162979,462,267843,26.68,361.82
496,2.030421,492,247460,54.79,273.03,2.266036,441,268284,26.69,362.50
497,1.946015,512,247972,54.79,273.03,2.216622,451,268735,26.75,364.61
498,2.026576,492,248464,54.79,274.01,1.833818,545,269280,26.75,365.12
499,1.894336,527,248991,54.79,274.33,1.834073,544,269824,26.75,365.12
500,1.913366,521,249512,54.78,274.48,1.837535,544,270368,26.75,365.12
501,2.298865,434,249946,54.78,274.65,1.865496,536,270904,26.75,365.12
502,2.417153,412,250358,54.80,276.38,1.879143,531,271435,26.75,365.12
503,2.378052,420,250778,54.80,276.86,1.893015,528,271963,26.75,365.12
504,2.372761,420,251198,54.80,277.12,1.874116,533,272496,26.76,366.14
505,2.290213,435,251633,54.80,277.42,1.694811,590,273086,26.76,366.82
506,2.340195,425,252058,54.80,277.99,1.676023,596,273682,26.76,366.82
507,2.635146,379,252437,54.81,278.86,1.684006,593,274275,26.75,367.51
508,2.765666,360,252797,54.82,278.90,1.669182,599,274874,26.75,367.51
509,2.953849,337,253134,54.83,279.10,1.684309,593,275467,26.74,367.51
510,2.805548,355,253489,54.83,279.10,1.703512,587,276054,26.75,368.19
511,2.334367,427,253916,54.85,279.29,1.671557,597,276651,26.74,368.87
512,2.262588,441,254357,54.84,279.43,1.707094,586,277237,26.74,369.56
513,2.205418,451,254808,54.84,279.56,1.680718,594,277831,26.74,369.56
514,2.225975,448,255256,54.83,279.76,1.707793,585,278416,26.73,369.56
515,2.276060,438,255694,54.83,279.76,1.688031,592,279008,26.73,370.75
516,2.349863,424,256118,54.85,280.24,1.670100,598,279606,26.72,371.09
517,1.975009,505,256623,54.85,280.51,1.657638,603,280209,26.72,371.09
518,1.886516,527,257150,54.85,281.07,1.707831,585,280794,26.72,371.09
519,1.885968,528,257678,54.84,281.24,1.703752,586,281380,26.71,372.45
520,1.907018,522,258200,54.86,281.86,1.667566,599,281979,26.71,372.45
521,1.952575,509,258709,54.85,282.20,1.686013,550,282529,26.71,373.83
522,2.085611,478,259187,54.86,282.84,2.150368,498,283027,26.80,375.29
523,1.914028,521,259708,54.86,282.94,2.184032,458,283485,26.89,377.38
524,1.904148,522,260230,54.87,284.02,1.738961,574,284059,26.87,377.38
525,1.912124,521,260751,54.87,284.24,1.860951,537,284596,26.86,377.38
526,1.899449,524,261275,54.87,284.46,1.884192,530,285126,26.87,377.38
527,1.863337,534,261809,54.87,285.89,2.024249,494,285620,26.86,377.38
528,1.953069,510,262319,54.88,287.91,1.849424,540,286160,26.87,378.06
529,1.890233,526,262845,54.88,287.91,1.859542,538,286698,26.87,378.06
530,1.941770,513,263358,54.88,287.91,1.875319,532,287230,26.87,378.06
531,1.934476,514,263872,54.88,288.22,1.865579,536,287766,26.87,378.06
532,1.893751,525,264397,54.89,288.55,1.834652,545,288311,26.87,378.06
533,1.872513,531,264928,54.88,288.55,1.888369,529,288840,26.88,378.06
534,1.992670,499,265427,54.89,288.55,1.904929,524,289364,26.88,378.17
535,1.965283,506,265933,54.90,289.25,1.767874,565,289929,26.88,378.51
536,1.903741,523,266456,54.90,289.49,1.718130,582,290511,26.88,378.51
537,1.905405,521,266977,54.90,290.17,1.694542,589,291100,26.87,380.33
538,1.907184,523,267500,54.89,290.17,1.676114,597,291697,26.87,380.33
539,1.871043,531,268031,54.90,290.52,1.684755,593,292290,26.87,380.33
540,1.995108,499,268530,54.91,291.55,1.729294,578,292868,26.86,381.01
541,1.924464,517,269047,54.91,291.55,1.614755,618,293486,26.98,383.53
542,1.817611,547,269594,54.90,292.45,1.672166,598,294084,26.97,383.53
543,1.906920,522,270116,54.91,293.22,1.688248,592,294676,26.96,383.53
544,1.880224,529,270645,54.91,293.43,1.713581,583,295259,26.96,384.96
545,1.872871,531,271176,54.90,293.43,1.694969,589,295848,26.95,384.96
546,1.945742,511,271687,54.91,294.38,1.708883,585,296433,26.94,384.96
547,1.863069,533,272220,54.92,296.38,1.667786,599,297032,26.94,385.59
548,1.887803,527,272747,54.92,296.52,1.851756,539,297571,26.94,386.28
549,1.918734,519,273266,54.92,297.00,1.794912,557,298128,26.94,386.28
550,1.870948,531,273797,54.92,297.00,1.854928,539,298667,26.94,386.28
551,1.868518,528,274325,54.93,297.57,1.819536,548,299215,26.95,387.04
552,2.000699,502,274827,54.93,297.75,1.794628,557,299772,26.95,387.04
553,1.951206,510,275337,54.93,298.06,1.795935,228,,,
554,1.881215,529,275866,54.93,298.06,,,,,
555,1.909843,521,276387,54.95,298.74,,,,,
556,1.947784,512,276899,54.94,299.56,,,,,
557,1.926249,518,277417,54.94,299.56,,,,,
558,1.952283,510,277927,54.95,299.56,,,,,
559,1.885306,528,278455,54.96,300.18,,,,,
560,1.956201,510,278965,54.96,300.18,,,,,
561,2.280300,437,279402,54.95,300.63,,,,,
562,2.367389,421,279823,54.95,300.76,,,,,
563,2.428420,411,280234,54.95,300.76,,,,,
564,2.416235,413,280647,54.97,301.37,,,,,
565,2.399726,416,281063,54.98,303.32,,,,,
566,2.395004,415,281478,54.98,303.45,,,,,
567,2.577931,387,281865,54.99,303.58,,,,,
568,2.794408,357,282222,54.99,305.23,,,,,
569,2.694503,370,282592,55.02,305.66,,,,,
570,2.628704,379,282971,55.02,305.94,,,,,
571,2.319581,429,283400,55.02,305.94,,,,,
572,2.428852,410,283810,55.02,306.28,,,,,
573,2.199347,453,284263,55.02,306.59,,,,,
574,2.193888,454,284717,55.04,306.70,,,,,
575,2.187115,455,285172,55.03,306.89,,,,,
576,2.158698,461,285633,55.03,307.03,,,,,
577,1.941457,511,286144,55.02,307.03,,,,,
578,1.913405,521,286665,55.03,308.25,,,,,
579,2.017949,493,287158,55.03,308.92,,,,,
580,1.894338,525,287683,55.04,309.33,,,,,
581,1.915086,520,288203,55.04,309.68,,,,,
582,1.895547,524,288727,55.04,309.68,,,,,
583,1.868289,533,289260,55.05,310.83,,,,,
584,1.879582,530,289790,55.04,311.00,,,,,
585,1.876437,531,290321,55.04,311.22,,,,,
586,1.921953,518,290839,55.05,312.56,,,,,
587,1.886798,528,291367,55.07,313.49,,,,,
588,1.954190,510,291877,55.06,314.04,,,,,
589,1.966026,506,292383,55.06,314.20,,,,,
590,1.907117,522,292905,55.06,314.20,,,,,
591,1.888153,527,293432,55.06,315.86,,,,,
592,1.905737,523,293955,55.08,316.85,,,,,
593,1.859703,535,294490,55.07,317.23,,,,,
594,1.838007,542,295032,55.07,317.61,,,,,
595,1.875758,530,295562,55.09,318.43,,,,,
596,1.930408,516,296078,55.09,318.66,,,,,
597,1.954651,509,296587,55.09,318.95,,,,,
598,2.002166,497,297084,55.10,319.23,,,,,
599,1.868247,533,297617,55.11,319.23,,,,,
600,1.893773,525,298142,55.11,319.32,,,,,
601,1.861191,535,298677,55.11,319.57,,,,,
602,1.864136,534,299211,55.10,319.78,,,,,
603,1.844858,541,299752,55.12,319.78,,,,,
604,1.843187,248,,,,,,,,
