2016-04-12 09:38:38.197450 I | etcdmain: etcd Version: 2.3.0+git
2016-04-12 09:38:38.197508 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-12 09:38:38.197520 I | etcdmain: Go Version: go1.6
2016-04-12 09:38:38.197527 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-12 09:38:38.197537 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-12 09:38:38.197610 I | etcdmain: listening for peers on http://10.240.0.13:2380
2016-04-12 09:38:38.197638 I | etcdmain: listening for client requests on 10.240.0.13:2379
2016-04-12 09:38:38.204075 I | etcdserver: name = etcd-1
2016-04-12 09:38:38.204104 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-12 09:38:38.204112 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-12 09:38:38.204119 I | etcdserver: heartbeat = 100ms
2016-04-12 09:38:38.204125 I | etcdserver: election = 1000ms
2016-04-12 09:38:38.204130 I | etcdserver: snapshot count = 10000
2016-04-12 09:38:38.204141 I | etcdserver: advertise client URLs = http://10.240.0.13:2379
2016-04-12 09:38:38.204157 I | etcdserver: initial advertise peer URLs = http://10.240.0.13:2380
2016-04-12 09:38:38.204172 I | etcdserver: initial cluster = etcd-1=http://10.240.0.13:2380,etcd-2=http://10.240.0.14:2380,etcd-3=http://10.240.0.15:2380
2016-04-12 09:38:38.206986 I | etcdserver: starting member cfc6e2e1de0e7922 in cluster 3c1022ef339089ca
2016-04-12 09:38:38.207047 I | raft: cfc6e2e1de0e7922 became follower at term 0
2016-04-12 09:38:38.207070 I | raft: newRaft cfc6e2e1de0e7922 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-12 09:38:38.207078 I | raft: cfc6e2e1de0e7922 became follower at term 1
2016-04-12 09:38:38.222633 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-12 09:38:38.223713 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-12 09:38:38.223733 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-12 09:38:38.224927 N | etcdserver: added member 1eb6406549e3d4e [http://10.240.0.15:2380] to cluster 3c1022ef339089ca
2016-04-12 09:38:38.225056 N | etcdserver: added local member cfc6e2e1de0e7922 [http://10.240.0.13:2380] to cluster 3c1022ef339089ca
2016-04-12 09:38:38.225110 N | etcdmain: serving insecure client requests on 10.240.0.13:2379, this is strongly discouraged!
2016-04-12 09:38:38.225331 N | etcdserver: added member f9e96ef8c0d0e08c [http://10.240.0.14:2380] to cluster 3c1022ef339089ca
2016-04-12 09:38:38.407506 I | raft: cfc6e2e1de0e7922 is starting a new election at term 1
2016-04-12 09:38:38.407665 I | raft: cfc6e2e1de0e7922 became candidate at term 2
2016-04-12 09:38:38.407679 I | raft: cfc6e2e1de0e7922 received vote from cfc6e2e1de0e7922 at term 2
2016-04-12 09:38:38.407691 I | raft: cfc6e2e1de0e7922 [logterm: 1, index: 3] sent vote request to 1eb6406549e3d4e at term 2
2016-04-12 09:38:38.407702 I | raft: cfc6e2e1de0e7922 [logterm: 1, index: 3] sent vote request to f9e96ef8c0d0e08c at term 2
2016-04-12 09:38:39.224304 I | rafthttp: the connection with f9e96ef8c0d0e08c became active
2016-04-12 09:38:39.707376 I | raft: cfc6e2e1de0e7922 is starting a new election at term 2
2016-04-12 09:38:39.707481 I | raft: cfc6e2e1de0e7922 became candidate at term 3
2016-04-12 09:38:39.707496 I | raft: cfc6e2e1de0e7922 received vote from cfc6e2e1de0e7922 at term 3
2016-04-12 09:38:39.707508 I | raft: cfc6e2e1de0e7922 [logterm: 1, index: 3] sent vote request to 1eb6406549e3d4e at term 3
2016-04-12 09:38:39.707518 I | raft: cfc6e2e1de0e7922 [logterm: 1, index: 3] sent vote request to f9e96ef8c0d0e08c at term 3
2016-04-12 09:38:39.710784 I | raft: cfc6e2e1de0e7922 received vote from f9e96ef8c0d0e08c at term 3
2016-04-12 09:38:39.710802 I | raft: cfc6e2e1de0e7922 [quorum:2] has received 2 votes and 0 vote rejections
2016-04-12 09:38:39.710829 I | raft: cfc6e2e1de0e7922 became leader at term 3
2016-04-12 09:38:39.710844 I | raft: raft.node: cfc6e2e1de0e7922 elected leader cfc6e2e1de0e7922 at term 3
2016-04-12 09:38:39.713170 W | etcdserver: failed to reach the peerURL(http://10.240.0.15:2380) of member 1eb6406549e3d4e (Get http://10.240.0.15:2380/version: dial tcp 10.240.0.15:2380: getsockopt: connection refused)
2016-04-12 09:38:39.713204 W | etcdserver: cannot get the version of member 1eb6406549e3d4e (Get http://10.240.0.15:2380/version: dial tcp 10.240.0.15:2380: getsockopt: connection refused)
2016-04-12 09:38:39.714418 I | etcdserver: setting up the initial cluster version to 2.2
2016-04-12 09:38:39.714598 I | etcdserver: published {Name:etcd-1 ClientURLs:[http://10.240.0.13:2379]} to cluster 3c1022ef339089ca
2016-04-12 09:38:39.715887 N | membership: set the initial cluster version to 2.2
2016-04-12 09:38:39.725208 I | v2http: enabled capabilities for version 2.2.0
2016-04-12 09:38:40.222495 I | rafthttp: the connection with 1eb6406549e3d4e became active
