2016-04-12 09:38:40.188810 I | etcdmain: etcd Version: 2.3.0+git
2016-04-12 09:38:40.188895 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-12 09:38:40.188903 I | etcdmain: Go Version: go1.6
2016-04-12 09:38:40.188909 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-12 09:38:40.188920 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-12 09:38:40.189002 I | etcdmain: listening for peers on http://10.240.0.15:2380
2016-04-12 09:38:40.189029 I | etcdmain: listening for client requests on 10.240.0.15:2379
2016-04-12 09:38:40.193981 I | etcdserver: name = etcd-3
2016-04-12 09:38:40.194011 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-12 09:38:40.194034 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-12 09:38:40.194044 I | etcdserver: heartbeat = 100ms
2016-04-12 09:38:40.194052 I | etcdserver: election = 1000ms
2016-04-12 09:38:40.194060 I | etcdserver: snapshot count = 10000
2016-04-12 09:38:40.194085 I | etcdserver: advertise client URLs = http://10.240.0.15:2379
2016-04-12 09:38:40.194107 I | etcdserver: initial advertise peer URLs = http://10.240.0.15:2380
2016-04-12 09:38:40.194133 I | etcdserver: initial cluster = etcd-1=http://10.240.0.13:2380,etcd-2=http://10.240.0.14:2380,etcd-3=http://10.240.0.15:2380
2016-04-12 09:38:40.197030 I | etcdserver: starting member 1eb6406549e3d4e in cluster 3c1022ef339089ca
2016-04-12 09:38:40.197103 I | raft: 1eb6406549e3d4e became follower at term 0
2016-04-12 09:38:40.197120 I | raft: newRaft 1eb6406549e3d4e [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-12 09:38:40.197135 I | raft: 1eb6406549e3d4e became follower at term 1
2016-04-12 09:38:40.210910 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-12 09:38:40.211889 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-12 09:38:40.211933 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-12 09:38:40.213643 I | raft: 1eb6406549e3d4e [term: 1] received a MsgHeartbeat message with higher term from cfc6e2e1de0e7922 [term: 3]
2016-04-12 09:38:40.213691 I | raft: 1eb6406549e3d4e became follower at term 3
2016-04-12 09:38:40.213842 I | rafthttp: the connection with cfc6e2e1de0e7922 became active
2016-04-12 09:38:40.213901 N | etcdmain: serving insecure client requests on 10.240.0.15:2379, this is strongly discouraged!
2016-04-12 09:38:40.213932 I | raft: raft.node: 1eb6406549e3d4e elected leader cfc6e2e1de0e7922 at term 3
2016-04-12 09:38:40.214759 N | etcdserver: added local member 1eb6406549e3d4e [http://10.240.0.15:2380] to cluster 3c1022ef339089ca
2016-04-12 09:38:40.214942 I | rafthttp: the connection with f9e96ef8c0d0e08c became active
2016-04-12 09:38:40.218930 N | etcdserver: added member cfc6e2e1de0e7922 [http://10.240.0.13:2380] to cluster 3c1022ef339089ca
2016-04-12 09:38:40.219058 N | etcdserver: added member f9e96ef8c0d0e08c [http://10.240.0.14:2380] to cluster 3c1022ef339089ca
2016-04-12 09:38:40.219204 N | membership: set the initial cluster version to 2.2
2016-04-12 09:38:40.222812 I | etcdserver: published {Name:etcd-3 ClientURLs:[http://10.240.0.15:2379]} to cluster 3c1022ef339089ca
2016-04-12 09:38:40.713563 I | v2http: enabled capabilities for version 2.2.0
2016-04-12 09:38:43.709202 N | membership: updated the cluster version from 2.2 to 2.3
2016-04-12 09:38:43.714690 I | v2http: enabled capabilities for version 2.3.0
2016-04-12 09:39:04.849598 I | etcdserver: start to snapshot (applied: 10001, lastsnap: 0)
2016-04-12 09:39:04.853982 I | etcdserver: saved snapshot at index 10001
2016-04-12 09:39:04.854196 I | etcdserver: compacted raft log at 5001
2016-04-12 09:39:27.061473 I | etcdserver: start to snapshot (applied: 20002, lastsnap: 10001)
2016-04-12 09:39:27.065437 I | etcdserver: saved snapshot at index 20002
2016-04-12 09:39:27.065740 I | etcdserver: compacted raft log at 15002
2016-04-12 09:39:46.160758 I | etcdserver: start to snapshot (applied: 30003, lastsnap: 20002)
2016-04-12 09:39:46.164386 I | etcdserver: saved snapshot at index 30003
2016-04-12 09:39:46.164604 I | etcdserver: compacted raft log at 25003
2016-04-12 09:40:04.965504 I | etcdserver: start to snapshot (applied: 40004, lastsnap: 30003)
2016-04-12 09:40:04.969671 I | etcdserver: saved snapshot at index 40004
2016-04-12 09:40:04.969931 I | etcdserver: compacted raft log at 35004
2016-04-12 09:40:27.319818 I | etcdserver: start to snapshot (applied: 50005, lastsnap: 40004)
2016-04-12 09:40:27.325332 I | etcdserver: saved snapshot at index 50005
