second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_v3.4.8,throughput_zookeeper_v3.4.8,cumulative_throughput_zookeeper_v3.4.8,avg_cpu_zookeeper_v3.4.8,avg_memory_mb_zookeeper_v3.4.8
0,42.429184,18004,18004,3.02,20.57,93.615947,37,37,8.90,61.19
1,42.386506,23441,41445,42.97,102.61,15.492642,13966,14003,59.96,193.65
2,44.302854,22018,63463,77.33,111.06,35.335581,21621,35624,93.59,331.59
3,42.826324,23436,86899,106.82,119.93,41.911799,23462,59086,112.66,524.30
4,44.279660,22253,109152,131.46,136.52,45.702589,29642,88728,130.42,752.07
5,45.289197,21888,131040,151.92,146.50,35.651851,28163,116891,151.50,921.79
6,44.226810,22463,153503,169.98,158.38,32.917386,29802,146693,166.81,1065.78
7,43.537442,22505,176008,185.89,168.66,37.009496,27270,173963,186.44,1201.41
8,45.163651,22319,198327,199.86,180.88,39.430246,25467,199430,201.93,1431.23
9,44.882425,21708,220035,211.96,190.94,26.359711,33603,233033,216.95,1444.62
10,45.472814,22212,242247,222.17,199.63,61.336006,13538,246571,227.98,1730.38
11,43.345407,23019,265266,232.31,213.39,42.335455,29050,275621,237.08,1733.51
12,45.228028,21740,287006,241.89,216.25,34.899519,30045,305666,243.64,1751.96
13,45.882411,21267,308273,250.06,232.35,33.269926,30101,335767,250.07,1833.31
14,45.987811,22070,330343,257.12,236.37,27.286304,27542,363309,257.34,1884.67
15,44.205582,22408,352751,264.18,248.01,40.121231,29905,393214,263.49,1938.69
16,47.049879,21065,373816,270.48,263.67,39.736286,7489,400703,265.61,1978.69
17,43.682298,22314,396130,276.31,275.77,58.696489,29634,430337,270.83,2017.55
18,151.143047,5896,402026,280.86,279.68,30.765320,32577,462914,274.89,2016.87
19,112.280344,9889,411915,272.58,280.47,33.418868,29897,492811,278.78,2017.64
20,99.661135,9514,421429,270.09,286.25,33.383679,30064,522875,281.35,2020.35
21,105.725558,9594,431023,267.00,290.87,562.846142,1766,524641,282.70,2097.29
22,108.579731,9458,440481,264.00,296.14,51.770083,19272,543913,279.04,2132.98
23,113.308695,8111,448592,261.52,299.39,31.278057,30192,574105,279.44,2169.26
24,102.231135,10184,458776,258.23,301.84,28.369630,31942,606047,280.37,2169.52
25,114.133005,9038,467814,256.09,310.98,64.161215,9529,615576,281.96,2216.34
26,112.273930,8960,476774,254.05,315.84,629.281707,1003,616579,275.54,2216.52
27,96.020248,9691,486465,251.15,316.87,1289.430142,997,617576,268.77,2216.52
28,120.433998,8706,495171,249.46,324.02,0.000000,0,617576,262.10,2216.52
