second,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4
0,97.534083,348,348,2.11,15.76
1,173.479604,5683,6031,25.26,49.20
2,175.688647,5648,11679,42.36,58.12
3,153.248932,6717,18396,56.75,66.36
4,130.204445,7633,26029,71.31,81.74
5,128.998443,8069,34098,83.27,85.88
6,127.087627,7775,41873,93.59,102.01
7,132.131285,7498,49371,102.60,118.89
8,132.112317,7540,56911,110.56,135.29
9,117.629998,8543,65454,117.94,125.54
10,124.307045,7985,73439,124.47,146.16
11,118.533606,8647,82086,130.52,164.21
12,116.068582,8537,90623,136.16,180.23
13,117.918542,8448,99071,141.56,198.66
14,114.241783,8736,107807,146.67,220.37
15,135.950247,7138,114945,149.86,234.91
16,118.432514,8702,123647,153.71,252.59
17,126.616273,7930,131577,156.76,215.09
18,117.305866,8495,140072,160.32,234.33
19,132.034531,7260,147332,163.00,251.58
20,120.288032,8617,155949,165.49,266.17
21,118.034198,8593,164542,168.37,288.32
22,113.590648,8704,173246,170.28,301.67
23,129.896195,7807,181053,171.85,314.64
24,118.385001,8404,189457,173.59,331.55
25,128.902154,7631,197088,175.27,349.00
26,144.466369,6995,204083,176.44,366.11
27,141.504153,6829,210912,177.66,385.16
28,121.620866,7818,218730,178.63,400.22
29,138.002524,7851,226581,179.08,408.94
30,132.844525,7400,233981,180.42,419.18
31,145.775698,6848,240829,181.71,438.72
32,124.714137,8095,248924,183.08,459.59
33,132.535411,7590,256514,183.19,473.09
34,132.205980,7482,263996,184.66,449.70
35,134.235616,7446,271442,186.14,394.89
36,127.662200,7907,279349,187.24,415.95
37,147.557552,6764,286113,187.32,420.41
38,130.955171,7372,293485,188.49,441.02
39,130.960870,7920,301405,188.98,456.36
40,134.342694,7409,308814,189.38,463.23
41,122.686152,7641,316455,190.48,482.25
42,124.737950,8411,324866,191.22,500.50
43,135.006274,7232,332098,191.70,509.55
44,114.833278,8185,340283,192.71,535.38
45,115.644110,9532,349815,193.19,545.76
46,135.677455,7276,357091,194.42,564.25
47,114.219589,8805,365896,194.79,581.75
48,158.527200,6278,372174,195.37,593.75
49,110.936001,9078,381252,195.71,611.78
50,150.456401,6518,387770,196.27,629.01
51,111.468875,8480,396250,196.72,642.28
52,134.650105,8007,404257,197.49,662.45
53,123.865620,6885,411142,197.91,674.70
54,190.400341,5777,416919,198.32,693.71
55,152.255001,6656,423575,197.54,695.21
56,181.856055,5695,429270,197.30,714.82
57,134.177239,7305,436575,197.63,728.77
58,163.218362,5197,441772,197.18,740.44
59,177.741569,6568,448340,197.28,759.85
60,140.771091,6921,455261,197.15,762.60
61,173.153434,5853,461114,197.08,776.34
62,147.120980,6778,467892,197.33,796.98
63,145.049145,6733,474625,196.87,799.32
64,122.774353,8481,483106,197.51,820.63
65,114.904359,8489,491595,197.83,833.35
66,137.930716,7296,498891,197.96,852.72
67,120.604741,1109,,,
