second,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2
0,34.309388,3828,3828,3.05,18.11
1,28.147576,31390,35218,51.65,124.23
2,35.511525,26128,61346,93.68,200.29
3,46.483845,22207,83553,131.92,347.73
4,47.049480,20119,103672,162.71,402.95
5,53.635949,18083,121755,190.70,487.40
6,59.752135,17258,139013,215.59,632.22
7,62.594078,14571,153584,236.78,714.93
8,64.427181,16320,169904,256.24,845.82
9,71.876772,12530,182434,272.80,932.51
10,86.458818,12198,194632,288.69,967.79
11,70.301348,15245,209877,301.06,968.61
12,62.374223,12887,222764,315.31,1129.46
13,107.470741,9989,232753,328.86,1209.54
14,96.537653,10015,242768,339.39,1351.86
15,92.595842,10405,253173,349.97,1413.41
16,88.803571,10245,263418,359.44,1576.85
17,98.430111,10633,274051,368.55,1639.85
18,115.216634,9947,283998,376.83,1714.34
19,101.430192,10143,294141,383.74,1758.20
20,105.970230,9646,303787,389.23,1758.33
21,251.648337,3172,306959,393.80,1799.30
22,95.732578,7608,314567,398.87,1799.57
23,97.882313,5832,320399,402.07,1799.81
24,124.058005,4648,325047,402.97,1842.00
25,78.965691,7527,332574,403.74,1853.45
26,115.572099,6831,339405,403.47,1880.57
27,125.383185,4578,343983,402.38,1881.01
28,395.079410,1012,344995,400.59,1881.01
29,854.652809,18,345013,395.95,1881.01
30,88.465053,11129,356142,390.92,1887.20
31,75.698193,6583,362725,388.68,1887.29
32,61.912792,8677,371402,387.53,1933.99
33,95.804542,10007,381409,387.21,1938.09
34,147.572372,2540,383949,387.94,1941.68
35,64.569482,10354,394303,387.49,1985.79
36,70.173135,5485,399788,385.63,1997.79
37,85.311628,5538,405326,387.50,2039.25
38,97.618187,9929,415255,387.89,2049.49
39,131.168518,4850,420105,387.07,2099.33
40,450.874727,784,420889,389.47,2179.81
41,568.685819,854,421743,390.15,2235.56
42,929.811913,319,422062,390.91,2290.63
43,695.840324,477,422539,391.86,2467.96
44,0.000000,0,422539,390.27,2561.02
45,121.349979,3814,426353,385.90,2769.86
46,715.536052,796,427149,383.69,2839.94
47,755.984110,30,427179,379.51,2839.95
48,0.000000,0,427179,374.03,2839.95
49,0.000000,0,427179,368.75,2839.95
50,0.000000,0,427179,364.58,3056.45
51,0.000000,0,427179,358.68,3056.54
52,0.000000,0,427179,353.37,3056.54
53,0.000000,0,427179,348.03,3056.54
54,0.000000,0,427179,342.57,3056.63
55,0.000000,0,427179,337.54,3056.67
56,0.000000,0,427179,332.64,3056.79
57,0.000000,0,427179,327.68,3056.79
58,0.000000,0,427179,322.87,3056.79
59,0.000000,0,427179,318.25,3056.88
60,0.000000,0,427179,313.44,3056.88
61,0.000000,0,427179,308.86,3056.88
62,0.000000,0,427179,304.73,3056.88
63,0.000000,0,427179,300.56,3056.88
64,0.000000,0,427179,296.49,3056.88
65,0.000000,0,427179,292.10,3056.88
66,0.000000,0,427179,288.78,3056.88
67,0.000000,0,427179,285.52,3056.88
68,0.000000,0,427179,281.91,3058.30
69,34.665532,3410,430589,278.11,3058.30
70,76.184434,7537,438126,275.82,3058.30
71,75.257863,7820,445946,275.12,3058.69
72,93.664851,5707,451653,275.66,3059.66
73,178.945199,2846,454499,276.68,3086.52
74,422.053291,1542,456041,277.82,3086.52
75,94.433773,3863,459904,278.44,3086.52
76,119.730724,2060,461964,279.87,3086.52
77,986.253148,305,462269,278.81,3193.44
78,0.000000,0,462269,278.82,3376.55
79,0.000000,0,462269,276.67,3429.80
80,0.000000,0,462269,274.63,3429.80
81,0.000000,0,462269,271.78,3429.80
82,0.000000,0,462269,270.04,3429.80
83,145.080865,4490,466759,268.84,3453.78
84,461.280871,335,467094,267.65,3477.76
85,0.000000,0,467094,266.74,3477.76
86,54.900973,2870,469964,266.04,3477.76
87,45.699168,6686,476650,266.72,3477.76
88,49.722947,5916,482566,267.99,3477.76
89,46.692912,8860,491426,267.81,3584.92
90,78.081871,7716,499142,268.03,3585.19
91,599.348791,903,500045,268.72,3585.19
92,85.383706,8798,508843,269.66,3586.16
93,548.274289,262,509105,271.47,3586.69
94,149.052974,4723,513828,272.80,3586.86
95,168.799821,4355,518183,274.18,3655.16
96,0.000000,0,518183,275.36,3655.22
97,0.000000,0,518183,276.05,3655.31
98,0.000000,0,518183,275.59,3655.61
99,0.000000,0,518183,275.78,3762.78
100,0.000000,0,518183,274.47,3762.78
101,0.000000,0,518183,272.66,3762.90
102,0.000000,0,518183,270.90,3763.02
103,0.000000,0,518183,269.24,3770.09
104,0.000000,0,518183,267.29,3770.09
105,0.000000,0,518183,265.82,3770.09
106,0.000000,0,518183,265.00,3791.32
107,0.000000,0,518183,263.95,3791.40
108,0.000000,0,518183,262.58,3791.40
