2016-04-19 03:34:41.849700 I | etcdmain: etcd Version: 2.3.0+git
2016-04-19 03:34:41.849749 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-19 03:34:41.849757 I | etcdmain: Go Version: go1.6
2016-04-19 03:34:41.849763 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-19 03:34:41.849772 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-19 03:34:41.849834 I | etcdmain: listening for peers on http://10.240.0.17:2380
2016-04-19 03:34:41.849872 I | etcdmain: listening for client requests on 10.240.0.17:2379
2016-04-19 03:34:41.856617 I | etcdserver: name = etcd-2
2016-04-19 03:34:41.856649 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-19 03:34:41.856658 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-19 03:34:41.856665 I | etcdserver: heartbeat = 100ms
2016-04-19 03:34:41.856671 I | etcdserver: election = 1000ms
2016-04-19 03:34:41.856676 I | etcdserver: snapshot count = 10000
2016-04-19 03:34:41.856687 I | etcdserver: advertise client URLs = http://10.240.0.17:2379
2016-04-19 03:34:41.856694 I | etcdserver: initial advertise peer URLs = http://10.240.0.17:2380
2016-04-19 03:34:41.856709 I | etcdserver: initial cluster = etcd-1=http://10.240.0.15:2380,etcd-2=http://10.240.0.17:2380,etcd-3=http://10.240.0.18:2380
2016-04-19 03:34:41.860324 I | etcdserver: starting member 8b1cff98eebdba1d in cluster f45db003b1c30c19
2016-04-19 03:34:41.860396 I | raft: 8b1cff98eebdba1d became follower at term 0
2016-04-19 03:34:41.860412 I | raft: newRaft 8b1cff98eebdba1d [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-19 03:34:41.860418 I | raft: 8b1cff98eebdba1d became follower at term 1
2016-04-19 03:34:41.881706 I | rafthttp: the connection with 1eb6406549e3d4e became active
2016-04-19 03:34:41.881946 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-19 03:34:41.882798 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-19 03:34:41.882817 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-19 03:34:41.883160 N | etcdserver: added member 1eb6406549e3d4e [http://10.240.0.15:2380] to cluster f45db003b1c30c19
2016-04-19 03:34:41.883303 N | etcdmain: serving insecure client requests on 10.240.0.17:2379, this is strongly discouraged!
2016-04-19 03:34:41.883331 N | etcdserver: added member 66358a82ef379101 [http://10.240.0.18:2380] to cluster f45db003b1c30c19
2016-04-19 03:34:41.884392 N | etcdserver: added local member 8b1cff98eebdba1d [http://10.240.0.17:2380] to cluster f45db003b1c30c19
2016-04-19 03:34:42.160816 I | raft: 8b1cff98eebdba1d is starting a new election at term 1
2016-04-19 03:34:42.160929 I | raft: 8b1cff98eebdba1d became candidate at term 2
2016-04-19 03:34:42.160939 I | raft: 8b1cff98eebdba1d received vote from 8b1cff98eebdba1d at term 2
2016-04-19 03:34:42.160951 I | raft: 8b1cff98eebdba1d [logterm: 1, index: 3] sent vote request to 1eb6406549e3d4e at term 2
2016-04-19 03:34:42.160961 I | raft: 8b1cff98eebdba1d [logterm: 1, index: 3] sent vote request to 66358a82ef379101 at term 2
2016-04-19 03:34:42.163389 I | raft: 8b1cff98eebdba1d received vote rejection from 1eb6406549e3d4e at term 2
2016-04-19 03:34:42.163429 I | raft: 8b1cff98eebdba1d [quorum:2] has received 1 votes and 1 vote rejections
2016-04-19 03:34:42.884842 I | rafthttp: the connection with 66358a82ef379101 became active
2016-04-19 03:34:43.058324 I | raft: 8b1cff98eebdba1d [term: 2] received a MsgVote message with higher term from 1eb6406549e3d4e [term: 3]
2016-04-19 03:34:43.058392 I | raft: 8b1cff98eebdba1d became follower at term 3
2016-04-19 03:34:43.058419 I | raft: 8b1cff98eebdba1d [logterm: 1, index: 3, vote: 0] voted for 1eb6406549e3d4e [logterm: 1, index: 3] at term 3
2016-04-19 03:34:43.060965 I | raft: raft.node: 8b1cff98eebdba1d elected leader 1eb6406549e3d4e at term 3
2016-04-19 03:34:43.065281 I | etcdserver: published {Name:etcd-2 ClientURLs:[http://10.240.0.17:2379]} to cluster f45db003b1c30c19
2016-04-19 03:34:43.067074 N | membership: set the initial cluster version to 2.3
2016-04-19 03:34:43.383012 I | v2http: enabled capabilities for version 2.3.0
2016-04-19 03:35:06.848972 I | etcdserver: start to snapshot (applied: 10001, lastsnap: 0)
2016-04-19 03:35:06.930603 I | etcdserver: saved snapshot at index 10001
2016-04-19 03:35:06.930777 I | etcdserver: compacted raft log at 5001
2016-04-19 03:35:25.769810 I | etcdserver: start to snapshot (applied: 20002, lastsnap: 10001)
2016-04-19 03:35:25.912438 I | etcdserver: saved snapshot at index 20002
2016-04-19 03:35:25.912667 I | etcdserver: compacted raft log at 15002
2016-04-19 03:35:44.903949 I | etcdserver: start to snapshot (applied: 30003, lastsnap: 20002)
2016-04-19 03:35:45.129921 I | etcdserver: saved snapshot at index 30003
2016-04-19 03:35:45.130059 I | etcdserver: compacted raft log at 25003
2016-04-19 03:36:03.607480 I | etcdserver: start to snapshot (applied: 40004, lastsnap: 30003)
2016-04-19 03:36:03.904170 I | etcdserver: saved snapshot at index 40004
2016-04-19 03:36:03.907989 I | etcdserver: compacted raft log at 35004
2016-04-19 03:36:23.293150 I | etcdserver: start to snapshot (applied: 50005, lastsnap: 40004)
2016-04-19 03:36:23.694551 I | etcdserver: saved snapshot at index 50005
2016-04-19 03:36:23.694743 I | etcdserver: compacted raft log at 45005
2016-04-19 03:36:42.491094 I | etcdserver: start to snapshot (applied: 60006, lastsnap: 50005)
2016-04-19 03:36:43.005402 I | etcdserver: saved snapshot at index 60006
2016-04-19 03:36:43.005601 I | etcdserver: compacted raft log at 55006
2016-04-19 03:37:01.202565 I | etcdserver: start to snapshot (applied: 70007, lastsnap: 60006)
2016-04-19 03:37:01.818986 I | etcdserver: saved snapshot at index 70007
2016-04-19 03:37:01.819163 I | etcdserver: compacted raft log at 65007
2016-04-19 03:37:11.884328 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000002711.snap successfully
2016-04-19 03:37:11.885300 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000004e22.snap successfully
2016-04-19 03:37:20.553751 I | etcdserver: start to snapshot (applied: 80008, lastsnap: 70007)
2016-04-19 03:37:21.233213 I | etcdserver: saved snapshot at index 80008
2016-04-19 03:37:21.233449 I | etcdserver: compacted raft log at 75008
2016-04-19 03:37:38.843021 I | etcdserver: start to snapshot (applied: 90009, lastsnap: 80008)
2016-04-19 03:37:39.625060 I | etcdserver: saved snapshot at index 90009
2016-04-19 03:37:39.626735 I | etcdserver: compacted raft log at 85009
2016-04-19 03:37:41.886961 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000007533.snap successfully
2016-04-19 03:37:41.888759 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000009c44.snap successfully
2016-04-19 03:37:58.416633 I | etcdserver: start to snapshot (applied: 100010, lastsnap: 90009)
2016-04-19 03:37:59.176633 I | etcdserver: saved snapshot at index 100010
2016-04-19 03:37:59.176780 I | etcdserver: compacted raft log at 95010
2016-04-19 03:38:11.891606 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000000c355.snap successfully
2016-04-19 03:38:17.564697 I | etcdserver: start to snapshot (applied: 110011, lastsnap: 100010)
2016-04-19 03:38:18.469761 I | etcdserver: saved snapshot at index 110011
2016-04-19 03:38:18.469942 I | etcdserver: compacted raft log at 105011
2016-04-19 03:38:36.606712 I | etcdserver: start to snapshot (applied: 120012, lastsnap: 110011)
2016-04-19 03:38:37.677444 I | etcdserver: saved snapshot at index 120012
2016-04-19 03:38:37.677605 I | etcdserver: compacted raft log at 115012
2016-04-19 03:38:41.894944 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-000000000000ea66.snap successfully
2016-04-19 03:38:41.898560 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000011177.snap successfully
2016-04-19 03:38:56.189969 I | etcdserver: start to snapshot (applied: 130013, lastsnap: 120012)
2016-04-19 03:38:57.352024 I | etcdserver: saved snapshot at index 130013
2016-04-19 03:38:57.352200 I | etcdserver: compacted raft log at 125013
2016-04-19 03:39:11.902674 I | fileutil: purged file /home/gyuho/data.etcd/member/snap/0000000000000003-0000000000013888.snap successfully
2016-04-19 03:39:15.230043 I | etcdserver: start to snapshot (applied: 140014, lastsnap: 130013)
2016-04-19 03:39:16.440854 I | etcdserver: saved snapshot at index 140014
2016-04-19 03:39:16.442066 I | etcdserver: compacted raft log at 135014
2016-04-19 03:39:33.777335 I | etcdserver: start to snapshot (applied: 150015, lastsnap: 140014)
2016-04-19 03:39:34.975273 I | etcdserver: saved snapshot at index 150015
2016-04-19 03:39:34.975433 I | etcdserver: compacted raft log at 145015
