second,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4
691,4.715497,211,147868,32.86,288.63
692,4.641323,216,148084,32.87,288.63
693,4.447700,224,148308,32.89,288.63
694,4.686049,214,148522,32.88,288.63
695,4.536964,218,148740,32.89,288.63
696,4.506603,224,148964,32.91,288.63
697,4.720175,212,149176,32.91,288.63
698,4.504184,222,149398,32.91,288.63
699,4.854278,206,149604,32.91,288.63
700,4.688080,213,149817,32.93,288.63
701,4.676461,214,150031,32.94,288.63
702,4.659513,214,150245,32.94,288.63
703,4.705494,213,150458,32.94,288.63
704,4.581254,218,150676,32.95,288.63
705,4.704208,212,150888,32.95,288.63
706,4.424178,226,151114,32.97,288.63
707,4.631310,216,151330,32.96,288.63
708,4.601751,217,151547,32.97,288.63
709,4.507630,222,151769,32.98,288.63
710,4.736740,210,151979,32.99,288.63
711,4.696948,213,152192,32.99,288.63
712,4.697661,213,152405,33.00,288.63
713,4.794163,209,152614,33.00,288.63
714,4.610273,216,152830,33.02,288.63
715,4.543591,220,153050,33.03,288.63
716,4.530470,221,153271,33.04,288.63
717,4.673321,214,153485,33.04,288.63
718,4.565472,218,153703,33.06,288.63
719,4.616576,217,153920,33.06,288.63
720,4.574623,219,154139,33.08,288.63
721,4.544249,220,154359,33.11,288.63
722,4.544981,220,154579,33.09,288.63
723,4.483211,222,154801,33.11,288.63
724,4.650994,215,155016,33.10,288.63
725,4.401808,227,155243,33.11,288.63
726,4.548801,220,155463,33.12,288.63
727,4.472588,224,155687,33.11,288.63
728,4.504207,222,155909,33.13,288.63
729,4.515221,221,156130,33.12,288.63
730,4.417037,226,156356,33.14,288.63
731,4.482212,223,156579,33.14,288.63
732,4.404459,227,156806,33.14,288.63
733,4.525286,221,157027,33.14,288.63
734,4.963911,201,157228,33.17,288.74
735,4.865927,206,157434,33.20,289.64
736,4.833274,207,157641,33.20,295.62
737,4.950265,202,157843,33.22,295.71
738,5.365148,186,158029,33.26,296.07
739,6.250961,160,158189,33.25,297.83
740,6.043066,165,158354,33.27,302.84
741,6.168001,162,158516,33.28,302.84
742,6.189952,162,158678,33.28,302.84
743,5.882996,170,158848,33.30,302.84
744,5.988821,166,159014,33.30,302.84
745,5.920039,169,159183,33.30,302.84
746,6.440778,155,159338,33.33,302.84
747,6.772285,148,159486,33.32,302.84
748,5.765665,173,159659,33.34,302.84
749,5.064657,198,159857,33.35,302.84
750,5.159618,193,160050,33.35,302.84
751,5.036980,199,160249,33.35,302.84
752,5.118431,195,160444,33.36,302.84
753,5.137418,194,160638,33.37,302.84
754,5.098195,197,160835,33.38,302.84
755,4.797181,208,161043,33.38,302.84
756,4.857629,205,161248,33.39,302.84
757,4.913861,204,161452,33.40,302.84
758,5.025775,199,161651,33.39,302.84
759,4.938617,202,161853,33.41,302.84
760,5.136245,195,162048,33.42,302.84
761,4.955268,202,162250,33.43,302.84
762,4.610124,217,162467,33.43,302.84
763,5.597848,178,162645,33.44,302.84
764,4.756472,210,162855,33.44,302.84
765,4.680213,214,163069,33.45,303.19
766,4.789099,209,163278,33.46,303.72
767,4.800517,208,163486,33.46,303.72
768,4.917008,203,163689,33.47,303.72
769,4.709056,212,163901,33.48,303.72
770,4.848691,207,164108,33.49,303.72
771,5.005149,199,164307,33.49,303.72
772,4.981978,201,164508,33.49,303.72
773,5.069729,197,164705,33.50,303.72
774,5.186144,193,164898,33.51,303.72
775,4.916378,203,165101,33.52,303.72
776,5.285751,189,165290,33.53,303.72
777,5.234676,191,165481,33.53,303.72
778,4.934508,203,165684,33.55,303.72
779,5.042789,198,165882,33.55,303.72
780,5.087720,197,166079,33.57,303.72
781,4.834883,206,166285,33.58,303.72
782,4.808942,208,166493,33.57,303.72
783,4.711276,212,166705,33.59,303.72
784,4.582214,219,166924,33.59,303.72
785,4.702710,212,167136,33.59,303.72
786,4.683456,214,167350,33.60,303.72
787,4.690529,213,167563,33.61,303.72
788,4.797349,208,167771,33.61,303.72
789,4.755755,210,167981,33.66,303.80
790,4.993406,200,168181,33.68,306.35
791,4.983802,201,168382,33.68,306.88
792,4.881019,205,168587,33.68,312.27
793,5.383628,185,168772,33.71,312.97
794,5.158009,194,168966,33.69,313.06
795,4.785533,209,169175,33.71,313.06
796,5.026968,199,169374,33.71,313.06
797,5.061806,197,169571,33.72,313.50
798,5.501836,182,169753,33.73,313.50
799,6.201019,161,169914,33.72,313.50
800,6.473051,155,170069,33.75,313.50
801,6.157149,162,170231,33.73,313.50
802,6.492702,154,170385,33.75,313.50
803,6.413081,156,170541,33.75,313.50
804,6.521886,153,170694,33.76,313.50
805,6.335820,158,170852,33.76,313.58
806,6.192701,160,171012,33.78,313.58
807,6.611855,152,171164,33.78,313.58
808,5.668757,177,171341,33.78,313.58
809,5.103501,196,171537,33.79,313.58
810,4.974985,201,171738,33.80,313.84
811,4.623995,216,171954,33.81,313.84
812,4.749617,210,172164,33.81,313.84
813,4.707523,213,172377,33.81,313.84
814,4.864519,205,172582,33.83,313.84
815,4.877985,205,172787,33.83,313.84
816,5.029445,199,172986,33.84,313.84
817,4.892317,204,173190,33.84,313.84
818,4.705502,213,173403,33.84,313.84
819,5.070353,197,173600,33.85,313.84
820,4.794050,208,173808,33.85,313.84
821,4.746324,211,174019,33.87,313.84
822,4.659892,214,174233,33.86,313.84
823,5.004728,200,174433,33.87,313.84
824,4.923942,203,174636,33.88,313.84
825,4.802333,208,174844,33.88,313.84
826,4.721787,212,175056,33.88,313.84
827,4.846872,206,175262,33.88,313.84
828,4.769040,209,175471,33.89,313.84
829,4.612959,217,175688,33.90,313.84
830,4.959687,202,175890,33.90,313.84
831,4.835164,207,176097,33.92,313.84
832,4.878699,205,176302,33.90,313.84
833,4.686790,213,176515,33.93,313.93
834,4.948082,202,176717,33.93,314.20
835,4.725874,211,176928,33.94,314.20
836,4.944969,202,177130,33.95,314.20
837,4.687816,214,177344,33.96,314.28
838,4.947542,202,177546,33.96,314.55
839,4.522111,221,177767,33.97,314.72
840,4.758230,210,177977,33.98,314.99
841,4.545197,220,178197,33.99,315.08
842,4.867484,205,178402,33.99,315.34
843,4.877602,205,178607,34.01,315.34
844,4.900340,204,178811,34.00,315.34
845,4.569362,219,179030,34.02,315.34
846,4.731780,211,179241,34.00,315.34
847,4.491174,223,179464,34.03,315.34
848,4.839624,206,179670,34.01,315.34
849,4.482026,223,179893,34.04,315.43
850,4.632925,216,180109,34.02,315.60
851,4.526948,221,180330,34.04,315.60
852,4.528579,220,180550,34.04,315.60
853,4.884446,205,180755,34.05,315.60
854,4.626377,216,180971,34.05,315.60
855,4.803929,208,181179,34.06,316.04
856,4.563009,219,181398,34.05,316.04
857,4.764660,210,181608,34.06,316.31
858,4.935624,202,181810,34.06,316.31
859,6.012107,167,181977,34.06,316.31
860,5.754818,173,182150,34.06,316.31
861,5.679694,176,182326,34.06,316.31
862,5.829833,172,182498,34.07,316.66
863,5.648870,177,182675,34.08,316.66
864,5.667395,176,182851,34.07,316.66
865,5.980555,167,183018,34.08,316.66
866,5.761620,174,183192,34.08,316.66
867,6.039651,165,183357,34.08,316.66
868,5.352132,187,183544,34.11,316.92
869,5.147015,194,183738,34.13,318.77
870,4.979857,201,183939,34.15,327.04
871,4.892652,204,184143,34.14,327.13
872,5.030311,199,184342,34.15,327.65
873,5.015696,199,184541,34.16,327.74
874,4.988315,201,184742,34.14,327.74
875,5.017216,199,184941,34.16,327.74
876,5.158913,194,185135,34.15,327.74
877,4.806166,208,185343,34.17,327.74
878,5.094947,196,185539,34.16,327.74
879,5.186131,193,185732,34.15,327.74
880,4.750001,210,185942,34.17,327.74
881,4.976991,201,186143,34.17,327.74
882,4.991389,200,186343,34.16,327.74
883,4.681366,214,186557,34.17,327.74
884,4.860003,206,186763,34.18,327.74
885,4.913037,203,186966,34.18,327.74
886,4.668501,214,187180,34.17,327.74
887,5.146751,194,187374,34.18,327.74
888,4.989806,201,187575,34.18,327.74
889,4.736881,211,187786,34.19,327.74
890,4.799952,208,187994,34.19,327.74
891,4.917331,203,188197,34.19,327.74
892,5.101473,196,188393,34.19,327.74
893,4.975170,201,188594,34.19,327.74
894,4.778917,209,188803,34.21,327.74
895,4.964365,201,189004,34.21,327.74
896,4.864557,206,189210,34.21,327.74
897,4.608379,217,189427,34.22,327.74
898,4.923953,199,189626,34.23,327.74
899,5.555833,183,189809,34.23,327.74
900,4.945196,202,190011,34.24,327.74
901,4.830462,207,190218,34.23,327.74
902,4.757248,211,190429,34.25,327.74
903,4.999539,199,190628,34.24,327.74
904,4.730391,212,190840,34.23,327.74
905,4.839398,206,191046,34.25,327.74
906,4.803358,208,191254,34.24,327.74
907,4.544078,220,191474,34.25,327.74
908,5.156450,194,191668,34.26,327.83
909,4.623001,216,191884,34.25,327.83
910,4.741832,211,192095,34.25,327.83
911,4.812704,208,192303,34.25,327.83
912,4.459044,224,192527,34.25,327.83
913,4.976207,201,192728,34.26,327.83
914,4.647542,215,192943,34.29,328.01
915,4.899166,204,193147,34.31,328.01
916,4.829780,207,193354,34.30,328.01
917,5.011662,199,193553,34.32,336.35
918,4.993947,200,193753,34.31,336.62
919,6.544069,153,193906,34.32,336.88
920,6.185758,162,194068,34.31,337.06
921,6.460077,154,194222,34.34,337.14
922,6.105393,164,194386,34.33,337.14
923,6.362536,157,194543,34.32,337.14
924,6.263507,159,194702,34.32,337.14
925,6.469956,155,194857,34.32,337.14
926,7.220270,139,194996,34.34,337.32
927,6.660091,150,195146,34.33,337.32
928,6.249177,160,195306,34.33,337.32
929,4.686735,213,195519,34.33,337.41
930,4.688662,213,195732,34.36,337.93
931,4.501273,222,195954,34.35,337.93
932,4.834468,207,196161,34.35,338.37
933,4.676147,214,196375,34.35,338.37
934,4.675089,214,196589,34.36,338.37
935,4.758903,210,196799,34.36,338.37
936,4.632168,215,197014,34.35,338.37
937,4.847440,207,197221,34.36,338.81
938,4.606480,216,197437,34.37,338.81
939,4.879633,205,197642,34.36,338.81
940,4.515619,222,197864,34.37,339.16
941,4.799421,208,198072,34.37,339.42
942,4.499885,222,198294,34.39,339.51
943,4.842917,206,198500,34.39,339.51
944,4.527253,221,198721,34.38,339.51
945,4.785649,209,198930,34.38,339.51
946,4.565605,219,199149,34.39,340.39
947,4.929305,203,199352,34.39,340.39
948,4.940588,202,199554,34.39,340.39
949,5.067922,197,199751,34.43,340.82
950,4.967669,201,199952,34.45,343.54
951,5.372065,186,200138,34.44,347.68
952,5.297236,189,200327,34.46,358.15
953,5.353186,187,200514,34.45,358.33
954,5.827883,171,200685,34.48,358.33
955,5.241059,191,200876,34.48,358.33
956,5.384829,185,201061,34.49,358.33
957,5.085175,197,201258,34.49,358.33
958,5.427062,184,201442,34.49,358.33
959,5.112260,195,201637,34.50,358.33
960,5.144471,195,201832,34.51,358.33
961,5.152744,194,202026,34.52,358.33
962,4.855828,206,202232,34.53,358.33
963,5.121625,194,202426,34.53,358.33
964,4.947594,203,202629,34.54,358.33
965,5.103677,196,202825,34.54,358.42
966,4.834857,206,203031,34.54,358.42
967,4.964812,202,203233,34.54,358.42
968,4.970520,201,203434,34.54,358.42
969,4.691420,213,203647,34.55,358.42
970,5.263106,190,203837,34.55,358.42
971,4.707128,212,204049,34.56,358.42
972,4.886703,204,204253,34.57,358.42
973,4.948474,202,204455,34.57,358.42
974,4.796971,209,204664,34.57,358.42
975,5.006703,199,204863,34.58,358.42
976,4.877588,205,205068,34.58,358.42
977,5.019770,199,205267,34.60,358.42
978,5.232216,191,205458,34.59,358.42
979,6.191844,161,205619,34.59,358.42
980,6.574950,153,205772,34.61,358.42
981,6.311575,158,205930,34.60,358.42
982,6.063854,165,206095,34.60,358.42
983,6.178713,162,206257,34.61,358.42
984,5.835196,171,206428,34.61,358.42
985,5.879578,170,206598,34.61,358.42
986,6.373930,157,206755,34.63,358.42
987,6.484272,154,206909,34.63,358.42
988,5.453833,183,207092,34.63,358.42
989,4.905131,204,207296,34.64,358.42
990,4.656323,215,207511,34.64,358.42
991,4.705194,212,207723,34.64,358.42
992,4.888864,205,207928,34.65,358.42
993,4.585782,218,208146,34.65,358.42
994,4.747294,210,208356,34.66,358.42
995,4.520762,221,208577,34.66,358.42
996,4.501785,223,208800,34.65,358.42
997,4.846262,206,209006,34.66,358.42
998,4.596734,217,209223,34.67,358.42
999,4.917397,204,209427,34.67,358.42
1000,4.548599,219,209646,34.67,358.42
1001,4.521404,221,209867,34.68,358.42
1002,4.709557,213,210080,34.69,358.42
1003,4.594151,217,210297,34.68,358.42
1004,4.464354,224,210521,34.68,358.42
1005,4.852697,206,210727,34.69,358.59
1006,4.410068,227,210954,34.70,358.59
1007,4.692837,213,211167,34.70,358.77
1008,4.510076,221,211388,34.70,358.77
1009,4.539641,220,211608,34.69,358.77
1010,4.593071,218,211826,34.71,358.85
1011,4.491155,223,212049,34.70,358.94
1012,4.663597,214,212263,34.71,358.94
1013,4.847077,206,212469,34.72,359.20
1014,4.684237,214,212683,34.72,359.20
1015,4.629986,215,212898,34.72,359.20
1016,4.975407,201,213099,34.74,359.47
1017,4.677898,214,213313,34.73,359.47
1018,4.910232,204,213517,34.74,359.47
1019,4.909116,203,213720,34.75,359.90
1020,4.676911,214,213934,34.75,359.90
1021,4.561926,219,214153,34.76,359.90
1022,4.783003,209,214362,34.76,359.99
1023,4.468636,224,214586,34.75,359.99
1024,4.549624,219,214805,34.76,359.99
1025,4.757144,210,215015,34.76,360.08
1026,4.571424,219,215234,34.78,360.08
1027,4.516700,221,215455,34.77,360.08
1028,4.858135,206,215661,34.78,360.52
1029,4.561311,219,215880,34.78,360.52
1030,4.679443,214,216094,34.78,360.52
1031,4.797611,208,216302,34.78,360.78
1032,4.574657,219,216521,34.78,360.78
1033,4.619529,216,216737,34.77,360.78
1034,4.485894,213,216950,34.78,360.96
1035,5.091728,205,217155,34.79,361.05
1036,4.552582,219,217374,34.78,361.05
1037,4.722453,212,217586,34.78,361.05
1038,5.561846,180,217766,34.79,361.13
1039,6.180380,161,217927,34.80,361.13
1040,5.673648,177,218104,34.79,361.13
1041,5.931991,168,218272,34.78,361.13
1042,5.898959,170,218442,34.80,361.13
1043,6.154418,162,218604,34.79,361.13
1044,6.136782,163,218767,34.79,361.48
1045,6.131857,162,218929,34.80,361.48
1046,6.300282,159,219088,34.79,361.48
1047,5.972307,167,219255,34.79,361.48
1048,6.056066,166,219421,34.81,361.65
1049,4.487620,223,219644,34.81,361.74
1050,4.439621,225,219869,34.82,361.74
1051,4.645972,215,220084,34.81,361.74
1052,4.369585,229,220313,34.81,362.00
1053,4.285315,232,220545,34.81,362.00
1054,4.615042,217,220762,34.81,362.00
1055,5.384179,186,220948,34.85,363.41
1056,4.916964,203,221151,34.86,367.50
1057,5.344082,187,221338,34.86,371.20
1058,4.918354,203,221541,34.87,381.32
1059,5.018135,199,221740,34.86,381.67
1060,4.843380,207,221947,34.87,382.02
1061,5.085581,197,222144,34.87,382.02
1062,4.731662,211,222355,34.87,382.02
1063,5.007713,199,222554,34.87,382.02
1064,4.920690,204,222758,34.87,382.02
1065,4.791339,208,222966,34.88,382.37
1066,5.217927,192,223158,34.88,382.37
1067,4.615791,216,223374,34.88,382.37
1068,4.973254,201,223575,34.86,382.37
1069,4.698782,213,223788,34.88,382.54
1070,4.777138,209,223997,34.87,382.54
1071,4.717430,212,224209,34.87,382.54
1072,5.094922,196,224405,34.88,382.54
1073,5.054754,198,224603,34.89,382.81
1074,4.761878,210,224813,34.89,382.81
1075,5.189210,193,225006,34.89,382.81
1076,4.951059,201,225207,34.89,382.81
1077,5.127673,195,225402,34.89,382.81
1078,4.872998,206,225608,34.91,383.24
1079,5.110717,195,225803,34.90,383.24
1080,4.823776,207,226010,34.92,383.24
1081,5.130139,195,226205,34.91,383.24
1082,4.627232,216,226421,34.92,384.03
1083,4.843584,207,226628,34.92,384.03
1084,5.882049,170,226798,34.92,384.03
1085,4.953600,201,226999,34.90,384.03
1086,4.661266,215,227214,34.91,384.03
1087,4.988834,200,227414,34.91,384.12
1088,4.772319,210,227624,34.95,384.35
1089,5.068341,197,227821,34.95,384.35
1090,4.604931,217,228038,34.96,384.35
1091,4.827698,207,228245,34.96,392.08
1092,4.511144,221,228466,34.97,392.35
1093,4.943824,203,228669,34.97,392.35
1094,4.505963,221,228890,34.98,392.61
1095,4.888718,205,229095,34.98,392.61
1096,4.693661,212,229307,34.98,392.61
1097,4.921015,204,229511,34.98,392.61
1098,4.906428,203,229714,34.99,392.61
1099,6.139962,163,229877,34.99,392.78
1100,5.727279,175,230052,35.01,392.78
1101,5.788613,173,230225,35.00,392.78
1102,6.123213,163,230388,35.00,392.78
1103,5.593481,179,230567,35.00,392.78
1104,6.176325,161,230728,35.00,392.78
1105,5.772456,173,230901,35.01,392.87
1106,5.939530,169,231070,35.02,393.40
1107,6.302473,158,231228,35.02,393.40
1108,5.126046,196,231424,35.03,393.40
1109,4.620163,216,231640,35.03,393.40
1110,4.340413,230,231870,35.03,393.40
1111,4.758005,210,232080,35.03,393.40
1112,4.476830,224,232304,35.04,394.19
1113,4.837496,206,232510,35.04,394.19
1114,5.010570,200,232710,35.07,394.54
1115,4.800416,208,232918,35.09,399.55
1116,5.433298,184,233102,35.10,418.38
1117,4.930981,203,233305,35.10,418.38
1118,5.220972,191,233496,35.09,419.08
1119,5.013226,199,233695,35.11,419.26
1120,5.315324,188,233883,35.10,419.35
1121,4.976089,201,234084,35.12,419.35
1122,5.021276,199,234283,35.11,419.35
1123,5.313127,188,234471,35.13,419.35
1124,4.881455,205,234676,35.12,419.35
1125,5.118442,195,234871,35.13,419.35
1126,4.925096,203,235074,35.13,419.35
1127,4.879155,205,235279,35.14,419.35
1128,5.210473,192,235471,35.14,419.35
1129,4.883822,205,235676,35.15,419.35
1130,5.172125,193,235869,35.14,419.35
1131,4.877375,205,236074,35.15,419.35
1132,4.931678,201,236275,35.16,419.35
1133,5.243782,192,236467,35.17,419.35
1134,4.981311,201,236668,35.17,419.35
1135,5.200333,192,236860,35.17,419.35
1136,4.725012,212,237072,35.19,419.35
1137,5.254746,190,237262,35.19,419.35
1138,4.855174,206,237468,35.21,419.35
1139,4.880829,205,237673,35.20,419.35
1140,5.083952,196,237869,35.22,419.35
1141,4.746046,211,238080,35.22,419.35
1142,4.699126,213,238293,35.23,419.35
1143,5.092937,196,238489,35.24,419.35
1144,4.787372,209,238698,35.24,419.35
1145,4.963418,201,238899,35.24,419.35
1146,4.889058,205,239104,35.25,419.35
1147,4.739750,210,239314,35.25,419.35
1148,5.122148,195,239509,35.24,419.35
1149,4.709589,213,239722,35.25,419.35
1150,5.042580,198,239920,35.25,419.35
1151,4.722873,212,240132,35.26,419.35
1152,4.852492,206,240338,35.26,419.35
1153,5.057245,197,240535,35.26,419.35
1154,4.964185,202,240737,35.27,419.35
1155,5.114977,195,240932,35.26,419.35
1156,5.242682,191,241123,35.26,419.35
1157,4.719064,212,241335,35.27,419.35
1158,5.154197,193,241528,35.27,419.35
1159,6.280668,159,241687,35.28,419.35
1160,5.787617,173,241860,35.27,419.35
1161,5.870299,171,242031,35.28,419.35
1162,6.258880,159,242190,35.28,419.35
1163,6.004172,167,242357,35.30,419.35
1164,5.837418,171,242528,35.29,419.35
1165,5.681663,176,242704,35.29,419.35
1166,6.313785,158,242862,35.30,419.35
1167,6.134574,163,243025,35.30,419.35
1168,5.637133,178,243203,35.30,419.35
1169,4.937154,202,243405,35.30,419.35
1170,4.769930,210,243615,35.30,419.35
1171,4.635147,215,243830,35.30,419.35
1172,4.896003,204,244034,35.31,419.35
1173,4.701102,213,244247,35.31,419.35
1174,4.718051,212,244459,35.32,419.35
1175,4.808449,207,244666,35.31,419.35
1176,4.638954,216,244882,35.32,419.35
1177,4.581001,218,245100,35.32,419.35
1178,4.753006,210,245310,35.33,419.35
1179,4.681873,214,245524,35.33,419.35
1180,4.682032,213,245737,35.32,419.35
1181,4.869934,205,245942,35.33,419.35
1182,4.444249,225,246167,35.33,419.35
1183,4.556750,220,246387,35.32,419.35
1184,4.787596,208,246595,35.34,419.35
1185,4.775952,210,246805,35.33,419.35
1186,4.538521,220,247025,35.33,419.35
1187,4.691014,213,247238,35.34,419.35
1188,4.508291,222,247460,35.33,419.35
1189,4.570751,218,247678,35.33,419.35
1190,4.757088,210,247888,35.33,419.35
1191,4.523811,221,248109,35.33,419.35
1192,4.590347,218,248327,35.35,419.35
1193,4.733473,211,248538,35.34,419.35
1194,4.592240,218,248756,35.36,419.35
1195,4.504069,222,248978,35.36,419.35
1196,4.707966,212,249190,35.35,419.35
1197,4.589286,218,249408,35.37,419.35
1198,4.507690,222,249630,35.37,419.35
1199,4.775200,209,249839,35.37,419.35
1200,4.490221,223,250062,35.39,419.35
1201,4.399367,227,250289,35.39,419.35
1202,4.539953,220,250509,35.38,419.35
1203,4.729710,211,250720,35.40,419.35
1204,4.468919,224,250944,35.39,419.35
1205,4.570058,219,251163,35.38,419.35
1206,4.547654,212,251375,35.39,419.35
1207,4.689141,220,251595,35.39,419.35
1208,4.624759,217,251812,35.38,419.35
1209,4.322411,231,252043,35.39,419.35
1210,4.730076,211,252254,35.38,419.35
1211,4.447881,225,252479,35.38,419.35
1212,4.391626,228,252707,35.39,419.35
1213,4.539115,220,252927,35.38,419.35
1214,4.711359,212,253139,35.38,419.35
1215,4.363699,229,253368,35.39,419.35
1216,4.325797,231,253599,35.38,419.35
1217,4.754487,210,253809,35.39,419.35
1218,5.169159,194,254003,35.39,419.35
1219,5.648665,177,254180,35.39,419.35
1220,5.394642,185,254365,35.38,419.35
1221,5.798462,172,254537,35.38,419.35
1222,5.631532,178,254715,35.40,419.35
1223,5.337721,187,254902,35.39,419.35
1224,5.413488,185,255087,35.38,419.35
1225,5.438054,184,255271,35.39,419.35
1226,5.792848,172,255443,35.39,419.35
1227,6.384635,157,255600,35.40,419.35
1228,5.120391,195,255795,35.39,419.35
1229,4.380789,228,256023,35.39,419.35
1230,4.262442,235,256258,35.39,419.35
1231,4.400209,227,256485,35.39,419.35
1232,4.229246,236,256721,35.39,419.35
1233,4.238992,236,256957,35.39,419.35
1234,4.245550,235,257192,35.39,419.35
1235,4.476686,224,257416,35.39,419.35
1236,4.213676,237,257653,35.40,419.35
1237,4.151975,240,257893,35.39,419.35
1238,4.093710,245,258138,35.39,419.35
1239,4.433130,225,258363,35.38,419.43
1240,4.211157,237,258600,35.40,419.43
1241,4.302337,233,258833,35.43,419.43
1242,4.362544,229,259062,35.43,419.43
1243,4.304659,232,259294,35.44,419.52
1244,4.470636,224,259518,35.44,419.52
1245,4.315050,231,259749,35.45,424.62
1246,4.234592,236,259985,35.46,425.06
1247,4.408766,227,260212,35.50,425.41
1248,4.390833,228,260440,35.49,432.19
1249,4.549708,219,260659,35.51,434.04
1250,4.380143,228,260887,35.51,443.37
1251,4.460673,225,261112,35.51,443.63
1252,4.659985,214,261326,35.52,443.63
1253,4.474401,224,261550,35.52,443.72
1254,4.798744,208,261758,35.53,443.98
1255,4.515314,221,261979,35.53,443.98
1256,4.643407,215,262194,35.54,443.98
1257,4.686483,214,262408,35.54,443.98
1258,4.557147,219,262627,35.56,444.33
1259,4.605253,217,262844,35.55,444.33
1260,4.699564,213,263057,35.58,444.33
1261,4.467757,224,263281,35.57,444.33
1262,4.359590,229,263510,35.59,444.33
1263,4.556063,219,263729,35.58,444.33
1264,4.488626,223,263952,35.58,444.33
1265,4.356771,229,264181,35.58,444.33
1266,4.597030,218,264399,35.59,444.33
1267,4.441161,225,264624,35.59,444.33
1268,4.444396,225,264849,35.59,444.33
1269,4.481068,223,265072,35.60,444.33
1270,4.438080,225,265297,35.60,444.33
1271,4.594771,217,265514,35.59,444.33
1272,4.683023,214,265728,35.60,444.33
1273,4.482740,223,265951,35.61,444.33
1274,4.617942,206,266157,35.65,444.51
1275,6.048292,173,266330,35.66,449.87
1276,5.268537,190,266520,35.66,469.49
1277,5.651566,177,266697,35.67,479.26
1278,5.631409,177,266874,35.66,479.97
1279,7.096089,141,267015,35.66,480.58
1280,6.393489,156,267171,35.67,480.58
1281,6.439896,155,267326,35.67,480.58
1282,6.715653,149,267475,35.68,480.58
1283,6.269278,160,267635,35.69,480.58
1284,6.203119,161,267796,35.68,480.58
1285,6.612191,151,267947,35.69,480.58
1286,6.972270,143,268090,35.69,480.58
1287,7.331130,136,268226,35.70,480.67
1288,6.134679,164,268390,35.70,480.67
1289,5.130727,194,268584,35.70,480.67
1290,5.591268,179,268763,35.70,480.67
1291,5.371063,186,268949,35.71,480.67
1292,5.100190,196,269145,35.70,480.67
1293,5.511944,181,269326,35.71,480.67
1294,4.986950,201,269527,35.72,480.67
1295,5.402603,185,269712,35.71,480.67
1296,5.018372,199,269911,35.73,480.67
1297,5.373016,185,270096,35.72,480.67
1298,5.040103,199,270295,35.72,480.67
1299,5.266186,190,270485,35.73,480.67
1300,5.458393,183,270668,35.73,480.67
1301,5.015878,199,270867,35.73,480.67
1302,5.636185,177,271044,35.74,480.67
1303,5.297079,189,271233,35.74,480.67
1304,5.339274,178,271411,35.74,480.67
1305,6.640974,158,271569,35.73,480.67
1306,4.910479,203,271772,35.73,480.67
1307,5.074010,193,271965,35.73,480.67
1308,5.001825,204,272169,35.73,480.67
1309,4.828244,207,272376,35.74,480.67
1310,5.050241,198,272574,35.75,480.67
1311,4.906654,204,272778,35.74,480.67
1312,5.400840,185,272963,35.75,480.67
1313,4.889511,205,273168,35.76,480.67
1314,4.893361,204,273372,35.75,480.67
1315,5.285501,189,273561,35.77,480.67
1316,4.988882,200,273761,35.77,480.67
1317,5.206512,192,273953,35.77,480.67
1318,4.947665,202,274155,35.77,480.67
1319,4.826219,208,274363,35.78,480.67
1320,5.324068,187,274550,35.78,480.88
1321,4.777005,210,274760,35.79,480.88
1322,5.000896,200,274960,35.80,480.88
1323,4.688805,213,275173,35.80,480.88
1324,4.725583,211,275384,35.79,480.88
1325,5.034981,199,275583,35.80,480.88
1326,4.737908,211,275794,35.80,480.88
1327,5.121980,195,275989,35.80,480.88
1328,4.730162,211,276200,35.80,480.88
1329,4.748487,210,276410,35.80,480.88
1330,5.155862,194,276604,35.81,480.88
1331,4.804771,208,276812,35.80,480.88
1332,4.965858,202,277014,35.81,480.88
1333,4.747910,210,277224,35.81,480.88
1334,4.609078,217,277441,35.80,480.88
1335,4.907778,204,277645,35.82,480.88
1336,4.712177,212,277857,35.81,480.88
1337,5.052944,198,278055,35.81,480.88
1338,4.975414,200,278255,35.81,480.88
1339,5.832341,172,278427,35.81,480.88
1340,6.207565,161,278588,35.82,480.88
1341,5.705374,175,278763,35.82,480.88
1342,5.780308,173,278936,35.82,480.88
1343,5.937934,168,279104,35.82,480.88
1344,6.141763,163,279267,35.83,480.88
1345,5.721747,175,279442,35.82,480.88
1346,5.896593,169,279611,35.82,480.88
1347,6.445030,155,279766,35.83,480.88
1348,5.114272,196,279962,35.84,480.88
1349,4.540399,220,280182,35.83,480.88
1350,4.813807,208,280390,35.83,480.88
1351,4.511429,221,280611,35.84,480.88
1352,4.501218,222,280833,35.83,480.88
1353,4.920054,204,281037,35.83,480.88
1354,4.438673,225,281262,35.84,480.88
1355,4.884530,204,281466,35.85,480.88
1356,4.507210,222,281688,35.84,480.88
1357,4.474257,224,281912,35.84,480.88
1358,4.788959,208,282120,35.84,480.88
1359,4.409310,227,282347,35.84,480.88
1360,4.558596,219,282566,35.84,480.88
1361,4.856565,206,282772,35.84,480.88
1362,4.570862,219,282991,35.84,480.88
1363,5.027445,198,283189,35.85,480.88
1364,4.600492,218,283407,35.84,480.88
1365,4.488268,222,283629,35.83,480.88
1366,4.835698,207,283836,35.85,480.88
1367,4.502925,222,284058,35.85,480.88
