second,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2
0,25.568276,31910,31910,2.46,19.73
1,31.160639,29607,61517,50.33,140.06
2,39.350993,25774,87291,92.49,247.07
3,46.133090,21111,108402,131.19,370.88
4,52.499012,18418,126820,164.32,416.81
5,55.260523,16657,143477,194.49,584.75
6,55.617682,19019,162496,218.82,749.35
7,62.840064,14912,177408,240.26,804.84
8,64.263985,15399,192807,261.29,900.24
9,78.579882,12860,205667,278.96,1005.93
10,58.559822,17640,223307,296.40,1018.08
11,78.840134,10014,233321,310.75,1108.95
12,125.737595,9488,242809,324.45,1298.76
13,87.235714,11116,253925,337.05,1504.67
14,67.905106,9789,263714,348.78,1590.68
15,82.298998,10635,274349,356.53,1734.76
16,114.163200,9985,284334,365.96,1767.98
17,108.183957,10125,294459,374.58,1805.35
18,97.897947,9935,304394,383.48,1807.46
19,312.775831,2392,306786,391.00,1826.77
20,133.191384,4232,311018,394.63,1954.17
21,58.535063,9474,320492,392.59,1994.88
22,341.555090,1729,322221,390.69,2133.63
23,623.261024,488,322709,383.54,2133.63
24,0.000000,0,322709,377.81,2133.63
25,679.781403,334,323043,371.45,2147.96
26,0.000000,0,323043,362.66,2148.02
27,0.000000,0,323043,352.70,2148.09
28,0.000000,0,323043,342.40,2148.23
29,0.000000,0,323043,333.81,2148.36
30,0.000000,0,323043,325.30,2148.42
31,0.000000,0,323043,317.14,2148.42
32,0.000000,0,323043,309.68,2148.42
33,0.000000,0,323043,303.23,2148.42
34,0.000000,0,323043,296.91,2148.42
35,0.000000,0,323043,291.60,2148.42
36,0.000000,0,323043,285.56,2148.42
37,200.291558,2157,325200,279.44,2148.42
38,59.963494,17693,342893,277.25,2148.50
39,76.836715,10607,353500,280.55,2149.81
40,105.861306,10167,363667,287.18,2149.84
41,104.173265,9643,373310,294.84,2153.14
42,215.318888,3398,376708,301.90,2211.88
43,72.655343,8956,385664,308.59,2377.47
44,111.856578,9899,395563,314.24,2415.44
