second,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2
679,1.757221,566,351154,62.34,1572.07
680,1.758590,566,351720,62.33,1572.07
681,1.764762,563,352283,62.31,1572.07
682,1.926823,516,352799,62.29,1572.07
683,1.969639,507,353306,62.29,1572.07
684,1.921440,518,353824,62.28,1572.07
685,1.894839,525,354349,62.27,1572.07
686,1.938213,513,354862,62.26,1572.07
687,1.926384,517,355379,62.24,1572.07
688,1.999019,498,355877,62.23,1572.07
689,1.983272,501,356378,62.21,1572.07
690,2.032216,491,356869,62.19,1572.07
691,1.909359,522,357391,62.18,1572.07
692,3.224972,309,357700,62.14,1572.07
693,1.741874,571,358271,62.12,1572.07
694,2.529251,394,358665,62.11,1572.07
695,1.744082,569,359234,62.19,1572.07
696,2.033660,489,359723,62.38,1575.81
697,2.348015,424,360147,62.53,1623.80
698,1.770289,562,360709,62.61,1623.80
699,1.758062,565,361274,62.60,1623.80
700,1.744290,571,361845,62.58,1623.80
701,1.762949,564,362409,62.57,1623.80
702,1.770284,562,362971,62.56,1623.80
703,1.769226,561,363532,62.54,1623.80
704,1.763641,564,364096,62.53,1623.80
705,1.792130,555,364651,62.52,1623.80
706,1.815573,548,365199,62.51,1623.80
707,1.819572,546,365745,62.50,1623.80
708,1.863913,535,366280,62.49,1623.80
709,1.807941,550,366830,62.47,1623.80
710,2.042436,487,367317,62.45,1623.80
711,1.816578,548,367865,62.44,1623.80
712,4.103584,243,368108,62.43,1623.80
713,2.250044,443,368551,62.39,1623.80
714,3.327362,300,368851,62.42,1623.80
715,2.099174,474,369325,62.54,1623.80
716,2.251964,443,369768,62.73,1623.88
717,2.213668,450,370218,62.90,1800.81
718,1.971208,505,370723,62.89,1800.81
719,1.965329,506,371229,62.88,1800.81
720,1.890627,526,371755,62.86,1800.81
721,1.924103,517,372272,62.85,1800.81
722,1.832318,543,372815,62.84,1800.81
723,1.849272,538,373353,62.82,1800.81
724,1.837930,542,373895,62.80,1800.81
725,1.835400,543,374438,62.79,1800.81
726,1.820290,546,374984,62.77,1800.81
727,1.984699,444,375428,62.75,1800.81
728,3.070625,362,375790,62.70,1800.81
729,1.871011,521,376311,62.68,1800.81
730,2.012769,504,376815,62.68,1800.81
731,1.787521,556,377371,62.66,1800.81
732,1.793027,555,377926,62.64,1800.81
733,1.758938,566,378492,62.63,1800.81
734,2.715152,367,378859,62.66,1800.89
735,1.999308,494,379353,62.77,1800.89
736,1.820373,552,379905,62.96,1801.47
737,2.116149,470,380375,63.16,1801.52
738,1.749368,570,380945,63.15,1801.52
739,1.741068,572,381517,63.13,1801.52
740,1.760942,565,382082,63.12,1801.52
741,1.842519,540,382622,63.10,1801.52
742,1.938946,514,383136,63.09,1801.52
743,1.944415,512,383648,63.08,1801.52
744,2.005043,497,384145,63.07,1801.52
745,1.936705,514,384659,63.06,1801.52
746,1.935681,514,385173,63.05,1801.52
747,1.946758,511,385684,63.04,1801.52
748,3.918155,255,385939,63.00,1801.52
749,1.939708,513,386452,62.98,1801.52
750,1.987246,501,386953,62.97,1801.52
751,1.916368,520,387473,62.95,1801.52
752,1.755080,566,388039,62.94,1801.52
753,1.762123,473,388512,62.93,1801.52
754,2.345614,494,389006,62.99,1801.56
755,1.814899,548,389554,63.13,1801.56
756,2.103874,473,390027,63.28,1801.65
757,1.813101,549,390576,63.40,1818.31
758,1.780103,559,391135,63.41,1818.31
759,1.760875,565,391700,63.39,1818.31
760,1.760159,566,392266,63.38,1818.31
761,1.729731,575,392841,63.36,1818.31
762,1.741583,571,393412,63.35,1818.31
763,1.731654,574,393986,63.34,1818.31
764,1.702711,584,394570,63.32,1818.31
765,1.788000,556,395126,63.31,1818.31
766,1.822844,546,395672,63.30,1818.31
767,1.897305,524,396196,63.29,1818.31
768,2.964995,310,396506,63.28,1818.31
769,2.388193,450,396956,63.23,1818.31
770,1.857937,534,397490,63.22,1818.31
771,2.164690,460,397950,63.20,1818.31
772,2.182395,456,398406,63.18,1818.31
773,3.323974,300,398706,63.22,1818.36
774,2.523288,395,399101,63.35,1818.36
775,2.195831,454,399555,63.54,1818.36
776,2.613407,381,399936,63.69,1823.99
777,1.836197,541,400477,63.73,1826.72
778,1.820676,548,401025,63.72,1826.72
779,1.866095,533,401558,63.71,1826.72
780,1.880556,529,402087,63.70,1826.72
781,1.962952,507,402594,63.69,1826.72
782,1.791299,556,403150,63.67,1826.72
783,1.863486,533,403683,63.66,1826.72
784,1.818444,547,404230,63.64,1826.72
785,1.794068,555,404785,63.62,1826.72
786,1.808550,550,405335,63.60,1826.72
787,1.812629,549,405884,63.58,1826.72
788,1.849887,530,406414,63.57,1826.72
789,3.745001,270,406684,63.52,1826.72
790,1.874862,531,407215,63.50,1826.72
791,1.827766,545,407760,63.48,1826.72
792,1.764915,563,408323,63.46,1826.72
793,2.596900,384,408707,63.49,1826.72
794,2.016791,494,409201,63.59,1826.72
795,1.784589,558,409759,63.73,1826.74
796,2.813781,351,410110,63.92,1936.08
797,1.987494,506,410616,64.03,2046.88
798,1.762766,564,411180,64.02,2046.88
799,1.784084,557,411737,64.01,2046.88
800,1.813576,548,412285,64.00,2046.88
801,1.787621,556,412841,63.98,2046.88
802,1.946172,511,413352,63.97,2046.88
803,2.000590,497,413849,63.96,2046.88
804,1.934056,515,414364,63.95,2046.88
805,1.939740,513,414877,63.93,2046.88
806,1.997801,499,415376,63.93,2046.88
807,1.953187,509,415885,63.93,2046.88
808,1.906149,522,416407,63.91,2046.88
809,4.343197,230,416637,63.89,2046.88
810,2.027537,490,417127,63.85,2046.88
811,1.915899,519,417646,63.83,2046.88
812,1.753341,568,418214,63.82,2046.88
813,2.870630,347,418561,63.82,2046.88
814,1.741853,570,419131,63.90,2046.88
815,2.228172,447,419578,64.00,2073.54
816,2.042139,481,420059,64.22,2073.54
817,2.024482,497,420556,64.32,2324.45
818,1.733754,574,421130,64.32,2324.45
819,1.743784,570,421700,64.31,2324.45
820,1.754094,567,422267,64.30,2324.45
821,1.745331,570,422837,64.28,2324.45
822,1.764031,564,423401,64.27,2324.45
823,1.769639,562,423963,64.25,2324.45
824,1.773296,561,424524,64.24,2324.45
825,1.859526,535,425059,64.23,2324.45
826,1.906127,522,425581,64.22,2324.45
827,2.272456,419,426000,64.20,2324.45
828,1.952072,532,426532,64.21,2324.45
829,2.109600,433,426965,64.20,2324.45
830,3.374070,320,427285,64.16,2324.45
831,1.865011,534,427819,64.13,2324.45
832,2.111017,472,428291,64.12,2324.45
833,3.524602,283,428574,64.14,2324.45
834,2.132466,467,429041,64.24,2324.45
835,2.233129,446,429487,64.37,2350.60
836,2.065667,451,429938,64.51,2350.94
837,2.491248,426,430364,64.63,2408.19
838,1.953601,509,430873,64.62,2408.19
839,1.915906,520,431393,64.61,2408.19
840,1.890018,526,431919,64.60,2408.19
841,1.875709,530,432449,64.59,2408.19
842,1.786846,557,433006,64.58,2408.19
843,1.781911,558,433564,64.57,2408.19
844,1.807444,550,434114,64.55,2408.19
845,1.812907,549,434663,64.54,2408.19
846,1.816851,547,435210,64.52,2408.19
847,1.827229,544,435754,64.51,2408.19
848,1.873461,532,436286,64.49,2408.19
849,1.798158,553,436839,64.47,2408.19
850,4.263881,234,437073,64.43,2408.19
851,1.837775,542,437615,64.40,2408.19
852,1.829603,544,438159,64.38,2408.19
853,3.562642,280,438439,64.42,2417.25
854,1.848267,538,438977,64.50,2417.25
855,2.077207,476,439453,64.59,2443.27
856,1.943577,516,439969,64.76,2443.27
857,2.295573,434,440403,64.88,2443.35
858,1.777819,560,440963,64.92,2448.81
859,1.788468,556,441519,64.90,2448.81
860,1.782734,558,442077,64.89,2448.81
861,1.839313,542,442619,64.87,2448.81
862,1.949334,511,443130,64.86,2448.81
863,1.965945,507,443637,64.85,2448.81
864,2.212226,450,444087,64.86,2448.81
865,1.998550,497,444584,64.85,2448.81
866,1.986358,501,445085,64.84,2448.81
867,1.966390,507,445592,64.83,2448.81
868,2.059794,483,446075,64.81,2448.81
869,1.950715,511,446586,64.80,2448.81
870,2.615116,371,446957,64.78,2448.81
871,2.798455,365,447322,64.74,2448.81
872,1.762698,564,447886,64.71,2448.81
873,1.744157,393,448279,64.70,2448.81
874,2.835930,460,448739,64.76,2448.81
875,1.774383,561,449300,64.90,2448.81
876,2.268538,439,449739,65.02,2448.81
877,1.936546,514,450253,65.20,2449.74
878,1.794839,554,450807,65.26,2449.74
879,1.768242,562,451369,65.24,2449.74
880,1.883531,527,451896,65.23,2449.74
881,1.759016,567,452463,65.24,2449.74
882,1.735009,573,453036,65.22,2449.74
883,1.718573,578,453614,65.21,2449.74
884,1.764229,564,454178,65.19,2449.74
885,1.802516,552,454730,65.19,2449.74
886,1.840067,541,455271,65.17,2449.74
887,1.867159,532,455803,65.17,2449.74
888,1.839388,541,456344,65.16,2449.74
889,2.160607,461,456805,65.14,2449.74
890,1.855052,537,457342,65.13,2449.74
891,4.940837,202,457544,65.09,2449.74
892,2.279404,437,457981,65.06,2449.74
893,2.390327,259,458240,65.05,2449.74
894,3.650863,376,458616,65.12,2449.74
895,2.093557,475,459091,65.20,2449.76
896,2.852179,349,459440,65.34,2449.76
897,2.179832,439,459879,65.43,2449.84
898,2.346984,441,460320,65.61,2493.61
899,1.866192,533,460853,65.59,2493.61
900,1.870015,532,461385,65.58,2493.61
901,1.934794,515,461900,65.57,2493.61
902,1.791603,555,462455,65.55,2493.61
903,1.804422,552,463007,65.54,2493.61
904,1.809985,550,463557,65.53,2493.61
905,1.781565,559,464116,65.51,2493.61
906,1.770950,561,464677,65.49,2493.61
907,1.803915,551,465228,65.48,2493.61
908,1.897146,524,465752,65.46,2493.61
909,1.884632,528,466280,65.44,2493.61
910,1.847483,539,466819,65.41,2493.61
911,2.177538,385,467204,65.39,2493.61
912,2.912577,396,467600,65.35,2493.61
913,1.778263,559,468159,65.33,2493.61
914,3.532956,282,468441,65.34,2493.61
915,1.798753,553,468994,65.42,2502.49
916,1.835952,542,469536,65.50,2509.59
917,2.416902,412,469948,65.66,2537.07
918,1.823570,547,470495,65.79,2537.22
919,1.727515,576,471071,65.81,2537.22
920,1.775846,561,471632,65.82,2537.22
921,1.814096,548,472180,65.81,2537.22
922,1.929661,515,472695,65.79,2537.22
923,1.957051,507,473202,65.79,2537.22
924,1.934928,514,473716,65.78,2537.22
925,1.971552,506,474222,65.76,2537.22
926,1.981692,501,474723,65.75,2537.22
927,2.011513,495,475218,65.74,2537.22
928,2.048150,486,475704,65.73,2537.22
929,1.987709,501,476205,65.71,2537.22
930,2.065599,482,476687,65.69,2537.22
931,1.891385,526,477213,65.67,2537.22
932,4.816045,207,477420,65.64,2537.22
933,1.764735,564,477984,65.61,2537.22
934,3.863563,258,478242,65.61,2537.22
935,1.762311,564,478806,65.67,2537.22
936,1.746766,569,479375,65.75,2537.22
937,2.329471,428,479803,65.90,2537.22
938,2.009540,493,480296,66.04,2537.38
939,1.917148,521,480817,66.11,2537.38
940,1.751934,568,481385,66.10,2537.38
941,1.748006,569,481954,66.08,2537.38
942,1.764445,564,482518,66.07,2537.38
943,1.768417,563,483081,66.08,2537.38
944,1.746627,569,483650,66.07,2537.38
945,1.831514,544,484194,66.05,2537.38
946,1.904084,523,484717,66.04,2537.38
947,1.912874,520,485237,66.03,2537.38
948,1.993428,499,485736,66.02,2537.38
949,1.879088,529,486265,66.03,2537.38
950,1.927484,517,486782,66.01,2537.38
951,2.128940,468,487250,65.99,2537.38
952,2.947983,324,487574,65.97,2537.38
953,3.545275,293,487867,65.93,2537.38
954,2.199674,254,488121,65.93,2537.38
955,3.108727,462,488583,65.98,2537.38
956,1.883907,528,489111,66.06,2537.38
957,2.302361,433,489544,66.18,2537.38
958,1.983157,502,490046,66.35,2537.64
959,1.845511,539,490585,66.40,2537.64
960,1.853699,537,491122,66.39,2537.64
961,1.925449,516,491638,66.38,2537.64
962,1.832003,544,492182,66.37,2537.64
963,1.776317,560,492742,66.35,2537.64
964,1.774294,561,493303,66.34,2537.64
965,2.202627,452,493755,66.35,2537.64
966,1.774481,561,494316,66.33,2537.64
967,1.776116,560,494876,66.31,2537.64
968,1.803030,552,495428,66.30,2537.64
969,1.808101,551,495979,66.28,2537.64
970,1.905647,522,496501,66.27,2537.64
971,1.908345,520,497021,66.25,2537.64
972,1.990209,501,497522,66.24,2537.64
973,5.399800,185,497707,66.23,2537.64
974,1.722887,375,498082,66.18,2537.64
975,2.946464,457,498539,66.23,2537.64
976,1.741284,572,499111,66.30,2537.64
977,2.191898,455,499566,66.37,2537.64
978,1.876818,434,,,
