2016-03-28 07:52:24.566380 I | etcdmain: etcd Version: 2.3.0+git
2016-03-28 07:52:24.566446 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-03-28 07:52:24.566459 I | etcdmain: Go Version: go1.6
2016-03-28 07:52:24.566465 I | etcdmain: Go OS/Arch: linux/amd64
2016-03-28 07:52:24.566472 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-03-28 07:52:24.566542 I | etcdmain: listening for peers on http://10.240.0.12:2380
2016-03-28 07:52:24.566569 I | etcdmain: listening for client requests on 10.240.0.12:2379
2016-03-28 07:52:24.568937 I | etcdserver: name = etcd-1
2016-03-28 07:52:24.568956 I | etcdserver: data dir = /mnt/ssd0/data.etcd
2016-03-28 07:52:24.568964 I | etcdserver: member dir = /mnt/ssd0/data.etcd/member
2016-03-28 07:52:24.568970 I | etcdserver: heartbeat = 100ms
2016-03-28 07:52:24.568976 I | etcdserver: election = 1000ms
2016-03-28 07:52:24.568981 I | etcdserver: snapshot count = 10000
2016-03-28 07:52:24.568990 I | etcdserver: advertise client URLs = http://10.240.0.12:2379
2016-03-28 07:52:24.568996 I | etcdserver: initial advertise peer URLs = http://10.240.0.12:2380
2016-03-28 07:52:24.569009 I | etcdserver: initial cluster = etcd-1=http://10.240.0.12:2380,etcd-2=http://10.240.0.13:2380,etcd-3=http://10.240.0.14:2380
2016-03-28 07:52:24.578172 I | etcdserver: starting member f8ba34e834cb847d in cluster 1f5ca66cfce5f0e7
2016-03-28 07:52:24.578345 I | raft: f8ba34e834cb847d became follower at term 0
2016-03-28 07:52:24.578362 I | raft: newRaft f8ba34e834cb847d [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-03-28 07:52:24.578369 I | raft: f8ba34e834cb847d became follower at term 1
2016-03-28 07:52:24.621233 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-03-28 07:52:24.622432 E | etcdmain: failed to notify systemd for readiness: No socket
2016-03-28 07:52:24.622449 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-03-28 07:52:24.622549 N | etcdmain: serving insecure client requests on 10.240.0.12:2379, this is strongly discouraged!
2016-03-28 07:52:24.624104 N | etcdserver: added member cfc6e2e1de0e7922 [http://10.240.0.13:2380] to cluster 1f5ca66cfce5f0e7
2016-03-28 07:52:24.624181 N | etcdserver: added local member f8ba34e834cb847d [http://10.240.0.12:2380] to cluster 1f5ca66cfce5f0e7
2016-03-28 07:52:24.624244 N | etcdserver: added member f9e96ef8c0d0e08c [http://10.240.0.14:2380] to cluster 1f5ca66cfce5f0e7
2016-03-28 07:52:25.178795 I | raft: f8ba34e834cb847d is starting a new election at term 1
2016-03-28 07:52:25.178937 I | raft: f8ba34e834cb847d became candidate at term 2
2016-03-28 07:52:25.178952 I | raft: f8ba34e834cb847d received vote from f8ba34e834cb847d at term 2
2016-03-28 07:52:25.178969 I | raft: f8ba34e834cb847d [logterm: 1, index: 3] sent vote request to cfc6e2e1de0e7922 at term 2
2016-03-28 07:52:25.178984 I | raft: f8ba34e834cb847d [logterm: 1, index: 3] sent vote request to f9e96ef8c0d0e08c at term 2
2016-03-28 07:52:25.617824 I | rafthttp: the connection with cfc6e2e1de0e7922 became active
2016-03-28 07:52:26.079158 I | raft: f8ba34e834cb847d [logterm: 1, index: 3, vote: f8ba34e834cb847d] rejected vote from cfc6e2e1de0e7922 [logterm: 1, index: 3] at term 2
2016-03-28 07:52:26.278785 I | raft: f8ba34e834cb847d is starting a new election at term 2
2016-03-28 07:52:26.278929 I | raft: f8ba34e834cb847d became candidate at term 3
2016-03-28 07:52:26.278945 I | raft: f8ba34e834cb847d received vote from f8ba34e834cb847d at term 3
2016-03-28 07:52:26.278963 I | raft: f8ba34e834cb847d [logterm: 1, index: 3] sent vote request to cfc6e2e1de0e7922 at term 3
2016-03-28 07:52:26.278981 I | raft: f8ba34e834cb847d [logterm: 1, index: 3] sent vote request to f9e96ef8c0d0e08c at term 3
2016-03-28 07:52:26.285249 I | raft: f8ba34e834cb847d received vote from cfc6e2e1de0e7922 at term 3
2016-03-28 07:52:26.285280 I | raft: f8ba34e834cb847d [quorum:2] has received 2 votes and 0 vote rejections
2016-03-28 07:52:26.285303 I | raft: f8ba34e834cb847d became leader at term 3
2016-03-28 07:52:26.285332 I | raft: raft.node: f8ba34e834cb847d elected leader f8ba34e834cb847d at term 3
2016-03-28 07:52:26.292313 W | etcdserver: failed to reach the peerURL(http://10.240.0.14:2380) of member f9e96ef8c0d0e08c (Get http://10.240.0.14:2380/version: dial tcp 10.240.0.14:2380: getsockopt: connection refused)
2016-03-28 07:52:26.292340 W | etcdserver: cannot get the version of member f9e96ef8c0d0e08c (Get http://10.240.0.14:2380/version: dial tcp 10.240.0.14:2380: getsockopt: connection refused)
2016-03-28 07:52:26.292385 I | etcdserver: setting up the initial cluster version to 2.2
2016-03-28 07:52:26.296631 I | etcdserver: published {Name:etcd-1 ClientURLs:[http://10.240.0.12:2379]} to cluster 1f5ca66cfce5f0e7
2016-03-28 07:52:26.298766 N | etcdserver: set the initial cluster version to 2.2
2016-03-28 07:52:26.622887 I | rafthttp: the connection with f9e96ef8c0d0e08c became active
2016-03-28 07:52:30.294528 I | etcdserver: updating the cluster version from 2.2 to 2.3
2016-03-28 07:52:30.298922 N | etcdserver: updated the cluster version from 2.2 to 2.3
2016-03-28 07:54:04.834405 I | etcdserver: start to snapshot (applied: 10005, lastsnap: 0)
2016-03-28 07:54:04.871902 I | etcdserver: saved snapshot at index 10005
2016-03-28 07:54:04.872068 I | etcdserver: compacted raft log at 5005
2016-03-28 07:54:05.276888 I | etcdserver: start to snapshot (applied: 20057, lastsnap: 10005)
2016-03-28 07:54:05.316680 I | etcdserver: saved snapshot at index 20057
2016-03-28 07:54:05.316998 I | etcdserver: compacted raft log at 15057
2016-03-28 07:54:05.733802 I | etcdserver: start to snapshot (applied: 30265, lastsnap: 20057)
2016-03-28 07:54:05.764131 I | etcdserver: saved snapshot at index 30265
2016-03-28 07:54:05.764317 I | etcdserver: compacted raft log at 25265
2016-03-28 07:54:06.210198 I | etcdserver: start to snapshot (applied: 40961, lastsnap: 30265)
2016-03-28 07:54:06.247397 I | etcdserver: saved snapshot at index 40961
2016-03-28 07:54:06.247616 I | etcdserver: compacted raft log at 35961
2016-03-28 07:54:06.726285 I | etcdserver: start to snapshot (applied: 51224, lastsnap: 40961)
2016-03-28 07:54:06.764245 I | etcdserver: saved snapshot at index 51224
2016-03-28 07:54:06.764460 I | etcdserver: compacted raft log at 46224
2016-03-28 07:54:07.458273 I | etcdserver: start to snapshot (applied: 61328, lastsnap: 51224)
2016-03-28 07:54:07.494146 I | etcdserver: saved snapshot at index 61328
2016-03-28 07:54:07.494502 I | etcdserver: compacted raft log at 56328
2016-03-28 07:54:08.001380 I | etcdserver: start to snapshot (applied: 71422, lastsnap: 61328)
2016-03-28 07:54:08.039329 I | etcdserver: saved snapshot at index 71422
2016-03-28 07:54:08.039530 I | etcdserver: compacted raft log at 66422
2016-03-28 07:54:08.576838 I | etcdserver: start to snapshot (applied: 81904, lastsnap: 71422)
2016-03-28 07:54:08.610274 I | etcdserver: saved snapshot at index 81904
2016-03-28 07:54:08.610537 I | etcdserver: compacted raft log at 76904
2016-03-28 07:54:09.099831 I | etcdserver: start to snapshot (applied: 92023, lastsnap: 81904)
2016-03-28 07:54:09.138314 I | etcdserver: saved snapshot at index 92023
2016-03-28 07:54:09.138520 I | etcdserver: compacted raft log at 87023
2016-03-28 07:54:09.626253 I | etcdserver: start to snapshot (applied: 102204, lastsnap: 92023)
2016-03-28 07:54:09.694267 I | etcdserver: saved snapshot at index 102204
2016-03-28 07:54:09.694447 I | etcdserver: compacted raft log at 97204
2016-03-28 07:54:10.156958 I | etcdserver: start to snapshot (applied: 112310, lastsnap: 102204)
2016-03-28 07:54:10.206233 I | etcdserver: saved snapshot at index 112310
2016-03-28 07:54:10.206554 I | etcdserver: compacted raft log at 107310
2016-03-28 07:54:10.709945 I | etcdserver: start to snapshot (applied: 122550, lastsnap: 112310)
