second,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4
390,13062.071656,32,1572520,131.23,4549.33
391,13034.464855,11,1572531,131.00,4549.33
392,13048.118159,14,1572545,130.74,4550.17
393,13154.233876,16,1572561,130.43,4550.17
394,13171.935890,55,1572616,130.17,4550.17
395,13172.856470,55,1572671,130.04,4550.17
396,13147.065098,10,1572681,129.98,4550.17
397,13112.296147,52,1572733,129.88,4550.17
398,13228.625997,130,1572863,129.58,4550.17
399,13229.423772,377,1573240,129.28,4550.17
400,13135.489024,105,1573345,128.99,4550.17
401,13127.277226,96,1573441,128.69,4550.17
402,13162.624435,45,1573486,128.39,4550.17
403,13069.156735,30,1573516,128.10,4550.17
404,13040.187822,13,1573529,127.81,4550.17
405,12994.823417,16,1573545,127.51,4550.17
406,12991.632643,16,1573561,127.28,4550.17
407,12956.104800,54,1573615,127.13,4550.17
408,12994.462842,57,1573672,127.03,4550.17
409,12949.825355,19,1573691,126.98,4550.17
410,13084.321113,42,1573733,126.69,4550.17
411,13092.832541,124,1573857,126.41,4550.17
412,13265.809668,253,1574110,126.13,4550.17
413,13278.034733,136,1574246,125.85,4550.17
414,13335.029735,64,1574310,125.57,4550.17
415,14994.690258,35,1574345,125.28,4550.17
416,15032.613508,95,1574440,125.00,4550.17
417,15020.857423,46,1574486,124.72,4550.17
418,15025.323764,32,1574518,124.44,4550.17
419,15133.718124,9,1574527,124.36,4550.17
420,15105.120016,15,1574542,124.08,4550.17
421,15072.830030,15,1574557,123.93,4550.17
422,15100.876167,58,1574615,123.74,4550.17
423,15148.634115,56,1574671,123.46,4550.17
424,15076.617741,11,1574682,123.17,4550.17
425,15080.509587,48,1574730,122.88,4550.17
426,15086.106528,127,1574857,122.60,4550.17
427,15133.878183,224,1575081,122.34,4550.17
428,15159.160293,165,1575246,122.08,4550.17
429,14412.788389,118,1575364,121.80,4550.17
430,13878.217467,77,1575441,121.57,4550.17
431,13911.552016,46,1575487,121.52,4550.17
432,14007.435041,29,1575516,121.27,4550.17
433,14070.469073,12,1575528,121.00,4550.17
434,14072.624040,14,1575542,120.94,4550.36
435,14096.525425,15,1575557,120.67,4550.36
436,14039.549247,58,1575615,120.40,4550.36
437,13980.273874,55,1575670,120.15,4550.36
438,13995.453845,11,1575681,119.89,4550.36
439,13971.001554,51,1575732,119.64,4550.36
440,13977.836668,63,1575795,119.38,4550.36
441,14049.941204,247,1576042,119.14,4550.36
442,14062.846722,204,1576246,119.09,4550.36
443,13987.864946,102,1576348,118.90,4550.36
444,14095.245073,92,1576440,118.78,4550.36
445,13972.859792,47,1576487,118.53,4550.36
446,14059.663831,29,1576516,118.47,4550.36
447,13938.978134,12,1576528,118.23,4550.36
448,14000.676095,15,1576543,118.00,4550.36
449,13978.112848,15,1576558,117.83,4550.36
450,14018.960381,57,1576615,117.66,4550.36
451,13958.419337,56,1576671,117.49,4550.36
452,13965.049523,10,1576681,117.32,4550.36
453,13960.590717,49,1576730,117.18,4550.36
454,14050.943669,66,1576796,117.35,4550.36
455,14038.819005,200,1576996,117.19,4550.36
456,14124.790616,250,1577246,117.21,4550.36
457,14142.741427,103,1577349,117.01,4550.36
458,14073.080751,91,1577440,116.78,4550.36
459,14081.346310,47,1577487,116.54,4550.36
460,14086.625545,29,1577516,116.30,4550.36
461,14051.752026,11,1577527,116.07,4550.36
462,14133.286484,14,1577541,115.86,4550.36
463,14135.992582,17,1577558,115.80,4550.36
464,14027.627708,57,1577615,115.57,4550.36
465,14069.356170,55,1577670,115.34,4550.36
466,14063.299436,12,1577682,115.13,4550.36
467,14139.759383,51,1577733,115.06,4550.36
468,14048.785929,63,1577796,115.00,4550.36
469,14140.871546,198,1577994,114.79,4550.36
470,14155.147970,183,1578177,114.57,4550.36
471,14229.673498,171,1578348,114.35,4550.36
472,14114.060356,92,1578440,114.13,4550.36
473,14067.638909,47,1578487,113.91,4550.36
474,14065.408359,29,1578516,113.68,4550.36
475,14078.980007,12,1578528,113.64,4550.36
476,14075.304751,11,1578539,113.41,4550.36
477,14039.662039,19,1578558,113.19,4550.36
478,13939.812979,57,1578615,112.97,4550.36
479,13979.041916,57,1578672,112.92,4550.36
480,13906.627374,10,1578682,112.71,4550.36
481,13924.464990,13,1578695,112.66,4550.36
482,14630.035539,43,1578738,112.44,4550.36
483,0.000000,0,1578738,112.22,4550.36
484,0.000000,0,1578738,112.01,4550.36
485,15155.386486,506,1579244,111.81,4550.36
486,0.000000,0,1579244,111.59,4550.36
487,0.000000,0,1579244,111.38,4550.36
488,15999.920844,269,1579513,111.16,4550.36
489,0.000000,0,1579513,110.92,4550.36
490,0.000000,0,1579513,110.75,4550.36
491,0.000000,0,1579513,110.73,4550.36
492,0.000000,0,1579513,110.53,4550.36
493,0.000000,0,1579513,110.48,4550.36
494,0.000000,0,1579513,110.27,4550.36
495,0.000000,0,1579513,110.05,4550.36
496,15416.395362,313,1579826,109.81,4550.36
497,0.000000,0,1579826,109.61,4550.36
498,0.000000,0,1579826,109.39,4550.36
499,0.000000,0,1579826,109.18,4550.36
500,0.000000,0,1579826,108.94,4550.36
501,0.000000,0,1579826,108.76,4550.36
502,0.000000,0,1579826,108.59,4550.36
503,18793.389332,195,1580021,108.38,4550.36
504,17597.788154,455,1580476,108.19,4550.36
505,6754.961669,583,1581059,108.01,4550.36
506,1937.465059,519,1581578,107.84,4550.36
507,1859.822578,260,1581838,107.76,4550.36
508,2180.238905,650,1582488,107.78,4550.36
509,2023.762186,390,1582878,107.81,4550.36
510,2008.302652,520,1583398,107.63,4550.36
511,1882.133605,650,1584048,107.46,4550.36
512,1739.538843,129,1584177,107.29,4550.36
513,2538.385176,454,1584631,107.10,4550.36
514,3182.400822,195,1584826,106.92,4550.36
515,3592.688454,260,1585086,106.82,4550.36
516,3670.073501,261,1585347,106.71,4550.36
517,3883.116961,259,1585606,106.66,4550.36
518,3948.926602,261,1585867,106.50,4550.36
519,4013.372973,220,1586087,106.31,4550.36
520,4020.129055,260,1586347,106.22,4550.36
521,3982.266366,260,1586607,106.12,4550.36
522,4146.579417,195,1586802,105.94,4550.36
523,4138.283456,284,1587086,105.76,4550.36
524,4113.032554,212,1587298,105.59,4550.36
525,3996.033444,309,1587607,105.41,4550.36
526,4031.165515,196,1587803,105.23,4550.36
527,4056.070577,220,1588023,105.05,4550.36
528,4170.466995,260,1588283,105.03,4550.36
529,4234.415153,261,1588544,104.97,4550.36
530,4324.699248,194,1588738,104.84,4550.36
531,4245.787093,197,1588935,104.67,4550.36
532,4397.756440,281,1589216,104.54,4550.36
533,4366.544073,198,1589414,104.48,4550.36
534,4494.528026,195,1589609,104.30,4550.36
535,4453.044748,260,1589869,104.13,4550.36
536,4536.989081,153,1590022,103.96,4550.36
537,4692.697733,261,1590283,103.78,4550.36
538,4941.877662,132,1590415,103.61,4550.36
539,4868.707519,258,1590673,103.44,4550.36
540,4839.601343,198,1590871,103.42,4550.36
541,4754.262224,215,1591086,103.27,4550.36
542,4794.848377,199,1591285,103.25,4550.36
543,4875.338519,194,1591479,103.13,4550.36
544,4863.625035,259,1591738,103.02,4550.36
545,5089.858231,133,1591871,103.07,4550.36
546,5079.016045,215,1592086,102.96,4550.36
547,5282.391740,134,1592220,102.85,4550.36
548,5263.541999,195,1592415,102.89,4550.36
549,5271.602639,258,1592673,102.80,4550.36
550,5240.174011,146,1592819,102.69,4550.36
551,5355.611500,182,1593001,102.56,4550.36
552,5479.601238,89,1593090,102.55,4550.36
553,5435.522462,263,1593353,102.39,4550.36
554,5343.065174,197,1593550,102.22,4550.36
555,5361.435432,191,1593741,102.06,4550.36
556,5472.383571,134,1593875,101.90,4550.36
557,5533.344406,213,1594088,101.97,4550.36
558,5536.903380,135,1594223,101.88,4550.36
559,5605.651161,133,1594356,101.72,4550.36
560,5876.138031,255,1594611,101.55,4550.36
561,5842.274950,194,1594805,101.39,4550.36
562,5791.187716,132,1594937,101.23,4550.36
563,5840.441744,151,1595088,101.07,4550.36
564,5821.383580,137,1595225,101.06,4550.36
565,5936.980984,132,1595357,100.91,4550.36
566,5944.583789,256,1595613,100.75,4550.36
567,5986.927625,193,1595806,100.60,4550.36
568,5940.674433,81,1595887,100.44,4550.36
569,6165.420384,200,1596087,100.42,4550.36
570,6120.249081,136,1596223,100.43,4550.36
571,6124.349107,134,1596357,100.27,4550.36
572,6061.427326,193,1596550,100.12,4550.36
573,6102.108761,191,1596741,99.96,4550.36
574,6195.283915,145,1596886,99.80,4550.36
575,6202.561710,118,1597004,99.64,4550.36
576,6340.279036,152,1597156,99.49,4550.36
577,6320.998979,133,1597289,99.47,4550.36
578,6444.344248,194,1597483,99.31,4550.36
579,6528.084224,192,1597675,99.15,4550.36
580,6702.984041,132,1597807,99.00,4550.36
581,6595.715156,82,1597889,98.85,4550.36
582,6667.479335,199,1598088,98.86,4550.36
583,6606.477004,137,1598225,98.71,4550.36
584,6612.563143,132,1598357,98.56,4550.36
585,6728.515809,192,1598549,98.40,4550.36
586,6848.158193,127,1598676,98.24,4550.36
587,6950.246297,145,1598821,98.08,4550.36
588,6830.573108,133,1598954,97.93,4550.36
589,6876.560591,138,1599092,97.93,4550.36
590,6812.564725,134,1599226,97.78,4550.36
591,6754.249106,133,1599359,97.62,4550.36
592,6779.426592,191,1599550,97.46,4484.83
593,6780.186552,190,1599740,97.31,4380.57
594,6838.568848,82,1599822,97.31,4309.32
595,6842.011856,132,1599954,97.17,4309.32
596,7006.282509,138,1600092,97.03,4309.32
597,6958.347757,136,1600228,96.88,4309.32
598,6999.980015,193,1600421,96.74,4309.32
599,6960.306100,132,1600553,96.59,4309.32
600,6959.808843,188,1600741,96.45,4309.32
601,6959.217533,81,1600822,96.43,4309.32
602,7018.841114,132,1600954,96.29,4309.32
603,6958.302427,119,1601073,96.29,4309.32
604,6975.517512,157,1601230,96.14,4309.32
605,7035.221511,191,1601421,96.00,4309.32
606,6955.327521,132,1601553,95.86,4309.32
607,6959.967329,189,1601742,95.87,4309.32
608,6834.478345,82,1601824,95.73,4309.49
609,6877.536314,180,1602004,95.59,4309.49
