second,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4
0,86.400579,9168,9168,1.70,16.53
1,95.051143,10971,20139,33.25,56.25
2,107.544941,9373,29512,58.26,73.96
3,114.598946,8642,38154,77.00,92.57
4,111.507587,9145,47299,91.90,98.56
5,106.367149,9218,56517,104.08,117.01
6,112.109653,8980,65497,115.19,136.11
7,109.212430,9291,74788,124.48,129.42
8,110.167855,9063,83851,132.90,148.92
9,107.243264,9298,93149,139.49,171.26
10,112.598242,8844,101993,146.63,192.33
11,110.244271,9122,111115,152.16,212.19
12,109.778010,8976,120091,157.16,233.15
13,102.018125,9984,130075,160.90,248.54
14,109.831349,9045,139120,165.83,212.70
15,100.866838,9899,149019,170.07,233.59
16,113.764015,8387,157406,174.05,257.15
17,112.827907,9253,166659,177.21,273.77
18,108.929543,9258,175917,179.69,290.49
19,111.460857,8994,184911,182.42,310.69
20,102.061340,9773,194684,184.95,333.82
21,104.893923,9539,204223,187.74,350.81
22,104.004812,9535,213758,190.09,371.61
23,111.527553,9042,222800,192.63,397.49
24,110.537846,9052,231852,195.01,416.95
25,124.312945,7879,239731,196.52,430.06
26,124.153330,8269,248000,197.99,449.18
27,125.456275,7785,255785,199.32,469.90
28,110.277909,9084,264869,199.97,487.77
29,120.882429,8328,273197,201.25,397.66
30,122.322485,8203,281400,201.80,413.82
31,128.411505,7727,289127,202.95,430.88
32,104.687619,9488,298615,203.72,449.87
33,125.099355,7991,306606,204.68,470.01
34,119.842366,8334,314940,205.14,479.27
35,104.410162,9701,324641,205.85,501.00
36,111.086746,9038,333679,207.19,522.16
37,108.885583,9149,342828,208.06,537.20
38,98.945369,10031,352859,209.50,558.38
39,110.225965,9053,361912,210.29,577.91
40,114.944285,8694,370606,211.13,596.39
41,98.998576,10171,380777,211.79,615.87
42,119.146758,8305,389082,213.13,637.99
43,109.802617,8563,397645,213.44,649.42
44,119.018115,8985,406630,213.94,669.90
45,114.863769,8696,415326,214.36,685.15
46,113.926534,8671,423997,215.29,704.37
47,134.494440,7610,431607,215.20,718.27
48,105.848915,9355,440962,215.76,739.77
49,123.846241,8117,449079,216.23,754.66
50,98.787979,10126,459205,217.10,777.86
51,115.046920,8671,467876,217.94,795.67
52,106.142399,9371,477247,218.37,817.80
53,118.889499,8402,485649,219.11,831.64
54,101.749646,9858,495507,219.68,851.51
55,115.229354,8562,504069,220.29,868.46
56,94.939447,10254,514323,220.85,882.28
57,124.575323,8437,522760,221.59,907.69
58,101.260264,9763,532523,221.86,697.33
59,117.276194,8511,541034,222.41,724.13
60,95.731631,10495,551529,222.88,738.41
61,129.324673,7690,559219,223.43,764.81
62,99.836570,10009,569228,223.36,769.89
63,126.021014,7912,577140,224.14,795.87
64,96.540708,10335,587475,224.45,811.09
65,101.862292,9911,597386,224.92,827.25
66,120.362147,8282,605668,225.51,854.81
67,94.511996,9937,615605,225.34,858.52
68,125.882246,8347,623952,226.35,891.20
69,102.440523,9750,633702,226.53,901.82
70,105.287831,9650,643352,226.81,920.39
71,128.332030,7760,651112,227.52,950.01
72,96.587576,10057,661169,227.34,954.51
73,108.026856,7700,668869,227.84,975.87
74,119.188043,10010,678879,228.35,1000.89
75,99.143639,10149,689028,228.24,1005.11
76,144.984142,6765,695793,228.64,1037.12
77,102.450582,9884,705677,229.19,1049.87
78,109.699359,9060,714737,229.01,1056.02
79,149.087008,6753,721490,229.08,1085.36
80,96.796799,10355,731845,229.53,1106.54
81,103.664101,8742,740587,229.59,1113.16
82,151.417763,6956,747543,229.70,1147.73
83,93.912139,11181,758724,230.23,1165.81
84,93.795630,10334,769058,230.24,1172.40
85,145.324553,6848,775906,230.67,1203.83
86,104.164647,9776,785682,231.08,1221.93
87,104.592498,9423,795105,230.99,1228.29
88,138.168267,7349,802454,230.95,1248.65
89,98.489842,10194,812648,231.28,1267.76
90,102.320839,9706,822354,231.68,1282.30
91,139.160198,7247,829601,231.68,1302.22
92,101.270732,9812,839413,231.85,1321.42
93,96.390576,10392,849805,232.24,1342.15
94,153.879511,6411,856216,232.10,1362.19
95,94.434202,10741,866957,232.07,1365.90
96,107.730310,9210,876167,232.55,1390.34
97,146.545076,6581,882748,232.60,1412.01
98,168.113814,6213,888961,232.07,1432.43
99,93.127777,10722,899683,231.95,1441.84
100,111.747061,9003,908686,232.39,1463.15
101,109.733577,7722,916408,232.71,1484.19
102,120.205527,9406,925814,232.78,1498.53
103,94.283566,10843,936657,232.70,1503.97
104,144.142520,6598,943255,233.07,1539.66
105,220.542829,3674,946929,232.71,1557.32
106,124.504688,9897,956826,232.59,1566.48
107,93.761040,10629,967455,232.56,1573.06
108,117.713218,8325,975780,232.72,1593.98
109,156.786527,6502,982282,233.50,1632.71
110,100.599201,9933,992215,233.46,1637.68
111,101.877029,9859,1002074,233.41,1644.90
112,103.649348,8129,1010203,233.33,1663.44
113,174.532227,6632,1016835,233.80,1701.66
114,95.581186,10345,1027180,234.19,1710.16
115,105.134775,9606,1036786,234.04,1715.20
116,106.995208,7269,1044055,233.92,1295.86
117,132.941499,8221,1052276,234.20,1325.03
118,104.452374,10812,1063088,234.84,1348.56
119,95.971991,10256,1073344,234.77,1355.21
120,129.319203,7124,1080468,234.63,1376.02
121,100.498874,10229,1090697,234.70,1383.09
122,116.529140,9128,1099825,235.26,1425.77
123,99.187200,10086,1109911,235.42,1434.17
124,106.759688,7589,1117500,235.36,1449.05
125,146.113111,8182,1125682,235.33,1460.03
126,97.349479,9956,1135638,235.19,1478.89
127,143.903062,6984,1142622,235.79,1513.04
128,131.559512,7523,1150145,235.52,1519.30
129,156.524331,4849,1154994,235.03,1543.46
130,127.369906,9798,1164792,235.13,1548.89
131,97.551191,9905,1174697,235.02,1559.38
132,153.451125,6704,1181401,235.60,1598.58
133,162.439687,6091,1187492,235.16,1606.00
134,158.840625,5555,1193047,234.53,1620.83
135,151.748188,7528,1200575,234.54,1631.56
136,95.901328,10496,1211071,234.37,1636.25
137,138.192625,6775,1217846,234.50,1659.59
138,245.748314,4069,1221915,233.98,1683.42
139,203.469617,5003,1226918,233.60,1687.89
140,178.851813,4560,1231478,232.92,1704.90
141,146.405180,8342,1239820,232.91,1711.76
142,95.289911,10310,1250130,232.85,1717.15
143,126.351909,8066,1258196,232.77,1739.99
144,212.171286,4429,1262625,232.61,1755.78
145,150.173252,7080,1269705,232.41,1774.47
146,180.992373,5547,1275252,232.50,1794.96
147,107.664947,9237,1284489,232.29,1800.06
148,107.347446,9343,1293832,232.13,1806.83
149,107.934251,9318,1303150,231.96,1813.17
150,133.563325,7455,1310605,232.07,1840.29
151,169.469462,5926,1316531,232.25,1882.32
152,114.530408,8471,1325002,232.57,1887.37
153,110.557617,9320,1334322,232.39,1894.31
154,111.971457,8768,1343090,232.22,1902.69
155,106.797456,8681,1351771,232.11,1919.87
156,156.350586,6996,1358767,232.26,1952.93
157,117.232743,8559,1367326,232.58,1981.39
158,90.535826,10864,1378190,232.96,1989.71
159,99.108737,10239,1388429,232.92,1994.97
160,98.771857,9038,1397467,232.90,2017.26
161,159.930239,6823,1404290,232.98,2024.56
162,94.611745,10746,1415036,233.38,2051.81
163,191.550954,4988,1420024,233.47,2084.04
164,175.108578,5699,1425723,232.94,2088.35
165,174.622135,5737,1431460,232.38,2094.17
166,177.406811,5633,1437093,231.84,2104.87
167,243.280123,4274,1441367,231.65,2126.88
168,104.148050,9455,1450822,231.56,2131.83
169,95.806767,10165,1460987,231.60,2156.18
170,155.868647,6549,1467536,232.18,2190.90
171,157.472202,6330,1473866,231.85,2198.62
172,157.586470,6192,1480058,231.43,2204.75
173,169.435910,4100,1484158,231.15,2227.27
174,141.877227,9452,1493610,231.31,2230.45
175,99.266291,10200,1503810,231.54,2234.96
176,186.179205,5004,1508814,232.24,2301.58
177,233.382220,4202,1513016,232.13,2305.94
178,218.456623,4780,1517796,231.79,2310.06
179,201.416763,4933,1522729,231.51,2314.38
180,200.908728,4939,1527668,231.23,2324.16
181,256.755137,4117,1531785,231.40,2345.00
182,160.094097,5736,1537521,231.76,2423.50
183,207.290438,4999,1542520,232.07,2428.90
184,201.487237,4919,1547439,231.76,2433.20
185,241.893104,4022,1551461,231.40,2570.70
186,255.336002,3862,1555323,230.96,2820.01
187,257.076348,1136,1556459,230.30,3119.48
188,0.000000,0,1556459,229.83,3299.39
189,2698.950773,77,1556536,229.06,3418.07
190,3447.273320,533,1557069,228.97,3605.74
191,3942.671463,447,1557516,228.08,3758.56
192,1769.593997,991,1558507,228.11,3816.75
193,1114.207889,347,1558854,227.15,3816.75
194,1673.403147,653,1559507,227.06,3818.80
195,2365.856781,106,1559613,226.04,3818.80
196,2434.782784,816,1560429,225.52,3818.80
197,2283.553793,92,1560521,224.50,3818.80
198,2952.041997,13,1560534,223.46,3818.80
199,3883.511080,8,1560542,222.42,3818.80
200,4826.619362,15,1560557,221.82,3818.80
201,5712.257962,45,1560602,220.81,3818.80
202,6378.280493,42,1560644,220.40,3822.30
203,6976.951001,29,1560673,219.54,3848.42
204,8139.577232,17,1560690,218.70,3874.12
205,8985.871087,39,1560729,218.30,3878.92
206,9956.756734,125,1560854,217.47,3878.92
207,10833.392877,193,1561047,216.65,3878.92
208,11665.980081,163,1561210,215.84,3878.92
209,0.000000,0,1561210,215.08,3878.92
210,13894.131704,27,1561237,214.28,3962.80
211,0.000000,0,1561237,213.57,4251.26
212,0.000000,0,1561237,212.88,4258.14
213,16669.881545,3,1561240,211.96,4267.69
214,0.000000,0,1561240,210.91,4267.79
215,0.000000,0,1561240,210.05,4267.79
216,19900.300496,17,1561257,209.19,4274.12
217,0.000000,0,1561257,208.33,4274.12
218,0.000000,0,1561257,207.62,4274.12
219,0.000000,0,1561257,206.70,4274.12
220,23329.637435,2,1561259,205.79,4274.12
221,0.000000,0,1561259,204.86,4280.53
222,0.000000,0,1561259,204.07,4280.53
223,27089.369386,42,1561301,203.30,4280.53
224,0.000000,0,1561301,202.43,4286.95
225,0.000000,0,1561301,201.54,4286.95
226,0.000000,0,1561301,200.65,4286.95
227,30435.603796,1,1561302,199.80,4286.95
228,0.000000,0,1561302,198.74,4290.14
229,32898.480074,64,1561366,198.02,4290.14
230,33258.624294,95,1561461,197.32,4302.95
231,34304.963378,19,1561480,196.53,4345.68
232,35180.930393,31,1561511,196.14,4354.17
233,36018.850644,8,1561519,195.69,4354.17
234,36168.459995,12,1561531,195.26,4354.17
235,36540.670507,8,1561539,194.49,4354.17
236,36179.820119,17,1561556,193.71,4354.17
237,36107.509669,38,1561594,192.94,4356.33
238,36082.647425,49,1561643,192.19,4391.33
239,36090.077860,30,1561673,191.45,4426.46
240,36075.015226,17,1561690,190.70,4461.73
241,36087.623114,39,1561729,189.96,4491.23
242,36063.424223,124,1561853,189.24,4525.62
243,33510.323449,448,1562301,188.85,4538.24
244,14452.972818,153,1562454,188.15,4538.24
245,14310.616765,25,1562479,187.60,4538.24
246,14258.859239,31,1562510,187.31,4538.33
247,14163.492770,8,1562518,186.70,4538.33
248,14128.928526,13,1562531,185.99,4538.33
249,13281.020301,19,1562550,185.29,4538.33
250,13168.318252,43,1562593,184.60,4538.33
251,13175.912061,49,1562642,184.24,4538.42
252,13182.293382,29,1562671,183.55,4538.42
253,13182.286631,15,1562686,182.87,4538.42
254,13183.583704,40,1562726,182.19,4538.42
255,13197.146083,123,1562849,181.53,4538.42
256,13180.975668,389,1563238,180.87,4538.42
257,13305.200901,129,1563367,180.24,4538.42
258,13763.361143,91,1563458,179.93,4538.42
259,13989.259740,20,1563478,179.94,4538.42
260,14022.076837,32,1563510,179.29,4538.42
261,14017.002135,8,1563518,178.65,4538.42
262,14042.519212,9,1563527,178.00,4538.42
263,14324.857947,19,1563546,177.37,4538.42
264,14412.905860,14,1563560,176.74,4538.42
265,14373.599793,54,1563614,176.11,4538.42
266,14363.052469,52,1563666,175.50,4538.42
267,14363.334373,10,1563676,174.89,4538.42
268,14355.543111,42,1563718,174.41,4538.42
269,14348.214587,71,1563789,173.98,4538.42
270,14348.586525,257,1564046,173.70,4538.42
271,14346.639616,259,1564305,173.45,4538.50
272,14598.104446,64,1564369,172.86,4538.50
273,15005.364039,89,1564458,172.28,4538.50
274,15019.885515,20,1564478,171.69,4538.50
275,15029.043047,31,1564509,171.11,4538.50
276,15034.561715,9,1564518,170.80,4538.50
277,15039.277206,9,1564527,170.26,4538.50
278,15080.634862,18,1564545,169.69,4538.50
279,15175.972696,13,1564558,169.12,4538.50
280,15328.819279,52,1564610,168.55,4538.50
281,15398.282648,34,1564644,167.99,4538.50
282,15394.390432,29,1564673,167.72,4538.50
283,15439.920835,17,1564690,167.47,4538.50
284,15388.057173,42,1564732,166.92,4538.50
285,15383.937802,122,1564854,166.37,4538.55
286,15466.886311,448,1565302,166.14,4538.55
287,15441.383673,58,1565360,165.63,4538.55
288,15532.749580,70,1565430,165.09,4538.55
289,15348.623533,34,1565464,164.55,4538.55
290,15363.187025,18,1565482,164.02,4538.55
291,15563.972166,33,1565515,163.49,4538.55
292,15353.222452,7,1565522,162.97,4538.55
293,15469.357023,11,1565533,162.45,4538.55
294,15601.607180,15,1565548,162.18,4538.55
295,15762.278979,13,1565561,161.85,4538.55
296,15751.604222,52,1565613,161.48,4541.38
297,15674.754488,52,1565665,160.98,4541.38
298,15738.304675,11,1565676,160.76,4541.38
299,15671.879721,17,1565693,160.25,4541.38
300,15710.753697,94,1565787,159.75,4541.38
301,15739.215377,195,1565982,159.26,4541.38
302,15867.178183,289,1566271,158.77,4541.38
303,15817.464826,97,1566368,158.30,4541.38
304,15684.495496,64,1566432,157.81,4541.38
305,15706.543611,46,1566478,157.33,4541.38
306,15566.208868,32,1566510,156.84,4541.38
307,15559.551344,10,1566520,156.65,4541.38
308,15381.152296,9,1566529,156.43,4541.38
309,15423.083083,11,1566540,155.96,4541.38
310,15371.321443,18,1566558,155.77,4541.38
311,15435.739561,37,1566595,155.30,4541.38
312,15336.303266,69,1566664,154.84,4541.38
313,15213.577091,10,1566674,154.37,4541.38
314,15258.902365,17,1566691,153.91,4541.38
315,15138.072461,63,1566754,153.45,4541.38
316,15137.665744,164,1566918,153.00,4541.38
317,15107.297489,353,1567271,152.56,4541.38
318,14978.518488,99,1567370,152.13,4541.38
319,14964.508791,91,1567461,151.95,4541.38
320,14849.039152,20,1567481,151.78,4541.38
321,14779.002329,31,1567512,151.34,4541.65
322,14739.653919,9,1567521,151.00,4541.65
323,14690.791706,12,1567533,150.72,4541.65
324,14696.218956,15,1567548,150.28,4541.65
325,14592.872167,14,1567562,149.85,4541.65
326,14577.598729,55,1567617,149.42,4541.65
327,14568.651721,52,1567669,149.00,4541.65
328,14437.332229,18,1567687,148.57,4541.65
329,14377.444084,41,1567728,148.15,4541.65
330,14365.908308,67,1567795,147.73,4541.65
331,14325.181332,317,1568112,147.56,4541.65
332,14412.422213,249,1568361,147.42,4541.65
333,14242.841316,75,1568436,147.11,4541.65
334,14204.268624,43,1568479,146.79,4541.65
335,14126.660872,31,1568510,146.74,4541.65
336,14031.404982,12,1568522,146.43,4541.65
337,14021.047239,9,1568531,146.11,4541.65
338,14042.325844,17,1568548,145.80,4541.65
339,13900.688599,14,1568562,145.77,4541.65
340,13925.535339,54,1568616,145.45,4541.65
341,13779.470276,53,1568669,145.15,4541.65
342,13957.698699,20,1568689,144.77,4542.92
343,13908.156066,42,1568731,144.49,4542.92
344,14010.997738,64,1568795,144.25,4542.92
345,13942.922458,381,1569176,143.86,4542.92
346,14114.260094,183,1569359,143.49,4542.92
347,14035.541642,72,1569431,143.36,4542.92
348,14052.023532,48,1569479,143.23,4542.92
349,14048.283483,31,1569510,142.85,4542.92
350,14071.817024,12,1569522,142.47,4542.92
351,14006.278566,11,1569533,142.08,4542.92
352,14013.076357,12,1569545,141.71,4542.92
353,14099.500328,17,1569562,141.33,4542.92
354,14100.455507,55,1569617,140.96,4542.92
355,14019.660345,53,1569670,140.59,4542.92
356,14010.149404,9,1569679,140.47,4542.92
357,14047.197814,50,1569729,140.10,4542.92
358,13924.633920,131,1569860,139.74,4542.92
359,13971.043378,255,1570115,139.45,4542.92
360,14061.437504,192,1570307,139.48,4549.33
361,14115.203682,129,1570436,139.15,4549.33
362,13935.588830,45,1570481,138.80,4549.33
363,13861.418593,31,1570512,138.44,4549.33
364,13854.680175,11,1570523,138.08,4549.33
365,13814.618393,12,1570535,137.73,4549.33
366,13736.657928,17,1570552,137.38,4549.33
367,13755.987552,13,1570565,137.02,4549.33
368,13710.851367,80,1570645,136.92,4549.33
369,13780.856989,28,1570673,136.56,4549.33
370,13623.963101,18,1570691,136.21,4549.33
371,13589.062744,64,1570755,135.84,4549.33
372,13595.239995,291,1571046,135.77,4549.33
373,13454.738792,197,1571243,135.47,4549.33
374,13559.444236,129,1571372,135.13,4549.33
375,13477.227226,96,1571468,134.80,4549.33
376,13364.118695,20,1571488,134.46,4549.33
377,13327.082118,32,1571520,134.11,4549.33
378,13310.819658,10,1571530,133.76,4549.33
379,13256.419143,15,1571545,133.43,4549.33
380,13197.064691,19,1571564,133.32,4549.33
381,13274.084012,80,1571644,133.01,4549.33
382,13159.229774,29,1571673,132.67,4549.33
383,13052.244319,19,1571692,132.35,4549.33
384,13147.289229,43,1571735,132.29,4549.33
385,13000.904742,255,1571990,132.09,4549.33
386,13087.310055,251,1572241,131.86,4549.33
387,13215.637444,121,1572362,131.62,4549.33
388,13249.375568,78,1572440,131.65,4549.33
389,13138.399247,48,1572488,131.46,4549.33
