second,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2
81,742.089372,450,260055,113.89,1568.60
82,508.699434,307,260362,112.81,1568.60
83,569.548273,353,260715,111.90,1568.60
84,826.076962,140,260855,110.88,1568.60
85,543.485166,251,261106,109.88,1568.60
86,965.674302,143,261249,108.87,1568.60
87,1644.401208,25,261274,107.78,1568.60
88,575.984174,102,261376,106.75,1568.60
89,683.929345,48,261424,105.73,1568.60
90,236.879433,46,261470,104.69,1568.60
91,290.180991,47,261517,103.66,1568.60
92,358.163660,41,261558,102.71,1568.60
93,1232.673731,6,261564,101.71,1568.60
94,0.000000,0,261564,100.73,1568.60
95,1895.469619,4,261568,99.75,1568.60
96,226.391314,36,261604,98.84,1568.60
97,172.487405,3,261607,97.93,1568.60
98,673.552436,12,261619,97.02,1568.60
99,428.060058,4,261623,96.14,1568.60
100,477.499613,6,261629,95.27,1568.60
101,0.000000,0,261629,94.40,1568.60
102,0.000000,0,261629,93.55,1568.60
103,0.000000,0,261629,92.72,1568.60
104,0.000000,0,261629,91.90,1568.60
105,0.000000,0,261629,91.09,1568.60
106,0.000000,0,261629,90.30,1568.60
107,0.000000,0,261629,89.53,1568.60
108,0.000000,0,261629,88.76,1568.60
109,0.000000,0,261629,88.01,1568.60
110,0.000000,0,261629,87.27,1568.60
111,0.000000,0,261629,86.54,1568.60
112,0.000000,0,261629,85.83,1568.60
113,0.000000,0,261629,85.13,1568.60
114,0.000000,0,261629,84.44,1568.60
115,0.000000,0,261629,83.76,1568.60
116,0.000000,0,261629,83.09,1568.60
117,0.000000,0,261629,82.43,1568.60
118,0.000000,0,261629,81.79,1568.60
119,0.000000,0,261629,81.15,1568.60
120,250.312741,2759,264388,80.63,1568.60
121,58.134217,15740,280128,82.66,1569.03
122,98.127581,10373,290501,86.04,1569.03
123,101.264616,9632,300133,89.57,1586.36
124,87.110929,11082,311215,93.46,1631.47
125,152.977370,6406,317621,97.22,1700.61
126,108.400519,9078,326699,100.99,1777.66
127,119.019501,6736,333435,104.45,1934.23
128,104.971535,9721,343156,108.00,2033.29
129,94.707697,9619,352775,111.47,2033.29
130,113.797390,10342,363117,114.72,2040.88
131,205.042254,5065,368182,117.97,2228.82
132,62.644698,10086,378268,121.43,2248.85
133,174.100003,6043,384311,124.80,2316.39
134,295.431805,2371,386682,127.82,2417.74
135,337.597552,1902,388584,129.54,2524.67
136,506.409562,788,389372,130.99,2632.58
137,792.648613,268,389640,131.61,2707.79
138,751.628664,752,390392,130.95,2707.79
139,368.254714,1691,392083,130.37,2707.79
140,348.867184,1676,393759,130.20,2707.79
141,383.910071,1484,395243,130.30,2707.79
142,282.713891,1100,396343,130.97,2707.79
143,773.854367,398,396741,131.16,2707.79
144,897.548468,3,396744,130.48,2707.79
145,991.625251,25,396769,129.73,2707.79
146,444.790953,784,397553,129.02,2707.79
147,295.342628,663,398216,128.36,2707.79
148,332.609713,836,399052,127.82,2707.79
149,355.682912,966,400018,127.32,2707.79
150,471.599246,627,400645,127.15,2707.79
151,761.326205,665,401310,127.09,2707.79
152,536.456613,561,401871,127.48,2709.84
153,779.544272,286,402157,128.15,2712.73
154,589.899060,243,402400,127.81,2712.73
155,296.824582,42,402442,127.10,2712.73
156,1122.523352,43,402485,126.34,2712.73
157,720.105919,19,402504,125.61,2712.73
158,576.777535,46,402550,124.90,2712.73
159,1024.909022,20,402570,124.18,2712.73
160,1361.508829,8,402578,123.46,2712.73
161,863.083128,19,402597,122.75,2712.73
162,795.863722,19,402616,122.05,2712.73
163,292.648019,8,402624,121.36,2712.73
164,2774.236586,6,402630,120.66,2712.73
165,628.573503,3,,,
