2016-04-16 15:53:04.797924 I | etcdmain: etcd Version: 2.3.0+git
2016-04-16 15:53:04.798008 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-16 15:53:04.798015 I | etcdmain: Go Version: go1.6
2016-04-16 15:53:04.798021 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-16 15:53:04.798036 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-16 15:53:04.798103 I | etcdmain: listening for peers on http://10.240.0.18:2380
2016-04-16 15:53:04.798130 I | etcdmain: listening for client requests on 10.240.0.18:2379
2016-04-16 15:53:04.802729 I | etcdserver: name = etcd-3
2016-04-16 15:53:04.802751 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-16 15:53:04.802759 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-16 15:53:04.802765 I | etcdserver: heartbeat = 100ms
2016-04-16 15:53:04.802771 I | etcdserver: election = 1000ms
2016-04-16 15:53:04.802776 I | etcdserver: snapshot count = 10000
2016-04-16 15:53:04.802786 I | etcdserver: advertise client URLs = http://10.240.0.18:2379
2016-04-16 15:53:04.802794 I | etcdserver: initial advertise peer URLs = http://10.240.0.18:2380
2016-04-16 15:53:04.802816 I | etcdserver: initial cluster = etcd-1=http://10.240.0.16:2380,etcd-2=http://10.240.0.17:2380,etcd-3=http://10.240.0.18:2380
2016-04-16 15:53:04.806266 I | etcdserver: starting member 66358a82ef379101 in cluster 8ad6201056aec31e
2016-04-16 15:53:04.806330 I | raft: 66358a82ef379101 became follower at term 0
2016-04-16 15:53:04.806357 I | raft: newRaft 66358a82ef379101 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-16 15:53:04.806400 I | raft: 66358a82ef379101 became follower at term 1
2016-04-16 15:53:04.821015 I | rafthttp: the connection with 336bc18147870c09 became active
2016-04-16 15:53:04.822801 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-16 15:53:04.823551 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-16 15:53:04.823576 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-16 15:53:04.824214 N | etcdmain: serving insecure client requests on 10.240.0.18:2379, this is strongly discouraged!
2016-04-16 15:53:04.824330 I | raft: 66358a82ef379101 [term: 1] received a MsgApp message with higher term from 336bc18147870c09 [term: 3]
2016-04-16 15:53:04.824370 I | raft: 66358a82ef379101 became follower at term 3
2016-04-16 15:53:04.824423 I | raft: raft.node: 66358a82ef379101 elected leader 336bc18147870c09 at term 3
2016-04-16 15:53:04.824553 N | etcdserver: added member 336bc18147870c09 [http://10.240.0.16:2380] to cluster 8ad6201056aec31e
2016-04-16 15:53:04.824615 I | rafthttp: the connection with 8b1cff98eebdba1d became active
2016-04-16 15:53:04.824699 N | etcdserver: added local member 66358a82ef379101 [http://10.240.0.18:2380] to cluster 8ad6201056aec31e
2016-04-16 15:53:04.824833 N | etcdserver: added member 8b1cff98eebdba1d [http://10.240.0.17:2380] to cluster 8ad6201056aec31e
2016-04-16 15:53:04.825608 N | membership: set the initial cluster version to 2.2
2016-04-16 15:53:04.829294 I | etcdserver: published {Name:etcd-3 ClientURLs:[http://10.240.0.18:2379]} to cluster 8ad6201056aec31e
2016-04-16 15:53:05.324404 I | v2http: enabled capabilities for version 2.2.0
2016-04-16 15:53:08.016882 N | membership: updated the cluster version from 2.2 to 2.3
2016-04-16 15:53:08.325783 I | v2http: enabled capabilities for version 2.3.0
