second,avg_latency_ms_consul_v0.6.4,throughput_consul_v0.6.4,cumulative_throughput_consul_v0.6.4,avg_cpu_consul_v0.6.4,avg_memory_mb_consul_v0.6.4
0,106.663737,5038,5038,1.45,16.43
1,92.485359,10810,15848,31.79,55.47
2,106.769004,9088,24936,56.97,70.42
3,102.239278,10111,35047,77.35,92.26
4,113.725913,8538,43585,92.52,97.51
5,111.715838,9166,52751,105.44,117.02
6,110.618780,8929,61680,116.48,136.13
7,108.200289,9328,71008,126.14,127.34
8,115.940341,8531,79539,134.73,149.24
9,106.609103,9227,88766,140.65,166.70
10,103.627022,9810,98576,147.98,190.32
11,103.732476,9223,107799,153.98,208.33
12,101.709552,10283,118082,159.27,229.99
13,109.291794,8968,127050,164.28,250.53
14,105.182899,9217,136267,169.11,216.45
15,107.960788,9780,146047,172.17,233.51
16,106.765740,9313,155360,175.98,257.75
17,109.032520,9216,164576,178.64,273.72
18,114.956816,8315,172891,181.70,295.48
19,112.311044,9260,182151,183.70,312.26
20,106.400732,9437,191588,186.15,330.56
21,106.750672,9207,200795,188.46,352.14
22,102.240056,9884,210679,190.70,375.48
23,108.758118,9314,219993,193.10,395.62
24,101.743561,9711,229704,195.16,414.35
25,109.970456,8896,238600,196.79,436.65
26,114.999552,8743,247343,197.35,456.44
27,122.804138,8121,255464,197.91,473.31
28,127.595985,7939,263403,199.06,417.76
29,120.354180,8334,271737,199.97,404.38
30,108.891439,8800,280537,201.38,420.32
31,112.753816,9088,289625,202.04,442.12
32,131.161781,7554,297179,202.60,454.42
33,131.403858,7614,304793,203.21,471.64
34,113.642181,9024,313817,203.77,492.29
35,129.092563,7697,321514,204.35,503.48
36,112.128343,8983,330497,205.31,519.89
37,100.783185,9879,340376,205.89,542.64
38,114.996035,8716,349092,206.88,557.63
39,103.393768,8833,357925,208.10,573.53
40,113.430320,9665,367590,208.34,597.76
41,114.313415,8750,376340,209.32,613.63
42,94.275064,10575,386915,210.81,634.37
43,114.765252,8643,395558,211.21,650.24
44,94.566450,9264,404822,212.09,667.34
45,118.953724,9555,414377,213.02,694.69
46,109.934814,8859,423236,213.50,698.12
47,104.540817,9773,433009,214.49,729.91
48,113.321035,8661,441670,214.69,744.07
49,92.796170,10895,452565,216.01,766.39
50,119.831618,8339,460904,216.39,778.40
51,92.227487,10822,471726,217.56,802.41
52,131.678251,7614,479340,217.64,815.61
53,92.836327,10782,490122,218.60,840.08
54,135.298864,7422,497544,218.93,855.62
55,91.058015,10910,508454,219.95,879.66
56,115.930741,7826,516280,220.52,896.03
57,250.561522,3875,520155,219.92,697.25
58,446.529747,2071,522226,218.23,702.68
59,496.979354,2006,524232,215.91,705.60
60,344.109625,3404,527636,213.94,720.00
61,132.788358,7366,535002,213.55,736.23
62,191.290285,5306,540308,213.34,751.80
63,158.405801,6565,546873,212.32,758.23
64,120.075518,8227,555100,212.51,769.57
65,124.908976,7906,563006,212.89,780.13
66,126.032010,7940,570946,212.92,790.95
67,98.755628,10345,581291,213.78,814.04
68,126.248275,7900,589191,213.96,829.26
69,96.226844,10529,599720,214.89,854.95
70,114.214905,8552,608272,215.24,867.15
71,101.839056,9920,618192,215.42,880.42
72,100.945400,9767,627959,216.28,903.48
73,122.906894,8251,636210,216.52,918.59
74,98.696821,10149,646359,216.93,947.59
75,121.143901,8203,654562,217.52,966.30
76,90.883522,11153,665715,217.85,971.45
77,109.585364,9025,674740,218.73,999.59
78,123.864145,8076,682816,218.89,1018.26
79,94.573194,10181,692997,219.01,1024.77
80,109.425576,9465,702462,219.90,1055.66
81,118.011399,8517,710979,220.04,1072.43
82,91.955062,10478,721457,220.12,1080.46
83,126.815366,7138,728595,220.97,1117.23
84,113.860856,9915,738510,221.12,1125.58
85,106.306312,9243,747753,221.03,1129.55
86,125.208893,6920,754673,221.62,1168.64
87,141.845141,8043,762716,221.64,1179.40
88,111.866418,8795,771511,221.20,1182.91
89,117.992409,8265,779776,220.88,1194.67
90,143.372462,7239,787015,221.98,1235.41
91,114.820835,8754,795769,221.67,1239.85
92,110.980122,8937,804706,221.41,1243.99
93,150.971321,6440,811146,221.35,1273.70
94,118.897286,8613,819759,222.16,1299.49
95,99.938649,10188,829947,221.90,1303.37
96,126.445271,7902,837849,222.00,1324.14
97,103.238303,9777,847626,222.53,1358.65
98,91.136496,10893,858519,223.02,1366.87
99,103.218027,8099,866618,222.96,1382.20
100,123.859166,9355,875973,223.11,1392.94
101,111.122985,9041,885014,223.94,1428.31
102,99.110647,10113,895127,223.92,1433.00
103,133.305100,7522,902649,224.01,1454.88
104,88.117162,10709,913358,224.11,1472.31
105,124.875295,8382,921740,224.86,1498.61
106,98.677406,8039,929779,224.96,1519.30
107,123.449474,9755,939534,225.07,1525.56
108,99.517109,9147,948681,225.23,1557.93
109,113.990703,9572,958253,225.78,1571.95
110,137.697279,7163,965416,225.97,1595.25
111,98.372732,10240,975656,225.94,1597.93
112,119.873165,8316,983972,226.10,1623.99
113,99.782490,10073,994045,226.61,1644.30
114,146.063692,6803,1000848,226.72,1664.54
115,95.903934,10532,1011380,226.81,1670.96
116,175.586068,5211,1016591,226.23,1678.69
117,348.779226,2297,1018888,225.49,1700.63
118,491.362722,2075,1020963,224.41,1716.35
119,475.947929,2144,1023107,223.73,1724.86
120,404.018148,2478,1025585,222.56,1740.57
121,143.488694,8619,1034204,222.73,1744.50
122,98.064086,10293,1044497,222.86,1308.30
123,109.354265,8267,1052764,223.40,1356.59
124,192.995463,5433,1058197,223.78,1365.55
125,183.398072,5719,1063916,223.97,1375.73
