second,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2
74,408.713459,1413,246890,113.30,1586.72
75,354.732313,1284,248174,113.66,1586.72
76,407.560827,1513,249687,112.89,1586.72
77,341.370440,1375,251062,112.22,1586.72
78,300.333741,1741,252803,111.46,1586.72
79,341.583805,1309,254112,111.06,1586.72
80,681.827721,775,254887,111.53,1586.72
81,484.263452,229,255116,112.47,1586.72
82,677.799598,610,255726,111.60,1586.72
83,651.912027,190,255916,110.71,1586.73
84,928.316517,144,256060,109.74,1586.73
85,824.587332,215,256275,108.76,1586.73
86,580.191845,178,256453,107.78,1586.73
87,544.644649,302,256755,106.84,1586.73
88,504.624415,137,256892,105.93,1586.73
89,466.269558,138,257030,104.98,1586.73
90,519.032965,233,257263,104.06,1586.73
91,574.850740,169,257432,103.20,1586.73
92,708.703771,72,257504,102.28,1586.73
93,652.342421,12,257516,101.34,1586.73
94,2102.841915,26,257542,100.35,1586.73
95,1079.098413,35,257577,99.43,1586.73
96,492.844030,89,257666,98.51,1586.73
97,178.456907,39,257705,97.64,1586.73
98,1257.435025,6,257711,96.76,1586.73
99,1668.996548,2,257713,95.86,1586.73
100,145.422643,34,257747,94.98,1586.73
101,158.048758,18,257765,94.14,1586.73
102,101.361290,3,257768,93.30,1586.73
103,0.000000,0,257768,92.47,1586.73
104,0.000000,0,257768,91.64,1586.73
105,3038.528399,1,257769,90.82,1586.73
106,840.798057,4,257773,90.03,1586.73
107,652.197783,6,257779,89.26,1586.73
108,1630.813216,1,257780,88.50,1586.73
109,0.000000,0,257780,87.73,1586.73
110,0.000000,0,257780,86.99,1586.73
111,0.000000,0,257780,86.26,1586.73
112,0.000000,0,257780,85.55,1586.73
113,0.000000,0,257780,84.84,1586.73
114,0.000000,0,257780,84.15,1586.73
115,0.000000,0,257780,83.47,1586.73
116,0.000000,0,257780,82.80,1586.73
117,0.000000,0,257780,82.14,1586.73
118,0.000000,0,257780,81.49,1586.73
119,0.000000,0,257780,80.85,1586.73
120,0.000000,0,257780,80.23,1586.73
121,157.082921,6747,264527,79.71,1586.73
122,55.416164,18097,282624,81.29,1586.73
123,87.740628,10047,292671,84.12,1587.30
124,100.330558,10325,302996,87.99,1587.68
125,103.228358,9964,312960,92.42,1613.21
126,99.115732,10381,323341,96.41,1654.83
127,108.338313,9265,332606,100.24,1675.37
128,126.490365,7784,340390,104.04,1766.42
129,126.654019,7910,348300,107.81,1844.83
130,91.427235,7027,355327,111.71,1885.77
131,114.875393,8740,364067,115.49,2002.92
132,108.618278,10731,374798,119.26,2104.38
133,119.164101,6928,381726,123.04,2236.05
134,98.655160,7246,388972,126.35,2252.35
135,172.137958,5197,394169,129.39,2294.15
136,353.600993,2293,396462,132.44,2366.48
137,440.970540,688,397150,134.66,2415.25
138,625.838630,863,398013,136.16,2562.26
139,465.565206,1005,399018,137.15,2622.60
140,386.896944,227,399245,136.85,2624.65
141,456.663833,964,400209,136.11,2624.65
142,371.687579,874,401083,135.45,2624.65
143,378.493925,723,401806,134.82,2624.65
144,290.416282,948,402754,134.16,2624.65
145,360.910880,364,403118,133.67,2624.65
146,886.114140,3,403121,133.28,2624.87
147,499.680881,727,403848,133.38,2625.08
148,479.837958,579,404427,133.49,2626.45
149,254.443261,731,405158,133.23,2630.55
150,467.656196,515,405673,132.56,2630.55
151,405.918236,182,405855,131.83,2630.55
152,1385.197232,27,405882,131.16,2630.55
153,722.287033,85,405967,130.48,2630.55
154,570.808740,38,406005,130.14,2630.55
155,601.084588,182,406187,129.68,2658.54
156,686.165660,259,406446,129.22,2686.52
157,313.498810,316,406762,128.58,2686.52
158,942.689450,48,406810,127.91,2686.52
159,820.029663,325,407135,127.24,2686.52
160,670.460675,265,407400,126.60,2686.52
161,881.418090,251,407651,125.96,2686.52
162,623.654634,325,407976,125.30,2686.52
163,461.488595,158,408134,124.69,2686.52
164,261.421469,47,408181,124.01,2686.52
165,1133.996402,170,408351,123.35,2686.52
166,1637.744696,46,408397,122.69,2686.52
167,1461.349710,16,408413,122.01,2686.52
168,962.056699,43,408456,121.33,2686.52
169,716.906922,44,408500,120.67,2686.52
170,391.239826,11,408511,120.01,2686.52
171,871.157582,16,408527,119.35,2686.52
172,1701.110524,1,408528,118.70,2686.52
173,1128.294160,1,408529,118.04,2686.52
174,723.500277,7,408536,117.40,2686.52
175,140.513135,7,408543,116.77,2686.52
176,665.651441,6,408549,116.14,2686.52
177,930.255882,1,408550,115.52,2686.52
178,0.000000,0,408550,114.90,2686.52
179,0.000000,0,408550,114.29,2686.52
180,995.108913,4,408554,113.69,2686.52
181,110.002450,2626,411180,113.19,2686.52
182,81.974030,10468,421648,113.81,2686.52
183,84.508215,9630,431278,115.24,2686.52
184,115.767143,10006,441284,117.21,2686.52
185,63.580959,6518,447802,119.25,2686.52
186,259.044291,2646,450448,122.11,2686.75
187,120.181855,4246,454694,124.57,2792.41
188,103.284752,5386,460080,127.20,3029.02
189,140.154802,4323,464403,129.26,3087.38
190,188.473372,6717,471120,131.79,3089.83
191,57.994402,9144,480264,133.87,3202.97
192,74.408675,7526,487790,136.49,3263.44
193,118.187521,3413,491203,138.80,3324.54
194,112.227502,7654,498857,141.40,3413.00
195,144.986008,3402,502259,143.83,3477.26
196,149.473279,6371,508630,146.36,3532.56
197,409.315356,2238,510868,148.66,3545.56
198,82.741438,7961,518829,150.89,3545.56
199,47.766169,3793,522622,153.11,3593.10
200,189.912650,4998,527620,155.02,3700.99
201,377.245133,326,527946,156.98,3792.80
202,900.126613,252,528198,158.56,3887.80
203,220.093508,2193,530391,159.65,3951.93
204,592.909887,732,531123,160.45,4059.05
205,823.755802,334,531457,160.88,4059.05
206,0.000000,0,531457,161.04,4059.06
207,0.000000,0,531457,160.36,4059.08
208,0.000000,0,531457,159.70,4059.10
209,0.000000,0,531457,159.00,4059.10
210,0.000000,0,531457,158.44,4227.99
211,98.089981,1899,533356,158.18,4336.06
212,109.105044,4120,537476,158.37,4371.99
213,292.523506,1166,538642,158.35,4407.92
214,408.717853,780,539422,158.35,4407.92
215,383.206288,818,540240,158.06,4407.92
216,140.215918,732,540972,157.89,4407.92
217,420.467360,890,541862,157.62,4407.92
218,269.240343,418,542280,157.19,4407.92
219,395.581357,979,543259,156.84,4407.92
220,333.416042,999,544258,156.78,4407.92
221,258.580109,646,544904,156.57,4412.36
222,698.609850,73,,,
