2016-04-16 16:59:01.124776 I | etcdmain: etcd Version: 2.3.0+git
2016-04-16 16:59:01.124839 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-16 16:59:01.124846 I | etcdmain: Go Version: go1.6
2016-04-16 16:59:01.124856 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-16 16:59:01.124867 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-16 16:59:01.124935 I | etcdmain: listening for peers on http://10.240.0.21:2380
2016-04-16 16:59:01.124966 I | etcdmain: listening for client requests on 10.240.0.21:2379
2016-04-16 16:59:01.130618 I | etcdserver: name = etcd-2
2016-04-16 16:59:01.130650 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-16 16:59:01.130660 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-16 16:59:01.130666 I | etcdserver: heartbeat = 100ms
2016-04-16 16:59:01.130672 I | etcdserver: election = 1000ms
2016-04-16 16:59:01.130677 I | etcdserver: snapshot count = 10000
2016-04-16 16:59:01.130687 I | etcdserver: advertise client URLs = http://10.240.0.21:2379
2016-04-16 16:59:01.130694 I | etcdserver: initial advertise peer URLs = http://10.240.0.21:2380
2016-04-16 16:59:01.130707 I | etcdserver: initial cluster = etcd-1=http://10.240.0.20:2380,etcd-2=http://10.240.0.21:2380,etcd-3=http://10.240.0.22:2380
2016-04-16 16:59:01.133088 I | etcdserver: starting member 2087a91b2ccc6d93 in cluster 4ce5e214d26bfb9e
2016-04-16 16:59:01.133138 I | raft: 2087a91b2ccc6d93 became follower at term 0
2016-04-16 16:59:01.133152 I | raft: newRaft 2087a91b2ccc6d93 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-16 16:59:01.133158 I | raft: 2087a91b2ccc6d93 became follower at term 1
2016-04-16 16:59:01.148103 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-16 16:59:01.148954 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-16 16:59:01.148973 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-16 16:59:01.152334 I | rafthttp: the connection with 20722e46d7802cab became active
2016-04-16 16:59:01.152368 N | etcdserver: added member 20722e46d7802cab [http://10.240.0.20:2380] to cluster 4ce5e214d26bfb9e
2016-04-16 16:59:01.152451 N | etcdmain: serving insecure client requests on 10.240.0.21:2379, this is strongly discouraged!
2016-04-16 16:59:01.152498 N | etcdserver: added local member 2087a91b2ccc6d93 [http://10.240.0.21:2380] to cluster 4ce5e214d26bfb9e
2016-04-16 16:59:01.152633 N | etcdserver: added member 21d3c625100d5241 [http://10.240.0.22:2380] to cluster 4ce5e214d26bfb9e
