2016-04-25 12:10:43.568976 I | etcdmain: etcd Version: 2.3.0+git
2016-04-25 12:10:43.569028 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-25 12:10:43.569034 I | etcdmain: Go Version: devel +093ac15 Mon Apr 25 06:00:15 2016 +0000
2016-04-25 12:10:43.569040 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-25 12:10:43.569045 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-25 12:10:43.569098 I | etcdmain: listening for peers on http://10.240.0.24:2380
2016-04-25 12:10:43.569121 I | etcdmain: listening for client requests on 10.240.0.24:2379
2016-04-25 12:10:43.574800 I | etcdserver: name = etcd-1
2016-04-25 12:10:43.574818 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-25 12:10:43.574830 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-25 12:10:43.574835 I | etcdserver: heartbeat = 100ms
2016-04-25 12:10:43.574840 I | etcdserver: election = 1000ms
2016-04-25 12:10:43.574845 I | etcdserver: snapshot count = 10000
2016-04-25 12:10:43.574854 I | etcdserver: advertise client URLs = http://10.240.0.24:2379
2016-04-25 12:10:43.574860 I | etcdserver: initial advertise peer URLs = http://10.240.0.24:2380
2016-04-25 12:10:43.574872 I | etcdserver: initial cluster = etcd-1=http://10.240.0.24:2380,etcd-2=http://10.240.0.29:2380,etcd-3=http://10.240.0.30:2380
2016-04-25 12:10:43.577018 I | etcdserver: starting member 38b08b16bc99e52f in cluster f41e3dbc00ef59fe
2016-04-25 12:10:43.577062 I | raft: 38b08b16bc99e52f became follower at term 0
2016-04-25 12:10:43.577080 I | raft: newRaft 38b08b16bc99e52f [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-25 12:10:43.577087 I | raft: 38b08b16bc99e52f became follower at term 1
2016-04-25 12:10:43.577223 I | etcdserver: no compression enabled
2016-04-25 12:10:43.590590 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-25 12:10:43.591221 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-25 12:10:43.591237 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-25 12:10:43.591244 N | etcdmain: serving insecure client requests on 10.240.0.24:2379, this is strongly discouraged!
2016-04-25 12:10:43.591266 N | etcdserver: added local member 38b08b16bc99e52f [http://10.240.0.24:2380] to cluster f41e3dbc00ef59fe
2016-04-25 12:10:43.591336 N | etcdserver: added member 50bb6dbcc32550d5 [http://10.240.0.29:2380] to cluster f41e3dbc00ef59fe
