2016-04-25 13:10:56.583818 I | etcdmain: etcd Version: 2.3.0+git
2016-04-25 13:10:56.583904 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-25 13:10:56.583916 I | etcdmain: Go Version: devel +093ac15 Mon Apr 25 06:00:15 2016 +0000
2016-04-25 13:10:56.583924 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-25 13:10:56.583933 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-25 13:10:56.584008 I | etcdmain: listening for peers on http://10.240.0.27:2380
2016-04-25 13:10:56.584043 I | etcdmain: listening for client requests on 10.240.0.27:2379
2016-04-25 13:10:56.588864 I | etcdserver: name = etcd-2
2016-04-25 13:10:56.588890 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-25 13:10:56.588900 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-25 13:10:56.588905 I | etcdserver: heartbeat = 100ms
2016-04-25 13:10:56.588910 I | etcdserver: election = 1000ms
2016-04-25 13:10:56.588916 I | etcdserver: snapshot count = 10000
2016-04-25 13:10:56.588926 I | etcdserver: advertise client URLs = http://10.240.0.27:2379
2016-04-25 13:10:56.588932 I | etcdserver: initial advertise peer URLs = http://10.240.0.27:2380
2016-04-25 13:10:56.588947 I | etcdserver: initial cluster = etcd-1=http://10.240.0.25:2380,etcd-2=http://10.240.0.27:2380,etcd-3=http://10.240.0.28:2380
2016-04-25 13:10:56.591389 I | etcdserver: starting member 36850f32386ac2a in cluster adacd1b4ae27d481
2016-04-25 13:10:56.591432 I | raft: 36850f32386ac2a became follower at term 0
2016-04-25 13:10:56.591445 I | raft: newRaft 36850f32386ac2a [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-25 13:10:56.591451 I | raft: 36850f32386ac2a became follower at term 1
2016-04-25 13:10:56.591582 I | etcdserver: enabling compression snappy
2016-04-25 13:10:56.605489 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-25 13:10:56.606114 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-25 13:10:56.606134 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-25 13:10:56.606203 N | etcdmain: serving insecure client requests on 10.240.0.27:2379, this is strongly discouraged!
2016-04-25 13:10:56.606229 N | etcdserver: added local member 36850f32386ac2a [http://10.240.0.27:2380] to cluster adacd1b4ae27d481
2016-04-25 13:10:56.606307 N | etcdserver: added member 8cda4bbd5d1feaab [http://10.240.0.28:2380] to cluster adacd1b4ae27d481
2016-04-25 13:10:56.607008 I | rafthttp: the connection with 902178d022a9e690 became active
2016-04-25 13:10:56.607062 N | etcdserver: added member 902178d022a9e690 [http://10.240.0.25:2380] to cluster adacd1b4ae27d481
2016-04-25 13:10:57.591761 I | raft: 36850f32386ac2a is starting a new election at term 1
2016-04-25 13:10:57.591823 I | raft: 36850f32386ac2a became candidate at term 2
2016-04-25 13:10:57.591831 I | raft: 36850f32386ac2a received vote from 36850f32386ac2a at term 2
2016-04-25 13:10:57.591842 I | raft: 36850f32386ac2a [logterm: 1, index: 3] sent vote request to 8cda4bbd5d1feaab at term 2
2016-04-25 13:10:57.591851 I | raft: 36850f32386ac2a [logterm: 1, index: 3] sent vote request to 902178d022a9e690 at term 2
2016-04-25 13:10:57.593867 I | raft: 36850f32386ac2a received vote rejection from 902178d022a9e690 at term 2
2016-04-25 13:10:57.593881 I | raft: 36850f32386ac2a [quorum:2] has received 1 votes and 1 vote rejections
2016-04-25 13:10:57.604196 I | rafthttp: the connection with 8cda4bbd5d1feaab became active
2016-04-25 13:10:57.608229 I | raft: 36850f32386ac2a received vote from 8cda4bbd5d1feaab at term 2
2016-04-25 13:10:57.608252 I | raft: 36850f32386ac2a [quorum:2] has received 2 votes and 1 vote rejections
2016-04-25 13:10:57.608274 I | raft: 36850f32386ac2a became leader at term 2
2016-04-25 13:10:57.608289 I | raft: raft.node: 36850f32386ac2a elected leader 36850f32386ac2a at term 2
2016-04-25 13:10:57.611849 I | etcdserver: setting up the initial cluster version to 2.3
2016-04-25 13:10:57.612804 I | etcdserver: published {Name:etcd-2 ClientURLs:[http://10.240.0.27:2379]} to cluster adacd1b4ae27d481
2016-04-25 13:10:57.613280 N | membership: set the initial cluster version to 2.3
2016-04-25 13:10:58.106110 I | v2http: enabled capabilities for version 2.3.0
2016-04-25 13:11:20.760734 I | etcdserver: start to snapshot (applied: 10009, lastsnap: 0)
2016-04-25 13:11:20.768963 I | etcdserver: saved snapshot at index 10009
2016-04-25 13:11:20.769148 I | etcdserver: compacted raft log at 5009
2016-04-25 13:11:22.418805 I | etcdserver: start to snapshot (applied: 20019, lastsnap: 10009)
2016-04-25 13:11:22.426996 I | etcdserver: saved snapshot at index 20019
2016-04-25 13:11:22.427264 I | etcdserver: compacted raft log at 15019
2016-04-25 13:11:24.101793 I | etcdserver: start to snapshot (applied: 30032, lastsnap: 20019)
2016-04-25 13:11:24.110381 I | etcdserver: saved snapshot at index 30032
2016-04-25 13:11:24.110632 I | etcdserver: compacted raft log at 25032
2016-04-25 13:11:25.770839 I | etcdserver: start to snapshot (applied: 40033, lastsnap: 30032)
2016-04-25 13:11:25.779475 I | etcdserver: saved snapshot at index 40033
2016-04-25 13:11:25.779758 I | etcdserver: compacted raft log at 35033
2016-04-25 13:11:27.431753 I | etcdserver: start to snapshot (applied: 50044, lastsnap: 40033)
2016-04-25 13:11:27.436900 I | etcdserver: saved snapshot at index 50044
2016-04-25 13:11:27.437172 I | etcdserver: compacted raft log at 45044
2016-04-25 13:11:29.096364 I | etcdserver: start to snapshot (applied: 60054, lastsnap: 50044)
2016-04-25 13:11:29.102625 I | etcdserver: saved snapshot at index 60054
2016-04-25 13:11:29.102878 I | etcdserver: compacted raft log at 55054
2016-04-25 13:11:30.766127 I | etcdserver: start to snapshot (applied: 70060, lastsnap: 60054)
2016-04-25 13:11:30.774629 I | etcdserver: saved snapshot at index 70060
2016-04-25 13:11:30.774802 I | etcdserver: compacted raft log at 65060
2016-04-25 13:11:30.974493 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000001-000000000001166f.wal is created
2016-04-25 13:11:32.441385 I | etcdserver: start to snapshot (applied: 80072, lastsnap: 70060)
2016-04-25 13:11:32.449403 I | etcdserver: saved snapshot at index 80072
2016-04-25 13:11:32.449591 I | etcdserver: compacted raft log at 75072
2016-04-25 13:11:34.103056 I | etcdserver: start to snapshot (applied: 90086, lastsnap: 80072)
2016-04-25 13:11:34.110140 I | etcdserver: saved snapshot at index 90086
2016-04-25 13:11:34.110330 I | etcdserver: compacted raft log at 85086
2016-04-25 13:11:35.780254 I | etcdserver: start to snapshot (applied: 100088, lastsnap: 90086)
2016-04-25 13:11:35.786731 I | etcdserver: saved snapshot at index 100088
2016-04-25 13:11:35.786918 I | etcdserver: compacted raft log at 95088
2016-04-25 13:11:37.458281 I | etcdserver: start to snapshot (applied: 110089, lastsnap: 100088)
2016-04-25 13:11:37.468035 I | etcdserver: saved snapshot at index 110089
2016-04-25 13:11:37.468214 I | etcdserver: compacted raft log at 105089
2016-04-25 13:11:39.158307 I | etcdserver: start to snapshot (applied: 120166, lastsnap: 110089)
2016-04-25 13:11:39.166715 I | etcdserver: saved snapshot at index 120166
2016-04-25 13:11:39.169417 I | etcdserver: compacted raft log at 115166
2016-04-25 13:11:40.809528 I | etcdserver: start to snapshot (applied: 130186, lastsnap: 120166)
2016-04-25 13:11:40.818262 I | etcdserver: saved snapshot at index 130186
2016-04-25 13:11:40.818422 I | etcdserver: compacted raft log at 125186
2016-04-25 13:11:42.493057 I | etcdserver: start to snapshot (applied: 140188, lastsnap: 130186)
2016-04-25 13:11:42.499151 I | etcdserver: saved snapshot at index 140188
2016-04-25 13:11:42.499300 I | etcdserver: compacted raft log at 135188
2016-04-25 13:11:42.882973 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000002-0000000000022cb5.wal is created
2016-04-25 13:11:44.173553 I | etcdserver: start to snapshot (applied: 150192, lastsnap: 140188)
2016-04-25 13:11:44.183131 I | etcdserver: saved snapshot at index 150192
2016-04-25 13:11:44.183295 I | etcdserver: compacted raft log at 145192
2016-04-25 13:11:45.859830 I | etcdserver: start to snapshot (applied: 160213, lastsnap: 150192)
2016-04-25 13:11:45.869553 I | etcdserver: saved snapshot at index 160213
2016-04-25 13:11:45.869731 I | etcdserver: compacted raft log at 155213
2016-04-25 13:11:47.547350 I | etcdserver: start to snapshot (applied: 170222, lastsnap: 160213)
2016-04-25 13:11:47.554286 I | etcdserver: saved snapshot at index 170222
2016-04-25 13:11:47.554463 I | etcdserver: compacted raft log at 165222
2016-04-25 13:11:49.241603 I | etcdserver: start to snapshot (applied: 180227, lastsnap: 170222)
2016-04-25 13:11:49.248472 I | etcdserver: saved snapshot at index 180227
2016-04-25 13:11:49.248649 I | etcdserver: compacted raft log at 175227
2016-04-25 13:11:50.916067 I | etcdserver: start to snapshot (applied: 190228, lastsnap: 180227)
