2016-04-25 13:30:38.686476 I | etcdmain: etcd Version: 2.3.0+git
2016-04-25 13:30:38.686543 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-25 13:30:38.686550 I | etcdmain: Go Version: devel +093ac15 Mon Apr 25 06:00:15 2016 +0000
2016-04-25 13:30:38.686555 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-25 13:30:38.686560 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-25 13:30:38.686638 I | etcdmain: listening for peers on http://10.240.0.27:2380
2016-04-25 13:30:38.686665 I | etcdmain: listening for client requests on 10.240.0.27:2379
2016-04-25 13:30:38.692025 I | etcdserver: name = etcd-3
2016-04-25 13:30:38.692049 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-25 13:30:38.692056 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-25 13:30:38.692061 I | etcdserver: heartbeat = 100ms
2016-04-25 13:30:38.692066 I | etcdserver: election = 1000ms
2016-04-25 13:30:38.692071 I | etcdserver: snapshot count = 10000
2016-04-25 13:30:38.692080 I | etcdserver: advertise client URLs = http://10.240.0.27:2379
2016-04-25 13:30:38.692087 I | etcdserver: initial advertise peer URLs = http://10.240.0.27:2380
2016-04-25 13:30:38.692100 I | etcdserver: initial cluster = etcd-1=http://10.240.0.25:2380,etcd-2=http://10.240.0.26:2380,etcd-3=http://10.240.0.27:2380
2016-04-25 13:30:38.694852 I | etcdserver: starting member 36850f32386ac2a in cluster 955473fb1bac9a64
2016-04-25 13:30:38.694894 I | raft: 36850f32386ac2a became follower at term 0
2016-04-25 13:30:38.694909 I | raft: newRaft 36850f32386ac2a [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-25 13:30:38.694916 I | raft: 36850f32386ac2a became follower at term 1
2016-04-25 13:30:38.695030 I | etcdserver: enabling compression snappy
2016-04-25 13:30:38.708986 I | rafthttp: the connection with 420a9eb91bb9fcb8 became active
2016-04-25 13:30:38.711058 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-25 13:30:38.711479 I | rafthttp: the connection with 902178d022a9e690 became active
2016-04-25 13:30:38.711800 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-25 13:30:38.711817 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-25 13:30:38.712919 N | etcdmain: serving insecure client requests on 10.240.0.27:2379, this is strongly discouraged!
2016-04-25 13:30:38.713133 I | raft: 36850f32386ac2a [term: 1] received a MsgApp message with higher term from 902178d022a9e690 [term: 2]
2016-04-25 13:30:38.713159 I | raft: 36850f32386ac2a became follower at term 2
