2016-04-25 12:10:45.571712 I | etcdmain: etcd Version: 2.3.0+git
2016-04-25 12:10:45.571773 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-25 12:10:45.571780 I | etcdmain: Go Version: devel +093ac15 Mon Apr 25 06:00:15 2016 +0000
2016-04-25 12:10:45.571785 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-25 12:10:45.571790 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-25 12:10:45.571854 I | etcdmain: listening for peers on http://10.240.0.30:2380
2016-04-25 12:10:45.571877 I | etcdmain: listening for client requests on 10.240.0.30:2379
2016-04-25 12:10:45.576671 I | etcdserver: name = etcd-3
2016-04-25 12:10:45.576689 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-25 12:10:45.576696 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-25 12:10:45.576701 I | etcdserver: heartbeat = 100ms
2016-04-25 12:10:45.576706 I | etcdserver: election = 1000ms
2016-04-25 12:10:45.576710 I | etcdserver: snapshot count = 10000
2016-04-25 12:10:45.576719 I | etcdserver: advertise client URLs = http://10.240.0.30:2379
2016-04-25 12:10:45.576725 I | etcdserver: initial advertise peer URLs = http://10.240.0.30:2380
2016-04-25 12:10:45.576737 I | etcdserver: initial cluster = etcd-1=http://10.240.0.24:2380,etcd-2=http://10.240.0.29:2380,etcd-3=http://10.240.0.30:2380
2016-04-25 12:10:45.579052 I | etcdserver: starting member ae3b7ee5c615ef3e in cluster f41e3dbc00ef59fe
2016-04-25 12:10:45.579101 I | raft: ae3b7ee5c615ef3e became follower at term 0
2016-04-25 12:10:45.579125 I | raft: newRaft ae3b7ee5c615ef3e [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-25 12:10:45.579132 I | raft: ae3b7ee5c615ef3e became follower at term 1
2016-04-25 12:10:45.579288 I | etcdserver: no compression enabled
2016-04-25 12:10:45.591736 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-25 12:10:45.591856 I | rafthttp: the connection with 38b08b16bc99e52f became active
2016-04-25 12:10:45.594341 N | etcdserver: added member 38b08b16bc99e52f [http://10.240.0.24:2380] to cluster f41e3dbc00ef59fe
2016-04-25 12:10:45.594385 I | rafthttp: the connection with 50bb6dbcc32550d5 became active
2016-04-25 12:10:45.594897 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-25 12:10:45.594910 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-25 12:10:45.594965 N | etcdserver: added member 50bb6dbcc32550d5 [http://10.240.0.29:2380] to cluster f41e3dbc00ef59fe
2016-04-25 12:10:45.595071 N | etcdmain: serving insecure client requests on 10.240.0.30:2379, this is strongly discouraged!
2016-04-25 12:10:45.595095 N | etcdserver: added local member ae3b7ee5c615ef3e [http://10.240.0.30:2380] to cluster f41e3dbc00ef59fe
2016-04-25 12:10:45.595176 I | raft: ae3b7ee5c615ef3e [term: 1] received a MsgHeartbeat message with higher term from 38b08b16bc99e52f [term: 3]
2016-04-25 12:10:45.595201 I | raft: ae3b7ee5c615ef3e became follower at term 3
2016-04-25 12:10:45.595210 I | raft: raft.node: ae3b7ee5c615ef3e elected leader 38b08b16bc99e52f at term 3
2016-04-25 12:10:45.596284 N | membership: set the initial cluster version to 2.2
2016-04-25 12:10:45.598785 I | etcdserver: published {Name:etcd-3 ClientURLs:[http://10.240.0.30:2379]} to cluster f41e3dbc00ef59fe
2016-04-25 12:10:46.093446 I | v2http: enabled capabilities for version 2.2.0
2016-04-25 12:10:49.391925 N | membership: updated the cluster version from 2.2 to 2.3
2016-04-25 12:10:49.594707 I | v2http: enabled capabilities for version 2.3.0
2016-04-25 12:10:52.019851 I | etcdserver: start to snapshot (applied: 10126, lastsnap: 0)
2016-04-25 12:10:52.042113 I | etcdserver: saved snapshot at index 10126
2016-04-25 12:10:52.042367 I | etcdserver: compacted raft log at 5126
2016-04-25 12:10:52.404653 I | etcdserver: start to snapshot (applied: 20492, lastsnap: 10126)
2016-04-25 12:10:52.430047 I | etcdserver: saved snapshot at index 20492
2016-04-25 12:10:52.430385 I | etcdserver: compacted raft log at 15492
2016-04-25 12:10:52.789991 I | etcdserver: start to snapshot (applied: 30660, lastsnap: 20492)
2016-04-25 12:10:52.809242 I | etcdserver: saved snapshot at index 30660
2016-04-25 12:10:52.809498 I | etcdserver: compacted raft log at 25660
2016-04-25 12:10:53.208238 I | etcdserver: start to snapshot (applied: 40895, lastsnap: 30660)
2016-04-25 12:10:53.221683 I | etcdserver: saved snapshot at index 40895
2016-04-25 12:10:53.222001 I | etcdserver: compacted raft log at 35895
2016-04-25 12:10:53.595015 I | etcdserver: start to snapshot (applied: 50993, lastsnap: 40895)
2016-04-25 12:10:53.612973 I | etcdserver: saved snapshot at index 50993
2016-04-25 12:10:53.613288 I | etcdserver: compacted raft log at 45993
2016-04-25 12:10:53.789927 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000001-000000000000dc36.wal is created
2016-04-25 12:10:54.027579 I | etcdserver: start to snapshot (applied: 61365, lastsnap: 50993)
2016-04-25 12:10:54.054094 I | etcdserver: saved snapshot at index 61365
2016-04-25 12:10:54.054296 I | etcdserver: compacted raft log at 56365
2016-04-25 12:10:54.446284 I | etcdserver: start to snapshot (applied: 71527, lastsnap: 61365)
2016-04-25 12:10:54.462728 I | etcdserver: saved snapshot at index 71527
2016-04-25 12:10:54.462983 I | etcdserver: compacted raft log at 66527
2016-04-25 12:10:54.845580 I | etcdserver: start to snapshot (applied: 81661, lastsnap: 71527)
2016-04-25 12:10:54.863522 I | etcdserver: saved snapshot at index 81661
2016-04-25 12:10:54.863793 I | etcdserver: compacted raft log at 76661
2016-04-25 12:10:55.251956 I | etcdserver: start to snapshot (applied: 91813, lastsnap: 81661)
2016-04-25 12:10:55.289253 I | etcdserver: saved snapshot at index 91813
2016-04-25 12:10:55.289500 I | etcdserver: compacted raft log at 86813
2016-04-25 12:10:55.703692 I | etcdserver: start to snapshot (applied: 101927, lastsnap: 91813)
2016-04-25 12:10:55.724857 I | etcdserver: saved snapshot at index 101927
2016-04-25 12:10:55.738784 I | etcdserver: compacted raft log at 96927
2016-04-25 12:10:56.173872 I | etcdserver: start to snapshot (applied: 112263, lastsnap: 101927)
2016-04-25 12:10:56.185219 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000002-000000000001b8b3.wal is created
2016-04-25 12:10:56.186949 I | etcdserver: saved snapshot at index 112263
2016-04-25 12:10:56.187174 I | etcdserver: compacted raft log at 107263
2016-04-25 12:10:56.612865 I | etcdserver: start to snapshot (applied: 122431, lastsnap: 112263)
2016-04-25 12:10:56.643773 I | etcdserver: saved snapshot at index 122431
2016-04-25 12:10:56.644086 I | etcdserver: compacted raft log at 117431
2016-04-25 12:10:57.083848 I | etcdserver: start to snapshot (applied: 132822, lastsnap: 122431)
2016-04-25 12:10:57.122387 I | etcdserver: saved snapshot at index 132822
2016-04-25 12:10:57.122603 I | etcdserver: compacted raft log at 127822
2016-04-25 12:10:57.516496 I | etcdserver: start to snapshot (applied: 142910, lastsnap: 132822)
2016-04-25 12:10:57.534097 I | etcdserver: saved snapshot at index 142910
2016-04-25 12:10:57.534261 I | etcdserver: compacted raft log at 137910
2016-04-25 12:10:57.962888 I | etcdserver: start to snapshot (applied: 152922, lastsnap: 142910)
2016-04-25 12:10:58.007549 I | etcdserver: saved snapshot at index 152922
2016-04-25 12:10:58.007813 I | etcdserver: compacted raft log at 147922
2016-04-25 12:10:58.436639 I | etcdserver: start to snapshot (applied: 163109, lastsnap: 152922)
2016-04-25 12:10:58.451157 I | etcdserver: saved snapshot at index 163109
2016-04-25 12:10:58.452217 I | etcdserver: compacted raft log at 158109
2016-04-25 12:10:58.677331 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000003-00000000000294f5.wal is created
2016-04-25 12:10:58.876459 I | etcdserver: start to snapshot (applied: 173133, lastsnap: 163109)
2016-04-25 12:10:58.901230 I | etcdserver: saved snapshot at index 173133
2016-04-25 12:10:58.901440 I | etcdserver: compacted raft log at 168133
2016-04-25 12:10:59.321131 I | etcdserver: start to snapshot (applied: 183187, lastsnap: 173133)
2016-04-25 12:10:59.339072 I | etcdserver: saved snapshot at index 183187
2016-04-25 12:10:59.339487 I | etcdserver: compacted raft log at 178187
2016-04-25 12:10:59.808901 I | etcdserver: start to snapshot (applied: 193418, lastsnap: 183187)
2016-04-25 12:10:59.818847 I | etcdserver: saved snapshot at index 193418
2016-04-25 12:10:59.819017 I | etcdserver: compacted raft log at 188418
2016-04-25 12:11:00.266877 I | etcdserver: start to snapshot (applied: 203569, lastsnap: 193418)
2016-04-25 12:11:00.296485 I | etcdserver: saved snapshot at index 203569
2016-04-25 12:11:00.296709 I | etcdserver: compacted raft log at 198569
2016-04-25 12:11:00.717694 I | etcdserver: start to snapshot (applied: 213716, lastsnap: 203569)
2016-04-25 12:11:00.737911 I | etcdserver: saved snapshot at index 213716
2016-04-25 12:11:00.738146 I | etcdserver: compacted raft log at 208716
2016-04-25 12:11:01.165186 I | etcdserver: start to snapshot (applied: 223768, lastsnap: 213716)
2016-04-25 12:11:01.179453 I | etcdserver: saved snapshot at index 223768
2016-04-25 12:11:01.179662 I | etcdserver: compacted raft log at 218768
2016-04-25 12:11:01.200076 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000004-0000000000037148.wal is created
2016-04-25 12:11:01.571025 I | etcdserver: start to snapshot (applied: 233802, lastsnap: 223768)
2016-04-25 12:11:01.582755 I | etcdserver: saved snapshot at index 233802
2016-04-25 12:11:01.583157 I | etcdserver: compacted raft log at 228802
2016-04-25 12:11:02.013332 I | etcdserver: start to snapshot (applied: 243933, lastsnap: 233802)
2016-04-25 12:11:02.024359 I | etcdserver: saved snapshot at index 243933
2016-04-25 12:11:02.024585 I | etcdserver: compacted raft log at 238933
2016-04-25 12:11:02.445503 I | etcdserver: start to snapshot (applied: 254261, lastsnap: 243933)
2016-04-25 12:11:02.499098 I | etcdserver: saved snapshot at index 254261
2016-04-25 12:11:02.499325 I | etcdserver: compacted raft log at 249261
2016-04-25 12:11:02.909892 I | etcdserver: start to snapshot (applied: 264310, lastsnap: 254261)
2016-04-25 12:11:02.927152 I | etcdserver: saved snapshot at index 264310
2016-04-25 12:11:02.927350 I | etcdserver: compacted raft log at 259310
2016-04-25 12:11:03.348076 I | etcdserver: start to snapshot (applied: 274436, lastsnap: 264310)
2016-04-25 12:11:03.358314 I | etcdserver: saved snapshot at index 274436
2016-04-25 12:11:03.358572 I | etcdserver: compacted raft log at 269436
2016-04-25 12:11:03.645655 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000005-0000000000044db8.wal is created
2016-04-25 12:11:03.787718 I | etcdserver: start to snapshot (applied: 284630, lastsnap: 274436)
2016-04-25 12:11:03.807861 I | etcdserver: saved snapshot at index 284630
2016-04-25 12:11:03.808161 I | etcdserver: compacted raft log at 279630
2016-04-25 12:11:04.247700 I | etcdserver: start to snapshot (applied: 294746, lastsnap: 284630)
2016-04-25 12:11:04.275805 I | etcdserver: saved snapshot at index 294746
2016-04-25 12:11:04.276039 I | etcdserver: compacted raft log at 289746
2016-04-25 12:11:04.723179 I | etcdserver: start to snapshot (applied: 304899, lastsnap: 294746)
2016-04-25 12:11:04.740014 I | etcdserver: saved snapshot at index 304899
2016-04-25 12:11:04.740228 I | etcdserver: compacted raft log at 299899
2016-04-25 12:11:05.105981 I | etcdserver: start to snapshot (applied: 314913, lastsnap: 304899)
2016-04-25 12:11:05.125011 I | etcdserver: saved snapshot at index 314913
2016-04-25 12:11:05.125184 I | etcdserver: compacted raft log at 309913
2016-04-25 12:11:05.523110 I | etcdserver: start to snapshot (applied: 325166, lastsnap: 314913)
2016-04-25 12:11:05.568259 I | etcdserver: saved snapshot at index 325166
2016-04-25 12:11:05.568574 I | etcdserver: compacted raft log at 320166
2016-04-25 12:11:05.924300 I | etcdserver: start to snapshot (applied: 335208, lastsnap: 325166)
2016-04-25 12:11:05.954317 I | etcdserver: saved snapshot at index 335208
2016-04-25 12:11:05.954499 I | etcdserver: compacted raft log at 330208
2016-04-25 12:11:06.082465 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000006-0000000000052a61.wal is created
2016-04-25 12:11:06.399668 I | etcdserver: start to snapshot (applied: 345241, lastsnap: 335208)
2016-04-25 12:11:06.455211 I | etcdserver: saved snapshot at index 345241
2016-04-25 12:11:06.455888 I | etcdserver: compacted raft log at 340241
2016-04-25 12:11:06.853788 I | etcdserver: start to snapshot (applied: 355520, lastsnap: 345241)
2016-04-25 12:11:06.867274 I | etcdserver: saved snapshot at index 355520
2016-04-25 12:11:06.867547 I | etcdserver: compacted raft log at 350520
2016-04-25 12:11:07.257236 I | etcdserver: start to snapshot (applied: 366085, lastsnap: 355520)
2016-04-25 12:11:07.268700 I | etcdserver: saved snapshot at index 366085
2016-04-25 12:11:07.268885 I | etcdserver: compacted raft log at 361085
2016-04-25 12:11:07.641331 I | etcdserver: start to snapshot (applied: 376236, lastsnap: 366085)
2016-04-25 12:11:07.656178 I | etcdserver: saved snapshot at index 376236
2016-04-25 12:11:07.656433 I | etcdserver: compacted raft log at 371236
2016-04-25 12:11:08.061613 I | etcdserver: start to snapshot (applied: 386331, lastsnap: 376236)
2016-04-25 12:11:08.105380 I | etcdserver: saved snapshot at index 386331
2016-04-25 12:11:08.107699 I | etcdserver: compacted raft log at 381331
