2016-04-25 13:30:37.764525 I | etcdmain: etcd Version: 2.3.0+git
2016-04-25 13:30:37.764603 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-25 13:30:37.764616 I | etcdmain: Go Version: devel +093ac15 Mon Apr 25 06:00:15 2016 +0000
2016-04-25 13:30:37.764622 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-25 13:30:37.764627 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-25 13:30:37.764686 I | etcdmain: listening for peers on http://10.240.0.21:2380
2016-04-25 13:30:37.764716 I | etcdmain: listening for client requests on 10.240.0.21:2379
2016-04-25 13:30:37.774888 I | etcdserver: name = etcd-1
2016-04-25 13:30:37.774923 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-25 13:30:37.774938 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-25 13:30:37.774948 I | etcdserver: heartbeat = 100ms
2016-04-25 13:30:37.774957 I | etcdserver: election = 1000ms
2016-04-25 13:30:37.774966 I | etcdserver: snapshot count = 10000
2016-04-25 13:30:37.774987 I | etcdserver: advertise client URLs = http://10.240.0.21:2379
2016-04-25 13:30:37.775006 I | etcdserver: initial advertise peer URLs = http://10.240.0.21:2380
2016-04-25 13:30:37.775034 I | etcdserver: initial cluster = etcd-1=http://10.240.0.21:2380,etcd-2=http://10.240.0.22:2380,etcd-3=http://10.240.0.23:2380
2016-04-25 13:30:37.779197 I | etcdserver: starting member 2087a91b2ccc6d93 in cluster e05fb31d21672c21
2016-04-25 13:30:37.779255 I | raft: 2087a91b2ccc6d93 became follower at term 0
2016-04-25 13:30:37.779267 I | raft: newRaft 2087a91b2ccc6d93 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-25 13:30:37.779273 I | raft: 2087a91b2ccc6d93 became follower at term 1
2016-04-25 13:30:37.779435 I | etcdserver: no compression enabled
2016-04-25 13:30:37.795352 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-25 13:30:37.796996 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-25 13:30:37.797011 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-25 13:30:37.797031 N | etcdserver: added local member 2087a91b2ccc6d93 [http://10.240.0.21:2380] to cluster e05fb31d21672c21
2016-04-25 13:30:37.797096 N | etcdmain: serving insecure client requests on 10.240.0.21:2379, this is strongly discouraged!
2016-04-25 13:30:37.797131 N | etcdserver: added member 21d3c625100d5241 [http://10.240.0.22:2380] to cluster e05fb31d21672c21
2016-04-25 13:30:37.797206 N | etcdserver: added member 3e07e8086be420d2 [http://10.240.0.23:2380] to cluster e05fb31d21672c21
2016-04-25 13:30:38.679640 I | raft: 2087a91b2ccc6d93 is starting a new election at term 1
2016-04-25 13:30:38.679713 I | raft: 2087a91b2ccc6d93 became candidate at term 2
2016-04-25 13:30:38.679722 I | raft: 2087a91b2ccc6d93 received vote from 2087a91b2ccc6d93 at term 2
2016-04-25 13:30:38.679733 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3] sent vote request to 21d3c625100d5241 at term 2
2016-04-25 13:30:38.679742 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3] sent vote request to 3e07e8086be420d2 at term 2
2016-04-25 13:30:38.787700 I | rafthttp: the connection with 21d3c625100d5241 became active
2016-04-25 13:30:39.277147 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3, vote: 2087a91b2ccc6d93] rejected vote from 21d3c625100d5241 [logterm: 1, index: 3] at term 2
