2016-05-02 05:33:31.716661 I | etcdmain: etcd Version: 2.3.0+git
2016-05-02 05:33:31.716725 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-05-02 05:33:31.716732 I | etcdmain: Go Version: devel +e50346d Mon May 2 04:42:12 2016 +0000
2016-05-02 05:33:31.716740 I | etcdmain: Go OS/Arch: linux/amd64
2016-05-02 05:33:31.716746 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-05-02 05:33:31.716807 I | etcdmain: listening for peers on http://10.240.0.22:2380
2016-05-02 05:33:31.716839 I | etcdmain: listening for client requests on 10.240.0.22:2379
2016-05-02 05:33:31.721330 I | etcdserver: name = etcd-2
2016-05-02 05:33:31.721349 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-05-02 05:33:31.721356 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-05-02 05:33:31.721362 I | etcdserver: heartbeat = 100ms
2016-05-02 05:33:31.721367 I | etcdserver: election = 1000ms
2016-05-02 05:33:31.721371 I | etcdserver: snapshot count = 10000
2016-05-02 05:33:31.721380 I | etcdserver: advertise client URLs = http://10.240.0.22:2379
2016-05-02 05:33:31.721387 I | etcdserver: initial advertise peer URLs = http://10.240.0.22:2380
2016-05-02 05:33:31.721399 I | etcdserver: initial cluster = etcd-1=http://10.240.0.21:2380,etcd-2=http://10.240.0.22:2380,etcd-3=http://10.240.0.23:2380
2016-05-02 05:33:31.724448 I | etcdserver: starting member 21d3c625100d5241 in cluster e05fb31d21672c21
2016-05-02 05:33:31.724486 I | raft: 21d3c625100d5241 became follower at term 0
2016-05-02 05:33:31.724498 I | raft: newRaft 21d3c625100d5241 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-05-02 05:33:31.724504 I | raft: 21d3c625100d5241 became follower at term 1
2016-05-02 05:33:31.724650 I | etcdserver: enabling compression snappy
2016-05-02 05:33:31.736153 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-05-02 05:33:31.737108 I | rafthttp: the connection with 2087a91b2ccc6d93 became active
2016-05-02 05:33:31.737202 E | etcdmain: failed to notify systemd for readiness: No socket
2016-05-02 05:33:31.737225 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-05-02 05:33:31.737530 N | etcdserver: added member 2087a91b2ccc6d93 [http://10.240.0.21:2380] to cluster e05fb31d21672c21
2016-05-02 05:33:31.737631 N | etcdserver: added local member 21d3c625100d5241 [http://10.240.0.22:2380] to cluster e05fb31d21672c21
2016-05-02 05:33:31.737805 N | etcdserver: added member 3e07e8086be420d2 [http://10.240.0.23:2380] to cluster e05fb31d21672c21
2016-05-02 05:33:32.224839 I | raft: 21d3c625100d5241 is starting a new election at term 1
2016-05-02 05:33:32.224902 I | raft: 21d3c625100d5241 became candidate at term 2
2016-05-02 05:33:32.224910 I | raft: 21d3c625100d5241 received vote from 21d3c625100d5241 at term 2
2016-05-02 05:33:32.224921 I | raft: 21d3c625100d5241 [logterm: 1, index: 3] sent vote request to 2087a91b2ccc6d93 at term 2
2016-05-02 05:33:32.224931 I | raft: 21d3c625100d5241 [logterm: 1, index: 3] sent vote request to 3e07e8086be420d2 at term 2
2016-05-02 05:33:32.226814 I | raft: 21d3c625100d5241 received vote rejection from 2087a91b2ccc6d93 at term 2
2016-05-02 05:33:32.226840 I | raft: 21d3c625100d5241 [quorum:2] has received 1 votes and 1 vote rejections
2016-05-02 05:33:32.736865 I | rafthttp: the connection with 3e07e8086be420d2 became active
2016-05-02 05:33:32.925658 I | raft: 21d3c625100d5241 [term: 2] received a MsgVote message with higher term from 2087a91b2ccc6d93 [term: 3]
2016-05-02 05:33:32.925724 I | raft: 21d3c625100d5241 became follower at term 3
2016-05-02 05:33:32.925739 I | raft: 21d3c625100d5241 [logterm: 1, index: 3, vote: 0] voted for 2087a91b2ccc6d93 [logterm: 1, index: 3] at term 3
2016-05-02 05:33:32.927448 I | raft: raft.node: 21d3c625100d5241 elected leader 2087a91b2ccc6d93 at term 3
2016-05-02 05:33:32.931033 I | etcdserver: published {Name:etcd-2 ClientURLs:[http://10.240.0.22:2379]} to cluster e05fb31d21672c21
2016-05-02 05:33:32.931052 I | etcdmain: ready to serve client requests
2016-05-02 05:33:32.931241 N | etcdmain: serving insecure client requests on 10.240.0.22:2379, this is strongly discouraged!
2016-05-02 05:33:32.932671 N | membership: set the initial cluster version to 2.3
2016-05-02 05:33:33.237592 I | v2http: enabled capabilities for version 2.3.0
2016-05-02 05:33:41.278670 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000001-00000000000000f2.wal is created
2016-05-02 05:33:43.904376 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000002-00000000000001ce.wal is created
2016-05-02 05:33:46.512648 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000003-00000000000002aa.wal is created
2016-05-02 05:33:49.203870 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000004-0000000000000386.wal is created
2016-05-02 05:33:51.786065 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000005-0000000000000463.wal is created
2016-05-02 05:33:54.363247 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000006-000000000000053f.wal is created
2016-05-02 05:33:56.991490 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000007-000000000000061b.wal is created
2016-05-02 05:33:59.792746 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000008-00000000000006f8.wal is created
2016-05-02 05:34:02.562621 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000009-00000000000007d4.wal is created
2016-05-02 05:34:13.249723 E | rafthttp: failed to dial 2087a91b2ccc6d93 on stream Message (dial tcp 10.240.0.21:2380: getsockopt: connection refused)
2016-05-02 05:34:13.249760 I | rafthttp: the connection with 2087a91b2ccc6d93 became inactive
2016-05-02 05:34:14.148933 N | osutil: received terminated signal, shutting down...
