2016-05-02 05:29:29.054864 I | etcdmain: etcd Version: 2.3.0+git
2016-05-02 05:29:29.054915 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-05-02 05:29:29.054921 I | etcdmain: Go Version: devel +e50346d Mon May 2 04:42:12 2016 +0000
2016-05-02 05:29:29.054927 I | etcdmain: Go OS/Arch: linux/amd64
2016-05-02 05:29:29.054932 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-05-02 05:29:29.054990 I | etcdmain: listening for peers on http://10.240.0.17:2380
2016-05-02 05:29:29.055021 I | etcdmain: listening for client requests on 10.240.0.17:2379
2016-05-02 05:29:29.060303 I | etcdserver: name = etcd-1
2016-05-02 05:29:29.060318 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-05-02 05:29:29.060327 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-05-02 05:29:29.060332 I | etcdserver: heartbeat = 100ms
2016-05-02 05:29:29.060337 I | etcdserver: election = 1000ms
2016-05-02 05:29:29.060342 I | etcdserver: snapshot count = 10000
2016-05-02 05:29:29.060351 I | etcdserver: advertise client URLs = http://10.240.0.17:2379
2016-05-02 05:29:29.060357 I | etcdserver: initial advertise peer URLs = http://10.240.0.17:2380
2016-05-02 05:29:29.060383 I | etcdserver: initial cluster = etcd-1=http://10.240.0.17:2380,etcd-2=http://10.240.0.18:2380,etcd-3=http://10.240.0.19:2380
2016-05-02 05:29:29.062763 I | etcdserver: starting member 8b1cff98eebdba1d in cluster d01df2c6b3269be0
2016-05-02 05:29:29.062796 I | raft: 8b1cff98eebdba1d became follower at term 0
2016-05-02 05:29:29.062809 I | raft: newRaft 8b1cff98eebdba1d [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-05-02 05:29:29.062815 I | raft: 8b1cff98eebdba1d became follower at term 1
2016-05-02 05:29:29.062936 I | etcdserver: no compression enabled
