2016-05-02 05:29:31.083129 I | etcdmain: etcd Version: 2.3.0+git
2016-05-02 05:29:31.083178 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-05-02 05:29:31.083318 I | etcdmain: Go Version: devel +e50346d Mon May 2 04:42:12 2016 +0000
2016-05-02 05:29:31.083331 I | etcdmain: Go OS/Arch: linux/amd64
2016-05-02 05:29:31.083337 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-05-02 05:29:31.083408 I | etcdmain: listening for peers on http://10.240.0.19:2380
2016-05-02 05:29:31.083432 I | etcdmain: listening for client requests on 10.240.0.19:2379
2016-05-02 05:29:31.088058 I | etcdserver: name = etcd-3
2016-05-02 05:29:31.088072 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-05-02 05:29:31.088078 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-05-02 05:29:31.088083 I | etcdserver: heartbeat = 100ms
2016-05-02 05:29:31.088088 I | etcdserver: election = 1000ms
2016-05-02 05:29:31.088100 I | etcdserver: snapshot count = 10000
2016-05-02 05:29:31.088108 I | etcdserver: advertise client URLs = http://10.240.0.19:2379
2016-05-02 05:29:31.088115 I | etcdserver: initial advertise peer URLs = http://10.240.0.19:2380
2016-05-02 05:29:31.088127 I | etcdserver: initial cluster = etcd-1=http://10.240.0.17:2380,etcd-2=http://10.240.0.18:2380,etcd-3=http://10.240.0.19:2380
2016-05-02 05:29:31.090322 I | etcdserver: starting member b33da349595da114 in cluster d01df2c6b3269be0
2016-05-02 05:29:31.090359 I | raft: b33da349595da114 became follower at term 0
2016-05-02 05:29:31.090379 I | raft: newRaft b33da349595da114 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-05-02 05:29:31.090385 I | raft: b33da349595da114 became follower at term 1
2016-05-02 05:29:31.090543 I | etcdserver: no compression enabled
2016-05-02 05:29:31.103381 I | rafthttp: the connection with 66358a82ef379101 became active
2016-05-02 05:29:31.103672 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-05-02 05:29:31.103939 E | etcdmain: failed to notify systemd for readiness: No socket
2016-05-02 05:29:31.103950 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-05-02 05:29:31.104805 N | etcdserver: added member 66358a82ef379101 [http://10.240.0.18:2380] to cluster d01df2c6b3269be0
2016-05-02 05:29:31.105106 I | rafthttp: the connection with 8b1cff98eebdba1d became active
2016-05-02 05:29:31.105173 I | raft: b33da349595da114 [term: 1] received a MsgApp message with higher term from 8b1cff98eebdba1d [term: 3]
2016-05-02 05:29:31.105845 I | raft: b33da349595da114 became follower at term 3
2016-05-02 05:29:31.105877 I | raft: raft.node: b33da349595da114 elected leader 8b1cff98eebdba1d at term 3
2016-05-02 05:29:31.106350 N | etcdserver: added member 8b1cff98eebdba1d [http://10.240.0.17:2380] to cluster d01df2c6b3269be0
2016-05-02 05:29:31.106453 N | etcdserver: added local member b33da349595da114 [http://10.240.0.19:2380] to cluster d01df2c6b3269be0
2016-05-02 05:29:31.106561 N | membership: set the initial cluster version to 2.2
2016-05-02 05:29:31.110337 I | etcdserver: published {Name:etcd-3 ClientURLs:[http://10.240.0.19:2379]} to cluster d01df2c6b3269be0
2016-05-02 05:29:31.110351 I | etcdmain: ready to serve client requests
2016-05-02 05:29:31.110472 N | etcdmain: serving insecure client requests on 10.240.0.19:2379, this is strongly discouraged!
2016-05-02 05:29:31.604062 I | v2http: enabled capabilities for version 2.2.0
2016-05-02 05:29:35.001414 N | membership: updated the cluster version from 2.2 to 2.3
2016-05-02 05:29:35.105085 I | v2http: enabled capabilities for version 2.3.0
2016-05-02 05:29:39.278361 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000001-00000000000000f3.wal is created
2016-05-02 05:29:41.469606 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000002-00000000000001ce.wal is created
2016-05-02 05:29:43.652332 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000003-00000000000002aa.wal is created
2016-05-02 05:29:45.855496 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000004-0000000000000385.wal is created
2016-05-02 05:29:48.067421 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000005-0000000000000460.wal is created
2016-05-02 05:29:50.281010 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000006-000000000000053c.wal is created
2016-05-02 05:29:52.484060 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000007-0000000000000617.wal is created
2016-05-02 05:29:54.902325 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000008-00000000000006f3.wal is created
2016-05-02 05:29:57.250260 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000009-00000000000007cf.wal is created
