2016-05-02 05:44:22.591168 I | etcdmain: etcd Version: 2.3.0+git
2016-05-02 05:44:22.591224 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-05-02 05:44:22.591230 I | etcdmain: Go Version: devel +e50346d Mon May 2 04:42:12 2016 +0000
2016-05-02 05:44:22.591236 I | etcdmain: Go OS/Arch: linux/amd64
2016-05-02 05:44:22.591241 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-05-02 05:44:22.591291 I | etcdmain: listening for peers on http://10.240.0.19:2380
2016-05-02 05:44:22.591316 I | etcdmain: listening for client requests on 10.240.0.19:2379
2016-05-02 05:44:22.597022 I | etcdserver: name = etcd-3
2016-05-02 05:44:22.597054 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-05-02 05:44:22.597062 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-05-02 05:44:22.597068 I | etcdserver: heartbeat = 100ms
2016-05-02 05:44:22.597073 I | etcdserver: election = 1000ms
2016-05-02 05:44:22.597078 I | etcdserver: snapshot count = 10000
2016-05-02 05:44:22.597090 I | etcdserver: advertise client URLs = http://10.240.0.19:2379
2016-05-02 05:44:22.597096 I | etcdserver: initial advertise peer URLs = http://10.240.0.19:2380
2016-05-02 05:44:22.597111 I | etcdserver: initial cluster = etcd-1=http://10.240.0.17:2380,etcd-2=http://10.240.0.18:2380,etcd-3=http://10.240.0.19:2380
2016-05-02 05:44:22.599643 I | etcdserver: starting member b33da349595da114 in cluster d01df2c6b3269be0
2016-05-02 05:44:22.599690 I | raft: b33da349595da114 became follower at term 0
2016-05-02 05:44:22.599704 I | raft: newRaft b33da349595da114 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-05-02 05:44:22.599710 I | raft: b33da349595da114 became follower at term 1
2016-05-02 05:44:22.599857 I | etcdserver: no compression enabled
2016-05-02 05:44:22.611849 I | rafthttp: the connection with 66358a82ef379101 became active
2016-05-02 05:44:22.612465 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-05-02 05:44:22.614613 I | rafthttp: the connection with 8b1cff98eebdba1d became active
2016-05-02 05:44:22.614667 N | etcdserver: added member 66358a82ef379101 [http://10.240.0.18:2380] to cluster d01df2c6b3269be0
2016-05-02 05:44:22.614746 N | etcdserver: added member 8b1cff98eebdba1d [http://10.240.0.17:2380] to cluster d01df2c6b3269be0
2016-05-02 05:44:22.614814 E | etcdmain: failed to notify systemd for readiness: No socket
2016-05-02 05:44:22.614832 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-05-02 05:44:22.614841 N | etcdserver: added local member b33da349595da114 [http://10.240.0.19:2380] to cluster d01df2c6b3269be0
2016-05-02 05:44:22.615086 I | raft: b33da349595da114 [term: 1] received a MsgApp message with higher term from 8b1cff98eebdba1d [term: 3]
2016-05-02 05:44:22.615110 I | raft: b33da349595da114 became follower at term 3
2016-05-02 05:44:22.615140 I | raft: raft.node: b33da349595da114 elected leader 8b1cff98eebdba1d at term 3
2016-05-02 05:44:22.615379 N | membership: set the initial cluster version to 2.2
2016-05-02 05:44:22.618563 I | etcdserver: published {Name:etcd-3 ClientURLs:[http://10.240.0.19:2379]} to cluster d01df2c6b3269be0
2016-05-02 05:44:22.618582 I | etcdmain: ready to serve client requests
2016-05-02 05:44:22.618764 N | etcdmain: serving insecure client requests on 10.240.0.19:2379, this is strongly discouraged!
2016-05-02 05:44:23.113526 I | v2http: enabled capabilities for version 2.2.0
2016-05-02 05:44:26.510977 N | membership: updated the cluster version from 2.2 to 2.3
2016-05-02 05:44:26.614657 I | v2http: enabled capabilities for version 2.3.0
2016-05-02 05:44:30.671697 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000001-00000000000000f3.wal is created
2016-05-02 05:44:32.793636 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000002-00000000000001ce.wal is created
2016-05-02 05:44:34.882713 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000003-00000000000002a9.wal is created
2016-05-02 05:44:36.965428 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000004-0000000000000384.wal is created
2016-05-02 05:44:39.063212 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000005-000000000000045f.wal is created
2016-05-02 05:44:41.188924 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000006-000000000000053b.wal is created
2016-05-02 05:44:43.298681 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000007-0000000000000616.wal is created
2016-05-02 05:44:45.412380 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000008-00000000000006f1.wal is created
2016-05-02 05:44:47.500825 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000009-00000000000007cc.wal is created
2016-05-02 05:44:49.573420 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/000000000000000a-00000000000008a7.wal is created
2016-05-02 05:44:55.674188 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/000000000000000b-000000000000098b.wal is created
2016-05-02 05:45:02.741171 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/000000000000000c-0000000000000a70.wal is created
2016-05-02 05:45:10.134181 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/000000000000000d-0000000000000b56.wal is created
2016-05-02 05:45:26.737781 E | rafthttp: failed to dial 8b1cff98eebdba1d on stream MsgApp v2 (dial tcp 10.240.0.17:2380: getsockopt: connection refused)
2016-05-02 05:45:26.737816 I | rafthttp: the connection with 8b1cff98eebdba1d became inactive
2016-05-02 05:45:27.740979 E | rafthttp: failed to dial 66358a82ef379101 on stream Message (dial tcp 10.240.0.18:2380: getsockopt: connection refused)
2016-05-02 05:45:27.741020 I | rafthttp: the connection with 66358a82ef379101 became inactive
2016-05-02 05:45:28.300136 I | raft: b33da349595da114 is starting a new election at term 3
2016-05-02 05:45:28.300206 I | raft: b33da349595da114 became candidate at term 4
2016-05-02 05:45:28.300216 I | raft: b33da349595da114 received vote from b33da349595da114 at term 4
2016-05-02 05:45:28.300228 I | raft: b33da349595da114 [logterm: 3, index: 3139] sent vote request to 66358a82ef379101 at term 4
2016-05-02 05:45:28.300237 I | raft: b33da349595da114 [logterm: 3, index: 3139] sent vote request to 8b1cff98eebdba1d at term 4
2016-05-02 05:45:28.300248 I | raft: raft.node: b33da349595da114 lost leader 8b1cff98eebdba1d at term 4
2016-05-02 05:45:28.637780 N | osutil: received terminated signal, shutting down...
