2016-05-02 05:44:46.660266 I | etcdmain: etcd Version: 2.3.0+git
2016-05-02 05:44:46.660328 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-05-02 05:44:46.660335 I | etcdmain: Go Version: devel +e50346d Mon May 2 04:42:12 2016 +0000
2016-05-02 05:44:46.660340 I | etcdmain: Go OS/Arch: linux/amd64
2016-05-02 05:44:46.660346 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-05-02 05:44:46.660406 I | etcdmain: listening for peers on http://10.240.0.21:2380
2016-05-02 05:44:46.660429 I | etcdmain: listening for client requests on 10.240.0.21:2379
2016-05-02 05:44:46.665961 I | etcdserver: name = etcd-1
2016-05-02 05:44:46.665980 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-05-02 05:44:46.665987 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-05-02 05:44:46.665992 I | etcdserver: heartbeat = 100ms
2016-05-02 05:44:46.665998 I | etcdserver: election = 1000ms
2016-05-02 05:44:46.666003 I | etcdserver: snapshot count = 10000
2016-05-02 05:44:46.666013 I | etcdserver: advertise client URLs = http://10.240.0.21:2379
2016-05-02 05:44:46.666019 I | etcdserver: initial advertise peer URLs = http://10.240.0.21:2380
2016-05-02 05:44:46.666033 I | etcdserver: initial cluster = etcd-1=http://10.240.0.21:2380,etcd-2=http://10.240.0.22:2380,etcd-3=http://10.240.0.23:2380
2016-05-02 05:44:46.668540 I | etcdserver: starting member 2087a91b2ccc6d93 in cluster e05fb31d21672c21
2016-05-02 05:44:46.668579 I | raft: 2087a91b2ccc6d93 became follower at term 0
2016-05-02 05:44:46.668590 I | raft: newRaft 2087a91b2ccc6d93 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-05-02 05:44:46.668596 I | raft: 2087a91b2ccc6d93 became follower at term 1
2016-05-02 05:44:46.668743 I | etcdserver: enabling compression snappy
2016-05-02 05:44:46.680309 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-05-02 05:44:46.680600 E | etcdmain: failed to notify systemd for readiness: No socket
2016-05-02 05:44:46.680633 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-05-02 05:44:46.680960 N | etcdserver: added local member 2087a91b2ccc6d93 [http://10.240.0.21:2380] to cluster e05fb31d21672c21
2016-05-02 05:44:46.681045 N | etcdserver: added member 21d3c625100d5241 [http://10.240.0.22:2380] to cluster e05fb31d21672c21
2016-05-02 05:44:46.681130 N | etcdserver: added member 3e07e8086be420d2 [http://10.240.0.23:2380] to cluster e05fb31d21672c21
2016-05-02 05:44:47.568929 I | raft: 2087a91b2ccc6d93 is starting a new election at term 1
2016-05-02 05:44:47.568990 I | raft: 2087a91b2ccc6d93 became candidate at term 2
2016-05-02 05:44:47.568999 I | raft: 2087a91b2ccc6d93 received vote from 2087a91b2ccc6d93 at term 2
2016-05-02 05:44:47.569010 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3] sent vote request to 3e07e8086be420d2 at term 2
2016-05-02 05:44:47.569018 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3] sent vote request to 21d3c625100d5241 at term 2
2016-05-02 05:44:47.692419 I | rafthttp: the connection with 21d3c625100d5241 became active
2016-05-02 05:44:48.179018 I | raft: 2087a91b2ccc6d93 [logterm: 1, index: 3, vote: 2087a91b2ccc6d93] rejected vote from 21d3c625100d5241 [logterm: 1, index: 3] at term 2
2016-05-02 05:44:48.681111 I | rafthttp: the connection with 3e07e8086be420d2 became active
