2016-05-02 05:44:20.586729 I | etcdmain: etcd Version: 2.3.0+git
2016-05-02 05:44:20.586781 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-05-02 05:44:20.586788 I | etcdmain: Go Version: devel +e50346d Mon May 2 04:42:12 2016 +0000
2016-05-02 05:44:20.586793 I | etcdmain: Go OS/Arch: linux/amd64
2016-05-02 05:44:20.586802 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-05-02 05:44:20.586861 I | etcdmain: listening for peers on http://10.240.0.17:2380
2016-05-02 05:44:20.586885 I | etcdmain: listening for client requests on 10.240.0.17:2379
2016-05-02 05:44:20.591918 I | etcdserver: name = etcd-1
2016-05-02 05:44:20.591952 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-05-02 05:44:20.591960 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-05-02 05:44:20.591966 I | etcdserver: heartbeat = 100ms
2016-05-02 05:44:20.591970 I | etcdserver: election = 1000ms
2016-05-02 05:44:20.591975 I | etcdserver: snapshot count = 10000
2016-05-02 05:44:20.592014 I | etcdserver: advertise client URLs = http://10.240.0.17:2379
2016-05-02 05:44:20.592022 I | etcdserver: initial advertise peer URLs = http://10.240.0.17:2380
2016-05-02 05:44:20.592043 I | etcdserver: initial cluster = etcd-1=http://10.240.0.17:2380,etcd-2=http://10.240.0.18:2380,etcd-3=http://10.240.0.19:2380
2016-05-02 05:44:20.595186 I | etcdserver: starting member 8b1cff98eebdba1d in cluster d01df2c6b3269be0
2016-05-02 05:44:20.595232 I | raft: 8b1cff98eebdba1d became follower at term 0
2016-05-02 05:44:20.595245 I | raft: newRaft 8b1cff98eebdba1d [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-05-02 05:44:20.595251 I | raft: 8b1cff98eebdba1d became follower at term 1
2016-05-02 05:44:20.595430 I | etcdserver: no compression enabled
2016-05-02 05:44:20.606785 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-05-02 05:44:20.607551 E | etcdmain: failed to notify systemd for readiness: No socket
2016-05-02 05:44:20.607567 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-05-02 05:44:20.608405 N | etcdserver: added member 66358a82ef379101 [http://10.240.0.18:2380] to cluster d01df2c6b3269be0
2016-05-02 05:44:20.608597 N | etcdserver: added local member 8b1cff98eebdba1d [http://10.240.0.17:2380] to cluster d01df2c6b3269be0
2016-05-02 05:44:20.609105 N | etcdserver: added member b33da349595da114 [http://10.240.0.19:2380] to cluster d01df2c6b3269be0
2016-05-02 05:44:20.895601 I | raft: 8b1cff98eebdba1d is starting a new election at term 1
2016-05-02 05:44:20.895670 I | raft: 8b1cff98eebdba1d became candidate at term 2
2016-05-02 05:44:20.895678 I | raft: 8b1cff98eebdba1d received vote from 8b1cff98eebdba1d at term 2
2016-05-02 05:44:20.895689 I | raft: 8b1cff98eebdba1d [logterm: 1, index: 3] sent vote request to 66358a82ef379101 at term 2
2016-05-02 05:44:20.895708 I | raft: 8b1cff98eebdba1d [logterm: 1, index: 3] sent vote request to b33da349595da114 at term 2
2016-05-02 05:44:21.608595 I | rafthttp: the connection with 66358a82ef379101 became active
2016-05-02 05:44:22.495797 I | raft: 8b1cff98eebdba1d is starting a new election at term 2
2016-05-02 05:44:22.495890 I | raft: 8b1cff98eebdba1d became candidate at term 3
2016-05-02 05:44:22.495907 I | raft: 8b1cff98eebdba1d received vote from 8b1cff98eebdba1d at term 3
2016-05-02 05:44:22.495926 I | raft: 8b1cff98eebdba1d [logterm: 1, index: 3] sent vote request to 66358a82ef379101 at term 3
