2016-03-25 14:22:29.781834 I | etcdmain: etcd Version: 2.3.0+git
2016-03-25 14:22:29.781890 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-03-25 14:22:29.781898 I | etcdmain: Go Version: go1.6
2016-03-25 14:22:29.781904 I | etcdmain: Go OS/Arch: linux/amd64
2016-03-25 14:22:29.781913 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-03-25 14:22:29.781967 I | etcdmain: listening for peers on http://10.240.0.34:2380
2016-03-25 14:22:29.781993 I | etcdmain: listening for client requests on 10.240.0.34:2379
2016-03-25 14:22:29.784168 I | etcdserver: name = etcd-3
2016-03-25 14:22:29.784184 I | etcdserver: data dir = /mnt/ssd0/data.etcd
2016-03-25 14:22:29.784192 I | etcdserver: member dir = /mnt/ssd0/data.etcd/member
2016-03-25 14:22:29.784198 I | etcdserver: heartbeat = 100ms
2016-03-25 14:22:29.784204 I | etcdserver: election = 1000ms
2016-03-25 14:22:29.784209 I | etcdserver: snapshot count = 10000
2016-03-25 14:22:29.784219 I | etcdserver: advertise client URLs = http://10.240.0.34:2379
2016-03-25 14:22:29.784226 I | etcdserver: initial advertise peer URLs = http://10.240.0.34:2380
2016-03-25 14:22:29.784249 I | etcdserver: initial cluster = etcd-1=http://10.240.0.32:2380,etcd-2=http://10.240.0.33:2380,etcd-3=http://10.240.0.34:2380
2016-03-25 14:22:29.791440 I | etcdserver: starting member a55bd2c806d46279 in cluster c5560b3524bdd10e
2016-03-25 14:22:29.791491 I | raft: a55bd2c806d46279 became follower at term 0
2016-03-25 14:22:29.791504 I | raft: newRaft a55bd2c806d46279 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-03-25 14:22:29.791510 I | raft: a55bd2c806d46279 became follower at term 1
2016-03-25 14:22:29.831191 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-03-25 14:22:29.831694 E | etcdmain: failed to notify systemd for readiness: No socket
2016-03-25 14:22:29.831719 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-03-25 14:22:29.834521 N | etcdmain: serving insecure client requests on 10.240.0.34:2379, this is strongly discouraged!
2016-03-25 14:22:29.834649 I | raft: a55bd2c806d46279 [term: 1] received a MsgVote message with higher term from 185c55dd02f81a06 [term: 3]
2016-03-25 14:22:29.834681 I | raft: a55bd2c806d46279 became follower at term 3
