2016-03-25 14:21:50.367419 I | etcdmain: etcd Version: 2.3.0+git
2016-03-25 14:21:50.367468 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-03-25 14:21:50.367475 I | etcdmain: Go Version: go1.6
2016-03-25 14:21:50.367481 I | etcdmain: Go OS/Arch: linux/amd64
2016-03-25 14:21:50.367490 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-03-25 14:21:50.367548 I | etcdmain: listening for peers on http://10.240.0.38:2380
2016-03-25 14:21:50.367575 I | etcdmain: listening for client requests on 10.240.0.38:2379
2016-03-25 14:21:50.369611 I | etcdserver: name = etcd-3
2016-03-25 14:21:50.369626 I | etcdserver: data dir = /mnt/ssd0/data.etcd
2016-03-25 14:21:50.369634 I | etcdserver: member dir = /mnt/ssd0/data.etcd/member
2016-03-25 14:21:50.369640 I | etcdserver: heartbeat = 100ms
2016-03-25 14:21:50.369650 I | etcdserver: election = 1000ms
2016-03-25 14:21:50.369656 I | etcdserver: snapshot count = 10000
2016-03-25 14:21:50.369665 I | etcdserver: advertise client URLs = http://10.240.0.38:2379
2016-03-25 14:21:50.369672 I | etcdserver: initial advertise peer URLs = http://10.240.0.38:2380
2016-03-25 14:21:50.369685 I | etcdserver: initial cluster = etcd-1=http://10.240.0.36:2380,etcd-2=http://10.240.0.37:2380,etcd-3=http://10.240.0.38:2380
2016-03-25 14:21:50.377452 I | etcdserver: starting member ef3ac5ee77284022 in cluster b73c1f84aa49a9b0
2016-03-25 14:21:50.377505 I | raft: ef3ac5ee77284022 became follower at term 0
2016-03-25 14:21:50.377519 I | raft: newRaft ef3ac5ee77284022 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-03-25 14:21:50.377526 I | raft: ef3ac5ee77284022 became follower at term 1
2016-03-25 14:21:50.416040 I | rafthttp: the connection with 208de484d8b2cb22 became active
2016-03-25 14:21:50.416790 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-03-25 14:21:50.417692 E | etcdmain: failed to notify systemd for readiness: No socket
2016-03-25 14:21:50.417706 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-03-25 14:21:50.417713 N | etcdserver: added member 208de484d8b2cb22 [http://10.240.0.37:2380] to cluster b73c1f84aa49a9b0
2016-03-25 14:21:50.417780 N | etcdmain: serving insecure client requests on 10.240.0.38:2379, this is strongly discouraged!
2016-03-25 14:21:50.417831 N | etcdserver: added member b0978d17c833d412 [http://10.240.0.36:2380] to cluster b73c1f84aa49a9b0
2016-03-25 14:21:50.417916 I | raft: ef3ac5ee77284022 [term: 1] received a MsgApp message with higher term from b0978d17c833d412 [term: 3]
2016-03-25 14:21:50.417941 I | raft: ef3ac5ee77284022 became follower at term 3
2016-03-25 14:21:50.417977 I | raft: raft.node: ef3ac5ee77284022 elected leader b0978d17c833d412 at term 3
2016-03-25 14:21:50.418030 N | etcdserver: added local member ef3ac5ee77284022 [http://10.240.0.38:2380] to cluster b73c1f84aa49a9b0
2016-03-25 14:21:50.418181 I | rafthttp: the connection with b0978d17c833d412 became active
2016-03-25 14:21:50.421857 N | etcdserver: set the initial cluster version to 2.2
2016-03-25 14:21:50.431135 I | etcdserver: published {Name:etcd-3 ClientURLs:[http://10.240.0.38:2379]} to cluster b73c1f84aa49a9b0
2016-03-25 14:21:53.809765 N | etcdserver: updated the cluster version from 2.2 to 2.3
2016-03-25 14:22:53.448566 I | etcdserver: start to snapshot (applied: 10001, lastsnap: 0)
2016-03-25 14:22:53.599808 I | etcdserver: saved snapshot at index 10001
2016-03-25 14:22:53.599950 I | etcdserver: compacted raft log at 5001
2016-03-25 14:23:08.050472 I | etcdserver: start to snapshot (applied: 20003, lastsnap: 10001)
2016-03-25 14:23:08.349060 I | etcdserver: saved snapshot at index 20003
2016-03-25 14:23:08.349230 I | etcdserver: compacted raft log at 15003
2016-03-25 14:23:22.425938 I | etcdserver: start to snapshot (applied: 30008, lastsnap: 20003)
2016-03-25 14:23:22.914911 I | etcdserver: saved snapshot at index 30008
2016-03-25 14:23:22.915062 I | etcdserver: compacted raft log at 25008
2016-03-25 14:23:36.921396 I | etcdserver: start to snapshot (applied: 40009, lastsnap: 30008)
2016-03-25 14:23:37.528815 I | etcdserver: saved snapshot at index 40009
2016-03-25 14:23:37.528989 I | etcdserver: compacted raft log at 35009
2016-03-25 14:23:51.715888 I | etcdserver: start to snapshot (applied: 50012, lastsnap: 40009)
2016-03-25 14:23:52.440034 I | etcdserver: saved snapshot at index 50012
2016-03-25 14:23:52.440175 I | etcdserver: compacted raft log at 45012
2016-03-25 14:24:06.641565 I | etcdserver: start to snapshot (applied: 60014, lastsnap: 50012)
