second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_3.4.8,throughput_zookeeper_3.4.8,cumulative_throughput_zookeeper_3.4.8,avg_cpu_zookeeper_3.4.8,avg_memory_mb_zookeeper_3.4.8,avg_latency_ms_consul_0.6.4,throughput_consul_0.6.4,cumulative_throughput_consul_0.6.4,avg_cpu_consul_0.6.4,avg_memory_mb_consul_0.6.4
738,5.216137,191,154343,19.32,192.67,4.189103,238,175093,10.20,289.58,15.099207,66,48657,9.36,124.18
739,4.663625,214,154557,19.32,192.67,4.237906,236,175329,10.20,289.58,14.924670,67,48724,9.36,124.18
740,4.851825,206,154763,19.32,192.80,4.251686,235,175564,10.20,289.58,15.331933,66,48790,9.36,124.18
741,4.960587,201,154964,19.32,192.97,4.236206,236,175800,10.20,289.58,15.143931,66,48856,9.36,124.18
742,4.900211,204,155168,19.32,193.12,4.280650,234,176034,10.20,290.43,14.829447,67,48923,9.36,124.18
743,4.829353,206,155374,19.33,193.46,4.347289,230,176264,10.20,290.43,14.672866,68,48991,9.36,124.18
744,4.928889,203,155577,19.34,193.46,4.210895,237,176501,10.20,290.43,15.308069,65,49056,9.36,124.18
745,4.696014,212,155789,19.34,194.65,4.155560,241,176742,10.20,290.43,15.173658,66,49122,9.36,124.18
746,4.632553,215,156004,19.34,194.65,4.181416,239,176981,10.20,291.62,14.894040,67,49189,9.36,124.18
747,4.760784,210,156214,19.34,194.81,4.294344,232,177213,10.20,291.62,15.084150,67,49256,9.36,124.18
748,4.815709,207,156421,19.34,194.81,4.160176,241,177454,10.20,291.62,15.602077,64,49320,9.36,124.18
749,4.621159,216,156637,19.34,194.81,4.129082,242,177696,10.20,291.62,15.026824,66,49386,9.37,124.18
750,4.862487,205,156842,19.33,194.96,4.148579,240,177936,10.20,291.62,15.312850,66,49452,9.37,124.18
751,4.706459,212,157054,19.33,195.11,4.166544,241,178177,10.19,291.62,15.252930,65,49517,9.37,124.18
752,4.738520,211,157265,19.33,195.11,4.235419,236,178413,10.19,291.62,15.168130,66,49583,9.37,124.18
753,4.596645,217,157482,19.34,195.50,4.252604,235,178648,10.19,291.62,14.886263,67,49650,9.37,124.18
754,4.697405,212,157694,19.34,196.19,4.292336,232,178880,10.19,291.62,15.199732,66,49716,9.37,124.18
755,4.836861,205,157899,19.35,196.66,4.268982,234,179114,10.19,292.33,15.187930,66,49782,9.37,124.18
756,4.699749,214,158113,19.35,196.66,4.323660,232,179346,10.19,293.01,15.369859,65,49847,9.38,124.18
757,4.550158,220,158333,19.35,196.90,4.324515,231,179577,10.19,293.01,15.301967,65,49912,9.38,124.18
758,4.654381,214,158547,19.35,196.90,4.296904,233,179810,10.19,293.01,15.565129,65,49977,9.38,124.18
759,4.612325,216,158763,19.35,197.05,4.352210,229,180039,10.19,293.01,14.708577,68,50045,9.38,124.41
760,4.725312,212,158975,19.35,197.05,4.316392,232,180271,10.19,293.01,14.640480,68,50113,9.38,124.41
761,4.595346,217,159192,19.35,197.28,4.314322,232,180503,10.19,293.01,14.944711,67,50180,9.38,124.41
762,4.605443,216,159408,19.35,197.28,4.308123,231,180734,10.19,293.86,14.704011,68,50248,9.38,124.41
763,4.782258,209,159617,19.35,197.70,4.253095,236,180970,10.18,293.86,14.966088,66,50314,9.38,124.41
764,4.739711,211,159828,19.35,197.70,4.358738,229,181199,10.19,294.55,15.081333,67,50381,9.38,124.41
765,4.661511,214,160042,19.35,197.70,4.299265,232,181431,10.18,294.55,14.729201,68,50449,9.39,124.41
766,4.599959,216,160258,19.35,197.70,4.307390,233,181664,10.18,294.55,14.492896,69,50518,9.39,124.41
767,4.903205,204,160462,19.35,198.43,4.232905,235,181899,10.18,294.21,14.940886,67,50585,9.40,124.67
768,4.760728,210,160672,19.35,198.43,4.170435,240,182139,10.18,294.21,14.960746,66,50651,9.41,125.75
769,4.906331,203,160875,19.35,198.43,4.298632,233,182372,10.18,294.21,14.458574,69,50720,9.41,125.75
770,4.824289,206,161081,19.35,198.43,4.229621,236,182608,10.18,294.21,15.323459,65,50785,9.41,125.75
771,4.879043,205,161286,19.35,198.71,4.356170,230,182838,10.18,294.21,15.659295,65,50850,9.41,126.80
772,5.033333,199,161485,19.35,198.84,4.283157,233,183071,10.18,294.21,15.652942,63,50913,9.42,128.47
773,4.761852,209,161694,19.35,198.84,4.286080,233,183304,10.18,294.89,16.075126,63,50976,9.42,128.47
774,4.669675,214,161908,19.35,198.84,4.403474,227,183531,10.18,294.89,15.325457,65,51041,9.41,128.47
775,4.819510,207,162115,19.35,198.84,4.274247,234,183765,10.18,294.89,15.246627,65,51106,9.41,128.47
776,4.869269,205,162320,19.34,198.98,4.215774,237,184002,10.18,294.89,15.219523,66,51172,9.41,128.47
777,4.894771,203,162523,19.34,199.22,4.190444,238,184240,10.18,295.57,15.483379,65,51237,9.43,128.65
778,4.776862,210,162733,19.35,199.66,4.249480,236,184476,10.18,295.57,15.292529,65,51302,9.43,129.97
779,4.816506,207,162940,19.35,199.81,4.191282,238,184714,10.18,295.57,16.266765,62,51364,9.43,130.67
780,4.961154,201,163141,19.36,200.19,4.378120,229,184943,10.18,295.57,16.735490,59,51423,9.44,130.67
781,4.903765,203,163344,19.36,200.19,4.340237,230,185173,10.18,295.57,16.069204,63,51486,9.43,131.55
782,4.964060,201,163545,19.36,200.19,4.222785,236,185409,10.18,296.42,15.625768,64,51550,9.44,133.58
783,4.761837,209,163754,19.35,200.19,4.291886,234,185643,10.18,296.76,16.044124,62,51612,9.44,133.66
784,4.997720,200,163954,19.35,200.19,4.345236,230,185873,10.18,296.76,16.386796,61,51673,9.44,133.66
785,4.912249,203,164157,19.35,200.19,4.236876,235,186108,10.18,296.76,15.907781,63,51736,9.44,133.66
786,4.824836,207,164364,19.35,200.19,4.343934,231,186339,10.18,296.76,15.664204,64,51800,9.44,133.92
787,4.755671,210,164574,19.35,200.58,4.253252,235,186574,10.18,297.45,14.897186,67,51867,9.44,134.10
788,4.643996,214,164788,19.35,200.76,4.323813,231,186805,10.18,297.45,15.251964,65,51932,9.44,134.19
789,4.753006,210,164998,19.36,201.10,4.277972,233,187038,10.17,297.45,15.617633,64,51996,9.44,134.19
790,4.567978,219,165217,19.37,201.36,4.173873,239,187277,10.17,297.45,15.721359,64,52060,9.44,134.19
791,4.673509,213,165430,19.37,201.52,4.252579,236,187513,10.17,297.45,15.480799,64,52124,9.44,134.19
792,4.810565,208,165638,19.37,202.26,4.264376,234,187747,10.17,297.45,15.178297,66,52190,9.45,134.19
793,4.741313,210,165848,19.37,202.26,4.329578,231,187978,10.17,297.45,16.503282,61,52251,9.45,134.19
794,4.748710,211,166059,19.38,202.40,4.185573,239,188217,10.17,297.45,15.889840,63,52314,9.45,134.19
795,4.819718,206,166265,19.37,202.40,4.333713,230,188447,10.17,297.45,15.491244,64,52378,9.45,134.19
796,5.022284,199,166464,19.37,202.55,4.510207,222,188669,10.17,297.45,15.505029,65,52443,9.46,134.27
797,4.876827,204,166668,19.37,202.72,4.397046,228,188897,10.17,297.45,16.054173,62,52505,9.46,134.27
798,4.879496,205,166873,19.37,202.72,4.311200,232,189129,10.17,297.79,16.035083,62,52567,9.46,134.27
799,4.889630,204,167077,19.38,203.09,4.341628,230,189359,10.17,297.79,15.476419,65,52632,9.46,134.45
800,5.319090,188,167265,19.38,203.09,4.338037,230,189589,10.17,297.79,15.767133,64,52696,9.46,134.45
801,5.036404,198,167463,19.38,203.24,4.500638,222,189811,10.17,299.33,15.541531,64,52760,9.46,134.45
802,4.959227,201,167664,19.38,203.41,4.508382,222,190033,10.17,299.33,15.990814,62,52822,9.47,134.45
803,4.859818,206,167870,19.39,203.74,4.318941,231,190264,10.17,299.33,15.704150,64,52886,9.47,134.45
804,5.081063,196,168066,19.39,203.74,4.342364,230,190494,10.17,299.33,15.560942,64,52950,9.47,134.45
805,4.955646,201,168267,19.39,203.89,4.425573,227,190721,10.17,299.33,15.612357,64,53014,9.47,134.45
806,4.872351,205,168472,19.39,204.02,4.553599,219,190940,10.17,299.33,15.896888,63,53077,9.47,134.54
807,4.757723,209,168681,19.39,204.02,4.530548,221,191161,10.17,299.33,15.549854,65,53142,9.47,134.54
808,4.948052,203,168884,19.39,204.27,4.485932,222,191383,10.17,299.33,15.873733,63,53205,9.48,134.54
809,4.740620,210,169094,19.40,204.81,4.395725,228,191611,10.17,300.01,15.659276,63,53268,9.48,134.54
810,4.899501,204,169298,19.40,204.97,4.393731,227,191838,10.17,300.01,15.835117,63,53331,9.47,134.54
811,4.748166,210,169508,19.40,205.20,4.313779,232,192070,10.17,300.69,15.565785,65,53396,9.47,134.54
812,4.774526,209,169717,19.40,205.40,4.463146,224,192294,10.17,300.69,15.119636,66,53462,9.48,134.54
813,4.910960,203,169920,19.40,205.55,4.441246,225,192519,10.17,300.69,16.028595,62,53524,9.48,134.54
814,4.798521,208,170128,19.40,205.55,4.411139,227,192746,10.17,300.69,15.252495,66,53590,9.48,134.54
815,4.954359,201,170329,19.40,206.15,4.452742,224,192970,10.17,300.69,15.253184,65,53655,9.48,134.54
816,4.701278,213,170542,19.40,207.21,4.303575,233,193203,10.17,300.69,15.231973,66,53721,9.48,134.54
817,4.781633,206,170748,19.41,207.30,4.507994,221,193424,10.17,300.69,15.515790,64,53785,9.49,134.63
818,4.703455,214,170962,19.42,207.42,4.320943,231,193655,10.17,300.69,15.477466,65,53850,9.49,134.63
819,4.680490,214,171176,19.42,207.42,4.371308,229,193884,10.17,301.37,15.313007,65,53915,9.49,134.63
820,4.508036,221,171397,19.42,207.53,4.267664,235,194119,10.17,302.06,15.038912,67,53982,9.48,134.63
821,4.626251,216,171613,19.42,207.63,4.348226,229,194348,10.17,302.22,15.649275,64,54046,9.49,134.63
822,4.648103,215,171828,19.42,207.76,4.398471,228,194576,10.17,302.22,15.115756,66,54112,9.49,134.63
823,4.786214,208,172036,19.42,207.89,4.333303,230,194806,10.17,302.22,15.048229,66,54178,9.49,134.63
824,4.743268,211,172247,19.42,208.15,4.306399,232,195038,10.17,302.22,15.101227,67,54245,9.49,134.63
825,4.652525,214,172461,19.42,208.15,4.296317,233,195271,10.17,302.22,15.408682,64,54309,9.49,134.63
826,4.724922,212,172673,19.42,208.15,4.312047,232,195503,10.17,302.22,15.362463,66,54375,9.49,134.63
827,4.917722,203,172876,19.42,208.54,4.243441,235,195738,10.17,302.22,14.967214,66,54441,9.49,134.63
828,4.642185,215,173091,19.43,208.82,4.281145,234,195972,10.17,302.22,15.540008,65,54506,9.50,134.63
829,4.963217,201,173292,19.44,208.94,4.291554,233,196205,10.18,302.22,15.620538,64,54570,9.50,134.63
830,4.897386,204,173496,19.43,208.94,4.276329,234,196439,10.18,303.59,15.177105,65,54635,9.50,134.63
831,4.763260,209,173705,19.43,208.94,4.647541,215,196654,10.18,303.59,15.315812,66,54701,9.50,134.63
832,4.704532,210,173915,19.43,209.08,4.331455,231,196885,10.18,303.59,15.457332,64,54765,9.50,134.63
833,4.805159,210,174125,19.43,209.19,4.233283,236,197121,10.18,303.59,15.518272,65,54830,9.49,134.63
834,4.790685,207,174332,19.43,209.33,4.226502,236,197357,10.18,303.59,15.550592,64,54894,9.50,134.63
835,4.754535,211,174543,19.43,209.33,4.165662,240,197597,10.18,303.59,15.360601,65,54959,9.51,134.63
836,4.711979,212,174755,19.43,209.33,4.150149,241,197838,10.18,303.59,15.433489,65,55024,9.51,134.63
837,4.622099,216,174971,19.44,209.78,4.231870,235,198073,10.18,303.59,15.883089,63,55087,9.50,134.63
838,4.786659,209,175180,19.44,209.78,4.245463,237,198310,10.21,307.47,15.400134,65,55152,9.50,134.63
839,4.988313,200,175380,19.44,209.78,4.801627,208,198518,10.23,309.94,15.696311,64,55216,9.50,134.63
840,4.890864,204,175584,19.44,210.90,4.250905,235,198753,10.33,317.39,15.134001,66,55282,9.51,134.63
841,4.785760,207,175791,19.44,211.39,4.520457,221,198974,10.32,317.39,15.155744,65,55347,9.51,134.63
842,5.056981,198,175989,19.45,211.57,4.321668,231,199205,10.32,317.39,14.892308,68,55415,9.51,134.63
843,5.148417,194,176183,19.44,211.57,4.360308,230,199435,10.32,317.39,15.082051,66,55481,9.51,134.63
844,5.114317,195,176378,19.44,211.57,4.364026,229,199664,10.32,317.39,15.185546,66,55547,9.51,134.63
845,4.945696,202,176580,19.44,211.57,4.500069,222,199886,10.32,317.39,15.434858,65,55612,9.51,134.63
846,4.947325,201,176781,19.44,211.57,4.387559,228,200114,10.41,324.26,15.015998,66,55678,9.52,134.63
847,4.719914,212,176993,19.44,211.95,6.572112,152,200266,10.41,324.32,15.438087,65,55743,9.52,134.63
848,4.794831,208,177201,19.45,212.07,4.332232,230,200496,10.41,325.71,15.139548,66,55809,9.52,135.06
849,4.900556,203,177404,19.44,212.27,4.282904,228,200724,10.49,330.27,15.352449,65,55874,9.52,135.06
850,4.800610,207,177611,19.44,212.27,6.369504,161,200885,10.49,330.78,14.799763,68,55942,9.52,135.67
851,4.967331,202,177813,19.44,212.27,4.393499,227,201112,10.48,330.65,15.080342,66,56008,9.52,135.67
852,4.645012,215,178028,19.44,212.52,4.388166,228,201340,10.47,330.65,14.821403,68,56076,9.52,135.67
853,4.805390,207,178235,19.43,212.99,4.554412,220,201560,10.47,330.65,15.165828,66,56142,9.52,135.93
854,4.912910,204,178439,19.44,213.78,4.519148,221,201781,10.47,330.65,15.001088,66,56208,9.52,136.02
855,4.734983,210,178649,19.45,214.04,4.341484,230,202011,10.47,330.65,15.191719,66,56274,9.54,136.11
856,4.854617,206,178855,19.44,214.15,4.255210,235,202246,10.47,330.65,15.054212,66,56340,9.54,136.11
857,4.794386,208,179063,19.44,214.57,4.372646,228,202474,10.47,330.65,15.530592,65,56405,9.54,136.11
858,4.699241,212,179275,19.45,215.17,4.452381,225,202699,10.47,330.65,15.743034,63,56468,9.54,136.90
859,4.916047,203,179478,19.44,215.17,4.408572,227,202926,10.47,330.65,15.159220,66,56534,9.54,138.57
860,5.046025,198,179676,19.44,215.29,4.415606,226,203152,10.47,330.65,15.592458,64,56598,9.54,138.57
861,4.865795,204,179880,19.44,215.29,4.305321,232,203384,10.47,330.65,15.660848,64,56662,9.55,138.57
862,4.749981,211,180091,19.44,215.29,4.196078,238,203622,10.47,330.65,15.713521,64,56726,9.54,138.57
863,4.858488,206,180297,19.44,215.29,4.195825,239,203861,10.47,330.65,15.451120,65,56791,9.55,138.92
864,4.664510,211,180508,19.44,215.29,4.316387,231,204092,10.47,330.65,15.157172,65,56856,9.54,138.92
865,4.599839,220,180728,19.44,215.40,4.258689,235,204327,10.47,330.65,14.996664,67,56923,9.54,138.92
866,4.714168,211,180939,19.44,216.06,4.288818,233,204560,10.46,330.65,15.331138,65,56988,9.55,139.01
867,4.694747,213,181152,19.46,216.23,4.294060,233,204793,10.46,330.65,15.511953,65,57053,9.55,139.10
868,4.963398,201,181353,19.46,216.33,4.179591,239,205032,10.46,330.65,15.280203,65,57118,9.55,139.10
869,5.080381,196,181549,19.45,216.44,4.193506,238,205270,10.46,330.65,15.345995,65,57183,9.55,139.10
870,4.927280,202,181751,19.45,216.67,4.199768,238,205508,10.46,330.82,15.813604,64,57247,9.55,139.10
871,4.912594,204,181955,19.45,216.83,4.122226,243,205751,10.46,330.82,15.601324,64,57311,9.55,139.10
872,4.738870,210,182165,19.45,216.83,4.183181,239,205990,10.46,330.82,15.763922,63,57374,9.55,139.10
873,4.876051,205,182370,19.45,216.83,4.318812,231,206221,10.46,330.82,15.806485,63,57437,9.55,139.10
874,4.764097,209,182579,19.45,216.83,4.315737,232,206453,10.45,330.82,15.327206,66,57503,9.55,139.10
875,4.938378,202,182781,19.45,216.83,4.252524,235,206688,10.45,330.82,15.225617,65,57568,9.55,139.71
876,4.960495,201,182982,19.45,217.28,4.201486,238,206926,10.45,330.82,15.618026,64,57632,9.56,139.98
877,4.857158,206,183188,19.45,217.28,4.206767,237,207163,10.45,330.85,15.035407,67,57699,9.56,139.98
878,4.881112,204,183392,19.46,217.28,4.181915,239,207402,10.45,330.85,14.865230,67,57766,9.56,140.59
879,4.978086,201,183593,19.46,217.28,4.224940,237,207639,10.45,330.85,14.843385,67,57833,9.56,140.59
880,4.902896,201,183794,19.46,217.43,4.153320,240,207879,10.45,330.72,14.935653,67,57900,9.57,140.59
881,5.013363,200,183994,19.47,217.58,4.312976,232,208111,10.45,330.72,16.063746,63,57963,9.56,140.59
882,4.897908,204,184198,19.47,217.58,4.198264,238,208349,10.44,330.72,15.612439,64,58027,9.56,140.59
883,4.919698,204,184402,19.47,217.58,4.158903,241,208590,10.44,330.72,15.479196,64,58091,9.56,140.59
884,4.726574,211,184613,19.47,217.88,4.158579,240,208830,10.44,330.72,15.562057,64,58155,9.57,140.61
885,4.844456,206,184819,19.47,218.05,4.217328,237,209067,10.44,330.72,15.215796,66,58221,9.57,140.61
886,4.719442,212,185031,19.46,218.05,4.232399,236,209303,10.44,330.72,14.956152,67,58288,9.57,140.61
887,4.797235,208,185239,19.46,218.05,4.198483,238,209541,10.44,329.86,15.400709,65,58353,9.57,140.61
888,5.050309,197,185436,19.47,218.95,4.232236,237,209778,10.44,329.86,14.900982,67,58420,9.56,140.61
889,4.838598,207,185643,19.47,219.04,4.341149,230,210008,10.43,329.86,15.446118,65,58485,9.57,140.61
890,4.674089,213,185856,19.46,219.04,4.235906,236,210244,10.44,329.86,15.764957,63,58548,9.57,140.61
891,4.859918,205,186061,19.46,219.04,4.272195,234,210478,10.43,329.86,15.571798,64,58612,9.57,140.61
892,4.853636,206,186267,19.46,219.15,4.276252,234,210712,10.43,329.86,15.976238,63,58675,9.57,140.61
893,4.703376,212,186479,19.47,219.46,4.351926,229,210941,10.43,329.86,15.531903,64,58739,9.57,140.61
894,4.627307,216,186695,19.47,219.71,4.273106,234,211175,10.43,329.86,15.426984,65,58804,9.57,140.61
895,4.965976,200,186895,19.47,219.71,4.249800,235,211410,10.43,329.86,15.202725,66,58870,9.58,140.61
896,4.966298,201,187096,19.47,219.71,4.152481,241,211651,10.43,329.86,14.848175,67,58937,9.58,140.61
897,4.731127,212,187308,19.47,219.71,4.152198,241,211892,10.43,329.86,15.549571,64,59001,9.58,140.61
898,4.974029,200,187508,19.48,220.13,4.223836,237,212129,10.43,329.86,15.461994,65,59066,9.58,140.61
899,5.001479,200,187708,19.47,220.27,4.172417,239,212368,10.43,329.86,14.521180,69,59135,9.57,140.61
900,4.815484,207,187915,19.47,220.41,4.246258,235,212603,10.43,329.86,14.951615,67,59202,9.58,140.61
901,4.902924,204,188119,19.47,220.88,4.267515,235,212838,10.43,329.86,15.228139,66,59268,9.59,140.61
902,4.843486,206,188325,19.47,221.07,4.040248,247,213085,10.42,329.86,15.137389,66,59334,9.60,140.70
903,4.711409,212,188537,19.47,221.26,4.185487,239,213324,10.42,329.86,15.313933,65,59399,9.60,140.97
904,4.701350,210,188747,19.47,221.26,4.224700,236,213560,10.42,329.86,15.382923,65,59464,9.60,140.97
905,4.832979,207,188954,19.47,221.44,4.142123,242,213802,10.43,330.03,15.295868,65,59529,9.59,140.97
906,4.953159,202,189156,19.47,222.00,4.198504,238,214040,10.43,330.03,15.382081,65,59594,9.60,141.93
907,4.715569,212,189368,19.47,222.69,4.251620,235,214275,10.42,330.03,15.506188,65,59659,9.60,142.81
908,4.826651,207,189575,19.48,223.50,4.311703,232,214507,10.42,330.03,15.129496,66,59725,9.60,142.81
909,5.073397,197,189772,19.48,224.63,4.254302,235,214742,10.42,330.03,15.463161,65,59790,9.60,142.81
910,4.857272,205,189977,19.48,224.63,4.324998,231,214973,10.42,330.03,15.828029,63,59853,9.60,142.99
911,4.805856,208,190185,19.48,224.63,4.257342,235,215208,10.42,330.03,15.550144,64,59917,9.61,142.99
912,4.676283,213,190398,19.48,224.73,4.299359,232,215440,10.42,330.03,15.037373,67,59984,9.60,142.99
913,4.916423,204,190602,19.48,224.73,4.169962,240,215680,10.42,329.69,15.392415,65,60049,9.60,142.99
914,4.860237,205,190807,19.48,224.95,4.141401,241,215921,10.42,330.37,15.016333,66,60115,9.60,142.99
915,4.983192,200,191007,19.48,225.21,4.221834,237,216158,10.42,330.37,15.074007,66,60181,9.60,142.99
916,4.722971,212,191219,19.48,225.21,4.150811,241,216399,10.42,330.37,15.146150,66,60247,9.61,142.99
917,4.818509,207,191426,19.48,225.41,4.180312,239,216638,10.42,330.37,15.286696,66,60313,9.61,142.99
918,4.904563,202,191628,19.48,225.54,4.220293,236,216874,10.42,330.37,15.231243,66,60379,9.61,142.99
919,4.733813,210,191838,19.48,225.68,4.218983,237,217111,10.42,330.37,15.458733,64,60443,9.61,142.99
920,4.843904,207,192045,19.49,225.93,4.274847,234,217345,10.42,330.37,15.117507,66,60509,9.61,142.99
921,4.982930,202,192247,19.49,226.02,4.343945,230,217575,10.42,330.37,15.338592,65,60574,9.61,142.99
922,5.046347,197,192444,19.49,226.11,4.257923,235,217810,10.42,331.22,15.138122,67,60641,9.61,142.99
923,5.037908,198,192642,19.49,226.11,4.255688,235,218045,10.42,331.56,15.415813,64,60705,9.61,142.99
924,4.872534,205,192847,19.49,226.69,4.290212,233,218278,10.42,331.56,15.348262,66,60771,9.61,142.99
925,4.736068,211,193058,19.49,227.20,4.423767,226,218504,10.42,331.56,15.218699,65,60836,9.62,142.99
926,4.800508,207,193265,19.49,227.33,4.327594,231,218735,10.42,331.56,15.115915,66,60902,9.62,142.99
927,4.737291,211,193476,19.49,227.33,4.363764,229,218964,10.42,331.56,15.029409,67,60969,9.62,142.99
928,4.741581,210,193686,19.49,227.33,4.339283,230,219194,10.42,331.56,15.206394,66,61035,9.63,142.99
929,4.946934,202,193888,19.49,227.48,4.397468,228,219422,10.42,331.56,15.432684,64,61099,9.63,142.99
930,4.938870,202,194090,19.49,227.48,4.260202,234,219656,10.42,332.25,15.668730,64,61163,9.63,143.16
931,4.975696,201,194291,19.49,227.48,4.266796,235,219891,10.42,332.25,15.474293,65,61228,9.64,143.16
932,4.943092,202,194493,19.49,227.48,4.354364,229,220120,10.42,332.25,15.482852,64,61292,9.64,143.16
933,4.734816,210,194703,19.49,227.48,4.354279,230,220350,10.42,332.25,16.054817,63,61355,9.63,144.22
934,4.911215,204,194907,19.50,227.76,4.233321,236,220586,10.42,332.25,15.771984,63,61418,9.64,145.54
935,4.911161,203,195110,19.50,228.25,4.330726,231,220817,10.42,332.25,15.632766,64,61482,9.64,145.54
936,4.936977,202,195312,19.50,228.87,4.355386,229,221046,10.42,332.25,16.185068,62,61544,9.64,145.54
937,5.094832,196,195508,19.50,228.87,4.302268,232,221278,10.41,332.25,15.463656,65,61609,9.64,145.80
938,4.964754,201,195709,19.50,229.01,4.409190,227,221505,10.41,332.25,16.020420,62,61671,9.64,145.80
939,5.147940,194,195903,19.49,229.01,4.454326,224,221729,10.41,333.10,15.647809,64,61735,9.64,145.80
940,4.800029,208,196111,19.49,229.17,4.455673,224,221953,10.41,333.10,15.382965,65,61800,9.64,145.80
941,4.889347,204,196315,19.50,229.43,4.344920,230,222183,10.41,333.10,15.112780,66,61866,9.64,145.80
942,5.153512,193,196508,19.50,229.91,4.317621,232,222415,10.41,333.10,15.357509,65,61931,9.64,145.80
943,4.826028,207,196715,19.49,230.08,4.305404,232,222647,10.43,334.46,15.465937,65,61996,9.65,145.80
944,4.990846,200,196915,19.49,230.08,4.520972,221,222868,10.44,335.15,15.735660,63,62059,9.65,145.80
945,4.747143,209,197124,19.49,230.08,4.460429,225,223093,10.44,335.15,15.694486,64,62123,9.64,145.80
946,4.754271,211,197335,19.49,230.08,4.271077,233,223326,10.44,335.15,15.876479,63,62186,9.64,145.80
947,4.772161,209,197544,19.49,230.08,4.259434,235,223561,10.44,334.98,14.913064,67,62253,9.64,145.80
948,4.758238,210,197754,19.49,230.76,4.247092,235,223796,10.44,334.98,15.580823,64,62317,9.65,146.24
949,4.778709,209,197963,19.50,231.09,4.234645,237,224033,10.44,334.98,15.591449,64,62381,9.65,146.24
950,4.868452,204,198167,19.50,231.31,4.168363,239,224272,10.44,334.98,15.495452,65,62446,9.65,146.24
951,4.770595,210,198377,19.50,231.44,4.161679,240,224512,10.44,334.98,15.763968,63,62509,9.65,146.24
952,5.028723,198,198575,19.50,231.95,4.184514,239,224751,10.44,335.32,16.057640,62,62571,9.65,146.24
953,5.061592,197,198772,19.50,232.08,4.245918,236,224987,10.43,335.32,15.985694,63,62634,9.65,146.50
954,4.724834,211,198983,19.50,232.21,4.248421,235,225222,10.43,335.32,15.637950,64,62698,9.65,146.50
955,4.746423,211,199194,19.49,232.51,4.298649,232,225454,10.43,335.32,15.236618,66,62764,9.65,146.50
956,4.765038,209,199403,19.49,232.77,4.157626,241,225695,10.43,336.17,15.409409,64,62828,9.65,146.50
957,4.810832,208,199611,19.49,232.77,4.166683,240,225935,10.43,336.17,16.029114,63,62891,9.65,146.50
958,4.924468,202,199813,19.49,232.77,4.145898,241,226176,10.43,336.17,15.260556,65,62956,9.65,146.50
959,5.027705,199,200012,19.48,232.77,4.202029,238,226414,10.43,336.17,15.474547,65,63021,9.65,146.50
960,4.769834,208,200220,19.48,232.88,4.130796,242,226656,10.43,336.17,15.239896,65,63086,9.66,146.59
961,4.869614,206,200426,19.48,232.88,4.019790,249,226905,10.43,336.85,15.085000,67,63153,9.65,146.59
962,5.042817,198,200624,19.48,233.65,4.140599,241,227146,10.43,336.85,15.113257,66,63219,9.65,146.59
963,5.042960,198,200822,19.49,234.09,4.139435,242,227388,10.43,337.54,16.319532,61,63280,9.65,146.59
964,4.953014,201,201023,19.49,234.24,4.231338,235,227623,10.43,337.54,15.340167,66,63346,9.65,146.59
965,5.155603,194,201217,19.49,234.38,4.247282,236,227859,10.42,337.54,15.154015,66,63412,9.65,146.59
966,4.861005,205,201422,19.49,234.38,4.243357,236,228095,10.42,337.54,15.876597,63,63475,9.66,146.59
967,4.767056,209,201631,19.49,234.38,4.078488,244,228339,10.42,337.54,15.701960,63,63538,9.65,146.59
968,4.782957,209,201840,19.48,234.63,4.063294,247,228586,10.42,337.54,15.820291,63,63601,9.65,146.59
969,4.834422,206,202046,19.48,234.63,4.166390,240,228826,10.41,337.54,15.279472,66,63667,9.65,146.59
970,4.965358,201,202247,19.48,234.95,4.191453,238,229064,10.41,338.22,15.324032,65,63732,9.66,146.59
971,4.969828,201,202448,19.48,234.95,4.119188,243,229307,10.41,338.56,15.806548,63,63795,9.65,146.59
972,4.729158,211,202659,19.48,235.54,4.262133,234,229541,10.41,338.73,15.494738,65,63860,9.66,146.59
973,4.856261,204,202863,19.48,235.78,4.211671,237,229778,10.41,338.73,15.515966,64,63924,9.66,146.59
974,4.981637,201,203064,19.48,235.78,4.186040,239,230017,10.41,338.73,15.715177,64,63988,9.66,146.59
975,5.087232,196,203260,19.48,235.78,4.231634,236,230253,10.41,338.73,15.805626,63,64051,9.66,146.59
976,4.903132,204,203464,19.48,235.78,4.258707,235,230488,10.41,338.73,15.426121,65,64116,9.66,146.59
977,5.123288,194,203658,19.49,236.35,4.283740,233,230721,10.41,338.73,15.135027,66,64182,9.65,146.59
978,4.864098,206,203864,19.48,236.35,4.597719,218,230939,10.41,338.73,14.996288,67,64249,9.66,146.59
979,4.991109,199,204063,19.48,236.35,4.425988,226,231165,10.41,338.73,15.183230,66,64315,9.66,146.59
980,4.724412,212,204275,19.48,236.61,4.342985,230,231395,10.41,339.07,15.876214,63,64378,9.66,146.59
981,4.934149,202,204477,19.48,236.61,4.375218,228,231623,10.41,339.07,15.136217,66,64444,9.66,147.82
982,4.954736,198,204675,19.48,236.61,4.446160,225,231848,10.41,339.07,14.726545,67,64511,9.66,147.82
