2016-03-25 16:24:33,067 [myid:] - INFO  [main:QuorumPeerConfig@103] - Reading configuration from: /mnt/ssd0/zookeeper/zookeeper.config
2016-03-25 16:24:33,082 [myid:] - INFO  [main:QuorumPeer$QuorumServer@149] - Resolved hostname: 10.240.0.34 to address: /10.240.0.34
2016-03-25 16:24:33,082 [myid:] - INFO  [main:QuorumPeer$QuorumServer@149] - Resolved hostname: 10.240.0.33 to address: /10.240.0.33
2016-03-25 16:24:33,084 [myid:] - INFO  [main:QuorumPeer$QuorumServer@149] - Resolved hostname: 10.240.0.32 to address: /10.240.0.32
2016-03-25 16:24:33,084 [myid:] - INFO  [main:QuorumPeerConfig@331] - Defaulting to majority quorums
2016-03-25 16:24:33,087 [myid:2] - INFO  [main:DatadirCleanupManager@78] - autopurge.snapRetainCount set to 3
2016-03-25 16:24:33,087 [myid:2] - INFO  [main:DatadirCleanupManager@79] - autopurge.purgeInterval set to 0
2016-03-25 16:24:33,087 [myid:2] - INFO  [main:DatadirCleanupManager@101] - Purge task is not scheduled.
2016-03-25 16:24:33,150 [myid:2] - INFO  [main:QuorumPeerMain@127] - Starting quorum peer
2016-03-25 16:24:33,162 [myid:2] - INFO  [main:NIOServerCnxnFactory@89] - binding to port 0.0.0.0/0.0.0.0:2181
2016-03-25 16:24:33,168 [myid:2] - INFO  [main:QuorumPeer@1019] - tickTime set to 2000
2016-03-25 16:24:33,168 [myid:2] - INFO  [main:QuorumPeer@1039] - minSessionTimeout set to -1
2016-03-25 16:24:33,168 [myid:2] - INFO  [main:QuorumPeer@1050] - maxSessionTimeout set to -1
2016-03-25 16:24:33,168 [myid:2] - INFO  [main:QuorumPeer@1065] - initLimit set to 5
2016-03-25 16:24:33,178 [myid:2] - INFO  [main:QuorumPeer@533] - currentEpoch not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation
2016-03-25 16:24:33,185 [myid:2] - INFO  [main:QuorumPeer@548] - acceptedEpoch not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation
2016-03-25 16:24:33,203 [myid:2] - INFO  [ListenerThread:QuorumCnxManager$Listener@534] - My election bind port: /10.240.0.33:3888
2016-03-25 16:24:33,212 [myid:2] - INFO  [QuorumPeer[myid=2]/0.0.0.0:2181:QuorumPeer@774] - LOOKING
2016-03-25 16:24:33,213 [myid:2] - INFO  [QuorumPeer[myid=2]/0.0.0.0:2181:FastLeaderElection@818] - New election. My id =  2, proposed zxid=0x0
2016-03-25 16:24:33,220 [myid:2] - INFO  [WorkerReceiver[myid=2]:FastLeaderElection@600] - Notification: 1 (message format version), 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 2 (n.sid), 0x0 (n.peerEpoch) LOOKING (my state)
2016-03-25 16:24:33,220 [myid:2] - INFO  [WorkerReceiver[myid=2]:FastLeaderElection@600] - Notification: 1 (message format version), 1 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 1 (n.sid), 0x0 (n.peerEpoch) LOOKING (my state)
2016-03-25 16:24:33,221 [myid:2] - INFO  [WorkerReceiver[myid=2]:FastLeaderElection@600] - Notification: 1 (message format version), 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 1 (n.sid), 0x0 (n.peerEpoch) LOOKING (my state)
2016-03-25 16:24:33,221 [myid:2] - WARN  [WorkerSender[myid=2]:QuorumCnxManager@400] - Cannot open channel to 3 at election address /10.240.0.34:3888
