2016-03-25 14:00:01.886650 I | etcdmain: etcd Version: 2.3.0+git
2016-03-25 14:00:01.886724 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-03-25 14:00:01.886731 I | etcdmain: Go Version: go1.6
2016-03-25 14:00:01.886737 I | etcdmain: Go OS/Arch: linux/amd64
2016-03-25 14:00:01.886747 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-03-25 14:00:01.886814 I | etcdmain: listening for peers on http://10.240.0.12:2380
2016-03-25 14:00:01.886849 I | etcdmain: listening for client requests on 10.240.0.12:2379
2016-03-25 14:00:01.889298 I | etcdserver: name = etcd-1
2016-03-25 14:00:01.889314 I | etcdserver: data dir = /mnt/ssd0/data.etcd
2016-03-25 14:00:01.889322 I | etcdserver: member dir = /mnt/ssd0/data.etcd/member
2016-03-25 14:00:01.889327 I | etcdserver: heartbeat = 100ms
2016-03-25 14:00:01.889333 I | etcdserver: election = 1000ms
2016-03-25 14:00:01.889338 I | etcdserver: snapshot count = 10000
2016-03-25 14:00:01.889347 I | etcdserver: advertise client URLs = http://10.240.0.12:2379
2016-03-25 14:00:01.889355 I | etcdserver: initial advertise peer URLs = http://10.240.0.12:2380
2016-03-25 14:00:01.889369 I | etcdserver: initial cluster = etcd-1=http://10.240.0.12:2380,etcd-2=http://10.240.0.13:2380,etcd-3=http://10.240.0.14:2380
2016-03-25 14:00:01.898438 I | etcdserver: starting member f8ba34e834cb847d in cluster 1f5ca66cfce5f0e7
2016-03-25 14:00:01.898480 I | raft: f8ba34e834cb847d became follower at term 0
2016-03-25 14:00:01.898493 I | raft: newRaft f8ba34e834cb847d [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-03-25 14:00:01.898500 I | raft: f8ba34e834cb847d became follower at term 1
2016-03-25 14:00:01.950657 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-03-25 14:00:01.951526 E | etcdmain: failed to notify systemd for readiness: No socket
2016-03-25 14:00:01.951546 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-03-25 14:00:01.951648 N | etcdmain: serving insecure client requests on 10.240.0.12:2379, this is strongly discouraged!
2016-03-25 14:00:01.952463 N | etcdserver: added member cfc6e2e1de0e7922 [http://10.240.0.13:2380] to cluster 1f5ca66cfce5f0e7
