2016-03-25 16:26:15.555420 I | etcdmain: etcd Version: 2.3.0+git
2016-03-25 16:26:15.555490 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-03-25 16:26:15.555497 I | etcdmain: Go Version: go1.6
2016-03-25 16:26:15.555502 I | etcdmain: Go OS/Arch: linux/amd64
2016-03-25 16:26:15.555523 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-03-25 16:26:15.555608 I | etcdmain: listening for peers on http://10.240.0.26:2380
2016-03-25 16:26:15.555634 I | etcdmain: listening for client requests on 10.240.0.26:2379
2016-03-25 16:26:15.557121 I | etcdserver: name = etcd-3
2016-03-25 16:26:15.557140 I | etcdserver: data dir = /mnt/ssd0/data.etcd
2016-03-25 16:26:15.557154 I | etcdserver: member dir = /mnt/ssd0/data.etcd/member
2016-03-25 16:26:15.557161 I | etcdserver: heartbeat = 100ms
2016-03-25 16:26:15.557167 I | etcdserver: election = 1000ms
2016-03-25 16:26:15.557172 I | etcdserver: snapshot count = 10000
2016-03-25 16:26:15.557182 I | etcdserver: advertise client URLs = http://10.240.0.26:2379
2016-03-25 16:26:15.557189 I | etcdserver: initial advertise peer URLs = http://10.240.0.26:2380
2016-03-25 16:26:15.557202 I | etcdserver: initial cluster = etcd-1=http://10.240.0.24:2380,etcd-2=http://10.240.0.25:2380,etcd-3=http://10.240.0.26:2380
2016-03-25 16:26:15.566419 I | etcdserver: starting member 420a9eb91bb9fcb8 in cluster e251a4022989395b
2016-03-25 16:26:15.566469 I | raft: 420a9eb91bb9fcb8 became follower at term 0
2016-03-25 16:26:15.566482 I | raft: newRaft 420a9eb91bb9fcb8 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-03-25 16:26:15.566489 I | raft: 420a9eb91bb9fcb8 became follower at term 1
2016-03-25 16:26:15.606595 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-03-25 16:26:15.606687 I | rafthttp: the connection with 38b08b16bc99e52f became active
2016-03-25 16:26:15.608059 E | etcdmain: failed to notify systemd for readiness: No socket
2016-03-25 16:26:15.608074 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-03-25 16:26:15.608255 N | etcdmain: serving insecure client requests on 10.240.0.26:2379, this is strongly discouraged!
2016-03-25 16:26:15.608311 N | etcdserver: added member 38b08b16bc99e52f [http://10.240.0.24:2380] to cluster e251a4022989395b
2016-03-25 16:26:15.608425 N | etcdserver: added local member 420a9eb91bb9fcb8 [http://10.240.0.26:2380] to cluster e251a4022989395b
2016-03-25 16:26:15.608581 N | etcdserver: added member 902178d022a9e690 [http://10.240.0.25:2380] to cluster e251a4022989395b
2016-03-25 16:26:15.608768 I | rafthttp: the connection with 902178d022a9e690 became active
2016-03-25 16:26:15.766917 I | raft: 420a9eb91bb9fcb8 [term: 1] received a MsgVote message with higher term from 38b08b16bc99e52f [term: 3]
2016-03-25 16:26:15.766984 I | raft: 420a9eb91bb9fcb8 became follower at term 3
2016-03-25 16:26:15.767026 I | raft: 420a9eb91bb9fcb8 [logterm: 1, index: 3, vote: 0] voted for 38b08b16bc99e52f [logterm: 1, index: 3] at term 3
2016-03-25 16:26:15.771342 I | raft: raft.node: 420a9eb91bb9fcb8 elected leader 38b08b16bc99e52f at term 3
2016-03-25 16:26:15.784596 N | etcdserver: set the initial cluster version to 2.3
2016-03-25 16:26:15.784691 I | etcdserver: published {Name:etcd-3 ClientURLs:[http://10.240.0.26:2379]} to cluster e251a4022989395b
2016-03-25 16:27:36.644193 I | etcdserver: start to snapshot (applied: 10020, lastsnap: 0)
2016-03-25 16:27:36.801057 I | etcdserver: saved snapshot at index 10020
2016-03-25 16:27:36.801258 I | etcdserver: compacted raft log at 5020
2016-03-25 16:27:37.591836 I | etcdserver: start to snapshot (applied: 20063, lastsnap: 10020)
2016-03-25 16:27:37.905104 I | etcdserver: saved snapshot at index 20063
2016-03-25 16:27:37.905313 I | etcdserver: compacted raft log at 15063
2016-03-25 16:27:38.558616 I | etcdserver: start to snapshot (applied: 30178, lastsnap: 20063)
2016-03-25 16:27:39.009391 I | etcdserver: saved snapshot at index 30178
2016-03-25 16:27:39.009724 I | etcdserver: compacted raft log at 25178
2016-03-25 16:27:39.407788 I | etcdserver: start to snapshot (applied: 40227, lastsnap: 30178)
2016-03-25 16:27:39.981296 I | etcdserver: saved snapshot at index 40227
2016-03-25 16:27:39.981674 I | etcdserver: compacted raft log at 35227
2016-03-25 16:27:40.422512 I | etcdserver: start to snapshot (applied: 50251, lastsnap: 40227)
2016-03-25 16:27:41.191965 I | etcdserver: saved snapshot at index 50251
2016-03-25 16:27:41.192254 I | etcdserver: compacted raft log at 45251
2016-03-25 16:27:41.427977 I | etcdserver: start to snapshot (applied: 60305, lastsnap: 50251)
2016-03-25 16:27:42.323330 I | etcdserver: start to snapshot (applied: 70340, lastsnap: 60305)
2016-03-25 16:27:42.347556 I | etcdserver: saved snapshot at index 60305
2016-03-25 16:27:42.347956 I | etcdserver: compacted raft log at 55305
2016-03-25 16:27:43.397638 I | etcdserver: saved snapshot at index 70340
2016-03-25 16:27:43.398105 I | etcdserver: compacted raft log at 65340
2016-03-25 16:27:43.470689 I | etcdserver: start to snapshot (applied: 80545, lastsnap: 70340)
2016-03-25 16:27:44.598259 I | etcdserver: start to snapshot (applied: 90884, lastsnap: 80545)
2016-03-25 16:27:44.692493 I | etcdserver: saved snapshot at index 80545
2016-03-25 16:27:44.692971 I | etcdserver: compacted raft log at 75545
2016-03-25 16:27:45.609314 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000002724.snap successfully
2016-03-25 16:27:45.612299 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000004e5f.snap successfully
2016-03-25 16:27:45.617410 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-00000000000075e2.snap successfully
2016-03-25 16:27:45.717575 I | etcdserver: start to snapshot (applied: 101021, lastsnap: 90884)
2016-03-25 16:27:46.025700 I | etcdserver: saved snapshot at index 90884
2016-03-25 16:27:46.026137 I | etcdserver: compacted raft log at 85884
2016-03-25 16:27:46.709723 I | etcdserver: start to snapshot (applied: 111026, lastsnap: 101021)
2016-03-25 16:27:47.364559 I | etcdserver: saved snapshot at index 101021
2016-03-25 16:27:47.368880 I | etcdserver: compacted raft log at 96021
2016-03-25 16:27:48.396659 I | etcdserver: start to snapshot (applied: 121030, lastsnap: 111026)
2016-03-25 16:27:48.504575 I | etcdserver: saved snapshot at index 111026
2016-03-25 16:27:48.505018 I | etcdserver: compacted raft log at 106026
2016-03-25 16:27:50.498560 I | etcdserver: saved snapshot at index 121030
2016-03-25 16:27:50.498840 I | etcdserver: compacted raft log at 116030
2016-03-25 16:27:54.159431 I | etcdserver: start to snapshot (applied: 131046, lastsnap: 121030)
2016-03-25 16:27:56.257408 I | etcdserver: saved snapshot at index 131046
2016-03-25 16:27:56.257629 I | etcdserver: compacted raft log at 126046
2016-03-25 16:28:00.547713 I | etcdserver: start to snapshot (applied: 141047, lastsnap: 131046)
2016-03-25 16:28:02.803883 I | etcdserver: saved snapshot at index 141047
2016-03-25 16:28:02.804093 I | etcdserver: compacted raft log at 136047
2016-03-25 16:28:15.622382 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000009d23.snap successfully
2016-03-25 16:28:15.750119 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-000000000000c44b.snap successfully
2016-03-25 16:28:15.883371 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-000000000000eb91.snap successfully
2016-03-25 16:28:16.009689 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-00000000000112c4.snap successfully
2016-03-25 16:28:16.140308 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000013aa1.snap successfully
2016-03-25 16:28:16.269903 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000016304.snap successfully
2016-03-25 16:28:36.504077 I | etcdserver: start to snapshot (applied: 151132, lastsnap: 141047)
2016-03-25 16:28:37.851210 I | wal: segmented wal file /mnt/ssd0/data.etcd/member/wal/0000000000000001-00000000000276dc.wal is created
2016-03-25 16:28:37.851495 I | etcdserver: start to snapshot (applied: 161258, lastsnap: 151132)
2016-03-25 16:28:38.782862 I | etcdserver: saved snapshot at index 151132
2016-03-25 16:28:38.783357 I | etcdserver: compacted raft log at 146132
2016-03-25 16:28:39.118741 I | etcdserver: start to snapshot (applied: 171289, lastsnap: 161258)
2016-03-25 16:28:40.294956 I | etcdserver: start to snapshot (applied: 181299, lastsnap: 171289)
2016-03-25 16:28:40.768827 I | etcdserver: saved snapshot at index 161258
2016-03-25 16:28:40.770829 I | etcdserver: compacted raft log at 156258
2016-03-25 16:28:41.604444 I | etcdserver: start to snapshot (applied: 191483, lastsnap: 181299)
2016-03-25 16:28:42.648844 I | etcdserver: saved snapshot at index 171289
2016-03-25 16:28:42.650580 I | etcdserver: compacted raft log at 166289
2016-03-25 16:28:43.280394 I | etcdserver: start to snapshot (applied: 201490, lastsnap: 191483)
2016-03-25 16:28:44.205596 I | etcdserver: saved snapshot at index 181299
2016-03-25 16:28:44.206276 I | etcdserver: compacted raft log at 176299
2016-03-25 16:28:44.562227 I | etcdserver: start to snapshot (applied: 211512, lastsnap: 201490)
2016-03-25 16:28:45.632701 I | etcdserver: saved snapshot at index 191483
2016-03-25 16:28:45.633766 I | etcdserver: compacted raft log at 186483
2016-03-25 16:28:45.911586 I | etcdserver: start to snapshot (applied: 221573, lastsnap: 211512)
2016-03-25 16:28:46.289040 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000018a9d.snap successfully
2016-03-25 16:28:46.309598 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-000000000001b1b2.snap successfully
2016-03-25 16:28:46.325704 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-000000000001d8c6.snap successfully
2016-03-25 16:28:46.342464 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-000000000001ffe6.snap successfully
2016-03-25 16:28:46.359973 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-00000000000226f7.snap successfully
2016-03-25 16:28:47.519774 I | etcdserver: saved snapshot at index 201490
2016-03-25 16:28:47.520523 I | etcdserver: compacted raft log at 196490
2016-03-25 16:28:47.826919 I | etcdserver: start to snapshot (applied: 231659, lastsnap: 221573)
2016-03-25 16:28:49.322583 I | etcdserver: saved snapshot at index 211512
2016-03-25 16:28:49.323703 I | etcdserver: compacted raft log at 206512
2016-03-25 16:28:49.591203 I | etcdserver: start to snapshot (applied: 241660, lastsnap: 231659)
2016-03-25 16:28:50.961263 I | etcdserver: saved snapshot at index 221573
2016-03-25 16:28:50.963175 I | etcdserver: compacted raft log at 216573
2016-03-25 16:28:52.566051 I | etcdserver: saved snapshot at index 231659
2016-03-25 16:28:52.566674 I | etcdserver: compacted raft log at 226659
2016-03-25 16:28:53.901190 I | etcdserver: saved snapshot at index 241660
2016-03-25 16:28:53.901467 I | etcdserver: compacted raft log at 236660
2016-03-25 16:28:55.024740 I | etcdserver: start to snapshot (applied: 252193, lastsnap: 241660)
2016-03-25 16:28:58.507942 I | etcdserver: start to snapshot (applied: 262204, lastsnap: 252193)
2016-03-25 16:28:59.141870 I | etcdserver: saved snapshot at index 252193
2016-03-25 16:28:59.142294 I | etcdserver: compacted raft log at 247193
2016-03-25 16:29:03.045735 I | etcdserver: saved snapshot at index 262204
2016-03-25 16:29:03.046087 I | etcdserver: compacted raft log at 257204
2016-03-25 16:29:06.110159 I | etcdserver: start to snapshot (applied: 272251, lastsnap: 262204)
2016-03-25 16:29:10.536980 I | etcdserver: saved snapshot at index 272251
2016-03-25 16:29:10.537222 I | etcdserver: compacted raft log at 267251
2016-03-25 16:29:15.188658 I | etcdserver: start to snapshot (applied: 282259, lastsnap: 272251)
2016-03-25 16:29:16.378312 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000024e5c.snap successfully
2016-03-25 16:29:16.397015 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-00000000000275ea.snap successfully
