second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_3.4.8,throughput_zookeeper_3.4.8,cumulative_throughput_zookeeper_3.4.8,avg_cpu_zookeeper_3.4.8,avg_memory_mb_zookeeper_3.4.8,avg_latency_ms_consul_0.6.4,throughput_consul_0.6.4,cumulative_throughput_consul_0.6.4,avg_cpu_consul_0.6.4,avg_memory_mb_consul_0.6.4
206,0.358544,2758,562910,17.51,43.86,0.276373,3598,786649,11.66,106.58,0.409809,2400,486102,14.00,21.70
207,0.354299,2789,565699,17.52,43.86,0.279029,3563,790212,11.67,106.58,0.397140,2493,488595,14.01,21.70
208,0.355141,2781,568480,17.53,43.86,0.279029,3564,793776,11.66,106.58,0.392788,2523,491118,14.01,21.70
209,0.350788,2815,571295,17.53,43.86,0.266424,3735,797511,11.66,106.60,0.393341,2494,493612,14.02,21.70
210,0.366655,2697,573992,17.54,43.86,0.279248,3563,801074,11.67,106.60,0.401135,2446,496058,14.03,21.70
211,0.380109,2602,576594,17.55,43.86,0.275557,3610,804684,11.67,106.60,0.402829,2438,498496,14.04,21.70
212,0.403195,2448,579042,17.54,43.86,0.240606,4131,808815,11.67,106.60,0.398110,2468,500964,14.05,21.70
213,0.410808,2398,581440,17.54,43.86,0.261922,3793,812608,11.67,106.60,0.401175,2448,503412,14.05,21.70
214,0.410422,2403,583843,17.54,43.86,0.257611,3859,816467,11.67,106.60,0.397384,2469,505881,14.06,21.70
215,0.415410,2373,586216,17.54,43.86,0.261273,3804,820271,11.67,106.60,0.409592,2398,508279,14.07,21.70
216,0.412889,2395,588611,17.54,43.86,0.254370,3908,824179,11.67,106.60,0.436465,2255,510534,14.07,21.70
217,0.397218,2492,591103,17.54,43.86,0.259701,3829,828008,11.68,106.60,0.427069,2305,512839,14.08,21.70
218,0.415982,2374,593477,17.54,43.86,0.253679,3920,831928,11.68,106.60,0.414746,2369,515208,14.09,21.70
219,0.409175,2415,595892,17.54,43.86,0.243634,4080,836008,11.68,106.60,0.441215,2226,517434,14.09,21.70
220,0.404655,2442,598334,17.54,43.86,0.243739,4079,840087,11.69,106.60,0.458626,2143,519577,14.10,21.70
221,0.392206,2519,600853,17.54,43.86,0.243750,4078,844165,11.69,106.60,0.451795,2184,521761,14.10,21.70
222,0.359874,2751,603604,17.54,43.86,0.242089,4106,848271,11.69,106.60,0.459878,2144,523905,14.10,21.70
223,0.353814,2801,606405,17.55,43.86,0.256077,3883,852154,11.69,106.60,0.464742,2132,526037,14.10,21.70
224,0.341850,2896,609301,17.56,43.86,0.258535,3845,855999,11.69,106.60,0.445874,2207,528244,14.10,21.70
225,0.353616,2804,612105,17.56,43.86,0.260723,3814,859813,11.70,106.60,0.441698,2230,530474,14.11,21.70
226,0.350385,2829,614934,17.57,43.86,0.281348,3535,863348,11.70,106.60,0.438977,2240,532714,14.11,21.70
227,0.344228,2882,617816,17.58,43.86,0.256666,3874,867222,11.70,106.60,0.459487,2139,534853,14.11,21.70
228,0.348881,2837,620653,17.59,43.86,0.262841,3782,871004,11.70,106.60,0.459836,2139,536992,14.11,21.70
229,0.360697,2743,623396,17.59,43.86,0.252039,3943,874947,11.71,106.60,0.423572,2339,539331,14.12,21.70
230,0.356229,2772,626168,17.60,43.86,0.244665,4063,879010,11.71,106.60,0.403410,2456,541787,14.12,21.70
231,0.359371,2750,628918,17.60,43.86,0.244280,4067,883077,11.71,106.60,0.404816,2449,544236,14.13,21.70
232,0.360427,2743,631661,17.60,43.86,0.259283,3836,886913,11.71,106.63,0.432936,2288,546524,14.14,21.70
233,0.362289,2727,634388,17.61,43.86,0.256677,3875,890788,11.71,106.63,0.419700,2358,548882,14.14,21.70
234,0.373896,2628,637016,17.62,43.86,0.247065,4023,894811,11.71,106.63,0.402696,2460,551342,14.15,21.70
235,0.360293,2731,639747,17.62,43.86,0.249114,3991,898802,11.72,106.63,0.407198,2436,553778,14.15,21.70
236,0.364621,2706,642453,17.62,43.86,0.249421,3987,902789,11.73,106.63,0.418375,2368,556146,14.16,21.70
237,0.360478,2738,645191,17.62,43.86,0.250397,3970,906759,11.73,106.65,0.412466,2401,558547,14.17,21.70
238,0.358110,2755,647946,17.63,43.86,0.247024,4023,910782,11.73,106.65,0.411360,2402,560949,14.17,21.70
239,0.354858,2781,650727,17.64,43.86,0.241708,4112,914894,11.73,106.65,0.411304,2405,563354,14.18,21.70
240,0.353991,2787,653514,17.64,43.86,0.279267,3563,918457,11.73,106.65,0.421724,2345,565699,14.18,21.70
241,0.358276,2751,656265,17.65,43.86,0.251627,3951,922408,11.73,106.65,0.411438,2401,568100,14.19,21.70
242,0.356241,2770,659035,17.65,43.86,0.246847,4026,926434,11.73,106.65,0.410428,2412,570512,14.20,21.70
243,0.347407,2839,661874,17.66,43.86,0.251108,3958,930392,11.74,106.65,0.406734,2433,572945,14.21,21.70
244,0.357821,2754,664628,17.66,43.86,0.252335,3940,934332,11.74,106.65,0.401540,2455,575400,14.21,21.70
245,0.359431,2748,667376,17.66,43.86,0.259221,3839,938171,11.75,106.65,0.414479,2372,577772,14.22,21.70
246,0.362692,2719,670095,17.66,43.86,0.275307,3616,941787,11.75,106.65,0.406199,2418,580190,14.22,21.70
247,0.354964,2780,672875,17.66,43.86,0.275672,3612,945399,11.76,106.65,0.436701,2251,582441,14.22,21.70
248,0.347025,2848,675723,17.66,43.86,0.278668,3572,948971,11.76,106.65,0.425034,2326,584767,14.23,21.70
249,0.368007,2678,678401,17.66,43.86,0.283362,3510,952481,11.77,106.65,0.424086,2328,587095,14.23,21.70
250,0.353905,2786,681187,17.67,43.86,0.268877,3698,956179,11.77,106.65,0.409675,2415,589510,14.24,21.70
251,0.360089,2735,683922,17.67,43.86,0.263021,3777,959956,11.78,106.65,0.418456,2360,591870,14.24,21.70
252,0.358666,2747,686669,17.67,43.86,0.278334,3571,963527,11.78,106.65,0.411775,2405,594275,14.25,21.70
253,0.356259,2766,689435,17.67,43.86,0.293311,3391,966918,11.79,106.68,0.405589,2443,596718,14.25,21.70
254,0.376386,2620,692055,17.66,43.86,0.281256,3535,970453,11.79,106.68,0.407457,2429,599147,14.26,21.70
255,0.347573,2837,694892,17.67,43.86,0.265686,3742,974195,11.80,106.68,0.409049,2415,601562,14.27,21.70
256,0.353700,2786,697678,17.67,43.86,0.250476,3967,978162,11.80,106.68,0.402337,2460,604022,14.27,21.70
257,0.367282,2687,700365,17.67,43.86,0.237093,4188,982350,11.80,106.68,0.413302,2380,606402,14.28,21.70
258,0.350737,2812,703177,17.67,43.86,0.250177,3971,986321,11.80,106.68,0.412418,2384,608786,14.28,21.70
259,0.366962,2696,705873,17.67,43.86,0.258894,3839,990160,11.81,106.68,0.411757,2387,611173,14.29,21.70
260,0.356650,2770,708643,17.68,43.86,0.244383,4065,994225,11.81,106.68,0.421262,2334,613507,14.29,21.70
261,0.356158,2772,711415,17.68,43.86,0.239784,4142,,,,0.408912,2403,615910,14.29,21.70
262,0.354072,2790,714205,17.68,43.86,0.259639,1633,,,,0.413936,2373,618283,14.30,21.70
263,0.349578,2832,717037,17.68,43.86,,,,,,0.402050,2444,620727,14.30,21.70
264,0.346617,2853,719890,17.68,43.86,,,,,,0.406752,2416,623143,14.30,21.70
265,0.349404,2828,722718,17.68,43.86,,,,,,0.432599,2281,625424,14.31,21.70
266,0.364332,2715,725433,17.68,43.86,,,,,,0.411435,2388,627812,14.31,21.70
267,0.346774,2851,728284,17.69,43.86,,,,,,0.425156,2313,630125,14.31,21.70
268,0.357866,2764,731048,17.69,43.86,,,,,,0.417470,2353,632478,14.32,21.70
269,0.359472,2752,733800,17.69,43.86,,,,,,0.423852,2320,634798,14.32,21.70
270,0.360232,2745,736545,17.69,43.96,,,,,,0.419201,2346,637144,14.32,21.70
271,0.376534,2620,739165,17.69,43.96,,,,,,0.420800,2335,639479,14.33,21.70
272,0.416697,2365,741530,17.68,43.96,,,,,,0.414144,2373,641852,14.33,21.70
273,0.409636,2408,743938,17.69,43.96,,,,,,0.414914,2371,644223,14.33,21.70
274,0.420433,2339,746277,17.68,43.96,,,,,,0.423845,2320,646543,14.34,21.70
275,0.409749,2400,748677,17.67,43.96,,,,,,0.429504,2287,648830,14.34,21.70
276,0.414607,2374,751051,17.67,43.96,,,,,,0.417877,2355,651185,14.34,21.70
277,0.427497,2301,753352,17.67,43.96,,,,,,0.419147,2347,653532,14.35,21.70
278,0.410217,2405,755757,17.66,43.96,,,,,,0.439470,2237,655769,14.35,21.70
279,0.409724,2405,758162,17.66,43.96,,,,,,0.439959,2231,658000,14.36,21.70
280,0.387321,2544,760706,17.65,43.96,,,,,,0.463567,2114,660114,14.35,21.70
281,0.381930,2583,763289,17.65,43.96,,,,,,0.472680,2076,662190,14.35,21.70
282,0.356635,2772,766061,17.65,43.96,,,,,,0.464814,2110,664300,14.36,21.70
283,0.345217,2860,768921,17.65,43.96,,,,,,0.446509,2197,666497,14.35,21.70
284,0.345855,2850,771771,17.65,44.05,,,,,,0.448234,2188,668685,14.35,21.70
285,0.351048,2807,774578,17.66,44.05,,,,,,0.445538,2202,670887,14.35,21.70
286,0.347816,2836,777414,17.66,44.05,,,,,,0.465102,2109,672996,14.35,21.70
287,0.346829,2844,780258,17.66,44.05,,,,,,0.467274,2106,675102,14.36,21.70
288,0.347538,2838,783096,17.66,44.14,,,,,,0.449614,2189,677291,14.36,21.70
289,0.350421,2814,785910,17.67,44.14,,,,,,0.420756,2342,679633,14.36,21.70
290,0.353548,2790,788700,17.67,44.14,,,,,,0.406662,2427,682060,14.37,21.70
291,0.346159,2851,791551,17.67,44.14,,,,,,0.403496,2441,684501,14.38,21.70
292,0.359497,2744,794295,17.67,44.14,,,,,,0.405271,2442,686943,14.38,21.70
293,0.344307,2867,797162,17.67,44.14,,,,,,0.422577,2345,689288,14.38,21.70
294,0.368444,2676,799838,17.67,44.14,,,,,,0.422496,2329,691617,14.39,21.70
295,0.349801,2814,802652,17.67,44.14,,,,,,0.415279,2365,693982,14.39,21.70
296,0.348099,2828,805480,17.67,44.14,,,,,,0.422608,2325,696307,14.40,21.70
297,0.356962,2754,808234,17.67,44.14,,,,,,0.416286,2362,698669,14.40,21.70
298,0.365795,2701,810935,17.67,44.14,,,,,,0.416245,2362,701031,14.40,21.70
299,0.365164,2719,813654,17.67,44.14,,,,,,0.414208,2372,703403,14.41,21.70
300,0.349470,2837,816491,17.67,44.14,,,,,,0.416014,2361,705764,14.41,21.70
301,0.350158,2824,819315,17.68,44.14,,,,,,0.410851,2388,708152,14.41,21.70
302,0.348084,2840,822155,17.68,44.14,,,,,,0.421343,2332,710484,14.41,21.70
303,0.346689,2854,825009,17.68,44.14,,,,,,0.415467,2365,712849,14.42,21.70
304,0.357997,2762,827771,17.68,44.14,,,,,,0.411616,2406,715255,14.42,21.70
305,0.348628,2835,830606,17.68,44.14,,,,,,0.415345,2382,717637,14.42,21.70
306,0.351161,2814,833420,17.69,44.14,,,,,,0.406940,2432,720069,14.43,21.70
307,0.348750,2838,836258,17.69,44.14,,,,,,0.413573,2391,722460,14.43,21.70
308,0.339879,2915,839173,17.69,44.14,,,,,,0.418293,2350,724810,14.43,21.70
309,0.338166,2925,842098,17.69,44.14,,,,,,0.411237,2389,727199,14.43,21.70
310,0.338873,2926,845024,17.69,44.14,,,,,,0.401596,2446,729645,14.43,21.70
311,0.344729,2873,847897,17.68,44.14,,,,,,0.402379,2441,732086,14.44,21.70
312,0.348269,2846,850743,17.68,44.14,,,,,,0.417770,2351,734437,14.44,21.70
313,0.343135,2888,853631,17.68,44.14,,,,,,0.419718,2342,736779,14.45,21.70
314,0.348562,2843,856474,17.69,44.14,,,,,,0.409448,2415,739194,14.45,21.70
315,0.354556,2795,859269,17.68,44.14,,,,,,0.414943,2388,741582,14.45,21.70
316,0.341360,2906,862175,17.69,44.14,,,,,,0.405995,2441,744023,14.46,21.70
317,0.353611,2801,864976,17.69,44.14,,,,,,0.410207,2416,746439,14.46,21.78
318,0.349842,2834,867810,17.69,44.14,,,,,,0.401343,2471,748910,14.47,21.78
319,0.361913,2738,870548,17.69,44.14,,,,,,0.411357,2410,751320,14.47,21.78
320,0.359263,2757,873305,17.69,44.14,,,,,,0.407417,2433,753753,14.47,21.78
321,0.356173,2770,876075,17.69,44.14,,,,,,0.403928,2450,756203,14.48,21.78
322,0.361160,2729,878804,17.69,44.14,,,,,,0.421566,2349,758552,14.48,21.78
323,0.359872,2740,881544,17.69,44.14,,,,,,0.424161,2336,760888,14.48,21.78
324,0.361156,2728,884272,17.69,44.14,,,,,,0.411414,2411,763299,14.48,21.78
325,0.370929,2662,886934,17.69,44.14,,,,,,0.434321,2280,765579,14.49,21.78
326,0.350660,2810,889744,17.69,44.14,,,,,,0.406418,2440,768019,14.49,21.78
327,0.355165,2777,892521,17.69,44.14,,,,,,0.422537,2347,770366,14.49,21.78
328,0.352324,2799,895320,17.69,44.14,,,,,,0.429803,2295,772661,14.49,21.78
329,0.356832,2767,898087,17.69,44.14,,,,,,0.402320,2452,775113,14.50,21.78
330,0.379086,2602,900689,17.69,44.14,,,,,,0.405728,2438,777551,14.50,21.78
331,0.381705,2581,903270,17.69,44.14,,,,,,0.402056,2462,780013,14.50,21.78
332,0.416622,2359,905629,17.69,44.14,,,,,,0.411522,2405,782418,14.51,21.78
333,0.432067,2276,907905,17.68,44.14,,,,,,0.408040,2424,784842,14.51,21.78
334,0.416969,2370,910275,17.68,44.14,,,,,,0.413948,2390,787232,14.51,21.78
335,0.414449,2385,912660,17.68,44.14,,,,,,0.425313,2327,789559,14.52,21.78
336,0.401506,2456,915116,17.68,44.14,,,,,,0.429808,2304,791863,14.52,21.78
337,0.395726,2489,917605,17.68,44.14,,,,,,0.430847,2300,794163,14.52,21.78
338,0.410556,2398,920003,17.67,44.14,,,,,,0.437797,2264,796427,14.52,21.78
339,0.403854,2437,922440,17.67,44.14,,,,,,0.453732,2182,798609,14.52,21.78
340,0.378309,2613,925053,17.67,44.14,,,,,,0.476999,2058,800667,14.52,21.78
341,0.386088,2555,927608,17.67,44.14,,,,,,0.452811,2174,802841,14.52,21.78
342,0.362099,2727,930335,17.67,44.14,,,,,,0.454212,2181,805022,14.52,21.78
343,0.343962,2871,933206,17.67,44.14,,,,,,0.477035,2062,807084,14.52,21.78
344,0.356675,2774,935980,17.67,44.14,,,,,,0.474419,2071,809155,14.51,21.78
345,0.341237,2899,938879,17.67,44.14,,,,,,0.447113,2205,811360,14.52,21.78
346,0.351210,2816,941695,17.67,44.14,,,,,,0.446268,2204,813564,14.51,21.78
347,0.347723,2844,944539,17.67,44.14,,,,,,0.444590,2210,815774,14.52,21.78
348,0.349392,2832,947371,17.67,44.14,,,,,,0.465417,2123,817897,14.52,21.78
349,0.356026,2780,950151,17.67,44.14,,,,,,0.428454,2313,820210,14.52,21.78
350,0.360245,2740,952891,17.67,44.14,,,,,,0.405212,2446,822656,14.52,21.78
351,0.356511,2769,955660,17.68,44.14,,,,,,0.425110,2332,824988,14.53,21.78
352,0.361892,2733,958393,17.67,44.14,,,,,,0.417878,2366,827354,14.53,21.78
353,0.355604,2783,961176,17.68,44.14,,,,,,0.424106,2331,829685,14.53,21.78
354,0.350993,2815,963991,17.68,44.14,,,,,,0.407493,2430,832115,14.53,21.78
355,0.353228,2798,966789,17.68,44.14,,,,,,0.406169,2440,834555,14.54,21.78
356,0.357482,2761,969550,17.68,44.14,,,,,,0.420359,2351,836906,14.54,21.78
357,0.354556,2784,972334,17.68,44.14,,,,,,0.409575,2404,839310,14.54,21.78
358,0.361638,2731,975065,17.68,44.14,,,,,,0.415363,2374,841684,14.55,21.78
359,0.355606,2776,977841,17.68,44.14,,,,,,0.418392,2367,844051,14.55,21.78
360,0.365670,2703,980544,17.68,44.14,,,,,,0.411814,2409,846460,14.55,21.78
361,0.365381,2697,983241,17.68,44.14,,,,,,0.430816,2298,848758,14.55,21.78
362,0.357709,2758,985999,17.68,44.14,,,,,,0.411661,2408,851166,14.56,21.78
363,0.346691,2844,988843,17.68,44.14,,,,,,0.405265,2446,853612,14.56,21.78
364,0.362117,2720,991563,17.68,44.14,,,,,,0.407378,2431,856043,14.56,21.78
365,0.347420,2834,994397,17.68,44.14,,,,,,0.412771,2403,858446,14.57,21.78
366,0.358875,2745,997142,17.69,44.14,,,,,,0.412659,2401,860847,14.57,21.78
367,0.360183,2739,,,,,,,,,0.407286,2435,863282,14.57,21.78
368,0.362758,119,,,,,,,,,0.414103,2395,865677,14.58,21.78
369,,,,,,,,,,,0.409989,2412,868089,14.58,21.78
370,,,,,,,,,,,0.414701,2391,870480,14.58,21.78
371,,,,,,,,,,,0.423408,2340,872820,14.59,21.78
372,,,,,,,,,,,0.412294,2403,875223,14.59,21.78
373,,,,,,,,,,,0.428673,2310,877533,14.59,21.78
374,,,,,,,,,,,0.412154,2403,879936,14.59,21.78
375,,,,,,,,,,,0.407109,2416,882352,14.60,21.78
376,,,,,,,,,,,0.415637,2364,884716,14.60,21.78
377,,,,,,,,,,,0.415887,2371,887087,14.60,21.78
378,,,,,,,,,,,0.409090,2424,889511,14.60,21.78
379,,,,,,,,,,,0.413442,2399,891910,14.61,21.78
380,,,,,,,,,,,0.434715,2268,894178,14.61,21.78
381,,,,,,,,,,,0.410626,2391,896569,14.61,21.78
382,,,,,,,,,,,0.421213,2333,898902,14.61,21.86
383,,,,,,,,,,,0.413715,2374,901276,14.61,21.86
384,,,,,,,,,,,0.420234,2337,903613,14.62,21.86
385,,,,,,,,,,,0.427875,2295,905908,14.62,21.86
386,,,,,,,,,,,0.419162,2342,908250,14.62,21.86
387,,,,,,,,,,,0.416303,2360,910610,14.62,21.86
388,,,,,,,,,,,0.426640,2313,912923,14.62,21.86
389,,,,,,,,,,,0.402332,2458,915381,14.63,21.86
390,,,,,,,,,,,0.393937,2513,917894,14.63,21.86
391,,,,,,,,,,,0.421000,2353,920247,14.63,21.86
392,,,,,,,,,,,0.423624,2336,922583,14.63,21.86
393,,,,,,,,,,,0.427030,2315,924898,14.64,21.86
394,,,,,,,,,,,0.416836,2374,927272,14.64,21.86
395,,,,,,,,,,,0.426618,2321,929593,14.64,21.86
396,,,,,,,,,,,0.437045,2260,931853,14.64,21.86
397,,,,,,,,,,,0.415374,2373,934226,14.64,21.86
398,,,,,,,,,,,0.437532,2256,936482,14.64,21.86
399,,,,,,,,,,,0.470881,2091,938573,14.64,21.86
400,,,,,,,,,,,0.467320,2103,940676,14.64,21.86
401,,,,,,,,,,,0.472833,2077,942753,14.64,21.86
402,,,,,,,,,,,0.474313,2071,944824,14.64,21.86
403,,,,,,,,,,,0.462286,2124,946948,14.64,21.86
404,,,,,,,,,,,0.475895,2067,949015,14.64,21.86
405,,,,,,,,,,,0.466029,2109,951124,14.64,21.86
406,,,,,,,,,,,0.446721,2199,953323,14.64,21.86
407,,,,,,,,,,,0.449520,2185,955508,14.64,21.86
408,,,,,,,,,,,0.449062,2187,957695,14.64,21.86
409,,,,,,,,,,,0.424139,2320,960015,14.64,21.86
410,,,,,,,,,,,0.419731,2343,962358,14.64,21.86
411,,,,,,,,,,,0.417685,2356,964714,14.64,21.86
412,,,,,,,,,,,0.416169,2363,967077,14.65,21.86
413,,,,,,,,,,,0.431593,2282,969359,14.65,21.86
414,,,,,,,,,,,0.399793,2480,971839,14.65,21.86
415,,,,,,,,,,,0.399409,2476,974315,14.65,21.86
416,,,,,,,,,,,0.410818,2409,976724,14.66,21.86
417,,,,,,,,,,,0.402056,2459,979183,14.66,21.86
418,,,,,,,,,,,0.398844,2485,981668,14.66,21.86
419,,,,,,,,,,,0.423592,2320,983988,14.66,21.86
420,,,,,,,,,,,0.408135,2406,986394,14.67,21.86
421,,,,,,,,,,,0.422230,2326,988720,14.67,21.86
422,,,,,,,,,,,0.428289,2297,991017,14.67,21.86
423,,,,,,,,,,,0.415260,2366,993383,14.67,21.86
424,,,,,,,,,,,0.401232,2444,995827,14.67,21.86
425,,,,,,,,,,,0.392720,2496,,,
426,,,,,,,,,,,0.404739,1677,,,
