second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_3.4.8,throughput_zookeeper_3.4.8,cumulative_throughput_zookeeper_3.4.8,avg_cpu_zookeeper_3.4.8,avg_memory_mb_zookeeper_3.4.8,avg_latency_ms_consul_0.6.4,throughput_consul_0.6.4,cumulative_throughput_consul_0.6.4,avg_cpu_consul_0.6.4,avg_memory_mb_consul_0.6.4
0,42.130767,9969,9969,3.04,81.57,39.607830,3885,3885,0.78,78.16,119.833474,849,849,1.63,20.40
1,44.058249,11289,21258,5.05,94.01,46.338606,11496,15381,3.31,155.57,109.458494,4400,5249,2.59,37.39
2,44.380860,11243,32501,7.00,99.43,25.550593,21822,37203,7.03,191.51,107.899084,4800,10049,3.76,45.92
3,45.382310,11083,43584,8.89,104.86,21.265431,23405,60608,9.99,273.95,111.422232,4479,14528,4.92,53.91
4,46.441793,10779,54363,10.75,111.21,20.920068,23872,84480,12.59,350.82,109.891083,4596,19124,6.08,58.43
5,55.539131,8908,63271,12.34,114.19,22.746673,21981,106461,15.65,464.43,115.141506,4300,23424,7.18,68.34
6,45.606615,11059,74330,14.15,121.11,20.393073,24281,130742,18.18,560.41,107.097128,4608,28032,8.25,78.64
7,45.141333,10865,85195,15.97,124.95,21.851198,22996,153738,20.43,662.90,114.734804,4411,32443,9.34,87.72
8,44.519981,11183,96378,17.88,131.70,20.996200,23872,177610,22.70,764.81,108.693476,4613,37056,10.44,86.94
9,49.341935,10121,106499,19.63,137.10,22.814572,21905,199515,25.11,859.68,113.933124,4294,41350,11.54,98.29
10,49.467215,10069,116568,21.35,142.26,21.050203,23764,223279,27.14,926.93,106.751707,4832,46182,12.54,107.80
11,47.481012,10600,127168,23.05,148.27,35.286577,14061,237340,29.06,926.93,108.496068,4547,50729,13.61,118.53
12,55.834898,8916,136084,24.52,150.91,20.482530,22992,260332,31.43,970.45,111.688582,4374,55103,14.58,129.64
13,47.469995,10463,146547,26.12,156.30,31.090617,17073,277405,34.14,1208.25,106.879784,4839,59942,15.50,140.81
14,46.019541,10990,157537,27.81,161.76,22.317575,22292,299697,36.19,1213.51,114.303351,4284,64226,16.50,148.53
15,48.768934,10129,167666,29.45,166.10,22.789301,22013,321710,38.23,1292.53,106.146119,4759,68985,17.51,138.30
16,49.518686,10147,177813,31.03,170.61,22.007154,22658,344368,40.75,1357.53,110.453407,4500,73485,18.37,144.96
17,48.419934,10288,188101,32.61,175.80,21.253125,23432,367800,43.01,1419.83,113.665549,4364,77849,19.31,157.79
18,45.953006,10933,199034,34.15,181.97,22.452056,19369,387169,45.17,1419.83,136.769990,3634,81483,20.03,166.86
19,55.779642,8855,207889,35.44,185.23,45.605259,12440,399609,47.49,1456.66,113.087336,4491,85974,20.81,173.92
20,48.947038,10209,218098,36.96,188.86,20.819742,23911,423520,49.23,1460.94,112.567129,4469,90443,21.66,187.19
21,48.956357,10073,228171,38.43,193.91,29.080022,11755,435275,51.04,1590.68,108.861155,4477,94920,22.52,196.29
22,48.550478,10385,238556,39.93,200.16,53.073344,12408,447683,54.21,1750.05,114.635967,4328,99248,23.37,207.32
23,46.227749,10775,249331,41.31,205.15,22.483238,22250,469933,56.30,1758.39,112.617232,4531,103779,24.14,218.10
24,48.368799,10362,259693,42.75,210.56,20.554841,24258,494191,58.04,1765.95,113.654615,4468,108247,24.86,228.89
25,46.763196,10085,269778,44.23,215.32,21.438830,23186,517377,60.07,1765.95,108.346402,4581,112828,25.63,236.38
26,56.098305,9521,279299,45.41,218.43,23.158909,21024,538401,62.01,1765.95,108.567629,4391,117219,26.42,248.37
27,48.022806,10211,289510,46.69,221.89,21.407150,24057,562458,64.39,1836.63,116.101746,4473,121692,27.19,259.86
28,49.126626,10177,299687,47.99,228.79,21.692172,23091,585549,66.18,1836.63,119.047373,4174,125866,27.92,272.39
29,51.044737,9767,309454,49.25,233.24,22.650833,17171,602720,67.76,1836.63,115.267368,4257,130123,28.67,284.92
30,48.526733,10439,319893,50.54,237.16,126.454516,4826,607546,69.94,1878.36,118.057315,4148,134271,29.11,234.62
31,49.063393,10031,329924,51.77,243.14,22.109949,22568,630114,71.49,1878.64,114.224892,4636,138907,29.85,247.96
