second,avg_latency_ms_etcd_v3,throughput_etcd_v3,cumulative_throughput_etcd_v3,avg_cpu_etcd_v3,avg_memory_mb_etcd_v3,avg_latency_ms_zookeeper_3.4.8,throughput_zookeeper_3.4.8,cumulative_throughput_zookeeper_3.4.8,avg_cpu_zookeeper_3.4.8,avg_memory_mb_zookeeper_3.4.8,avg_latency_ms_consul_0.6.4,throughput_consul_0.6.4,cumulative_throughput_consul_0.6.4,avg_cpu_consul_0.6.4,avg_memory_mb_consul_0.6.4
32,49.498203,10091,340015,52.99,249.08,22.603845,22130,652244,73.15,1886.86,140.923668,3523,142430,30.52,261.87
33,60.471120,8336,348351,53.98,253.27,23.914906,20873,673117,74.76,1895.82,111.039901,4306,146736,30.96,268.84
34,48.756004,10072,358423,55.10,258.23,21.815897,22829,695946,76.76,1895.82,112.664026,4603,151339,31.73,274.58
35,50.171195,10104,368527,56.31,262.55,21.605857,23031,718977,78.64,1895.82,118.929979,4150,155489,32.49,291.54
36,50.265443,9827,378354,57.41,265.14,20.069822,9728,728705,80.31,1940.14,117.052834,4256,159745,32.93,299.21
37,49.183689,10054,388408,58.58,270.34,58.298452,13825,742530,83.25,1984.33,116.928823,4426,164171,33.62,306.18
38,46.594275,10699,399107,59.71,275.34,21.693285,23108,765638,84.58,1988.36,114.611687,4312,168483,34.27,319.58
39,50.177137,10025,409132,60.78,281.58,20.955427,20793,786431,85.56,1988.36,110.328238,4496,172979,34.79,323.16
40,62.295268,8125,417257,61.58,285.99,23.932096,23566,809997,86.69,1988.40,111.905817,4333,177312,35.56,338.00
41,48.855862,9838,427095,62.73,287.74,31.367954,15924,825921,88.40,2020.65,105.807119,4763,182075,36.19,349.54
42,51.728504,9974,437069,63.69,293.15,22.676637,21957,847878,89.85,2028.07,120.235632,4200,186275,36.71,355.99
43,51.477171,9666,446735,64.73,299.02,47.726174,10395,858273,90.88,2028.07,116.614695,4344,190619,37.31,367.82
44,49.857126,9770,456505,65.77,305.04,24.722441,10187,868460,91.59,2028.07,109.055848,4288,194907,37.82,373.37
45,48.312440,10608,467113,66.77,308.83,626.768203,1163,869623,93.17,2082.68,126.003794,3764,198671,38.75,394.20
46,50.650997,9860,476973,67.75,314.01,30.419592,17229,886852,93.71,2083.16,164.343990,3251,201922,39.15,452.67
47,56.676218,8753,485726,68.64,317.45,32.434819,15301,902153,94.59,2083.16,148.336870,3488,205410,39.51,483.56
48,52.269028,9570,495296,69.61,322.14,21.891036,1714,903867,95.99,2187.23,119.336141,3840,209250,40.06,484.98
49,46.883591,10395,505691,70.63,325.65,270.978317,3561,907428,99.41,2226.83,126.629198,4401,213651,40.48,489.39
50,53.169539,9557,515248,71.51,330.35,24.344348,20471,927899,99.69,2227.64,136.685280,3525,217176,41.12,497.08
51,50.292676,9739,524987,72.41,339.60,23.029723,21047,948946,100.40,2220.00,125.617548,4084,221260,41.50,497.67
52,49.338906,10450,535437,73.43,343.84,20.774155,24849,973795,101.33,2220.00,127.357303,3895,225155,42.04,511.46
53,52.139556,9457,544894,74.20,346.85,25.592320,19602,993397,102.22,2220.00,116.858702,4223,229378,42.42,511.99
54,59.792582,8400,553294,74.96,351.12,20.641617,24124,1017521,103.64,2220.00,122.361571,4148,233526,43.07,526.04
55,48.188009,10204,563498,75.81,355.15,20.468607,24347,1041868,105.12,2220.00,136.353492,3584,237110,43.46,526.55
56,49.428043,9613,573111,76.62,359.94,22.276585,22387,1064255,106.45,2220.00,116.244407,3840,240950,43.69,528.23
57,50.305163,10557,583668,77.56,363.98,23.615550,21193,1085448,107.70,2220.00,122.103575,4544,245494,44.39,541.26
58,45.070469,10986,594654,78.51,370.05,22.338923,22426,1107874,108.78,2220.00,125.235166,4039,249533,44.76,542.30
59,52.671422,9446,604100,79.30,372.45,23.926154,20764,1128638,109.63,2220.00,126.693892,3646,253179,45.18,556.11
60,49.768355,10139,614239,80.12,379.24,21.113765,23835,1152473,110.71,2220.00,124.486519,4237,257416,45.63,557.24
61,57.489755,8635,622874,80.92,382.18,26.311344,18950,1171423,111.97,2227.53,125.416578,3951,261367,46.00,489.42
62,53.929334,9293,632167,81.63,384.78,21.715217,22964,1194387,113.40,2260.22,140.583773,3656,265023,46.49,505.18
63,49.403949,9877,642044,82.44,392.64,23.952126,20834,1215221,114.44,2260.22,133.482661,3560,268583,46.83,508.87
64,50.328024,10148,652192,83.25,396.26,22.329789,22435,1237656,115.49,2290.16,120.030072,4329,272912,47.04,509.88
65,52.519889,9458,661650,84.07,399.07,22.489216,22187,1259843,116.62,2312.78,125.706152,3991,276903,47.73,528.25
66,51.879588,9029,670679,84.87,408.02,22.156782,22617,1282460,117.57,2334.53,121.675467,4160,281063,47.94,528.44
67,58.822796,9018,679697,85.67,412.35,24.247619,20664,1303124,118.35,2334.53,115.631591,4185,285248,48.30,534.67
68,51.108600,9794,689491,86.57,416.73,23.002714,19275,1322399,119.05,2334.53,132.300994,3896,289144,48.91,552.01
69,60.762365,8183,697674,87.25,418.43,28.597655,19320,1341719,120.25,2409.71,115.183276,4328,293472,49.13,552.27
70,51.425245,9586,707260,88.03,429.33,38.201685,13172,1354891,121.10,2410.07,132.860711,3789,297261,49.45,558.83
71,50.341613,10053,717313,88.82,433.98,48.234146,8845,1363736,121.39,2410.07,115.745768,4298,301559,49.96,574.60
72,51.844112,9611,726924,89.59,437.70,272.929766,2090,1365826,121.26,2410.07,120.292953,4096,305655,50.31,578.68
73,51.269856,9645,736569,90.36,440.46,35.689100,13979,1379805,121.36,2410.13,111.088854,4660,310315,50.53,582.70
74,53.798864,9348,745917,91.09,445.01,33.011199,15169,1394974,121.80,2410.13,133.330148,3589,313904,51.16,601.45
75,55.129429,8994,754911,91.78,448.98,30.170985,14281,1409255,122.12,2410.13,109.577674,4672,318576,51.37,603.02
76,60.171731,8277,763188,92.30,454.93,35.114256,16204,1425459,122.44,2410.14,110.882387,4230,322806,51.59,610.03
77,52.580183,9601,772789,93.03,458.81,22.817392,21673,1447132,123.13,2410.14,141.038661,3778,326584,52.23,627.18
78,51.132172,9340,782129,93.77,464.44,32.411402,13899,1461031,123.87,2409.77,129.645930,3785,330369,52.31,627.82
79,52.934790,9166,791295,94.50,470.10,26.648532,20708,1481739,124.78,2408.79,118.609017,4287,334656,52.66,634.02
80,53.860746,9425,800720,95.21,478.40,27.494289,18272,1500011,125.63,2408.79,128.217115,3806,338462,53.28,652.04
81,53.560636,9641,810361,96.00,483.12,22.900827,21744,1521755,126.32,2409.13,134.983440,3898,342360,53.57,657.01
82,52.948963,9601,819962,96.59,486.33,26.175226,19170,1540925,127.40,2408.43,115.210803,4086,346446,54.26,773.17
83,52.742891,9477,829439,97.33,492.49,27.515644,18050,1558975,128.08,2408.43,162.970130,3103,349549,54.37,815.94
84,57.376200,8799,838238,97.82,495.14,29.586638,14992,1573967,129.05,2436.82,189.265802,2679,352228,54.74,830.64
85,50.399521,9349,847587,98.40,498.10,47.616256,2159,1576126,129.97,2470.56,125.727674,3912,356140,55.13,842.89
86,53.036309,9802,857389,99.10,504.40,262.846280,5536,1581662,131.45,2495.93,139.774706,3471,359611,55.39,843.55
87,55.335714,9142,866531,99.78,511.58,22.193650,20904,1602566,131.86,2495.93,178.348033,2830,362441,55.49,848.25
88,54.951516,8792,875323,100.31,515.56,26.011062,20613,1623179,132.12,2495.81,146.623294,3307,365748,55.96,857.48
89,53.943513,9544,884867,100.98,518.78,22.033472,15527,1638706,133.13,2532.23,225.630269,2228,367976,56.11,857.83
90,57.838016,8621,893488,101.61,523.42,20.331253,4888,1643594,134.43,2595.26,241.949616,2052,370028,56.02,858.79
91,50.444279,8554,902042,102.11,528.07,2652.296716,166,1643760,136.22,2657.39,265.069644,1825,371853,56.10,871.48
92,62.613058,9025,911067,102.70,533.43,47.886415,13888,1657648,138.18,2657.39,283.393848,1775,373628,56.22,876.27
93,51.739494,9588,920655,103.25,539.49,24.043787,15782,1673430,139.40,2678.91,318.745731,1502,375130,56.28,876.70
94,53.283343,9545,930200,103.93,542.81,29.255882,18280,1691710,139.75,2680.27,400.173196,1072,376202,56.13,876.91
95,48.214184,9371,939571,104.55,547.97,29.613369,17374,1709084,140.30,2704.71,422.261769,1362,377564,56.15,882.68
96,54.615799,9747,949318,104.97,550.61,21.342472,21588,1730672,140.70,2704.90,456.728691,1009,378573,56.10,889.75
97,55.727664,9148,958466,105.61,557.01,35.692722,15151,1745823,141.13,2709.54,539.221756,936,379509,56.18,895.14
98,54.434429,9041,967507,106.09,559.79,22.435672,22220,1768043,141.72,2704.60,595.158462,719,380228,56.01,895.46
99,66.673974,7535,975042,106.45,564.78,38.126015,13002,1781045,142.34,2704.60,626.078623,852,381080,56.00,901.10
100,54.274414,9225,984267,107.10,568.55,24.448193,20608,1801653,143.11,2703.36,609.347114,938,382018,56.02,903.54
101,49.470828,9436,993703,107.79,576.24,52.046135,8444,1810097,143.89,2695.70,525.684887,864,382882,56.02,906.53
102,50.409321,10570,1004273,108.19,580.06,52.986490,9294,1819391,144.22,2695.70,595.842483,792,383674,55.85,906.77
103,49.938081,9580,1013853,108.81,586.18,368.392836,1279,1820670,144.75,2696.69,628.793254,854,384528,55.84,907.03
104,55.087660,9350,1023203,109.35,589.57,369.088987,1250,1821920,144.75,2697.05,674.235047,649,385177,55.65,907.26
105,52.252274,9307,1032510,109.97,594.72,268.643876,2286,1824206,144.46,2697.05,725.994043,644,385821,55.63,907.48
106,53.188862,9655,1042165,110.51,600.39,53.108071,8363,1832569,143.98,2697.05,811.500777,700,386521,55.44,907.85
107,56.550019,8810,1050975,110.78,605.18,30.421421,18754,1851323,143.34,2697.05,929.918357,503,387024,55.41,908.03
108,58.456552,8675,1059650,111.38,611.61,25.806362,19564,1870887,143.66,2684.52,1004.997225,363,387387,55.22,909.28
109,57.602563,8602,1068252,111.81,613.30,25.750185,19358,1890245,144.22,2684.91,1084.175546,494,387881,55.18,913.51
110,55.839781,8898,1077150,112.25,618.08,30.565055,16274,1906519,144.86,2700.83,899.061874,699,388580,54.99,918.09
111,50.731238,9450,1086600,112.85,621.05,24.390575,20638,1927157,145.75,2730.81,878.655362,573,389153,55.15,924.47
112,52.707621,9990,1096590,113.24,623.55,25.859561,19307,1946464,146.65,2749.18,813.535222,541,389694,54.97,924.91
113,53.045883,9067,1105657,113.80,628.31,23.693403,21116,1967580,147.61,2774.65,779.203989,590,390284,54.94,926.96
114,60.638736,7071,1112728,114.26,635.41,24.826335,19273,1986853,148.45,2787.90,670.655137,905,391189,54.97,927.59
115,53.854460,10678,1123406,114.67,640.26,24.365854,20371,2007224,149.31,2807.05,515.791867,1008,392197,54.98,928.38
116,52.048152,9625,1133031,115.12,643.73,24.876818,21062,2028286,150.14,2834.94,429.939128,1209,393406,54.83,928.98
117,58.031420,8688,1141719,115.70,647.33,20.604300,18534,2046820,150.85,2853.61,393.312219,1293,394699,54.86,929.13
118,53.607625,9291,1151010,116.16,649.96,29.208109,11453,2058273,151.74,2892.51,361.408952,1479,396178,54.75,929.61
119,47.625360,10002,1161012,116.70,658.25,153.840300,2981,2061254,152.92,2899.25,358.689144,1405,397583,54.81,929.98
120,53.454308,9840,1170852,117.14,660.69,45.500261,10845,2072099,154.45,2963.98,296.175251,1663,399246,54.71,931.26
121,55.881605,9000,1179852,117.57,662.31,30.524278,10860,2082959,155.49,2964.70,241.594264,2123,401369,54.76,932.67
122,64.254676,7755,1187607,117.96,667.11,24.735340,17002,2099961,156.91,3005.46,187.480103,2771,404140,55.12,933.91
123,48.540516,10005,1197612,118.43,672.09,30.539085,17331,2117292,158.01,3010.40,109.063761,4660,408800,55.40,936.08
124,55.264416,9292,1206904,118.92,680.04,27.926164,15029,2132321,158.42,3018.80,114.836528,4276,413076,55.51,936.91
125,54.675151,9060,1215964,119.37,686.24,167.098358,2865,2135186,159.08,3025.66,135.979218,3799,416875,55.91,940.41
126,46.923429,10047,1226011,119.81,689.27,60.036557,13188,2148374,159.91,3041.71,141.116328,3336,420211,56.15,951.19
127,55.678867,9182,1235193,120.26,693.09,28.441264,17403,2165777,160.77,3041.60,156.328421,3322,423533,56.35,952.94
128,62.079084,8335,1243528,120.67,697.65,29.837493,16827,2182604,161.52,3057.24,147.718152,3380,426913,56.59,953.78
129,48.453416,9596,1253124,121.06,700.99,28.405848,17671,2200275,161.55,3059.25,208.111704,2336,429249,57.01,984.30
130,71.342326,7448,1260572,121.23,702.82,72.144925,6808,2207083,161.78,3060.21,156.934473,1772,431021,57.28,1084.59
131,58.267998,8607,1269179,121.65,706.92,298.469257,1548,2208631,162.23,3072.23,358.716140,1885,432906,57.54,1122.71
132,48.008979,10496,1279675,121.97,713.87,316.859549,1513,2210144,162.57,3079.15,482.024620,935,433841,57.41,1144.79
133,57.109116,8553,1288228,122.45,717.41,31.245321,18073,2228217,162.88,3083.30,730.196827,629,434470,57.58,1179.62
134,57.214390,8443,1296671,122.92,723.04,26.039069,19326,2247543,163.41,3089.48,818.584047,548,435018,57.40,1179.91
135,49.670173,10628,1307299,123.24,729.92,21.624582,22176,2269719,163.41,3090.36,989.397063,496,435514,57.39,1184.58
136,57.724021,8528,1315827,123.62,733.73,27.255802,18932,2288651,163.59,3089.55,1117.234274,401,435915,57.37,1193.13
137,52.945058,7554,1323381,123.92,736.07,24.824608,20196,2308847,163.85,3090.61,1172.714592,428,436343,57.34,1195.63
138,59.233942,10053,1333434,124.23,738.95,22.592043,21849,2330696,164.56,3080.43,1310.003492,283,436626,57.38,1195.86
139,53.717148,9347,1342781,124.70,744.59,28.965500,17465,2348161,165.15,3072.10,1526.986647,354,436980,57.29,1196.43
140,47.519287,9271,1352052,125.10,749.20,21.227574,22837,2370998,165.85,3079.02,1588.422815,299,437279,57.27,1196.43
141,57.176145,9362,1361414,125.53,751.91,26.207893,19037,2390035,166.45,3084.55,1682.204444,290,437569,57.25,1198.86
142,59.648387,8562,1369976,125.92,754.77,22.095047,21258,2411293,167.01,3085.88,1844.693426,218,437787,57.22,1199.93
143,48.827024,10509,1380485,126.28,762.69,42.397699,12788,2424081,167.34,3100.14,1880.471848,311,438098,57.03,1200.94
144,55.216296,9086,1389571,126.65,767.40,27.739061,18148,2442229,167.57,3100.14,1773.933645,308,438406,57.16,1203.06
145,66.343926,7516,1397087,127.01,771.75,25.715255,19242,2461471,167.97,3113.34,1780.782548,214,438620,57.02,1204.13
146,47.328213,10514,1407601,127.27,773.58,28.402247,17625,2479096,168.34,3112.88,1837.100447,301,438921,56.95,1207.62
147,57.377327,8712,1416313,127.70,774.35,25.714891,19671,2498767,168.74,3124.41,1843.012574,217,439138,57.09,1209.85
148,47.921316,10167,1426480,128.10,782.11,39.543585,10866,2509633,169.14,3124.82,1836.611854,346,439484,56.91,1212.67
149,55.900723,9087,1435567,128.42,789.53,48.827945,11595,2521228,169.69,3138.92,1844.650569,231,439715,56.88,1215.94
150,60.259734,8346,1443913,128.87,794.33,145.913212,2782,2524010,170.28,3140.43,1897.250407,277,439992,56.85,1218.74
151,47.532849,10390,1454303,129.20,797.10,366.790910,813,2524823,170.90,3154.93,1918.922166,234,440226,57.00,1220.60
152,60.089461,8295,1462598,129.61,802.48,1818.795344,266,2525089,171.29,3155.68,1854.750129,304,440530,56.82,1220.60
153,55.142527,8961,1471559,129.75,804.82,75.569766,12042,2537131,171.40,3156.02,1832.998755,253,440783,56.96,1220.79
154,59.185275,8548,1480107,130.20,809.60,28.183502,19385,2556516,171.16,3156.02,1861.301463,285,441068,56.93,1220.88
155,46.807450,8814,1488921,130.51,814.63,40.570559,12333,2568849,170.96,3178.34,1900.615579,229,441297,56.76,1221.00
156,54.357187,10227,1499148,130.90,819.87,54.038117,9244,2578093,171.54,3178.34,1930.193914,277,441574,56.88,1222.35
157,59.033401,8965,1508113,131.27,824.78,21.552025,21824,2599917,172.04,3185.41,1905.042090,284,441858,56.71,1222.35
158,51.347583,9861,1517974,131.53,826.68,41.319972,12798,2612715,172.48,3186.00,1880.800546,227,442085,56.69,1222.48
159,58.659432,8325,1526299,131.88,830.81,24.718998,20199,2632914,172.67,3186.00,1908.540284,325,442410,56.67,1222.73
160,58.178558,8605,1534904,132.12,835.20,26.018293,19257,2652171,172.68,3189.65,1932.688552,197,442607,56.64,1222.84
161,53.929539,9358,1544262,132.45,839.22,23.281024,21488,2673659,172.95,3194.32,1918.439567,309,442916,56.47,1223.10
162,50.560252,9484,1553746,132.86,846.55,26.136247,18630,2692289,173.05,3202.09,1982.991927,190,443106,56.59,1223.21
163,54.893237,9453,1563199,133.11,849.63,23.485285,21467,2713756,173.20,3231.45,1998.124542,309,443415,56.42,1223.21
164,60.017282,8055,1571254,133.49,853.42,30.046220,16838,2730594,173.44,3240.40,1950.576013,209,443624,56.39,1223.51
165,49.244997,10352,1581606,133.75,855.99,23.702256,21079,2751673,173.62,3252.78,1904.675240,301,443925,56.40,1223.74
166,57.695322,8630,1590236,134.17,864.10,27.004665,18420,2770093,174.25,3268.13,1924.245827,219,444144,56.35,1224.18
167,47.812743,10527,1600763,134.40,867.84,21.878267,21827,2791920,174.85,3286.27,1942.379542,286,444430,56.33,1224.29
168,81.783440,6220,1606983,134.57,870.96,21.748591,5460,2797380,175.44,3304.72,1946.722756,221,444651,56.31,1224.57
169,47.469350,10480,1617463,134.79,874.91,117.332796,2506,2799886,176.07,3326.57,1951.869247,288,444939,56.31,1224.70
170,60.340321,8178,1625641,135.20,879.04,87.843383,9452,2809338,176.63,3349.00,1911.453972,264,445203,56.14,1224.82
171,47.405356,10526,1636167,135.51,885.35,24.922586,21622,2830960,177.37,3419.97,1887.397925,239,445442,56.27,1224.82
172,59.970700,8392,1644559,135.84,891.02,29.022623,17259,2848219,177.82,3426.91,1967.176045,278,445720,56.10,1225.03
173,46.844659,10654,1655213,136.22,895.40,23.665864,21077,2869296,178.43,3462.25,1939.011597,270,445990,56.10,1225.14
174,61.508597,8056,1663269,136.49,897.01,39.458741,12721,2882017,178.74,3462.25,1860.586998,248,446238,56.04,1225.36
175,48.812564,9893,1673162,136.86,901.70,27.835461,17886,2899903,179.97,3510.76,1937.900796,258,446496,56.05,1226.06
176,71.130109,6954,1680116,137.02,905.64,25.596399,19536,2919439,181.46,3510.76,1925.134482,249,446745,55.89,1228.14
177,49.375442,10635,1690751,137.40,912.77,53.254782,9398,2928837,182.80,3563.60,1864.373344,286,447031,55.91,1145.35
178,59.004928,8432,1699183,137.64,915.77,31.892386,13616,2942453,184.17,3563.60,1900.249713,258,447289,55.86,1148.37
179,47.329210,9909,1709092,138.02,920.09,418.510987,1000,2943453,184.56,3567.97,1973.908373,246,447535,55.84,1150.87
180,60.533619,8705,1717797,138.21,921.81,356.014918,1502,2944955,184.65,3580.38,1956.639665,259,447794,55.80,1153.64
181,50.028630,9421,1727218,138.48,927.16,110.117524,5548,2950503,185.07,3591.09,1955.324501,245,448039,55.97,1154.34
182,61.790597,8549,1735767,138.67,928.90,30.609511,16372,2966875,185.51,3599.41,1981.020457,258,448297,55.94,1154.44
183,49.540814,9152,1744919,139.01,932.98,21.931677,22506,2989381,185.73,3598.68,1900.466757,279,448576,55.79,1154.44
184,64.820861,8431,1753350,139.25,936.84,31.624858,8400,,,,1884.540835,287,448863,55.91,1154.44
185,47.985452,10296,1763646,139.64,943.61,,,,,,1959.497773,218,449081,55.76,1154.44
186,63.275537,7962,1771608,139.88,947.52,,,,,,1997.171649,289,449370,55.74,1155.26
187,47.148765,10237,1781845,140.22,954.17,,,,,,1923.149950,228,449598,55.72,1155.38
188,65.995079,7940,1789785,140.44,958.52,,,,,,1855.412082,281,449879,55.70,1155.49
189,47.982814,10409,1800194,140.60,962.24,,,,,,1893.348150,306,450185,55.55,1155.68
190,69.689309,6899,1807093,140.83,966.97,,,,,,1892.358682,199,450384,55.56,1155.82
191,57.620114,8801,1815894,141.00,970.16,,,,,,1916.048201,326,450710,55.51,1155.90
192,60.722708,8266,1824160,141.37,976.25,,,,,,1909.665734,179,450889,55.49,1155.90
193,47.617483,10003,1834163,141.59,979.80,,,,,,1942.644450,331,451220,55.35,1156.16
194,66.486455,7894,1842057,141.77,983.28,,,,,,1942.070920,209,451429,55.46,1156.27
195,50.225272,9977,1852034,142.07,988.13,,,,,,1913.304876,298,451727,55.39,1156.27
196,58.795143,6929,1858963,142.31,992.58,,,,,,1885.798405,221,451948,55.31,1156.27
197,53.202500,10476,1869439,142.52,996.12,,,,,,1897.749398,294,452242,55.42,1156.27
198,49.825695,8980,1878419,142.91,1002.31,,,,,,1917.434972,243,452485,55.28,1156.39
199,70.044991,8337,1886756,142.94,1003.34,,,,,,1904.569967,266,452751,55.27,1156.56
200,49.502102,10042,1896798,143.19,1008.67,,,,,,1882.992636,255,453006,55.25,1156.69
201,65.270099,7579,1904377,143.44,1012.38,,,,,,1919.679787,250,453256,55.24,1156.69
202,49.130952,10378,1914755,143.70,1018.39,,,,,,1922.340250,286,453542,55.10,1156.97
203,64.023841,7368,1922123,144.02,1023.35,,,,,,1911.363578,245,453787,55.20,1157.36
204,47.503236,10984,1933107,144.23,1024.66,,,,,,1939.631760,268,454055,55.07,1157.82
205,65.529246,7701,1940808,144.52,1029.43,,,,,,1949.417629,238,454293,55.05,1158.06
206,48.499081,10156,1950964,144.64,1031.79,,,,,,1934.390131,289,454582,54.91,1158.06
207,60.206512,7305,1958269,144.98,1038.61,,,,,,1920.837166,224,454806,55.03,1158.18
208,54.757818,9642,1967911,145.19,1041.50,,,,,,1940.924047,292,455098,54.88,1158.68
209,48.342135,10738,1978649,145.41,1048.20,,,,,,1905.395854,224,455322,54.88,1158.81
210,64.184266,8038,1986687,145.68,1054.27,,,,,,1889.539498,288,455610,55.01,1159.60
211,47.411551,10462,1997149,145.95,1058.13,,,,,,1937.243443,262,455872,55.00,1159.71
212,61.217177,7633,2004782,146.21,1060.71,,,,,,1892.119288,247,456119,54.87,1159.80
213,47.843850,10391,2015173,146.45,1067.62,,,,,,1903.106943,272,456391,54.93,1160.35
214,68.350818,7833,2023006,146.53,1069.08,,,,,,1921.275512,299,456690,54.85,1161.23
215,55.644849,8944,2031950,146.78,1073.07,,,,,,1877.423358,245,456935,54.83,1161.34
216,48.539703,9471,2041421,147.14,1078.86,,,,,,1884.491267,293,457228,54.78,1161.34
217,60.802686,8810,2050231,147.36,1082.84,,,,,,1906.024657,229,457457,54.81,1161.34
218,48.447776,10477,2060708,147.75,1090.84,,,,,,1906.120080,284,457741,54.80,1161.47
219,64.765553,7622,2068330,147.74,1091.88,,,,,,1878.526689,257,457998,54.66,1161.47
220,48.850611,10196,2078526,147.99,1096.54,,,,,,1924.470565,254,458252,54.78,1161.59
221,60.476019,7138,2085664,148.33,1099.78,,,,,,1923.982350,258,458510,54.65,1161.59
222,52.498147,10570,2096234,148.32,1102.93,,,,,,1918.977968,254,458764,54.64,1161.59
223,58.974940,8760,2104994,148.63,1108.96,,,,,,1904.678136,273,459037,54.63,1161.59
224,71.353781,6940,2111934,148.84,1114.61,,,,,,1948.754104,233,459270,54.62,1161.90
225,44.898690,11118,2123052,149.11,1121.38,,,,,,1934.474907,294,459564,54.49,1161.90
226,72.914998,6882,2129934,149.31,1124.71,,,,,,1876.190423,237,459801,54.48,1162.50
227,47.807402,10475,2140409,149.43,1126.68,,,,,,1941.454643,269,460070,54.47,1163.36
228,44.460945,9454,2149863,149.81,1131.81,,,,,,1925.738874,239,460309,54.47,1163.56
229,62.299590,9248,2159111,150.03,1135.26,,,,,,1899.416556,295,460604,54.34,1163.85
