2016-03-25 14:08:46.363298 I | etcdmain: etcd Version: 2.3.0+git
2016-03-25 14:08:46.363353 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-03-25 14:08:46.363360 I | etcdmain: Go Version: go1.6
2016-03-25 14:08:46.363366 I | etcdmain: Go OS/Arch: linux/amd64
2016-03-25 14:08:46.363375 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-03-25 14:08:46.363427 I | etcdmain: listening for peers on http://10.240.0.20:2380
2016-03-25 14:08:46.363454 I | etcdmain: listening for client requests on 10.240.0.20:2379
2016-03-25 14:08:46.366250 I | etcdserver: name = etcd-1
2016-03-25 14:08:46.366265 I | etcdserver: data dir = /mnt/ssd0/data.etcd
2016-03-25 14:08:46.366281 I | etcdserver: member dir = /mnt/ssd0/data.etcd/member
2016-03-25 14:08:46.366288 I | etcdserver: heartbeat = 100ms
2016-03-25 14:08:46.366293 I | etcdserver: election = 1000ms
2016-03-25 14:08:46.366299 I | etcdserver: snapshot count = 10000
2016-03-25 14:08:46.366308 I | etcdserver: advertise client URLs = http://10.240.0.20:2379
2016-03-25 14:08:46.366316 I | etcdserver: initial advertise peer URLs = http://10.240.0.20:2380
2016-03-25 14:08:46.366330 I | etcdserver: initial cluster = etcd-1=http://10.240.0.20:2380,etcd-2=http://10.240.0.21:2380,etcd-3=http://10.240.0.22:2380
2016-03-25 14:08:46.377330 I | etcdserver: starting member 20722e46d7802cab in cluster 4ce5e214d26bfb9e
2016-03-25 14:08:46.377379 I | raft: 20722e46d7802cab became follower at term 0
2016-03-25 14:08:46.377393 I | raft: newRaft 20722e46d7802cab [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-03-25 14:08:46.377399 I | raft: 20722e46d7802cab became follower at term 1
2016-03-25 14:08:46.421888 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-03-25 14:08:46.422709 E | etcdmain: failed to notify systemd for readiness: No socket
2016-03-25 14:08:46.422728 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-03-25 14:08:46.422862 N | etcdmain: serving insecure client requests on 10.240.0.20:2379, this is strongly discouraged!
2016-03-25 14:08:46.422890 N | etcdserver: added local member 20722e46d7802cab [http://10.240.0.20:2380] to cluster 4ce5e214d26bfb9e
2016-03-25 14:08:46.423432 N | etcdserver: added member 2087a91b2ccc6d93 [http://10.240.0.21:2380] to cluster 4ce5e214d26bfb9e
