2016-03-25 14:21:49.354501 I | etcdmain: etcd Version: 2.3.0+git
2016-03-25 14:21:49.354550 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-03-25 14:21:49.354557 I | etcdmain: Go Version: go1.6
2016-03-25 14:21:49.354564 I | etcdmain: Go OS/Arch: linux/amd64
2016-03-25 14:21:49.354572 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-03-25 14:21:49.354631 I | etcdmain: listening for peers on http://10.240.0.37:2380
2016-03-25 14:21:49.354659 I | etcdmain: listening for client requests on 10.240.0.37:2379
2016-03-25 14:21:49.356718 I | etcdserver: name = etcd-2
2016-03-25 14:21:49.356735 I | etcdserver: data dir = /mnt/ssd0/data.etcd
2016-03-25 14:21:49.356743 I | etcdserver: member dir = /mnt/ssd0/data.etcd/member
2016-03-25 14:21:49.356749 I | etcdserver: heartbeat = 100ms
2016-03-25 14:21:49.356755 I | etcdserver: election = 1000ms
2016-03-25 14:21:49.356760 I | etcdserver: snapshot count = 10000
2016-03-25 14:21:49.356770 I | etcdserver: advertise client URLs = http://10.240.0.37:2379
2016-03-25 14:21:49.356777 I | etcdserver: initial advertise peer URLs = http://10.240.0.37:2380
2016-03-25 14:21:49.356796 I | etcdserver: initial cluster = etcd-1=http://10.240.0.36:2380,etcd-2=http://10.240.0.37:2380,etcd-3=http://10.240.0.38:2380
2016-03-25 14:21:49.365921 I | etcdserver: starting member 208de484d8b2cb22 in cluster b73c1f84aa49a9b0
2016-03-25 14:21:49.365988 I | raft: 208de484d8b2cb22 became follower at term 0
2016-03-25 14:21:49.366003 I | raft: newRaft 208de484d8b2cb22 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-03-25 14:21:49.366010 I | raft: 208de484d8b2cb22 became follower at term 1
2016-03-25 14:21:49.412856 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-03-25 14:21:49.413455 E | etcdmain: failed to notify systemd for readiness: No socket
2016-03-25 14:21:49.413484 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-03-25 14:21:49.413618 N | etcdmain: serving insecure client requests on 10.240.0.37:2379, this is strongly discouraged!
2016-03-25 14:21:49.413880 I | rafthttp: the connection with b0978d17c833d412 became active
2016-03-25 14:21:49.415310 N | etcdserver: added local member 208de484d8b2cb22 [http://10.240.0.37:2380] to cluster b73c1f84aa49a9b0
2016-03-25 14:21:49.415418 N | etcdserver: added member b0978d17c833d412 [http://10.240.0.36:2380] to cluster b73c1f84aa49a9b0
2016-03-25 14:21:49.415489 N | etcdserver: added member ef3ac5ee77284022 [http://10.240.0.38:2380] to cluster b73c1f84aa49a9b0
2016-03-25 14:21:49.766410 I | raft: 208de484d8b2cb22 is starting a new election at term 1
2016-03-25 14:21:49.766532 I | raft: 208de484d8b2cb22 became candidate at term 2
2016-03-25 14:21:49.766542 I | raft: 208de484d8b2cb22 received vote from 208de484d8b2cb22 at term 2
2016-03-25 14:21:49.766565 I | raft: 208de484d8b2cb22 [logterm: 1, index: 3] sent vote request to b0978d17c833d412 at term 2
2016-03-25 14:21:49.766574 I | raft: 208de484d8b2cb22 [logterm: 1, index: 3] sent vote request to ef3ac5ee77284022 at term 2
2016-03-25 14:21:49.774819 I | raft: 208de484d8b2cb22 [term: 2] received a MsgVote message with higher term from b0978d17c833d412 [term: 3]
2016-03-25 14:21:49.774864 I | raft: 208de484d8b2cb22 became follower at term 3
2016-03-25 14:21:49.774877 I | raft: 208de484d8b2cb22 [logterm: 1, index: 3, vote: 0] voted for b0978d17c833d412 [logterm: 1, index: 3] at term 3
2016-03-25 14:21:49.780134 I | raft: raft.node: 208de484d8b2cb22 elected leader b0978d17c833d412 at term 3
2016-03-25 14:21:49.796367 N | etcdserver: set the initial cluster version to 2.2
2016-03-25 14:21:49.796435 I | etcdserver: published {Name:etcd-2 ClientURLs:[http://10.240.0.37:2379]} to cluster b73c1f84aa49a9b0
2016-03-25 14:21:50.402995 I | rafthttp: the connection with ef3ac5ee77284022 became active
2016-03-25 14:21:53.796957 N | etcdserver: updated the cluster version from 2.2 to 2.3
2016-03-25 14:22:53.430637 I | etcdserver: start to snapshot (applied: 10002, lastsnap: 0)
2016-03-25 14:22:53.596518 I | etcdserver: saved snapshot at index 10002
2016-03-25 14:22:53.596739 I | etcdserver: compacted raft log at 5002
2016-03-25 14:23:08.028708 I | etcdserver: start to snapshot (applied: 20004, lastsnap: 10002)
2016-03-25 14:23:08.350645 I | etcdserver: saved snapshot at index 20004
2016-03-25 14:23:08.350806 I | etcdserver: compacted raft log at 15004
2016-03-25 14:23:22.403227 I | etcdserver: start to snapshot (applied: 30008, lastsnap: 20004)
2016-03-25 14:23:22.826092 I | etcdserver: saved snapshot at index 30008
2016-03-25 14:23:22.826243 I | etcdserver: compacted raft log at 25008
2016-03-25 14:23:36.894973 I | etcdserver: start to snapshot (applied: 40009, lastsnap: 30008)
2016-03-25 14:23:37.528235 I | etcdserver: saved snapshot at index 40009
2016-03-25 14:23:37.528389 I | etcdserver: compacted raft log at 35009
2016-03-25 14:23:51.685802 I | etcdserver: start to snapshot (applied: 50010, lastsnap: 40009)
2016-03-25 14:23:52.498840 I | etcdserver: saved snapshot at index 50010
2016-03-25 14:23:52.499077 I | etcdserver: compacted raft log at 45010
2016-03-25 14:24:06.620632 I | etcdserver: start to snapshot (applied: 60017, lastsnap: 50010)
2016-03-25 14:24:07.577455 I | etcdserver: saved snapshot at index 60017
2016-03-25 14:24:07.577605 I | etcdserver: compacted raft log at 55017
2016-03-25 14:24:19.416427 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000002712.snap successfully
2016-03-25 14:24:21.453003 I | etcdserver: start to snapshot (applied: 70018, lastsnap: 60017)
2016-03-25 14:24:22.560648 I | etcdserver: saved snapshot at index 70018
2016-03-25 14:24:22.560804 I | etcdserver: compacted raft log at 65018
2016-03-25 14:24:36.717223 I | etcdserver: start to snapshot (applied: 80021, lastsnap: 70018)
2016-03-25 14:24:37.982352 I | etcdserver: saved snapshot at index 80021
2016-03-25 14:24:37.983229 I | etcdserver: compacted raft log at 75021
2016-03-25 14:24:49.419635 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000004e24.snap successfully
2016-03-25 14:24:49.423689 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000007538.snap successfully
2016-03-25 14:24:51.955885 I | etcdserver: start to snapshot (applied: 90024, lastsnap: 80021)
2016-03-25 14:24:53.260924 I | etcdserver: saved snapshot at index 90024
2016-03-25 14:24:53.261095 I | etcdserver: compacted raft log at 85024
2016-03-25 14:25:07.074505 I | etcdserver: start to snapshot (applied: 100028, lastsnap: 90024)
2016-03-25 14:25:08.533474 I | etcdserver: saved snapshot at index 100028
2016-03-25 14:25:08.533620 I | etcdserver: compacted raft log at 95028
2016-03-25 14:25:19.429318 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-0000000000009c49.snap successfully
2016-03-25 14:25:19.436319 I | fileutil: purged file /mnt/ssd0/data.etcd/member/snap/0000000000000003-000000000000c35a.snap successfully
2016-03-25 14:25:22.457856 I | etcdserver: start to snapshot (applied: 110032, lastsnap: 100028)
2016-03-25 14:25:24.115885 I | etcdserver: saved snapshot at index 110032
2016-03-25 14:25:24.116036 I | etcdserver: compacted raft log at 105032
2016-03-25 14:25:37.833744 I | etcdserver: start to snapshot (applied: 120033, lastsnap: 110032)
2016-03-25 14:25:39.627782 I | etcdserver: saved snapshot at index 120033
2016-03-25 14:25:39.627954 I | etcdserver: compacted raft log at 115033
