2016-04-11 20:00:15.790994 I | etcdmain: etcd Version: 2.3.0+git
2016-04-11 20:00:15.791061 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-11 20:00:15.791068 I | etcdmain: Go Version: go1.6
2016-04-11 20:00:15.791074 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-11 20:00:15.791083 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-11 20:00:15.791154 I | etcdmain: listening for peers on http://10.240.0.19:2380
2016-04-11 20:00:15.791181 I | etcdmain: listening for client requests on 10.240.0.19:2379
2016-04-11 20:00:15.792937 I | etcdserver: name = etcd-3
2016-04-11 20:00:15.792970 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-11 20:00:15.792979 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-11 20:00:15.792986 I | etcdserver: heartbeat = 100ms
2016-04-11 20:00:15.792991 I | etcdserver: election = 1000ms
2016-04-11 20:00:15.792997 I | etcdserver: snapshot count = 10000
2016-04-11 20:00:15.793008 I | etcdserver: advertise client URLs = http://10.240.0.19:2379
2016-04-11 20:00:15.793015 I | etcdserver: initial advertise peer URLs = http://10.240.0.19:2380
2016-04-11 20:00:15.793047 I | etcdserver: initial cluster = etcd-1=http://10.240.0.17:2380,etcd-2=http://10.240.0.18:2380,etcd-3=http://10.240.0.19:2380
2016-04-11 20:00:15.798344 I | etcdserver: starting member b33da349595da114 in cluster d01df2c6b3269be0
2016-04-11 20:00:15.798443 I | raft: b33da349595da114 became follower at term 0
2016-04-11 20:00:15.798458 I | raft: newRaft b33da349595da114 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-11 20:00:15.798465 I | raft: b33da349595da114 became follower at term 1
2016-04-11 20:00:15.823167 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-11 20:00:15.824937 N | etcdserver: added member 66358a82ef379101 [http://10.240.0.18:2380] to cluster d01df2c6b3269be0
2016-04-11 20:00:15.825067 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-11 20:00:15.825105 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-11 20:00:15.825243 N | etcdserver: added member 8b1cff98eebdba1d [http://10.240.0.17:2380] to cluster d01df2c6b3269be0
2016-04-11 20:00:15.825274 I | raft: b33da349595da114 [term: 1] received a MsgApp message with higher term from 8b1cff98eebdba1d [term: 3]
2016-04-11 20:00:15.825393 I | raft: b33da349595da114 became follower at term 3
2016-04-11 20:00:15.825443 I | raft: raft.node: b33da349595da114 elected leader 8b1cff98eebdba1d at term 3
2016-04-11 20:00:15.825532 I | rafthttp: the connection with 66358a82ef379101 became active
2016-04-11 20:00:15.825568 N | etcdserver: added local member b33da349595da114 [http://10.240.0.19:2380] to cluster d01df2c6b3269be0
2016-04-11 20:00:15.826517 N | etcdmain: serving insecure client requests on 10.240.0.19:2379, this is strongly discouraged!
2016-04-11 20:00:15.827021 N | membership: set the initial cluster version to 2.2
2016-04-11 20:00:15.827492 I | rafthttp: the connection with 8b1cff98eebdba1d became active
2016-04-11 20:00:15.831729 I | etcdserver: published {Name:etcd-3 ClientURLs:[http://10.240.0.19:2379]} to cluster d01df2c6b3269be0
2016-04-11 20:00:16.324651 I | v2http: enabled capabilities for version 2.2.0
2016-04-11 20:00:19.708857 N | membership: updated the cluster version from 2.2 to 2.3
2016-04-11 20:00:19.826109 I | v2http: enabled capabilities for version 2.3.0
2016-04-11 20:01:34.831890 I | etcdserver: start to snapshot (applied: 10077, lastsnap: 0)
2016-04-11 20:01:34.857827 I | etcdserver: saved snapshot at index 10077
2016-04-11 20:01:34.859210 I | etcdserver: compacted raft log at 5077
2016-04-11 20:01:35.145425 I | etcdserver: start to snapshot (applied: 20309, lastsnap: 10077)
2016-04-11 20:01:35.160885 I | etcdserver: saved snapshot at index 20309
2016-04-11 20:01:35.161157 I | etcdserver: compacted raft log at 15309
2016-04-11 20:01:35.463291 I | etcdserver: start to snapshot (applied: 30851, lastsnap: 20309)
2016-04-11 20:01:35.470480 I | etcdserver: saved snapshot at index 30851
2016-04-11 20:01:35.470635 I | etcdserver: compacted raft log at 25851
2016-04-11 20:01:35.759195 I | etcdserver: start to snapshot (applied: 40924, lastsnap: 30851)
2016-04-11 20:01:35.771082 I | etcdserver: saved snapshot at index 40924
