2016-04-12 02:47:04.167375 I | etcdmain: etcd Version: 2.3.0+git
2016-04-12 02:47:04.167447 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-12 02:47:04.167455 I | etcdmain: Go Version: go1.6
2016-04-12 02:47:04.167462 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-12 02:47:04.167472 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-12 02:47:04.167555 I | etcdmain: listening for peers on http://10.240.0.14:2380
2016-04-12 02:47:04.167584 I | etcdmain: listening for client requests on 10.240.0.14:2379
2016-04-12 02:47:04.172981 I | etcdserver: name = etcd-2
2016-04-12 02:47:04.172998 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-12 02:47:04.173005 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-12 02:47:04.173012 I | etcdserver: heartbeat = 100ms
2016-04-12 02:47:04.173017 I | etcdserver: election = 1000ms
2016-04-12 02:47:04.173023 I | etcdserver: snapshot count = 10000
2016-04-12 02:47:04.173032 I | etcdserver: advertise client URLs = http://10.240.0.14:2379
2016-04-12 02:47:04.173045 I | etcdserver: initial advertise peer URLs = http://10.240.0.14:2380
2016-04-12 02:47:04.173060 I | etcdserver: initial cluster = etcd-1=http://10.240.0.13:2380,etcd-2=http://10.240.0.14:2380,etcd-3=http://10.240.0.15:2380
2016-04-12 02:47:04.176371 I | etcdserver: starting member f9e96ef8c0d0e08c in cluster 3c1022ef339089ca
2016-04-12 02:47:04.176423 I | raft: f9e96ef8c0d0e08c became follower at term 0
2016-04-12 02:47:04.176436 I | raft: newRaft f9e96ef8c0d0e08c [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-12 02:47:04.176443 I | raft: f9e96ef8c0d0e08c became follower at term 1
2016-04-12 02:47:04.190659 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-12 02:47:04.191301 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-12 02:47:04.191319 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-12 02:47:04.191939 N | etcdserver: added member 1eb6406549e3d4e [http://10.240.0.15:2380] to cluster 3c1022ef339089ca
2016-04-12 02:47:04.192024 N | etcdmain: serving insecure client requests on 10.240.0.14:2379, this is strongly discouraged!
2016-04-12 02:47:04.192083 N | etcdserver: added member cfc6e2e1de0e7922 [http://10.240.0.13:2380] to cluster 3c1022ef339089ca
2016-04-12 02:47:04.192178 N | etcdserver: added local member f9e96ef8c0d0e08c [http://10.240.0.14:2380] to cluster 3c1022ef339089ca
2016-04-12 02:47:04.192326 I | rafthttp: the connection with cfc6e2e1de0e7922 became active
2016-04-12 02:47:04.682362 I | raft: f9e96ef8c0d0e08c [term: 1] received a MsgVote message with higher term from cfc6e2e1de0e7922 [term: 3]
2016-04-12 02:47:04.682443 I | raft: f9e96ef8c0d0e08c became follower at term 3
2016-04-12 02:47:04.682505 I | raft: f9e96ef8c0d0e08c [logterm: 1, index: 3, vote: 0] voted for cfc6e2e1de0e7922 [logterm: 1, index: 3] at term 3
2016-04-12 02:47:04.684336 I | raft: raft.node: f9e96ef8c0d0e08c elected leader cfc6e2e1de0e7922 at term 3
2016-04-12 02:47:04.687846 I | etcdserver: published {Name:etcd-2 ClientURLs:[http://10.240.0.14:2379]} to cluster 3c1022ef339089ca
2016-04-12 02:47:04.689288 N | membership: set the initial cluster version to 2.2
2016-04-12 02:47:04.691532 I | v2http: enabled capabilities for version 2.2.0
2016-04-12 02:47:05.190620 I | rafthttp: the connection with 1eb6406549e3d4e became active
2016-04-12 02:47:08.691609 N | membership: updated the cluster version from 2.2 to 2.3
2016-04-12 02:47:08.692842 I | v2http: enabled capabilities for version 2.3.0
2016-04-12 02:47:11.527878 I | etcdserver: start to snapshot (applied: 10024, lastsnap: 0)
2016-04-12 02:47:11.540354 I | etcdserver: saved snapshot at index 10024
2016-04-12 02:47:11.540623 I | etcdserver: compacted raft log at 5024
2016-04-12 02:47:11.814601 I | etcdserver: start to snapshot (applied: 20172, lastsnap: 10024)
2016-04-12 02:47:11.823200 I | etcdserver: saved snapshot at index 20172
2016-04-12 02:47:11.823365 I | etcdserver: compacted raft log at 15172
2016-04-12 02:47:12.126313 I | etcdserver: start to snapshot (applied: 30896, lastsnap: 20172)
2016-04-12 02:47:12.137421 I | etcdserver: saved snapshot at index 30896
2016-04-12 02:47:12.137676 I | etcdserver: compacted raft log at 25896
2016-04-12 02:47:12.413945 I | etcdserver: start to snapshot (applied: 40928, lastsnap: 30896)
2016-04-12 02:47:12.429424 I | etcdserver: saved snapshot at index 40928
2016-04-12 02:47:12.429625 I | etcdserver: compacted raft log at 35928
2016-04-12 02:47:12.738042 I | etcdserver: start to snapshot (applied: 51174, lastsnap: 40928)
2016-04-12 02:47:12.744744 I | etcdserver: saved snapshot at index 51174
2016-04-12 02:47:12.745023 I | etcdserver: compacted raft log at 46174
2016-04-12 02:47:13.087451 I | etcdserver: start to snapshot (applied: 61483, lastsnap: 51174)
2016-04-12 02:47:13.098501 I | etcdserver: saved snapshot at index 61483
2016-04-12 02:47:13.098693 I | etcdserver: compacted raft log at 56483
2016-04-12 02:47:13.435114 I | etcdserver: start to snapshot (applied: 71741, lastsnap: 61483)
2016-04-12 02:47:13.443158 I | etcdserver: saved snapshot at index 71741
2016-04-12 02:47:13.443371 I | etcdserver: compacted raft log at 66741
2016-04-12 02:47:13.793418 I | etcdserver: start to snapshot (applied: 82108, lastsnap: 71741)
2016-04-12 02:47:13.801051 I | etcdserver: saved snapshot at index 82108
2016-04-12 02:47:13.801351 I | etcdserver: compacted raft log at 77108
2016-04-12 02:47:14.130901 I | etcdserver: start to snapshot (applied: 92196, lastsnap: 82108)
2016-04-12 02:47:14.140591 I | etcdserver: saved snapshot at index 92196
2016-04-12 02:47:14.140835 I | etcdserver: compacted raft log at 87196
2016-04-12 02:47:14.443723 I | etcdserver: start to snapshot (applied: 102224, lastsnap: 92196)
2016-04-12 02:47:14.453206 I | etcdserver: saved snapshot at index 102224
2016-04-12 02:47:14.467638 I | etcdserver: compacted raft log at 97224
2016-04-12 02:47:14.812780 I | etcdserver: start to snapshot (applied: 112481, lastsnap: 102224)
2016-04-12 02:47:14.823868 I | etcdserver: saved snapshot at index 112481
2016-04-12 02:47:14.824076 I | etcdserver: compacted raft log at 107481
2016-04-12 02:47:15.160901 I | etcdserver: start to snapshot (applied: 122635, lastsnap: 112481)
2016-04-12 02:47:15.172825 I | etcdserver: saved snapshot at index 122635
2016-04-12 02:47:15.173057 I | etcdserver: compacted raft log at 117635
2016-04-12 02:47:15.531647 I | etcdserver: start to snapshot (applied: 133046, lastsnap: 122635)
2016-04-12 02:47:15.540417 I | etcdserver: saved snapshot at index 133046
2016-04-12 02:47:15.540597 I | etcdserver: compacted raft log at 128046
2016-04-12 02:47:15.859538 I | etcdserver: start to snapshot (applied: 143260, lastsnap: 133046)
2016-04-12 02:47:15.865881 I | etcdserver: saved snapshot at index 143260
2016-04-12 02:47:15.866040 I | etcdserver: compacted raft log at 138260
2016-04-12 02:47:16.227451 I | etcdserver: start to snapshot (applied: 153270, lastsnap: 143260)
2016-04-12 02:47:16.235271 I | etcdserver: saved snapshot at index 153270
2016-04-12 02:47:16.235434 I | etcdserver: compacted raft log at 148270
2016-04-12 02:47:16.566193 I | etcdserver: start to snapshot (applied: 163295, lastsnap: 153270)
2016-04-12 02:47:16.574228 I | etcdserver: saved snapshot at index 163295
2016-04-12 02:47:16.574526 I | etcdserver: compacted raft log at 158295
2016-04-12 02:47:16.922700 I | etcdserver: start to snapshot (applied: 173331, lastsnap: 163295)
2016-04-12 02:47:16.930279 I | etcdserver: saved snapshot at index 173331
2016-04-12 02:47:16.930607 I | etcdserver: compacted raft log at 168331
2016-04-12 02:47:17.273394 I | etcdserver: start to snapshot (applied: 183370, lastsnap: 173331)
2016-04-12 02:47:17.284299 I | etcdserver: saved snapshot at index 183370
2016-04-12 02:47:17.284509 I | etcdserver: compacted raft log at 178370
2016-04-12 02:47:17.641495 I | etcdserver: start to snapshot (applied: 193541, lastsnap: 183370)
2016-04-12 02:47:17.647627 I | etcdserver: saved snapshot at index 193541
2016-04-12 02:47:17.647973 I | etcdserver: compacted raft log at 188541
2016-04-12 02:47:17.993388 I | etcdserver: start to snapshot (applied: 203650, lastsnap: 193541)
2016-04-12 02:47:17.999964 I | etcdserver: saved snapshot at index 203650
2016-04-12 02:47:18.000120 I | etcdserver: compacted raft log at 198650
2016-04-12 02:47:18.020684 I | wal: segmented wal file /home/gyuho/data.etcd/member/wal/0000000000000001-000000000003209f.wal is created
