2016-04-16 16:58:57.182379 I | etcdmain: etcd Version: 2.3.0+git
2016-04-16 16:58:57.182456 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-16 16:58:57.182464 I | etcdmain: Go Version: go1.6
2016-04-16 16:58:57.182471 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-16 16:58:57.182480 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-16 16:58:57.182554 I | etcdmain: listening for peers on http://10.240.0.7:2380
2016-04-16 16:58:57.182584 I | etcdmain: listening for client requests on 10.240.0.7:2379
2016-04-16 16:58:57.187844 I | etcdserver: name = etcd-1
2016-04-16 16:58:57.187866 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-16 16:58:57.187875 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-16 16:58:57.187882 I | etcdserver: heartbeat = 100ms
2016-04-16 16:58:57.187887 I | etcdserver: election = 1000ms
2016-04-16 16:58:57.187893 I | etcdserver: snapshot count = 10000
2016-04-16 16:58:57.187904 I | etcdserver: advertise client URLs = http://10.240.0.7:2379
2016-04-16 16:58:57.187911 I | etcdserver: initial advertise peer URLs = http://10.240.0.7:2380
2016-04-16 16:58:57.187925 I | etcdserver: initial cluster = etcd-1=http://10.240.0.7:2380,etcd-2=http://10.240.0.13:2380,etcd-3=http://10.240.0.14:2380
2016-04-16 16:58:57.191012 I | etcdserver: starting member ec572e55c25f926a in cluster 14edf9cb39308b6e
2016-04-16 16:58:57.191074 I | raft: ec572e55c25f926a became follower at term 0
2016-04-16 16:58:57.191106 I | raft: newRaft ec572e55c25f926a [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-16 16:58:57.191114 I | raft: ec572e55c25f926a became follower at term 1
2016-04-16 16:58:57.207079 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-16 16:58:57.208948 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-16 16:58:57.208967 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-16 16:58:57.209141 N | etcdmain: serving insecure client requests on 10.240.0.7:2379, this is strongly discouraged!
2016-04-16 16:58:57.209367 N | etcdserver: added member cfc6e2e1de0e7922 [http://10.240.0.13:2380] to cluster 14edf9cb39308b6e
2016-04-16 16:58:57.209549 N | etcdserver: added local member ec572e55c25f926a [http://10.240.0.7:2380] to cluster 14edf9cb39308b6e
2016-04-16 16:58:57.209687 N | etcdserver: added member f9e96ef8c0d0e08c [http://10.240.0.14:2380] to cluster 14edf9cb39308b6e
2016-04-16 16:58:57.391463 I | raft: ec572e55c25f926a is starting a new election at term 1
2016-04-16 16:58:57.391604 I | raft: ec572e55c25f926a became candidate at term 2
2016-04-16 16:58:57.391624 I | raft: ec572e55c25f926a received vote from ec572e55c25f926a at term 2
2016-04-16 16:58:57.391637 I | raft: ec572e55c25f926a [logterm: 1, index: 3] sent vote request to f9e96ef8c0d0e08c at term 2
2016-04-16 16:58:57.391648 I | raft: ec572e55c25f926a [logterm: 1, index: 3] sent vote request to cfc6e2e1de0e7922 at term 2
2016-04-16 16:58:58.217405 I | rafthttp: the connection with cfc6e2e1de0e7922 became active
2016-04-16 16:58:58.400901 I | raft: ec572e55c25f926a [logterm: 1, index: 3, vote: ec572e55c25f926a] rejected vote from cfc6e2e1de0e7922 [logterm: 1, index: 3] at term 2
2016-04-16 16:58:59.091563 I | raft: ec572e55c25f926a is starting a new election at term 2
2016-04-16 16:58:59.091654 I | raft: ec572e55c25f926a became candidate at term 3
2016-04-16 16:58:59.091663 I | raft: ec572e55c25f926a received vote from ec572e55c25f926a at term 3
2016-04-16 16:58:59.091678 I | raft: ec572e55c25f926a [logterm: 1, index: 3] sent vote request to cfc6e2e1de0e7922 at term 3
2016-04-16 16:58:59.091688 I | raft: ec572e55c25f926a [logterm: 1, index: 3] sent vote request to f9e96ef8c0d0e08c at term 3
2016-04-16 16:58:59.095585 I | raft: ec572e55c25f926a received vote from cfc6e2e1de0e7922 at term 3
2016-04-16 16:58:59.095607 I | raft: ec572e55c25f926a [quorum:2] has received 2 votes and 0 vote rejections
2016-04-16 16:58:59.095635 I | raft: ec572e55c25f926a became leader at term 3
2016-04-16 16:58:59.095689 I | raft: raft.node: ec572e55c25f926a elected leader ec572e55c25f926a at term 3
2016-04-16 16:58:59.098875 I | etcdserver: published {Name:etcd-1 ClientURLs:[http://10.240.0.7:2379]} to cluster 14edf9cb39308b6e
