2016-04-16 17:28:29.283136 I | etcdmain: etcd Version: 2.3.0+git
2016-04-16 17:28:29.283204 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-16 17:28:29.283211 I | etcdmain: Go Version: go1.6
2016-04-16 17:28:29.283217 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-16 17:28:29.283226 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-16 17:28:29.283289 I | etcdmain: listening for peers on http://10.240.0.16:2380
2016-04-16 17:28:29.283317 I | etcdmain: listening for client requests on 10.240.0.16:2379
2016-04-16 17:28:29.289519 I | etcdserver: name = etcd-1
2016-04-16 17:28:29.289546 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-16 17:28:29.289559 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-16 17:28:29.289569 I | etcdserver: heartbeat = 100ms
2016-04-16 17:28:29.289589 I | etcdserver: election = 1000ms
2016-04-16 17:28:29.289597 I | etcdserver: snapshot count = 10000
2016-04-16 17:28:29.289608 I | etcdserver: advertise client URLs = http://10.240.0.16:2379
2016-04-16 17:28:29.289615 I | etcdserver: initial advertise peer URLs = http://10.240.0.16:2380
2016-04-16 17:28:29.289631 I | etcdserver: initial cluster = etcd-1=http://10.240.0.16:2380,etcd-2=http://10.240.0.17:2380,etcd-3=http://10.240.0.18:2380
2016-04-16 17:28:29.293330 I | etcdserver: starting member 336bc18147870c09 in cluster 8ad6201056aec31e
2016-04-16 17:28:29.293399 I | raft: 336bc18147870c09 became follower at term 0
2016-04-16 17:28:29.293414 I | raft: newRaft 336bc18147870c09 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-16 17:28:29.293421 I | raft: 336bc18147870c09 became follower at term 1
2016-04-16 17:28:29.306335 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-16 17:28:29.307472 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-16 17:28:29.307491 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-16 17:28:29.307530 N | etcdserver: added local member 336bc18147870c09 [http://10.240.0.16:2380] to cluster 8ad6201056aec31e
2016-04-16 17:28:29.307642 N | etcdserver: added member 66358a82ef379101 [http://10.240.0.18:2380] to cluster 8ad6201056aec31e
2016-04-16 17:28:29.307676 N | etcdmain: serving insecure client requests on 10.240.0.16:2379, this is strongly discouraged!
2016-04-16 17:28:29.307819 N | etcdserver: added member 8b1cff98eebdba1d [http://10.240.0.17:2380] to cluster 8ad6201056aec31e
2016-04-16 17:28:29.493742 I | raft: 336bc18147870c09 is starting a new election at term 1
2016-04-16 17:28:29.493863 I | raft: 336bc18147870c09 became candidate at term 2
2016-04-16 17:28:29.493874 I | raft: 336bc18147870c09 received vote from 336bc18147870c09 at term 2
2016-04-16 17:28:29.493886 I | raft: 336bc18147870c09 [logterm: 1, index: 3] sent vote request to 66358a82ef379101 at term 2
2016-04-16 17:28:29.493900 I | raft: 336bc18147870c09 [logterm: 1, index: 3] sent vote request to 8b1cff98eebdba1d at term 2
2016-04-16 17:28:30.304632 I | rafthttp: the connection with 8b1cff98eebdba1d became active
2016-04-16 17:28:30.493744 I | raft: 336bc18147870c09 is starting a new election at term 2
2016-04-16 17:28:30.493815 I | raft: 336bc18147870c09 became candidate at term 3
2016-04-16 17:28:30.493826 I | raft: 336bc18147870c09 received vote from 336bc18147870c09 at term 3
2016-04-16 17:28:30.493845 I | raft: 336bc18147870c09 [logterm: 1, index: 3] sent vote request to 8b1cff98eebdba1d at term 3
2016-04-16 17:28:30.493857 I | raft: 336bc18147870c09 [logterm: 1, index: 3] sent vote request to 66358a82ef379101 at term 3
2016-04-16 17:28:30.497169 I | raft: 336bc18147870c09 received vote from 8b1cff98eebdba1d at term 3
2016-04-16 17:28:30.497187 I | raft: 336bc18147870c09 [quorum:2] has received 2 votes and 0 vote rejections
2016-04-16 17:28:30.497208 I | raft: 336bc18147870c09 became leader at term 3
2016-04-16 17:28:30.497223 I | raft: raft.node: 336bc18147870c09 elected leader 336bc18147870c09 at term 3
2016-04-16 17:28:30.499332 W | etcdserver: failed to reach the peerURL(http://10.240.0.18:2380) of member 66358a82ef379101 (Get http://10.240.0.18:2380/version: dial tcp 10.240.0.18:2380: getsockopt: connection refused)
2016-04-16 17:28:30.499383 W | etcdserver: cannot get the version of member 66358a82ef379101 (Get http://10.240.0.18:2380/version: dial tcp 10.240.0.18:2380: getsockopt: connection refused)
2016-04-16 17:28:30.500541 I | etcdserver: setting up the initial cluster version to 2.2
