2016-04-16 15:53:02.797930 I | etcdmain: etcd Version: 2.3.0+git
2016-04-16 15:53:02.797996 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-16 15:53:02.798003 I | etcdmain: Go Version: go1.6
2016-04-16 15:53:02.798009 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-16 15:53:02.798019 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-16 15:53:02.798083 I | etcdmain: listening for peers on http://10.240.0.16:2380
2016-04-16 15:53:02.798116 I | etcdmain: listening for client requests on 10.240.0.16:2379
2016-04-16 15:53:02.803683 I | etcdserver: name = etcd-1
2016-04-16 15:53:02.803706 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-16 15:53:02.803715 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-16 15:53:02.803721 I | etcdserver: heartbeat = 100ms
2016-04-16 15:53:02.803727 I | etcdserver: election = 1000ms
2016-04-16 15:53:02.803733 I | etcdserver: snapshot count = 10000
2016-04-16 15:53:02.803744 I | etcdserver: advertise client URLs = http://10.240.0.16:2379
2016-04-16 15:53:02.803751 I | etcdserver: initial advertise peer URLs = http://10.240.0.16:2380
2016-04-16 15:53:02.803766 I | etcdserver: initial cluster = etcd-1=http://10.240.0.16:2380,etcd-2=http://10.240.0.17:2380,etcd-3=http://10.240.0.18:2380
2016-04-16 15:53:02.806951 I | etcdserver: starting member 336bc18147870c09 in cluster 8ad6201056aec31e
2016-04-16 15:53:02.807014 I | raft: 336bc18147870c09 became follower at term 0
2016-04-16 15:53:02.807028 I | raft: newRaft 336bc18147870c09 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-16 15:53:02.807035 I | raft: 336bc18147870c09 became follower at term 1
2016-04-16 15:53:02.821494 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-16 15:53:02.821907 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-16 15:53:02.821942 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-16 15:53:02.822057 N | etcdmain: serving insecure client requests on 10.240.0.16:2379, this is strongly discouraged!
2016-04-16 15:53:02.822192 N | etcdserver: added local member 336bc18147870c09 [http://10.240.0.16:2380] to cluster 8ad6201056aec31e
2016-04-16 15:53:02.822309 N | etcdserver: added member 66358a82ef379101 [http://10.240.0.18:2380] to cluster 8ad6201056aec31e
2016-04-16 15:53:02.822424 N | etcdserver: added member 8b1cff98eebdba1d [http://10.240.0.17:2380] to cluster 8ad6201056aec31e
2016-04-16 15:53:03.007358 I | raft: 336bc18147870c09 is starting a new election at term 1
2016-04-16 15:53:03.007470 I | raft: 336bc18147870c09 became candidate at term 2
2016-04-16 15:53:03.007482 I | raft: 336bc18147870c09 received vote from 336bc18147870c09 at term 2
2016-04-16 15:53:03.007494 I | raft: 336bc18147870c09 [logterm: 1, index: 3] sent vote request to 66358a82ef379101 at term 2
2016-04-16 15:53:03.007504 I | raft: 336bc18147870c09 [logterm: 1, index: 3] sent vote request to 8b1cff98eebdba1d at term 2
2016-04-16 15:53:03.818252 I | rafthttp: the connection with 8b1cff98eebdba1d became active
