2016-04-16 17:28:30.951976 I | etcdmain: etcd Version: 2.3.0+git
2016-04-16 17:28:30.952042 I | etcdmain: Git SHA: Not provided (use ./build instead of go build)
2016-04-16 17:28:30.952049 I | etcdmain: Go Version: go1.6
2016-04-16 17:28:30.952055 I | etcdmain: Go OS/Arch: linux/amd64
2016-04-16 17:28:30.952065 I | etcdmain: setting maximum number of CPUs to 8, total number of available CPUs is 8
2016-04-16 17:28:30.952132 I | etcdmain: listening for peers on http://10.240.0.22:2380
2016-04-16 17:28:30.952159 I | etcdmain: listening for client requests on 10.240.0.22:2379
2016-04-16 17:28:30.959766 I | etcdserver: name = etcd-1
2016-04-16 17:28:30.959790 I | etcdserver: data dir = /home/gyuho/data.etcd
2016-04-16 17:28:30.959799 I | etcdserver: member dir = /home/gyuho/data.etcd/member
2016-04-16 17:28:30.959805 I | etcdserver: heartbeat = 100ms
2016-04-16 17:28:30.959811 I | etcdserver: election = 1000ms
2016-04-16 17:28:30.959816 I | etcdserver: snapshot count = 10000
2016-04-16 17:28:30.959826 I | etcdserver: advertise client URLs = http://10.240.0.22:2379
2016-04-16 17:28:30.959834 I | etcdserver: initial advertise peer URLs = http://10.240.0.22:2380
2016-04-16 17:28:30.959872 I | etcdserver: initial cluster = etcd-1=http://10.240.0.22:2380,etcd-2=http://10.240.0.23:2380,etcd-3=http://10.240.0.24:2380
2016-04-16 17:28:30.963626 I | etcdserver: starting member 21d3c625100d5241 in cluster 4a8b18416d8099e6
2016-04-16 17:28:30.963692 I | raft: 21d3c625100d5241 became follower at term 0
2016-04-16 17:28:30.963708 I | raft: newRaft 21d3c625100d5241 [peers: [], term: 0, commit: 0, applied: 0, lastindex: 0, lastterm: 0]
2016-04-16 17:28:30.963715 I | raft: 21d3c625100d5241 became follower at term 1
2016-04-16 17:28:30.980407 I | etcdserver: starting server... [version: 2.3.0+git, cluster version: to_be_decided]
2016-04-16 17:28:30.981449 E | etcdmain: failed to notify systemd for readiness: No socket
2016-04-16 17:28:30.981463 E | etcdmain: forgot to set Type=notify in systemd service file?
2016-04-16 17:28:30.981595 N | etcdmain: serving insecure client requests on 10.240.0.22:2379, this is strongly discouraged!
2016-04-16 17:28:30.981620 N | etcdserver: added local member 21d3c625100d5241 [http://10.240.0.22:2380] to cluster 4a8b18416d8099e6
2016-04-16 17:28:30.981749 N | etcdserver: added member 38b08b16bc99e52f [http://10.240.0.24:2380] to cluster 4a8b18416d8099e6
2016-04-16 17:28:30.981863 N | etcdserver: added member 3e07e8086be420d2 [http://10.240.0.23:2380] to cluster 4a8b18416d8099e6
2016-04-16 17:28:31.464081 I | raft: 21d3c625100d5241 is starting a new election at term 1
2016-04-16 17:28:31.464203 I | raft: 21d3c625100d5241 became candidate at term 2
2016-04-16 17:28:31.464216 I | raft: 21d3c625100d5241 received vote from 21d3c625100d5241 at term 2
2016-04-16 17:28:31.464229 I | raft: 21d3c625100d5241 [logterm: 1, index: 3] sent vote request to 38b08b16bc99e52f at term 2
2016-04-16 17:28:31.464239 I | raft: 21d3c625100d5241 [logterm: 1, index: 3] sent vote request to 3e07e8086be420d2 at term 2
2016-04-16 17:28:31.975877 I | rafthttp: the connection with 3e07e8086be420d2 became active
2016-04-16 17:28:32.363448 I | raft: 21d3c625100d5241 [logterm: 1, index: 3, vote: 21d3c625100d5241] rejected vote from 3e07e8086be420d2 [logterm: 1, index: 3] at term 2
2016-04-16 17:28:32.981409 I | rafthttp: the connection with 38b08b16bc99e52f became active
2016-04-16 17:28:33.364176 I | raft: 21d3c625100d5241 is starting a new election at term 2
2016-04-16 17:28:33.364245 I | raft: 21d3c625100d5241 became candidate at term 3
2016-04-16 17:28:33.364254 I | raft: 21d3c625100d5241 received vote from 21d3c625100d5241 at term 3
2016-04-16 17:28:33.364267 I | raft: 21d3c625100d5241 [logterm: 1, index: 3] sent vote request to 38b08b16bc99e52f at term 3
2016-04-16 17:28:33.364277 I | raft: 21d3c625100d5241 [logterm: 1, index: 3] sent vote request to 3e07e8086be420d2 at term 3
2016-04-16 17:28:33.368143 I | raft: 21d3c625100d5241 received vote from 3e07e8086be420d2 at term 3
2016-04-16 17:28:33.368177 I | raft: 21d3c625100d5241 [quorum:2] has received 2 votes and 0 vote rejections
2016-04-16 17:28:33.368216 I | raft: 21d3c625100d5241 became leader at term 3
2016-04-16 17:28:33.368233 I | raft: raft.node: 21d3c625100d5241 elected leader 21d3c625100d5241 at term 3
2016-04-16 17:28:33.372401 I | etcdserver: published {Name:etcd-1 ClientURLs:[http://10.240.0.22:2379]} to cluster 4a8b18416d8099e6
2016-04-16 17:28:33.373202 I | etcdserver: setting up the initial cluster version to 2.3
2016-04-16 17:28:33.374713 N | membership: set the initial cluster version to 2.3
2016-04-16 17:28:33.482284 I | v2http: enabled capabilities for version 2.3.0
2016-04-16 17:28:39.418293 I | etcdserver: start to snapshot (applied: 10072, lastsnap: 0)
2016-04-16 17:28:39.535064 I | etcdserver: saved snapshot at index 10072
2016-04-16 17:28:39.535370 I | etcdserver: compacted raft log at 5072
2016-04-16 17:28:39.796114 I | etcdserver: start to snapshot (applied: 20233, lastsnap: 10072)
2016-04-16 17:28:40.008530 I | etcdserver: saved snapshot at index 20233
2016-04-16 17:28:40.008909 I | etcdserver: compacted raft log at 15233
2016-04-16 17:28:40.199963 I | etcdserver: start to snapshot (applied: 30492, lastsnap: 20233)
2016-04-16 17:28:40.567770 I | etcdserver: saved snapshot at index 30492
2016-04-16 17:28:40.568266 I | etcdserver: compacted raft log at 25492
2016-04-16 17:28:40.629010 I | etcdserver: start to snapshot (applied: 40672, lastsnap: 30492)
2016-04-16 17:28:41.110367 I | etcdserver: start to snapshot (applied: 50734, lastsnap: 40672)
2016-04-16 17:28:41.129279 I | etcdserver: saved snapshot at index 40672
2016-04-16 17:28:41.129782 I | etcdserver: compacted raft log at 35672
2016-04-16 17:28:41.661441 I | etcdserver: start to snapshot (applied: 60869, lastsnap: 50734)
2016-04-16 17:28:41.746659 I | etcdserver: saved snapshot at index 50734
2016-04-16 17:28:41.747128 I | etcdserver: compacted raft log at 45734
2016-04-16 17:28:42.189620 I | etcdserver: start to snapshot (applied: 70911, lastsnap: 60869)
2016-04-16 17:28:42.570870 I | etcdserver: saved snapshot at index 60869
2016-04-16 17:28:42.571484 I | etcdserver: compacted raft log at 55869
2016-04-16 17:28:42.763013 I | etcdserver: start to snapshot (applied: 80944, lastsnap: 70911)
2016-04-16 17:28:43.077785 I | etcdserver: saved snapshot at index 70911
2016-04-16 17:28:43.078401 I | etcdserver: compacted raft log at 65911
2016-04-16 17:28:43.259329 I | etcdserver: start to snapshot (applied: 91123, lastsnap: 80944)
2016-04-16 17:28:43.798616 I | etcdserver: saved snapshot at index 80944
2016-04-16 17:28:43.799459 I | etcdserver: compacted raft log at 75944
2016-04-16 17:28:43.887706 I | etcdserver: start to snapshot (applied: 101554, lastsnap: 91123)
2016-04-16 17:28:44.321744 I | etcdserver: saved snapshot at index 91123
2016-04-16 17:28:44.322256 I | etcdserver: compacted raft log at 86123
2016-04-16 17:28:44.936054 I | etcdserver: saved snapshot at index 101554
2016-04-16 17:28:44.936386 I | etcdserver: compacted raft log at 96554
2016-04-16 17:28:49.101802 I | etcdserver: start to snapshot (applied: 111555, lastsnap: 101554)
