second,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2
0,24.054062,29267,29267,2.49,17.87
1,28.057707,33700,62967,51.58,138.41
2,35.808541,27234,90201,95.63,278.54
3,44.133944,21472,111673,131.44,383.17
4,48.976761,20575,132248,162.72,484.77
5,48.058045,20453,152701,191.59,678.41
6,54.168943,19181,171882,216.43,804.82
7,62.262068,15815,187697,239.64,921.83
8,53.151978,15872,203569,261.40,1020.77
9,66.584272,16176,219745,279.71,1062.86
10,124.409200,6905,226650,297.08,1265.26
11,69.028243,17046,243696,308.35,1357.96
12,84.475587,10674,254370,320.07,1557.22
13,79.216730,13931,268301,330.04,1670.68
14,132.406272,6946,275247,339.42,1756.88
15,83.386168,11256,286503,347.62,1816.39
16,112.787872,9436,295939,356.09,1874.56
17,84.946627,6453,302392,362.28,1953.21
18,391.116933,2809,305201,361.28,2038.21
19,643.656647,1291,306492,361.23,2091.30
20,733.942379,964,307456,356.61,2105.62
21,705.336193,1333,308789,347.56,2105.62
22,586.124885,686,309475,337.84,2105.70
23,0.000000,0,309475,326.31,2105.70
24,0.000000,0,309475,316.18,2105.77
25,0.000000,0,309475,306.25,2105.77
26,0.000000,0,309475,297.31,2105.99
27,0.000000,0,309475,288.71,2106.15
28,0.000000,0,309475,280.49,2106.17
29,0.000000,0,309475,272.68,2106.65
30,0.000000,0,309475,265.00,2107.12
31,0.000000,0,309475,259.45,2107.21
32,0.000000,0,309475,254.13,2107.21
33,126.903922,4153,313628,248.15,2107.28
34,77.452644,13033,326661,248.21,2119.96
35,91.253551,10225,336886,253.71,2121.32
36,105.631921,10046,346932,261.12,2122.70
37,95.429524,10275,357207,268.13,2178.41
38,96.713628,10112,367319,275.10,2305.48
39,107.325252,10100,377419,282.05,2321.69
40,113.648434,9260,386679,288.98,2522.09
41,157.879682,4581,391260,295.05,2578.59
42,117.556960,7494,398754,300.58,2694.41
43,97.536147,9570,408324,306.72,2791.74
44,148.793761,6658,414982,311.39,2863.86
45,624.808558,406,415388,314.28,2917.92
46,0.000000,0,415388,314.14,3030.14
47,0.000000,0,415388,310.83,3358.45
48,0.000000,0,415388,306.71,3358.45
49,0.000000,0,415388,302.63,3358.45
50,0.000000,0,415388,298.76,3358.45
51,0.000000,0,415388,293.88,3358.45
52,0.000000,0,415388,289.19,3358.51
53,0.000000,0,415388,284.97,3358.51
54,0.000000,0,415388,280.76,3358.51
55,0.000000,0,415388,276.55,3358.51
56,0.000000,0,415388,272.55,3358.51
57,0.000000,0,415388,268.65,3358.51
58,0.000000,0,415388,264.50,3358.51
59,0.000000,0,415388,259.98,3358.51
60,0.000000,0,415388,256.70,3358.51
61,0.000000,0,415388,253.48,3358.51
62,0.000000,0,415388,249.99,3358.51
63,0.000000,0,415388,246.41,3358.51
64,0.000000,0,415388,243.55,3358.51
65,0.000000,0,415388,240.77,3358.51
66,0.000000,0,415388,237.63,3358.51
67,0.000000,0,415388,234.12,3358.51
68,0.000000,0,415388,231.17,3358.51
69,0.000000,0,415388,228.30,3358.51
70,0.000000,0,415388,225.78,3358.51
71,114.267832,3199,418587,223.51,3358.51
72,88.899773,8986,427573,224.02,3359.03
73,70.141695,9393,436966,225.33,3360.91
74,105.400885,6288,443254,228.95,3369.78
75,138.241740,3533,446787,233.78,3407.06
76,791.737610,14,446801,236.78,3468.56
77,0.000000,0,446801,240.54,3490.82
78,72.246169,7517,454318,242.48,3551.75
79,470.801038,850,455168,245.26,3669.15
80,838.103612,432,455600,245.50,4109.09
81,0.000000,0,455600,246.01,4117.37
82,0.000000,0,455600,245.41,4117.37
83,0.000000,0,455600,243.80,4117.37
84,0.000000,0,455600,241.44,4117.41
85,0.000000,0,455600,239.14,4237.34
86,0.000000,0,455600,236.56,4302.48
87,0.000000,0,455600,235.01,4302.53
88,0.000000,0,455600,233.19,4302.58
89,0.000000,0,455600,230.95,4302.58
90,0.000000,0,455600,228.73,4302.58
91,87.723146,9551,465151,227.34,4302.58
92,113.732377,5783,470934,227.22,4311.80
93,116.305404,5770,476704,227.58,4316.00
94,73.852865,7500,484204,228.77,4316.15
95,123.761537,6126,490330,230.70,4317.68
96,200.891568,6980,497310,233.66,4335.98
97,149.209784,2723,500033,236.44,4346.84
98,161.561161,3810,503843,239.14,4347.33
99,0.000000,0,503843,241.40,4348.72
100,0.000000,0,503843,242.93,4489.85
101,0.000000,0,503843,242.48,4489.85
102,0.000000,0,503843,241.01,4489.89
103,0.000000,0,503843,239.66,4489.89
104,0.000000,0,503843,238.11,4532.92
105,0.000000,0,503843,236.71,4532.92
106,0.000000,0,503843,235.86,4535.66
107,0.000000,0,503843,234.47,4608.89
108,0.000000,0,503843,233.05,4756.68
109,0.000000,0,503843,231.28,4798.34
110,0.000000,0,503843,229.46,4798.34
111,0.000000,0,503843,227.65,4798.34
112,0.000000,0,503843,225.64,4798.34
113,0.000000,0,503843,223.97,4798.34
114,0.000000,0,503843,222.43,4798.34
115,0.000000,0,503843,220.67,4798.34
116,0.000000,0,503843,219.06,4798.34
117,0.000000,0,503843,217.48,4798.34
118,0.000000,0,503843,215.76,4798.34
119,0.000000,0,503843,214.01,4798.34
120,0.000000,0,503843,212.37,4798.34
121,0.000000,0,503843,210.85,4798.34
122,0.000000,0,503843,209.33,4798.34
123,0.000000,0,503843,207.85,4798.34
124,0.000000,0,503843,206.30,4798.34
125,0.000000,0,503843,204.77,4798.34
126,0.000000,0,503843,203.34,4798.34
127,0.000000,0,503843,201.93,4798.34
128,0.000000,0,503843,200.54,4798.34
129,0.000000,0,503843,199.13,4798.34
130,0.000000,0,503843,197.75,4798.34
131,0.000000,0,503843,196.40,4798.34
132,0.000000,0,503843,195.10,4798.34
133,0.000000,0,503843,193.81,4798.34
134,82.941915,5038,,,
