second,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2
0,26.502410,28784,28784,2.62,17.54
1,30.464746,31947,60731,51.46,140.39
2,42.259436,23151,83882,95.27,270.57
3,40.746657,23849,107731,132.92,367.56
4,52.017416,19253,126984,164.82,472.87
5,54.728924,15615,142599,192.13,569.27
6,55.304530,18438,161037,213.51,773.51
7,78.045543,12611,173648,231.71,840.12
8,51.603748,19129,192777,248.02,884.86
9,65.916226,7214,,,
