second,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2
113,0.000000,0,510143,226.89,4576.30
114,0.000000,0,510143,225.13,4576.30
115,0.000000,0,510143,223.40,4576.30
116,0.000000,0,510143,221.69,4576.30
117,0.000000,0,510143,219.83,4576.30
118,0.000000,0,510143,218.62,4576.30
119,0.000000,0,510143,217.43,4576.30
120,0.000000,0,510143,215.73,4576.30
121,0.000000,0,510143,213.96,4576.30
122,0.000000,0,510143,212.30,4576.30
123,0.000000,0,510143,210.80,4576.30
124,0.000000,0,510143,209.33,4576.30
125,0.000000,0,510143,207.88,4576.30
126,0.000000,0,510143,206.44,4576.30
127,0.000000,0,510143,205.00,4576.30
128,0.000000,0,510143,203.57,4576.30
129,484.158359,333,510476,202.40,4576.30
130,777.091233,591,,,
