second,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2
0,33.167589,5161,5161,2.37,15.91
1,24.971788,38874,44035,51.01,134.97
2,33.546686,29102,73137,94.83,270.68
3,38.379042,25825,98962,131.55,391.16
4,43.658453,22110,121072,166.03,492.95
5,63.269467,15970,137042,191.47,673.47
6,53.959955,17521,154563,214.14,799.36
7,51.721358,18481,173044,234.99,860.78
8,60.600785,17372,190416,255.07,918.27
9,80.046149,12440,202856,269.57,994.98
10,79.157375,12865,215721,281.96,1021.13
11,50.206490,17049,232770,296.73,1110.28
12,102.908703,10778,243548,309.56,1381.45
13,89.492528,9776,253324,318.77,1611.13
14,89.837564,11047,264371,327.27,1721.41
15,92.312273,10170,274541,335.27,1723.17
16,102.382787,11592,286133,344.56,1758.94
17,72.458297,12538,298671,353.62,1788.20
18,115.863942,9395,308066,362.53,1789.09
19,128.462921,6674,314740,365.49,1875.10
20,233.076740,3377,318117,366.88,2012.38
21,146.966333,5876,323993,362.12,2044.15
22,111.208178,4653,328646,357.95,2055.15
23,523.632781,1088,329734,351.95,2056.51
24,701.508404,1001,330735,346.01,2065.38
25,768.251888,90,330825,338.33,2065.46
26,0.000000,0,330825,328.40,2065.52
27,0.000000,0,330825,320.07,2065.59
28,0.000000,0,330825,312.33,2065.80
29,0.000000,0,330825,302.77,2065.96
30,0.000000,0,330825,294.81,2065.96
31,0.000000,0,330825,287.25,2067.16
32,79.198111,4754,335579,280.90,2070.64
33,68.059904,18063,353642,284.66,2071.17
34,75.775878,12344,365986,291.78,2081.98
35,109.517657,9265,375251,299.96,2086.93
36,173.740891,6059,381310,306.97,2128.39
37,117.339026,8658,389968,313.70,2222.48
38,100.910625,9963,399931,320.48,2351.14
39,74.989529,8686,408617,326.80,2390.49
40,147.508638,7570,416187,332.22,2398.52
41,497.492709,1300,417487,334.99,2402.06
42,0.000000,0,417487,338.30,2519.26
43,0.000000,0,417487,335.44,2743.86
44,0.000000,0,417487,333.29,3088.18
45,0.000000,0,417487,330.45,3221.82
46,0.000000,0,417487,324.51,3221.82
47,0.000000,0,417487,319.13,3221.82
48,0.000000,0,417487,313.75,3221.82
49,0.000000,0,417487,308.47,3221.86
50,0.000000,0,417487,303.21,3221.90
51,0.000000,0,417487,298.21,3221.90
52,0.000000,0,417487,293.70,3221.90
53,0.000000,0,417487,289.30,3221.90
54,0.000000,0,417487,284.60,3221.90
55,0.000000,0,417487,280.37,3221.90
56,0.000000,0,417487,276.15,3221.90
57,0.000000,0,417487,272.03,3221.90
58,0.000000,0,417487,268.23,3221.90
59,0.000000,0,417487,264.39,3221.90
60,0.000000,0,417487,260.94,3221.90
61,0.000000,0,417487,257.76,3222.92
62,0.000000,0,417487,254.83,3223.95
63,0.000000,0,417487,251.39,3223.95
64,0.000000,0,417487,247.94,3233.16
65,0.000000,0,417487,244.39,3242.38
66,0.000000,0,417487,241.59,3242.38
67,0.000000,0,417487,238.81,3242.38
68,0.000000,0,417487,235.78,3242.38
69,506.680720,46,417533,233.23,3242.38
70,66.663809,8512,426045,232.26,3242.92
71,60.961752,8705,434750,233.72,3265.05
72,60.959856,9509,444259,236.15,3265.19
73,88.491712,9504,453763,239.37,3322.67
74,135.972187,2599,456362,243.35,3323.34
75,396.697869,1049,457411,246.37,3356.81
76,768.677128,608,458019,248.79,3370.23
77,0.000000,0,458019,249.08,3370.26
78,0.000000,0,458019,248.22,3593.62
79,0.000000,0,458019,248.26,3593.62
80,0.000000,0,458019,246.16,3593.62
81,0.000000,0,458019,243.71,3593.62
82,0.000000,0,458019,241.25,3593.62
83,0.000000,0,458019,238.87,3718.35
84,0.000000,0,458019,236.18,3718.35
85,0.000000,0,458019,234.09,3845.89
86,0.000000,0,458019,232.13,3975.56
87,0.000000,0,458019,229.63,3975.56
88,0.000000,0,458019,227.59,3975.56
89,0.000000,0,458019,225.54,3975.56
90,0.000000,0,458019,222.90,3975.56
91,0.000000,0,458019,220.88,3975.56
92,0.000000,0,458019,218.76,3975.56
93,0.000000,0,458019,217.00,3975.56
94,440.766848,389,458408,215.36,3976.24
95,101.100118,8062,466470,214.51,3976.37
96,63.525707,9406,475876,215.78,3980.72
97,129.745984,10539,486415,218.27,3983.54
98,131.483816,9589,496004,221.18,3985.89
99,0.000000,0,496004,225.29,3987.08
100,49.302142,9081,505085,229.42,3989.69
101,142.575407,4120,509205,232.85,4164.04
102,120.601121,938,510143,236.97,4226.81
103,0.000000,0,510143,238.44,4249.69
104,0.000000,0,510143,240.35,4380.67
105,0.000000,0,510143,240.12,4382.72
106,0.000000,0,510143,238.18,4382.72
107,0.000000,0,510143,236.12,4382.72
108,0.000000,0,510143,234.22,4382.72
109,0.000000,0,510143,232.38,4382.72
110,0.000000,0,510143,231.44,4501.76
111,0.000000,0,510143,230.01,4539.03
112,0.000000,0,510143,228.72,4576.30
