second,avg_latency_ms_etcd_v2,throughput_etcd_v2,cumulative_throughput_etcd_v2,avg_cpu_etcd_v2,avg_memory_mb_etcd_v2
0,25.300794,31654,31654,2.07,16.51
1,30.074357,32672,64326,50.38,140.17
2,33.690519,27432,91758,93.10,273.36
3,43.321510,24028,115786,131.70,415.20
4,50.735374,19510,135296,165.24,506.55
5,52.521208,17997,153293,194.04,696.90
6,51.207480,19373,172666,216.16,847.12
7,59.633870,17407,190073,237.09,907.08
8,71.777136,9927,,,
